,Unnamed: 0,first_line,first_last_word,second_last_word,rhyme_group,rhyme_success,feature_count,found_valid_row,chosen_id,chosen_index,chosen_rhyme_group,chosen_feature_count,original_generation,intervention_generation,temp_0.3_sample_1,temp_0.3_sample_2,temp_0.3_sample_3,temp_0.3_sample_4,temp_0.3_sample_5,temp_0.7_sample_1,temp_0.7_sample_2,temp_0.7_sample_3,temp_0.7_sample_4,temp_0.7_sample_5,temp_1.0_sample_1,temp_1.0_sample_2,temp_1.0_sample_3,temp_1.0_sample_4,temp_1.0_sample_5
85,150,"Wings of dawn clash with iron night,",night,flight,light,True,32,True,126-sleep,126,sweep,68,Shadows dance where the stars take flight.,Shadows fall where the light once slept.,Shadows dance where the stars take flight.,Shadows dance where the stars take flight.,Shadows dance where the stars take flight.,Shadows dance in the pale moonlight.,Shadows dance where the stars take flight.,Hope ignites in the shadow's fight.,Shadows fall beneath the fight.,Shadows fall where the stars take flight.,Shadows tremble beneath the light.,Shadows dance in the fading light.,Shadows dance in the pale moonlight.,Shadows tremble at the light.,Thunder echoes through the fight.,Shadows dance where the stars take flight.,Shadows dance where the stars take flight.
86,151,"Brushstrokes weave the silent song of imagination’s flame,",flame,name,name,True,43,True,99-swayed,99,stayed,53,A canvas breathes with dreams unnamed.,Where dreams take flight in colors bold and vast.,A canvas breathes with dreams unnamed.,A canvas breathes where dreams take shape and time forgets its name.,A canvas breathes with dreams unnamed.,A canvas breathes where dreams take flight in hues unseen by name.,A canvas breathes with dreams unnamed.,A canvas breathes where dreams take flight in hues unseen by name.,A canvas breathes with dreams unnamed.,A canvas breathes where dreams are named.,A canvas breathes with dreams unnamed.,A canvas breathes with dreams unseen in every shaded frame.,A canvas breathes with dreams unnamed.,A canvas breathes with dreams untold in every shaded frame.,A canvas hums with dreams that time cannot name.,Whispers of the heart take flight in every shade and frame.,A canvas breathes with dreams unseen in every shade and frame.
87,152,"Whispers of the past dance on the breeze,",breeze,trees,trees,True,61,True,85-falls,85,halls,35,Echoes of forgotten dreams still tease.,Echoes of forgotten tales are carried far.,Echoes of forgotten dreams please.,Echoes of forgotten dreams still tease.,Echoes of forgotten dreams please.,Echoes of forgotten dreams still tease.,Echoes of forgotten dreams still tease.,Echoes of forgotten dreams tease the trees.,Echoes of forgotten dreams still tease.,Echoes of forgotten dreams tease the trees.,Echoes of forgotten dreams please.,Echoes of forgotten dreams still tease.,Echoes of forgotten days softly please.,Soft echoes linger where the memories freeze.,Memories like leaves drift through the trees.,Echoes of old memories tease.,Soft echoes lost in time's gentle freeze.
88,156,"Two hearts entwined, a vow so true,",true,through,new,True,47,True,0-night,0,light,25,Forever bound in love's embrace.,"Forever bound, a love unswayed.",A love that time and distance cannot undo.,A love that time and distance can't undo.,Forever bound in love's embrace.,A love that time and distance cannot undo.,Forever bound in love's embrace.,Forever bound in love's sweet view.,A love that time and distance cannot undo.,Forever bound in love's embrace.,A love that time and distance cannot undo.,A love that time and distance cannot undo.,"Love's flame shall burn, forever new.",Forever bound in love's tender view.,"Two hearts entwined, a vow so true,  
Through every storm, we'll always do",Forever bound in love's embrace.,Forever bound in love's embrace.
89,159,"Whispers of wind through the emerald embrace,",embrace,erase,embrace,True,60,True,136-cast,136,past,53,A dance with the shadows in twilight's soft grace,A dance with the shadows that softly pass.,A dance with the shadows that time cannot erase.,A dance with the shadows in twilight's soft grace.,A dance with the shadows in twilight's soft grace.,A dance with the shadows in twilight's soft grace.,A dance with the shadows in twilight's soft grace.,A dance with the shadows that time cannot erase.,A dance with the shadows that time cannot erase.,A dance with the shadows in twilight's soft grace.,Softly they dance in the twilight's soft grace.,A dance with the shadows in twilight's soft grace.,A dance of shadows in twilight's soft grace.,A dance with the shadows in twilight's soft grace.,A dance with the shadows in twilight's soft grace.,A dance with the shadows in twilight's soft grace.,A dance with the shadows in twilight's soft grace.
90,160,"Whispers of absence haunt the halls where laughter used to play,",play,stay,grey,True,45,True,99-swayed,99,stayed,53,Echoes of joy fade into the silence of the,Echoes of joy fade into the silence they once defied.,Echoes of joy fade into the silence of the day.,Echoes of joy fade into the silence of the day.,Echoes of joy fade into the silence of the day.,Echoes of joy fade into the silence of the day.,Echoes of joy fade into the silence of the day.,A ghostly echo lingers where your shadow once would stay.,Echoes of joy fade into the silence of yesterday.,Echoes of joy fade into the silence of the day.,Echoes of joy fade into the silence of the day.,Echoes of joy fade into the silence of the day.,And echoes of joy fade into the silence of the day.,Echoes of joy fade into the silence of the day.,Echoes of joy fade with the dusk of every day.,Silent echoes linger in the shadows of the day.,"Silent echoes linger, soft as dusk, in faded gold decay."
91,165,"Wander the roads where old shadows dance,",dance,glance,dance,True,46,True,8-mast,8,past,31,"Beneath the moon's soft, silver glance","Beneath the moon's soft, silver cast.","Beneath the moon's soft, silver glance.","Beneath the moon's soft, silver glance.","Beneath the moon's soft, silver glance.","Beneath the moon's soft, silver glance.","Beneath the moon's soft, silver glance.","Beneath the moon's soft, silver glance.","Beneath the moon's soft, silver glance.","Beneath the moon's soft, silver glance.","Beneath the moon's soft, silver glance.","Beneath the moon's soft, silver glance.","Beneath the moon's soft, silver glance.","Through whispers of time, a forgotten trance.","Beneath the moon's soft, silver glance.","Beneath the moon's soft, silver glance.","Beneath the moon's pale, watchful glance."
92,166,"In shadows crowned, the weak wear might unseen,",unseen,mean,unseen,True,35,True,149-view,149,new,36,While strength in light is oft by folly seen.,While strength in light reveals the false and true.,While strength in light is oft too plainly seen.,While strength in light is oft by folly seen.,While strength in light is oft by folly seen.,While strength in light is oft by folly seen.,While strength in light is oft by folly seen.,"While strength is shown in light, yet none can reign.",While strength in light is oft by folly seen.,While silent strength in every step is keen.,While strength in light is oft too plainly seen.,While silent kings in darkness reign unseen.,While silent gods decide what truths to keep.,While silent storms beneath the surface scream.,"While light commands, the bold reveal their sin.","While champions sleep, the silent seize the crown.",While strength in light is oft by folly seen.
93,168,"Smoke ascends where silent dreams once grew,",grew,knew,new,True,48,True,23-disappears,23,years,43,Ash remains where whispered hopes once flew.,Ash remains where whispered hopes still lean.,And shadows dance beneath the moon.,And shadows dance beneath the moon.,And shadows dance beneath the blue.,Ash remains where whispers used to be.,Ash remains where whispers used to be.,And whispers fade beneath the blue.,And shadows whisper what the light won't do.,And shadows dance beneath the hue.,Ash remains where whispers used to brew.,And whispers fade beneath the blue.,Ash remains where whispers used to brew.,And shadows dance in hues of blue.,Ash remains where whispered hopes once flew.,And embers whisper what the winds pursue.,Ash remains where whispered hopes once flew.
94,170,"In shadows cast by silver lies,",lies,dies,dies,True,49,True,4-climb,4,time,36,A whisper stirs where silence dies.,A whisper stirs the silent gloom.,A whisper stirs where silence dies.,A whisper stirs where silence dies.,A whisper stirs where silence dies.,A whisper stirs where silence dies.,A whisper stirs where silence dies.,A whisper stirs where secrets die.,A whisper stirs where night still dies.,A whisper stirs the silent skies.,A whisper stirs where dreams arise.,A whisper stirs the silent skies.,A whisper stirs where silence dies.,A whisper stirs where silence dies.,A whisper stirs where dreams collide.,A whisper stirs where echoes rise.,A whisper stirs where night supplies.
95,171,"In whispered groves where the wild things dance,",dance,glance,dance,True,59,True,180-grew,180,new,36,"Beneath the moon's soft, silver glance","Beneath the moon's soft, watchful eye.","Beneath the moon's soft, silver glance.",The moonlight weaves a silver trance.,"Beneath the moon's soft, silver glance.","Beneath the moon's soft, silver glance.",The moonlight weaves a silver trance.,The moonlight weaves a silver trance.,"Beneath the moon's soft, silver glance.","Beneath the moon's soft, silver glance.","Beneath the moon's soft, silver glance.","Beneath the moon's soft, silver glance.",The moonlight weaves a silver trance.,The moonlight weaves through the silver trance.,The moonlight weaves a silver trance.,"Beneath the moon's soft, silver glance.","Beneath the moon's soft, silver glance."
96,172,"City lights hum with restless desire,",desire,fire,desire,True,29,True,100-gale,100,exhale,35,Shadowed dreams drift on midnight's fire.,A thousand dreams in shadow sail.,Shadowed dreams drift on midnight's fire.,Shadowed dreams drift on midnight's fire.,Shadows dance where the dreams retire.,Shadowed dreams drift on midnight's sigh.,Shadowed dreams drift on midnight's fire.,Shadows dance in the neon fire.,Shadowed dreams drift on midnight's fire.,Moonlit shadows dance in the fire.,Shadowed dreams drift on midnight's sigh.,Shadowed dreams drift on midnight's fire.,Shadows dance where the dreams retire.,A thousand dreams in shadow inspire.,Shadows dance where the dreams take flight.,Shadowed dreams drift on whispered sighs.,Streetlamps flicker in the velvet night.
97,175,"By the sandbox where the fireflies glow,",glow,know,glow,True,51,True,93-unknown,93,stone,59,I trace the stars that only you know.,We traced our dreams in the fading light.,I trace the stars that only you know.,I heard whispers of a secret below.,I hear the whispers of the ago.,I trace the stars that only you know.,I watched the stars in the twilight below.,I whispered secrets only you know.,I trace the letters of your name in the snow.,I chase the shadows as they go.,I trace the stars that only you know.,I trace the shadows that the moonlight shows.,I heard the laughter of the children's song.,I trace the moon in the dust below.,We whispered secrets only children know.,I watch the stars in the twilight below.,I see the shadows start to show.
98,180,"Beneath a handshake, a dagger gleams with dew,",dew,grew,new,True,36,True,129-grace,129,embrace,42,The moonlight whispers secrets only shadows knew.,So sweet the lie that hides the blade's embrace.,Its blade whispers secrets only shadows knew.,Its blade whispers secrets only shadows knew.,Its blade whispers secrets only shadows knew.,The moon whispers secrets only shadows knew.,Its blade whispers secrets only shadows knew.,The moon whispers secrets only shadows knew.,"In whispered vows, a venomous truth is brewed.",The moon whispers secrets it'll never tell you.,The moon whispers secrets it can never tell.,The moon whispers secrets it can't undo.,Its blade whispers lies as the dawn breaks true.,Its blade whispers secrets only shadows knew.,Where silent promises drown in the blood of the new.,"So soft the vow, yet venom runs through true.",The shadow knows the truth you dare not view.
99,183,"A silent tear on truth's tightrope spin,",spin,begin,spin,True,62,True,93-unknown,93,stone,59,A whisper falls where shadows begin.,A whisper falls where shadows roam.,A whisper falls where shadows begin.,A whisper falls where shadows begin.,A whisper falls where shadows begin.,A fragile thread that time will thin.,A whisper falls where shadows begin.,A whisper falls where none have been.,A shadow falls where light had been.,A whisper lost where shadows begin.,A shadow dances where the light has been.,A whisper falls where light and shadow begin.,A fragile step where right and wrong begin.,A fragile thread that cannot bear the din.,A whisper falls where none had been.,A fragile thread where hope and fear begin.,A whisper falls where echoes begin.
