,Unnamed: 0,first_line,first_last_word,second_last_word,rhyme_group,rhyme_success,feature_count,found_valid_row,chosen_id,chosen_index,chosen_rhyme_group,chosen_feature_count,original_generation,intervention_generation,temp_0.3_sample_1,temp_0.3_sample_2,temp_0.3_sample_3,temp_0.3_sample_4,temp_0.3_sample_5,temp_0.7_sample_1,temp_0.7_sample_2,temp_0.7_sample_3,temp_0.7_sample_4,temp_0.7_sample_5,temp_1.0_sample_1,temp_1.0_sample_2,temp_1.0_sample_3,temp_1.0_sample_4,temp_1.0_sample_5
80,227,"When your heart first whispers a name in the dark,",dark,stark,dark,True,13,True,152-seize,152,trees,29,The stars align to reveal its flame.,"The stars hold their breath, waiting to hear.",The stars align to reveal its flame.,"The stars hold their breath, waiting for your spark.",The stars align to reveal its flame.,"The stars hold their breath, waiting to hear your name.","The stars hold their breath, waiting for the spark.",The stars above echo your breath's soft demand.,The stars align to reveal its flame.,The stars lean close to hear it too.,The stars align to spell it out.,The stars align to reveal its flame.,You feel the world stop to listen and ask.,A shadowed flame burns in the dark.,You feel the world stop to listen.,The stars above beg the same.,The stars align to reveal its flame.
81,241,"In whispered woods where shadows play,",play,sway,grey,True,14,True,40-night,40,light,19,Secrets hide in every sway.,Secrets breathe in the fading light.,Secrets hide in every sway.,Secrets hide in every sway.,Secrets breathe in the fading day.,Secrets hide in every sway.,Secrets hide in every sway.,Secrets hide in every sway.,Secrets hide in every sway.,Secrets nestle in the haze.,Secrets linger in the haze.,Secrets hide in every sway.,Secrets creep through the trees at day.,Secrets hide in every glade.,Secrets dance in moonlight's way.,Secrets hide in every sway.,Secrets hide in every gray.
82,242,"A flawless vase, still cracked within, a shadow draped in light,",light,night,light,True,6,True,272-dawn,272,dawn,11,"A whisper of the past, a secret kept in","A whisper of the past, a secret kept so tight.","A whisper of the past, a silent, haunting sight.","A whisper of the past, unseen and bright.","A whisper of the past, a silent, haunting sight.","A whisper of the past, a silent, haunting sight.","A whisper of the past, a silent, haunting sight.","A whisper of the past, a tale of broken grace.","A whisper of the past, a silent lament.",A whisper of the past in every line.,"A whisper of the past, a silent, lingering plight.","A whisper of the past, a silent, haunting cry.",A secret held in delicate white.,A whisper of the past remains.,A whisper of the night.,A whispered truth in every line.,A secret hidden in the seams.
83,244,"A hearth's warm glow where whispered memories reside,",reside,pride,collide,True,16,True,266-glance,266,dance,19,A hearth's warm glow where whispered memories reside,A hearth's warm glow where whispered memories dance.,"A hearth's warm glow where whispered memories reside,  
A sanctuary of time, where shadows softly","A hearth's warm glow where whispered memories reside,  
A sanctuary of time, where shadows softly","A hearth's warm glow where whispered memories reside,  
A sanctuary of time, where shadows softly","A hearth's warm glow where whispered memories reside,  
A sanctuary of time, where shadows softly","A hearth's warm glow where whispered memories reside,  
A sanctuary of time, where shadows softly",A silent flame that time cannot erode.,"A sanctuary of time, where echoes of the past reside.","A hearth's warm glow where whispered memories reside,  
A sanctuary of time, where shadows softly","A tapestry of time, both old and wide.",A quiet hush where time and dreams collide.,A gentle light that guides the soul to pride.,A timeless thread woven through the night.,"A hearth's warm glow where whispered memories reside,  
A sanctuary of time, where shadows softly",A ghostly dance of shadows in the winter's tide.,A home's soft sigh.
84,247,"When laughter dances on the breeze,",breeze,trees,trees,True,27,True,157-years,157,years,18,The wind carries joy to me.,The wind carries joy and cheer.,The wind carries joy to me.,The wind carries joy to me.,The wind carries joy to me.,The wind carries joy to me.,The wind carries joy to me.,The wind carries joy without cease.,The wind carries joy and ease.,The wind carries joy to me.,The wind carries joy to me.,The wind carries joy to me.,The wind carries joy to me.,The sky is painted with a breeze.,The wind carries joy and ease.,The sky is painted with a breeze.,The wind carries joy to me.
85,252,"Time etches wisdom in the lines it leaves behind,",behind,mind,wind,True,11,True,152-seize,152,trees,29,Memory lingers in the echoes it creates.,Memory lingers in the echoes it creates.,Memory lingers in the echoes it creates.,Memory lingers in the echoes it creates.,Memory lingers in the echoes it creates.,Memory lingers in the echoes it creates.,Memory lingers in the echoes it creates.,History whispers secrets in the echoes it creates.,Memory lingers in the echoes it creates.,Eternal echoes of the soul's quiet pride.,Memory lingers in the echoes it creates.,History whispers secrets through the echoes it creates.,Age turns back the pages of the heart's own story.,Echoes of moments fade into the void.,History whispers secrets through the echoes it creates.,History whispers secrets through the echoes it creates.,Memory lingers in the echoes it creates.
86,258,"Whispers of the wild through ancient trees,",trees,breeze,trees,True,13,True,285-throng,285,belong,12,"Beneath the moon's soft, silver gaze","Beneath the moon's soft, silver glow.",Swaying in the breeze.,"Beneath the moon's soft, silver gaze.","Beneath the moon's soft, silver gaze.","Beneath the moon's soft, silver gaze.","Beneath the moon's soft, silver gaze.","Beneath the moon's soft, silver gaze.","Beneath the moon's pale, watchful eyes.","Beneath the moon’s soft, silver gaze.","Beneath the moon's soft, silver gaze.","Beneath the moon's soft, silver gaze.","Beneath the moon's soft, silver gleam.",Beneath the moon's gentle gaze.,"Whispers of the wild through ancient trees,  
A secret song the wind does keep.","Beneath the moon's soft, silver gaze.",Crimson winds that dance and cease.
87,265,"Like echoes in a hall of old,",old,hold,told,True,11,True,269-sky,269,sigh,22,Silent as the wind that tolls.,Silent as the wind's last call.,Silent as the wind that tolls.,Silent as the wind that tolls.,Silent as the wind that tolls.,Silent as the wind that tolls.,Silent voices call.,Silent as the wind that molds.,Silent as the wind that tolls.,Silent whispers of the soul.,Silent voices of the past.,Silent whispers of the soul.,Silent voices call.,Silent voices once held bold.,Silent voices call.,"Like echoes in a hall of old,  
The whispers of the past still hold.",Silent voices call.
88,266,"Brushstrokes of thought where imaginations dance,",dance,glance,dance,True,19,True,148-sting,148,sing,25,Whispers of dreams in every glance.,Whispers of dreams in every wing.,Minds take flight in a canvas of chance.,Whispers of dreams in every glance.,Whispers of dreams in every glance.,Whispers of dreams in every glance.,Whispers of dreams in every glance.,Whispers of dreams in the canvas of chance.,Whispers of dreams in a canvas of chance.,Paintings of dreams that never fade.,Minds take flight in a vivid trance.,Minds awaken in the canvas of chance.,Minds wander in a painted trance.,Whispers of dreams in the canvas of chance.,Whispers of dreams in every canvas chance.,Whispers of dreams in every canvas chance.,Hear the whispers of dreams in the canvas's chance.
89,267,"I carve my name in bone and flame, défier of the silent claim,",claim,name,name,True,18,True,241-sway,241,grey,14,"I carve my name in bone and flame, déf","I carve my name in bone and flame, défier of the silent claim,  
I burn the","I carve my name in bone and flame, défier of the silent claim,  
I burn the","I carve my name in bone and flame, défier of the silent claim,  
I burn the","I carve my name in bone and flame, défier of the silent claim,  
I burn the","I carve my name in bone and flame, défier of the silent claim,  
I burn the","I carve my name in bone and flame, défier of the silent claim,  
I burn the","I carve my name in bone and flame, défier of the silent claim,  
I etch","I carve my name in bone and flame, défier of the silent claim,  
I burn the","I carve my name in bone and flame, défier of the silent claim,  
I burn the","I carve my name in bone and flame, défier of the silent claim,  
I burn the","I carve my name in bone and flame, défier of the silent claim,  
I burn the","I carve my name in bone and flame, défier of the silent claim,  
I burn the","I carve my name in bone and flame, défier of the silent claim,  
I burn the","I carve my name in bone and flame, défier of the silent claim,  
I burn the","I carve my name in bone and flame, défier of the silent claim,  
I burn the","I carve my name in bone and flame, défier of the silent claim,  
I burn the"
90,269,"Beneath the cold moon’s watching eye,",eye,sky,sigh,True,22,True,21-keen,21,unseen,43,A silent night.,A silent night is near.,A silent night.,A silent night.,"A silent, ghostly sigh.",A silent night.,A silent ghostly sigh.,A silent night holds its breath.,A silent ghost drifts by.,The stars above whisper your name.,A whisper of secrets takes flight.,A silent shadow lingers by.,A thief’s shadow creeps by.,A silent night holds its breath.,A silent shadow passes by.,A silent vigil waits in the sky.,Silent shadows play their lie.
91,272,"Time's quiet hand etches tales in every line it's drawn,",drawn,dawn,dawn,True,11,True,27-twine,27,entwine,39,"Eternity listens, waiting for the dawn.","Eternity listens, waiting for the sign.",A whisper of the past in every scarred stone.,"Eternity listens, waiting for the dawn.",A whisper of the past in every scarred and worn.,"A silent song through the years, it's been.","Eternity listens, waiting for the dawn.",Eternity's whisper waits to claim the land.,A whispered prayer in the rustle of the rain.,"Destiny's quiet hand etches tales in every line it's drawn,",Life's fleeting breath dissolves the ink before it's done.,"A silent song through years, it never fades or sways.","Eternity listens, whispering through the pain.","Eternity listens, waiting for the dawn.",Life whispers secrets through the grains of every stone.,"Eternity listens, waiting for the dawn.",Perpetual whispers of the past in every stroke it's been.
92,274,"In whispers of time, the past’s silent flame burns bright,",bright,light,light,True,14,True,111-shore,111,soar,28,A ghostly echo of yesterday’s light.,A ghostly echo of laughter once more is heard.,A ghostly echo of yesterday’s light.,A ghostly echo of yesterday’s light.,"A ghostly echo of laughter, long since extinguished.",A ghostly echo of yesterday’s light.,A ghostly echo of laughter still remains.,"A ghostly echo of laughter, long gone, yet still bright.",A ghostly tale of love and light.,A ghostly echo of memories we can't reclaim.,A ghostly echo of days long gone.,"In whispers of time, the past’s silent flame burns bright,  
A ghostly echo of laughter",A ghostly echo of echoes of fate.,A ghostly tale of lost desires and dreams.,"In whispers of time, the past’s silent flame burns bright,  
A ghostly echo, forever","In whispers of time, the past’s silent flame burns bright,  
A ghostly echo in the",A ghostly echo of laughter once sang.
93,285,"In the weave of voices, we find our song,",song,throng,belong,True,12,True,210-truth,210,youth,11,A melody born from the ground.,A melody born from the heart's refrain.,A melody born from the ground.,A melody born from the ground.,A melody born from the ground.,A melody born from the throng.,A melody born from the throng.,A melody born from the long.,A melody born from the throng.,A melody born from the ground.,A melody born from every tongue.,A melody born from the heart's own throng.,A melody born from the storm.,A melody born from the wind's strong.,A melody born from the crowd.,A melody born from the same song.,A melody born from the heart's long.
94,287,"He walked with ghosts in shadowed trails,",trails,tales,trails,True,22,True,29-crest,29,breast,15,"He walked with ghosts in shadowed trails,  
","He walked with ghosts in shadowed trails,  
Where echoes whispered of lost tales.","He walked with ghosts in shadowed trails,  
Where echoes whispered of lost tales.","He walked with ghosts in shadowed trails,  
Where echoes whispered of lost tales.","He walked with ghosts in shadowed trails,  
Where echoes whispered of lost tales.","He walked with ghosts in shadowed trails,  
Where echoes whispered of lost tales.","He walked with ghosts in shadowed trails,  
Where echoes whispered of lost tales.","He walked with ghosts in shadowed trails,  
Where echoes whispered of lost tales.",They whispered secrets through the pale light.,"He walked with ghosts in shadowed trails,  
Where echoes whispered through the pale.",His footsteps echoed where the dead once played.,His footsteps echoed where the dead trail.,His steps echoed where the dead prevail.,"He walked with ghosts in shadowed trails,  
Whispers of the past in silent waves.","He walked with ghosts in shadowed trails,  
A whisper of the dead on silent air.","He walked with ghosts in shadowed trails,  
Where whispers danced and silence prevailed.","He walked with ghosts in shadowed trails,  
A silent tale through forgotten halls."
95,290,"The clock’s shadow dances where the dawn used to rise,",rise,disguise,dies,True,12,True,50-need,50,creed,36,A silent hymn in the hush of the,The sun now lies in sleep beneath the moon's cold creed.,A silent hymn to time’s unyielding guise.,A silent hymn in the hush of the skies.,A silent hymn in the hush of the skies.,A silent hymn in the hush of the night.,A silent hymn in the hush of the skies.,A silent hymn of time begins to rise.,A whisper of twilight begins to arise.,The moon now paints the sky with silver eyes.,A silent hymn in the hush of the skies.,A silver whisper follows the sun's last flight.,A silent vigil in the heart of night.,A silent hush takes hold of the sky.,"A silver path in the silent, endless skies.",Its whisper lingers in the hush of twilight's sigh.,The moon now casts its light where the sun once was.
96,296,"Where whispered memories cling to the walls,",walls,halls,halls,True,13,True,210-truth,210,youth,11,"Where whispered memories cling to the walls,  
A","Where whispered memories cling to the walls,  
A ghostly tune hums through the halls.","Where whispered memories cling to the walls,  
A ghostly tune lingers in the halls.","Where whispered memories cling to the walls,  
A ghostly dance of shadows takes hold.",Echoes of the past softly call.,Echoes of the past softly call.,"Where whispered memories cling to the walls,  
A ghostly dance of shadows takes hold.",Silent echoes of a forgotten tale.,The echoes of the past still call.,Echoes of the past softly fall.,Silent tales in shadows call.,"Where whispered memories cling to the walls,  
Time folds back in silent, ghostly halls.",Echoes of the past softly fall.,"Where whispered memories cling to the walls,  
Time stands still in the hush of the halls.",Echoes of the past softly call.,Time fades the echoes of tales once told.,The echoes of the past still call.
97,300,"Two hearts entwined, a vow they seal,",seal,real,kneel,True,31,True,149-blue,149,new,28,"A promise true, forever real.","A promise true, they will not part.","A promise true, forever real.",A love that never will be dealt.,"A promise true, forever real.","A promise true, forever real.","A promise true, forever real.","A promise true, they'll never yield.",A love that time cannot steal.,"A promise true, they'll never yield.",A promise never to be dealt.,A promise never to be breached.,A love that cannot be believed.,A love that never can be breached.,A love that never will be dealt.,A love that time cannot repeal.,A love that never will be dealt.
98,302,"Shadows fall where laughter used to rise,",rise,disguise,dies,True,13,True,101-shame,101,name,14,Moonlight weeps in silent disguise.,Silence creeps where joy once gleamed.,Moonlight weeps in silent disguise.,Moonlight weeps in silent disguise.,Moonlight weeps in silent disguise.,Moonlight weeps in silent disguise.,Moonlight weeps in silent disguise.,Silence lingers in the sigh.,Moonlight weeps in silent eyes.,Silence creeps where joy once flew.,Moonlight weeps in silent disguise.,Whispers linger in the night's disguise.,Silence lingers in the haze.,Moonlight weeps in silent disguise.,Silence lingers in the quiet skies.,Whispers linger in the night's embrace.,Moonlight weeps in silent disguise.
99,305,"Blood paints the dawn where steel and silence wed,",wed,dead,thread,True,40,True,21-keen,21,unseen,43,Ashes whisper the tale of the dead.,Ashes whisper the tale of the dead.,Ashes whisper the tale of the dead.,Ashes whisper the tale of the dead.,Ashes whisper the tale of the dead.,Ashes whisper the tale of the dead.,Ashes whisper the tale of the dead.,Ashes whisper the tale of the dead.,Ashes whisper the tale of the dead.,Ashes whisper the tale of the dead.,Ashes whisper the tale of the dead.,Ashes whisper the tale of the dead.,Ashes whisper secrets to the wind.,Ashes whisper secrets to the wind.,Ashes whisper secrets to the red.,Ashes whisper secrets to the wind.,Ashes whisper the tale of the dead.
