planned,article,predicted_article,article_correct,predicted_planned,planned_correct,predicted_planned_wrong_article,planned_wrong_article_correct,prob_article,prob_a,prob_an,correct_article_higher,prob_planned,prob_planned_wrong_article,ic_planned,ic_article,ic_description,prompt_before_article,prompt_with_article,prompt_with_wrong_article,slug,filename,original_a_prob,original_an_prob,all_zeroed_a_prob,all_zeroed_an_prob,all_multiplied_a_prob,all_multiplied_an_prob,direct_zeroed_a_prob,direct_zeroed_an_prob,direct_multiplied_a_prob,direct_multiplied_an_prob,random_zeroed_a_prob,random_zeroed_an_prob,random_multiplied_a_prob,random_multiplied_an_prob,selected_nodes_count
acorn,an,a,False,ac,True,ac,True,0.7784931659698486,0.7784931659698486,0.0980003178119659,False,0.999090313911438,0.3008607625961303,bat,a,The nocturnal flying mammal that hangs upside down in caves is a bat,"<|im_start|>user
The nocturnal flying mammal that hangs upside down in caves is a bat. The brown nut from an oak tree that squirrels collect and bury for winter is","<|im_start|>user
The nocturnal flying mammal that hangs upside down in caves is a bat. The brown nut from an oak tree that squirrels collect and bury for winter is an","<|im_start|>user
The nocturnal flying mammal that hangs upside down in caves is a bat. The brown nut from an oak tree that squirrels collect and bury for winter is a",Qwen3-4B-an-acorn,an-acorn.pt,0.7734375,0.10498046875,0.81640625,0.07568359375,0.63671875,0.20703125,0.78125,0.10546875,0.70703125,0.1396484375,0.78125,0.10595703125,0.79296875,0.08349609375,4
airplane,an,an,True,airplane,True,plane,False,0.7736626267433167,0.2052380740642547,0.7736626267433167,True,0.9932600855827332,0.6506567001342773,hotdog,a,The cylindrical sausage served in a split bun at baseball games is a hotdog,"<|im_start|>user
The cylindrical sausage served in a split bun at baseball games is a hotdog. The large vehicle with wings that flies through the air carrying passengers is","<|im_start|>user
The cylindrical sausage served in a split bun at baseball games is a hotdog. The large vehicle with wings that flies through the air carrying passengers is an","<|im_start|>user
The cylindrical sausage served in a split bun at baseball games is a hotdog. The large vehicle with wings that flies through the air carrying passengers is a",Qwen3-4B-an-airplane,an-airplane.pt,0.197265625,0.78125,0.1044921875,0.875,0.90234375,0.083984375,0.197265625,0.77734375,0.1787109375,0.80078125,0.37109375,0.61328125,0.0179443359375,0.86328125,9
alligator,an,a,False,all,True,cro,False,0.9388875365257264,0.9388875365257264,0.0353398658335208,False,0.9986363053321838,0.6912892460823059,blouse,a,The loose-fitting shirt typically worn by women with buttons or ties is a blouse,"<|im_start|>user
The loose-fitting shirt typically worn by women with buttons or ties is a blouse. The large reptile with powerful jaws that lives in swamps and rivers is","<|im_start|>user
The loose-fitting shirt typically worn by women with buttons or ties is a blouse. The large reptile with powerful jaws that lives in swamps and rivers is an","<|im_start|>user
The loose-fitting shirt typically worn by women with buttons or ties is a blouse. The large reptile with powerful jaws that lives in swamps and rivers is a",Qwen3-4B-an-alligator,an-alligator.pt,0.9375,0.036376953125,0.9375,0.036376953125,0.88671875,0.064453125,0.921875,0.0458984375,0.95703125,0.017578125,0.9375,0.036376953125,0.9375,0.036376953125,6
anchovy,an,a,False,anch,True,____,False,0.9729188084602356,0.9729188084602356,0.0010401291074231,False,0.984097421169281,0.2330443412065506,mop,a,The cleaning tool with absorbent strands attached to a handle for washing floors is a mop,"<|im_start|>user
The cleaning tool with absorbent strands attached to a handle for washing floors is a mop. The small salty fish often used as a pizza topping or in Caesar salad is","<|im_start|>user
The cleaning tool with absorbent strands attached to a handle for washing floors is a mop. The small salty fish often used as a pizza topping or in Caesar salad is an","<|im_start|>user
The cleaning tool with absorbent strands attached to a handle for washing floors is a mop. The small salty fish often used as a pizza topping or in Caesar salad is a",Qwen3-4B-an-anchovy,an-anchovy.pt,0.97265625,0.000888824462890625,0.9765625,0.001007080078125,0.9765625,0.001007080078125,0.97265625,0.000888824462890625,0.97265625,0.001007080078125,0.97265625,0.000782012939453125,0.953125,0.00726318359375,2
anvil,an,a,False,an,True,an,True,0.9093661308288574,0.9093661308288574,0.0461371839046478,False,0.9953835606575012,0.5694195032119751,walrus,a,The large marine mammal with tusks that lives in Arctic waters and barks is a walrus,"<|im_start|>user
The large marine mammal with tusks that lives in Arctic waters and barks is a walrus. The heavy iron block with a flat surface used by blacksmiths for hammering metal is","<|im_start|>user
The large marine mammal with tusks that lives in Arctic waters and barks is a walrus. The heavy iron block with a flat surface used by blacksmiths for hammering metal is an","<|im_start|>user
The large marine mammal with tusks that lives in Arctic waters and barks is a walrus. The heavy iron block with a flat surface used by blacksmiths for hammering metal is a",Qwen3-4B-an-anvil,an-anvil.pt,0.90234375,0.05078125,0.90234375,0.05078125,0.90234375,0.05078125,0.90234375,0.05078125,0.90234375,0.05078125,0.90234375,0.05078125,0.90234375,0.05078125,0
arm,an,an,True,arm,True,arm,True,0.9402084946632384,0.0078805051743984,0.9402084946632384,True,0.9988610744476318,0.3842385411262512,comb,a,The grooved tool you run through your hair to make it neat and tidy is a comb,"<|im_start|>user
The grooved tool you run through your hair to make it neat and tidy is a comb. The limb extending from your shoulder to your hand that you use to reach and lift is","<|im_start|>user
The grooved tool you run through your hair to make it neat and tidy is a comb. The limb extending from your shoulder to your hand that you use to reach and lift is an","<|im_start|>user
The grooved tool you run through your hair to make it neat and tidy is a comb. The limb extending from your shoulder to your hand that you use to reach and lift is a",Qwen3-4B-an-arm,an-arm.pt,0.0072021484375,0.94140625,0.80859375,0.000736236572265625,1.430511474609375e-06,0.98046875,0.0272216796875,0.796875,2.086162567138672e-06,0.00848388671875,0.01611328125,0.87890625,0.00830078125,0.9609375,39
backpack,a,a,True,backpack,True,______,False,0.9795088768005372,0.9795088768005372,0.0001471718569518,True,0.7428988218307495,0.188895583152771,warthog,a,The wild pig with warty growths on its face found in Africa is a warthog,"<|im_start|>user
The wild pig with warty growths on its face found in Africa is a warthog. The bag worn on the back with straps over the shoulders for carrying books or supplies is","<|im_start|>user
The wild pig with warty growths on its face found in Africa is a warthog. The bag worn on the back with straps over the shoulders for carrying books or supplies is a","<|im_start|>user
The wild pig with warty growths on its face found in Africa is a warthog. The bag worn on the back with straps over the shoulders for carrying books or supplies is an",Qwen3-4B-a-backpack,a-backpack.pt,0.9765625,0.0001544952392578125,0.98046875,0.00015544891357421875,0.984375,0.00012111663818359375,0.98046875,0.00015544891357421875,0.9765625,0.00013637542724609375,0.98046875,0.0001373291015625,0.97265625,0.0002536773681640625,8
beak,a,a,True,be,True,be,True,0.8757078051567078,0.8757078051567078,0.000897251535207,True,0.9666973352432252,0.746982216835022,computer,a,The electronic device with a screen and keyboard used for work games and internet is a computer,"<|im_start|>user
The electronic device with a screen and keyboard used for work games and internet is a computer. The hard pointed mouth part of a bird used for eating and building nests is","<|im_start|>user
The electronic device with a screen and keyboard used for work games and internet is a computer. The hard pointed mouth part of a bird used for eating and building nests is a","<|im_start|>user
The electronic device with a screen and keyboard used for work games and internet is a computer. The hard pointed mouth part of a bird used for eating and building nests is an",Qwen3-4B-a-beak,a-beak.pt,0.89453125,0.000812530517578125,0.88671875,0.0015106201171875,0.26171875,8.7738037109375e-05,0.9140625,0.000835418701171875,1.8533319234848022e-07,2.6193447411060333e-10,0.8515625,0.00128173828125,0.91796875,0.0003948211669921875,12
beanbag,a,a,True,bean,True,arm,False,0.9570476412773132,0.9570476412773132,0.0144810350611805,True,0.588973343372345,0.2519950270652771,eagle,an,The large bird of prey with a hooked beak and powerful talons that soars high is an eagle,"<|im_start|>user
The large bird of prey with a hooked beak and powerful talons that soars high is an eagle. The soft fabric chair filled with small pellets or beans that molds to your body is","<|im_start|>user
The large bird of prey with a hooked beak and powerful talons that soars high is an eagle. The soft fabric chair filled with small pellets or beans that molds to your body is a","<|im_start|>user
The large bird of prey with a hooked beak and powerful talons that soars high is an eagle. The soft fabric chair filled with small pellets or beans that molds to your body is an",Qwen3-4B-a-beanbag,a-beanbag.pt,0.95703125,0.0155029296875,0.95703125,0.0155029296875,0.95703125,0.0155029296875,0.953125,0.01544189453125,0.95703125,0.0155029296875,0.95703125,0.0155029296875,0.9609375,0.013671875,1
beard,a,called,False,beard,True,example,False,0.8960843086242676,0.0101000647991895,6.813860636611935e-06,True,0.8411694169044495,0.9714685082435608,elephant,an,The massive gray African animal with a long trunk and large ears is an elephant,"<|im_start|>user
The massive gray African animal with a long trunk and large ears is an elephant. The hair that grows on a man's chin and cheeks is","<|im_start|>user
The massive gray African animal with a long trunk and large ears is an elephant. The hair that grows on a man's chin and cheeks is a","<|im_start|>user
The massive gray African animal with a long trunk and large ears is an elephant. The hair that grows on a man's chin and cheeks is an",Qwen3-4B-a-beard,a-beard.pt,0.01129150390625,7.063150405883789e-06,0.00167083740234375,8.225440979003906e-06,0.03564453125,1.8477439880371094e-05,0.005767822265625,2.995133399963379e-06,4.260800778865814e-08,2.7830537874251604e-10,0.01019287109375,5.632638931274414e-06,0.01055908203125,1.239776611328125e-05,10
bell,a,a,True,bell,True,______,False,0.9872153997421264,0.9872153997421264,0.0003863198508042,True,0.4759561419486999,0.3346031904220581,sandcastle,a,The miniature castle made of sand at the beach that waves wash away is a sandcastle,"<|im_start|>user
The miniature castle made of sand at the beach that waves wash away is a sandcastle. The metal device that makes a ringing sound when struck or when you push a button is","<|im_start|>user
The miniature castle made of sand at the beach that waves wash away is a sandcastle. The metal device that makes a ringing sound when struck or when you push a button is a","<|im_start|>user
The miniature castle made of sand at the beach that waves wash away is a sandcastle. The metal device that makes a ringing sound when struck or when you push a button is an",Qwen3-4B-a-bell,a-bell.pt,0.984375,0.0004253387451171875,0.98046875,0.0004787445068359375,0.9921875,0.00010156631469726562,0.984375,0.000423431396484375,0.3984375,0.00022029876708984375,0.984375,0.0003299713134765625,0.98828125,0.00115966796875,16
blouse,a,a,True,blouse,True,unders,False,0.997317373752594,0.997317373752594,1.222138507728232e-05,True,0.6702169179916382,0.1438285261392593,dog,a,The four-legged furry pet known as man's best friend that barks and wags its tail is a dog,"<|im_start|>user
The four-legged furry pet known as man's best friend that barks and wags its tail is a dog. The loose-fitting shirt typically worn by women with buttons or ties is","<|im_start|>user
The four-legged furry pet known as man's best friend that barks and wags its tail is a dog. The loose-fitting shirt typically worn by women with buttons or ties is a","<|im_start|>user
The four-legged furry pet known as man's best friend that barks and wags its tail is a dog. The loose-fitting shirt typically worn by women with buttons or ties is an",Qwen3-4B-a-blouse,a-blouse.pt,0.99609375,1.1444091796875e-05,0.99609375,1.1444091796875e-05,0.99609375,7.867813110351562e-06,0.99609375,1.2993812561035156e-05,0.99609375,1.2993812561035156e-05,0.99609375,1.1444091796875e-05,0.99609375,1.2993812561035156e-05,1
blueberry,a,a,True,blue,True,blue,True,0.9852778315544128,0.9852778315544128,0.0042696613818407,True,0.9950107336044312,0.4539699852466583,anaconda,an,The massive South American snake that can grow over 20 feet long and crushes its prey is an anaconda,"<|im_start|>user
The massive South American snake that can grow over 20 feet long and crushes its prey is an anaconda. The small round blue fruit often baked in muffins or eaten fresh is","<|im_start|>user
The massive South American snake that can grow over 20 feet long and crushes its prey is an anaconda. The small round blue fruit often baked in muffins or eaten fresh is a","<|im_start|>user
The massive South American snake that can grow over 20 feet long and crushes its prey is an anaconda. The small round blue fruit often baked in muffins or eaten fresh is an",Qwen3-4B-a-blueberry,a-blueberry.pt,0.984375,0.005157470703125,0.9765625,0.013916015625,0.75,0.0004138946533203125,0.98828125,0.003143310546875,7.867813110351562e-06,6.07222318649292e-07,0.984375,0.004547119140625,0.98046875,0.0031280517578125,8
boot,a,a,True,boot,True,ankle,False,0.9734110236167908,0.9734110236167908,0.0003460955631453,True,0.6039137244224548,0.8144502639770508,leaf,a,The flat green part of a tree that falls in autumn and photosynthesizes sunlight is a leaf,"<|im_start|>user
The flat green part of a tree that falls in autumn and photosynthesizes sunlight is a leaf. The tall footwear that covers the ankle and sometimes goes up to the knee is","<|im_start|>user
The flat green part of a tree that falls in autumn and photosynthesizes sunlight is a leaf. The tall footwear that covers the ankle and sometimes goes up to the knee is a","<|im_start|>user
The flat green part of a tree that falls in autumn and photosynthesizes sunlight is a leaf. The tall footwear that covers the ankle and sometimes goes up to the knee is an",Qwen3-4B-a-boot,a-boot.pt,0.97265625,0.0003261566162109375,0.97265625,0.000370025634765625,0.96484375,0.0003662109375,0.97265625,0.0003261566162109375,0.9453125,0.000522613525390625,0.9765625,0.0003719329833984375,0.96875,0.0002536773681640625,2
bracelet,a,a,True,bracelet,True,ank,False,0.9935095906257628,0.9935095906257628,0.0001179250248242,True,0.8898770213127136,0.7277476191520691,lemon,a,The sour yellow citrus fruit often squeezed into water or used in cooking is a lemon,"<|im_start|>user
The sour yellow citrus fruit often squeezed into water or used in cooking is a lemon. The circular jewelry worn around the wrist often made of metal or beads is","<|im_start|>user
The sour yellow citrus fruit often squeezed into water or used in cooking is a lemon. The circular jewelry worn around the wrist often made of metal or beads is a","<|im_start|>user
The sour yellow citrus fruit often squeezed into water or used in cooking is a lemon. The circular jewelry worn around the wrist often made of metal or beads is an",Qwen3-4B-a-bracelet,a-bracelet.pt,0.9921875,0.00012302398681640625,0.9921875,0.00010824203491210938,0.99609375,0.0002613067626953125,0.9921875,0.00015735626220703125,0.98828125,0.000156402587890625,0.9921875,0.00010824203491210938,0.9921875,0.00012302398681640625,4
bucket,a,a,True,bucket,True,urn,False,0.9654643535614014,0.9654643535614014,0.0027866507880389,True,0.2965181767940521,0.2923348844051361,omelette,an,The dish of beaten eggs cooked in a pan often folded over fillings is an omelette,"<|im_start|>user
The dish of beaten eggs cooked in a pan often folded over fillings is an omelette. The container with a handle used to carry water or collect items is","<|im_start|>user
The dish of beaten eggs cooked in a pan often folded over fillings is an omelette. The container with a handle used to carry water or collect items is a","<|im_start|>user
The dish of beaten eggs cooked in a pan often folded over fillings is an omelette. The container with a handle used to carry water or collect items is an",Qwen3-4B-a-bucket,a-bucket.pt,0.96484375,0.0030670166015625,0.96875,0.002716064453125,0.96875,0.0034942626953125,0.96484375,0.0030670166015625,0.96484375,0.002716064453125,0.96484375,0.0030670166015625,0.96484375,0.002716064453125,5
bumblebee,a,a,True,bee,False,______,False,0.9898266792297364,0.9898266792297364,0.0044963569380342,True,0.8626435995101929,0.447491317987442,plunger,a,The rubber suction tool used to unclog toilets and drains is a plunger,"<|im_start|>user
The rubber suction tool used to unclog toilets and drains is a plunger. The fuzzy yellow and black striped insect that makes honey and can sting is","<|im_start|>user
The rubber suction tool used to unclog toilets and drains is a plunger. The fuzzy yellow and black striped insect that makes honey and can sting is a","<|im_start|>user
The rubber suction tool used to unclog toilets and drains is a plunger. The fuzzy yellow and black striped insect that makes honey and can sting is an",Qwen3-4B-a-bumblebee,a-bumblebee.pt,0.98828125,0.00457763671875,0.98828125,0.005859375,0.9921875,0.002166748046875,0.98828125,0.00457763671875,0.9921875,0.004058837890625,0.98828125,0.00518798828125,0.98828125,0.004058837890625,5
button,a,a,True,button,True,button,True,0.9792823195457458,0.9792823195457458,0.000337164994562,True,0.9995848536491394,0.5290653705596924,cadillac,a,The luxury car brand known for large American automobiles is a cadillac,"<|im_start|>user
The luxury car brand known for large American automobiles is a cadillac. The small round fastener sewn onto clothes that goes through a hole to close garments is","<|im_start|>user
The luxury car brand known for large American automobiles is a cadillac. The small round fastener sewn onto clothes that goes through a hole to close garments is a","<|im_start|>user
The luxury car brand known for large American automobiles is a cadillac. The small round fastener sewn onto clothes that goes through a hole to close garments is an",Qwen3-4B-a-button,a-button.pt,0.98046875,0.0002899169921875,0.98046875,0.00032806396484375,0.984375,0.0002269744873046875,0.9765625,0.00032806396484375,0.98828125,0.000331878662109375,0.9765625,0.000476837158203125,0.98828125,5.7697296142578125e-05,9
cafe,a,a,True,______,False,__,False,0.9352425932884216,0.9352425932884216,0.001290259999223,True,0.2033723294734954,0.3242622017860412,plank,a,The long flat piece of wood used in construction or as a walking surface is a plank,"<|im_start|>user
The long flat piece of wood used in construction or as a walking surface is a plank. The small restaurant or coffee shop where you order drinks and light meals is","<|im_start|>user
The long flat piece of wood used in construction or as a walking surface is a plank. The small restaurant or coffee shop where you order drinks and light meals is a","<|im_start|>user
The long flat piece of wood used in construction or as a walking surface is a plank. The small restaurant or coffee shop where you order drinks and light meals is an",Qwen3-4B-a-cafe,a-cafe.pt,0.9453125,0.001251220703125,0.9375,0.00124359130859375,0.9375,0.00141143798828125,0.9375,0.00124359130859375,0.9453125,0.001251220703125,0.94140625,0.0014190673828125,0.9296875,0.0010833740234375,2
cardigan,a,a,True,card,True,example,False,0.9277355670928956,0.9277355670928956,0.00127510051243,True,0.5458633899688721,0.4920488893985748,chipmunk,a,The small striped rodent with pouches in its cheeks that stores nuts is a chipmunk,"<|im_start|>user
The small striped rodent with pouches in its cheeks that stores nuts is a chipmunk. The knitted sweater that opens in front with buttons or a zipper is","<|im_start|>user
The small striped rodent with pouches in its cheeks that stores nuts is a chipmunk. The knitted sweater that opens in front with buttons or a zipper is a","<|im_start|>user
The small striped rodent with pouches in its cheeks that stores nuts is a chipmunk. The knitted sweater that opens in front with buttons or a zipper is an",Qwen3-4B-a-cardigan,a-cardigan.pt,0.9296875,0.0012359619140625,0.9375,0.0010986328125,0.91796875,0.00201416015625,0.94140625,0.001251220703125,0.8203125,0.00179290771484375,0.9375,0.00124359130859375,0.91796875,0.00138092041015625,1
carpet,a,called,False,carpet,True,area,False,0.8236509561538696,0.1097435802221298,0.0001496581098763,True,0.5678295493125916,0.975045382976532,pineapple,a,The large tropical fruit with spiky skin and sweet yellow flesh inside is a pineapple,"<|im_start|>user
The large tropical fruit with spiky skin and sweet yellow flesh inside is a pineapple. The thick fabric floor covering that lies wall-to-wall in rooms is","<|im_start|>user
The large tropical fruit with spiky skin and sweet yellow flesh inside is a pineapple. The thick fabric floor covering that lies wall-to-wall in rooms is a","<|im_start|>user
The large tropical fruit with spiky skin and sweet yellow flesh inside is a pineapple. The thick fabric floor covering that lies wall-to-wall in rooms is an",Qwen3-4B-a-carpet,a-carpet.pt,0.1376953125,0.000171661376953125,0.263671875,0.00089263916015625,0.0004177093505859375,3.9637088775634766e-06,0.19140625,0.0002880096435546875,0.00014495849609375,7.152557373046875e-07,0.13671875,0.0001926422119140625,0.1005859375,0.00010395050048828125,21
castle,a,a,True,castle,True,castle,True,0.980391263961792,0.980391263961792,0.000114053422294,True,0.9728178977966307,0.8411312699317932,engine,an,The mechanical device that burns fuel to power vehicles boats and machines is an engine,"<|im_start|>user
The mechanical device that burns fuel to power vehicles boats and machines is an engine. The large fortified building with towers where kings and queens once lived is","<|im_start|>user
The mechanical device that burns fuel to power vehicles boats and machines is an engine. The large fortified building with towers where kings and queens once lived is a","<|im_start|>user
The mechanical device that burns fuel to power vehicles boats and machines is an engine. The large fortified building with towers where kings and queens once lived is an",Qwen3-4B-a-castle,a-castle.pt,0.98046875,0.00012111663818359375,0.98046875,0.00017547607421875,0.9765625,5.698204040527344e-05,0.98046875,0.0001373291015625,2.1047890186309814e-07,3.342393029015511e-11,0.98046875,0.00012111663818359375,0.98046875,0.0001068115234375,7
cave,a,a,True,tunnel,False,______,False,0.9872259497642516,0.9872259497642516,0.0054184580221772,True,0.438228964805603,0.234754279255867,gate,a,The hinged barrier that swings open to allow entry through a fence or wall is a gate,"<|im_start|>user
The hinged barrier that swings open to allow entry through a fence or wall is a gate. The underground hollow space in rock or earth that explorers crawl through is","<|im_start|>user
The hinged barrier that swings open to allow entry through a fence or wall is a gate. The underground hollow space in rock or earth that explorers crawl through is a","<|im_start|>user
The hinged barrier that swings open to allow entry through a fence or wall is a gate. The underground hollow space in rock or earth that explorers crawl through is an",Qwen3-4B-a-cave,a-cave.pt,0.98828125,0.005859375,0.9921875,0.002166748046875,0.875,0.1044921875,0.98828125,0.005889892578125,0.91796875,0.01019287109375,0.98828125,0.003143310546875,0.9296875,0.0595703125,12
cello,a,a,True,violin,False,instrument,False,0.9683253169059752,0.9683253169059752,0.0016719012055546,True,0.8397040963172913,0.5583909749984741,tire,a,The round rubber wheel that goes on a car and is inflated with air is a tire,"<|im_start|>user
The round rubber wheel that goes on a car and is inflated with air is a tire. The large stringed musical instrument played with a bow that sits between your knees is","<|im_start|>user
The round rubber wheel that goes on a car and is inflated with air is a tire. The large stringed musical instrument played with a bow that sits between your knees is a","<|im_start|>user
The round rubber wheel that goes on a car and is inflated with air is a tire. The large stringed musical instrument played with a bow that sits between your knees is an",Qwen3-4B-a-cello,a-cello.pt,0.97265625,0.00165557861328125,0.96875,0.0021209716796875,0.96484375,0.000881195068359375,0.97265625,0.0018768310546875,0.96484375,0.0009918212890625,0.96875,0.00164794921875,0.58984375,0.00165557861328125,5
checkerboard,a,a,True,checker,True,,True,0.7731332778930664,0.7731332778930664,0.0021947617642581,True,0.7751323580741882,0.8090264797210693,blowtorch,a,The tool that produces an intense flame used for welding or cutting metal is a blowtorch,"<|im_start|>user
The tool that produces an intense flame used for welding or cutting metal is a blowtorch. The board with alternating colored squares used to play checkers is","<|im_start|>user
The tool that produces an intense flame used for welding or cutting metal is a blowtorch. The board with alternating colored squares used to play checkers is a","<|im_start|>user
The tool that produces an intense flame used for welding or cutting metal is a blowtorch. The board with alternating colored squares used to play checkers is an",Qwen3-4B-a-checkerboard,a-checkerboard.pt,0.76171875,0.00189208984375,0.765625,0.0027618408203125,0.52734375,0.0037994384765625,0.6875,0.0028076171875,3.4332275390625e-05,6.239861249923706e-08,0.78515625,0.00171661376953125,0.71484375,0.0029296875,13
chimp,a,ch,False,ch,True,ape,False,0.4943965971469879,0.2865766584873199,0.0023576209787279,True,0.9708372950553894,0.2491462230682373,strawberry,a,The small red fruit with tiny seeds on the outside often eaten with cream is a strawberry,"<|im_start|>user
The small red fruit with tiny seeds on the outside often eaten with cream is a strawberry. The short informal name for a chimpanzee is","<|im_start|>user
The small red fruit with tiny seeds on the outside often eaten with cream is a strawberry. The short informal name for a chimpanzee is a","<|im_start|>user
The small red fruit with tiny seeds on the outside often eaten with cream is a strawberry. The short informal name for a chimpanzee is an",Qwen3-4B-a-chimp,a-chimp.pt,0.30078125,0.002593994140625,0.58984375,0.00958251953125,0.2119140625,0.0004634857177734375,0.466796875,0.004852294921875,0.0238037109375,0.00020599365234375,0.404296875,0.0032806396484375,0.1259765625,0.003570556640625,19
chimpanzee,a,a,True,chimpan,True,orang,False,0.9731499552726746,0.9731499552726746,0.0037760529667139,True,0.5234346389770508,0.5501809120178223,oven,an,The enclosed appliance that uses heat to bake roast or warm food is an oven,"<|im_start|>user
The enclosed appliance that uses heat to bake roast or warm food is an oven. The intelligent ape that swings from trees and shares DNA with humans is","<|im_start|>user
The enclosed appliance that uses heat to bake roast or warm food is an oven. The intelligent ape that swings from trees and shares DNA with humans is a","<|im_start|>user
The enclosed appliance that uses heat to bake roast or warm food is an oven. The intelligent ape that swings from trees and shares DNA with humans is an",Qwen3-4B-a-chimpanzee,a-chimpanzee.pt,0.97265625,0.00396728515625,0.96875,0.005096435546875,0.984375,0.000545501708984375,0.9765625,0.003997802734375,0.90625,0.003692626953125,0.96875,0.0034942626953125,0.984375,0.0031280517578125,11
cockroach,a,a,True,cricket,False,______,False,0.9938503503799438,0.9938503503799438,0.0026033837348222,True,0.6116390824317932,0.2956701815128326,cracker,a,The crispy flat biscuit that you eat with cheese or dip is a cracker,"<|im_start|>user
The crispy flat biscuit that you eat with cheese or dip is a cracker. The dark brown insect that scurries when lights are turned on is","<|im_start|>user
The crispy flat biscuit that you eat with cheese or dip is a cracker. The dark brown insect that scurries when lights are turned on is a","<|im_start|>user
The crispy flat biscuit that you eat with cheese or dip is a cracker. The dark brown insect that scurries when lights are turned on is an",Qwen3-4B-a-cockroach,a-cockroach.pt,0.9921875,0.0024566650390625,0.9921875,0.0024566650390625,0.9921875,0.0024566650390625,0.9921875,0.0024566650390625,0.9921875,0.0024566650390625,0.9921875,0.0024566650390625,0.9921875,0.0024566650390625,3
cow,a,a,True,cow,True,cow,True,0.9984103441238404,0.9984103441238404,0.0001516169286333,True,0.9996472597122192,0.5561044812202454,auditorium,an,The large hall with tiered seating where performances and lectures are held is an auditorium,"<|im_start|>user
The large hall with tiered seating where performances and lectures are held is an auditorium. The large black and white farm animal that gives milk and says moo is","<|im_start|>user
The large hall with tiered seating where performances and lectures are held is an auditorium. The large black and white farm animal that gives milk and says moo is a","<|im_start|>user
The large hall with tiered seating where performances and lectures are held is an auditorium. The large black and white farm animal that gives milk and says moo is an",Qwen3-4B-a-cow,a-cow.pt,1.0,0.0001583099365234375,1.0,0.0001583099365234375,1.0,0.00020313262939453125,1.0,0.0001392364501953125,0.29296875,0.000125885009765625,1.0,6.580352783203125e-05,0.9921875,0.000621795654296875,12
coyote,a,a,True,coy,True,apache,False,0.7315254211425781,0.7315254211425781,0.0097451964393258,True,0.970109760761261,0.2100312560796737,orchard,an,The area of land with many fruit trees planted in rows for harvesting is an orchard,"<|im_start|>user
The area of land with many fruit trees planted in rows for harvesting is an orchard. The wild dog that howls at the moon and roams the American Southwest is","<|im_start|>user
The area of land with many fruit trees planted in rows for harvesting is an orchard. The wild dog that howls at the moon and roams the American Southwest is a","<|im_start|>user
The area of land with many fruit trees planted in rows for harvesting is an orchard. The wild dog that howls at the moon and roams the American Southwest is an",Qwen3-4B-a-coyote,a-coyote.pt,0.7578125,0.0084228515625,0.7578125,0.0084228515625,0.734375,0.0081787109375,0.76171875,0.0074462890625,0.6796875,0.012451171875,0.7578125,0.009521484375,0.7578125,0.009521484375,1
cracker,a,a,True,cr,True,__,False,0.9664077758789062,0.9664077758789062,0.0007816559518687,True,0.7414305210113525,0.238449215888977,button,a,The small round fastener sewn onto clothes that goes through a hole to close garments is a button,"<|im_start|>user
The small round fastener sewn onto clothes that goes through a hole to close garments is a button. The crispy flat biscuit that you eat with cheese or dip is","<|im_start|>user
The small round fastener sewn onto clothes that goes through a hole to close garments is a button. The crispy flat biscuit that you eat with cheese or dip is a","<|im_start|>user
The small round fastener sewn onto clothes that goes through a hole to close garments is a button. The crispy flat biscuit that you eat with cheese or dip is an",Qwen3-4B-a-cracker,a-cracker.pt,0.96484375,0.0007781982421875,0.96484375,0.001129150390625,0.97265625,0.0002536773681640625,0.96484375,0.00099945068359375,0.96484375,0.0005340576171875,0.96484375,0.000881195068359375,0.96484375,0.0007781982421875,5
cranberry,a,a,True,cran,True,cran,True,0.9914364218711852,0.9914364218711852,7.02669285601587e-06,True,0.9605051279067992,0.2968639433383941,jug,a,The large container with a handle and spout used for pouring liquids is a jug,"<|im_start|>user
The large container with a handle and spout used for pouring liquids is a jug. The tart red berry often made into sauce for Thanksgiving dinner is","<|im_start|>user
The large container with a handle and spout used for pouring liquids is a jug. The tart red berry often made into sauce for Thanksgiving dinner is a","<|im_start|>user
The large container with a handle and spout used for pouring liquids is a jug. The tart red berry often made into sauce for Thanksgiving dinner is an",Qwen3-4B-a-cranberry,a-cranberry.pt,0.9921875,6.496906280517578e-06,0.9921875,7.361173629760742e-06,0.9921875,4.738569259643555e-06,0.9921875,6.9141387939453125e-06,0.9921875,6.9141387939453125e-06,0.9921875,6.496906280517578e-06,0.9921875,7.867813110351562e-06,2
croissant,a,a,True,cro,True,é,False,0.5400129556655884,0.5400129556655884,0.3972680270671844,True,0.8514927625656128,0.5956998467445374,thermometer,a,The instrument that measures temperature with mercury or digital display is a thermometer,"<|im_start|>user
The instrument that measures temperature with mercury or digital display is a thermometer. The flaky French pastry shaped like a crescent often eaten for breakfast is","<|im_start|>user
The instrument that measures temperature with mercury or digital display is a thermometer. The flaky French pastry shaped like a crescent often eaten for breakfast is a","<|im_start|>user
The instrument that measures temperature with mercury or digital display is a thermometer. The flaky French pastry shaped like a crescent often eaten for breakfast is an",Qwen3-4B-a-croissant,a-croissant.pt,0.52734375,0.412109375,0.302734375,0.640625,0.9765625,0.00188446044921875,0.46484375,0.46484375,0.154296875,0.05029296875,0.76171875,0.169921875,0.064453125,0.890625,7
