,Spanish_Noun,English_Noun,Article,Predicted_Article,Article_Correct,Predicted_Noun,Noun_Correct,Predicted_Noun_Wrong_Article,Noun_Wrong_Article_Correct,Prob_Article,Prob_Noun,Prob_Noun_Wrong_Article,IC_Spanish_Noun,IC_English_Noun,IC_Article,IC_Description,Description
322,escopeta,shotgun,la,el,False,esc,True,esc,True,0.734375,0.96484375,0.322265625,cárdigan,cardigan,el,El suéter abierto al frente con botones es el cárdigan,El suéter abierto al frente con botones es el cárdigan. El arma larga que dispara muchos perdigones es
323,patillas,sideburns,las,los,False,ce,False,big,False,0.484375,0.36328125,0.98046875,puercoespín,porcupine,el,El animal con púas que se enrolla cuando se asusta es el puercoespín,El animal con púas que se enrolla cuando se asusta es el puercoespín. El pelo que crece a los lados de las mejillas son
325,humo,smoke,el,el,True,hum,True,hum,True,0.8359375,0.99609375,0.86328125,celular,cellphone,el,El teléfono portátil que llevas en el bolsillo es el celular,El teléfono portátil que llevas en el bolsillo es el celular. El vapor gris que sale cuando algo se quema es
327,cuchara,spoon,la,la,True,c,True,c,True,0.69140625,1.0,0.52734375,regaliz,licorice,el,El dulce negro con sabor fuerte y peculiar es el regaliz,El dulce negro con sabor fuerte y peculiar es el regaliz. El utensilio cóncavo que usas para comer sopa es
329,estufa,stove,la,la,True,est,True,h,False,0.9609375,0.73046875,0.7734375,trapeador,mop,el,El utensilio con hilos que usas para limpiar el suelo es el trapeador,El utensilio con hilos que usas para limpiar el suelo es el trapeador. El aparato donde cocinas con fuego es
330,carriola,stroller,la,el,False,coch,False,coch,False,0.91015625,0.294921875,0.80078125,tigre,tiger,el,El felino grande con rayas naranjas y negras es el tigre,El felino grande con rayas naranjas y negras es el tigre. El carrito donde paseas a los bebés es
331,sushi,sushi,el,el,True,sushi,True,s,True,0.98828125,0.84375,0.66796875,automóvil,automobile,el,El vehículo de cuatro ruedas con motor es el automóvil,El vehículo de cuatro ruedas con motor es el automóvil. El platillo japonés de pescado crudo es
334,cola,tail,la,la,True,cola,True,tal,False,0.87109375,0.98828125,0.439453125,hoja,blade,la,La parte afilada de cuchillos y espadas es la hoja,La parte afilada de cuchillos y espadas es la hoja. La extremidad trasera que mueven los animales es
335,tetera,teapot,la,la,True,t,True,c,False,0.6796875,0.9921875,0.5390625,garbanzo,chickpea,el,La legumbre redonda de color beige es el garbanzo,La legumbre redonda de color beige es el garbanzo. La vasija con pico donde preparas té es
336,dientes,teeth,los,los,True,d,True,m,False,0.78125,0.9296875,0.52734375,jarra,jug,la,El recipiente grande con asa para líquidos es la jarra,El recipiente grande con asa para líquidos es la jarra. Los huesos blancos que usas para masticar son
337,teléfono,telephone,el,el,True,teléfono,True,radio,False,0.93359375,0.94140625,0.765625,pulgar,thumb,el,El dedo gordo de la mano es el pulgar,El dedo gordo de la mano es el pulgar. El aparato que usas para hablar con gente lejana es
338,termómetro,thermometer,el,el,True,term,True,term,True,0.9921875,0.984375,0.8125,candelero,candlestick,el,El soporte donde pones velas es el candelero,El soporte donde pones velas es el candelero. El instrumento que mide la temperatura es
341,torpedo,torpedo,el,la,False,torpedo,True,min,False,0.416015625,0.99609375,0.6953125,pimentón,paprika,el,La especia roja en polvo que sazona la comida es el pimentón,La especia roja en polvo que sazona la comida es el pimentón. El proyectil submarino que explota es
342,ropa interior,underwear,la,el,False,,True,cal,False,0.4765625,0.609375,0.91015625,morsa,walrus,la,El mamífero marino grande con colmillos es la morsa,El mamífero marino grande con colmillos es la morsa. La prenda íntima que usas debajo de la ropa es
343,violín,violin,el,el,True,viol,True,viol,True,0.984375,0.984375,0.97265625,edredón,quilt,el,La manta gruesa y decorativa que cubre la cama es el edredón,La manta gruesa y decorativa que cubre la cama es el edredón. El instrumento de cuerdas que tocas con arco es
344,avispa,wasp,la,la,True,mos,False,mosquito,False,0.484375,0.224609375,0.9375,coliflor,cauliflower,la,La verdura blanca con forma de árbol pequeño es la coliflor,La verdura blanca con forma de árbol pequeño es la coliflor. El insecto rayado que puede picar es
345,ballena,whale,la,el,False,ball,True,pul,False,0.7890625,0.98046875,0.91796875,canicas,marbles,las,Las esferas de vidrio con las que juegan niños son las canicas,Las esferas de vidrio con las que juegan niños son las canicas. El mamífero marino gigante que expulsa agua es
346,piña,pineapple,la,el,False,pal,False,c,False,0.640625,0.5390625,0.6640625,cementerio,churchyard,el,El patio de la iglesia donde hay tumbas es el cementerio,El patio de la iglesia donde hay tumbas es el cementerio. La fruta tropical con corona espinosa es
347,camisa,shirt,la,el,False,cam,True,vest,False,0.8125,0.9921875,0.349609375,mosca,housefly,la,El insecto molesto que zumba en casa es la mosca,El insecto molesto que zumba en casa es la mosca. La prenda que cubre tu torso y brazos es
349,anaconda,anaconda,la,el,False,ana,True,ca,False,0.66015625,0.9453125,0.5546875,confeti,confetti,el,Los papelitos de colores que lanzas en fiestas son el confeti,Los papelitos de colores que lanzas en fiestas son el confeti. La serpiente gigante que vive en ríos sudamericanos es
350,tablero,backboard,el,el,True,tab,True,p,False,0.52734375,0.60546875,0.66796875,gaita,bagpipe,la,El instrumento musical escocés que suena con aire es la gaita,El instrumento musical escocés que suena con aire es la gaita. La superficie vertical donde rebota la pelota de básquet es
351,placa,badge,la,el,False,pl,True,ch,False,0.734375,0.8125,0.349609375,coliflor,cauliflower,la,La verdura blanca con forma de árbol pequeño es la coliflor,La verdura blanca con forma de árbol pequeño es la coliflor. El distintivo metálico que usan policías es
352,gaitas,bagpipes,las,las,True,corn,False,corn,False,0.640625,0.369140625,0.439453125,cactus,cactus,el,La planta espinosa que crece en el desierto es el cactus,La planta espinosa que crece en el desierto es el cactus. El instrumento escocés que suena con aire son
353,panadería,bakeshop,la,el,False,pan,True,pan,True,0.5234375,0.9921875,0.9921875,mayonesa,mayo,la,La salsa blanca cremosa que pones en tortas es la mayonesa,La salsa blanca cremosa que pones en tortas es la mayonesa. La tienda donde venden pan recién horneado es
354,colmena,beehive,la,la,True,col,True,pan,False,0.71875,1.0,0.99609375,botón,button,el,La pieza redonda que cierra la ropa es el botón,La pieza redonda que cierra la ropa es el botón. La casa hexagonal donde viven las abejas es
356,bíceps,biceps,el,el,True,bí,True,v,False,0.96875,0.921875,0.48046875,garaje,garage,el,El lugar donde guardas el auto es el garaje,El lugar donde guardas el auto es el garaje. El músculo que se hace bulto en el brazo es
358,soplete,blowtorch,el,el,True,h,False,si,False,0.8515625,0.314453125,0.20703125,coliflor,cauliflower,la,La verdura blanca con forma de árbol pequeño es la coliflor,La verdura blanca con forma de árbol pequeño es la coliflor. La herramienta que produce llama muy caliente es
359,barco,boat,el,el,True,bar,True,can,False,0.84765625,0.55859375,0.5234375,daga,dagger,la,El arma blanca corta con doble filo es la daga,El arma blanca corta con doble filo es la daga. La embarcación que navega en el agua es
362,bourbon,bourbon,el,el,True,bourbon,True,bourbon,True,0.9765625,0.99609375,0.92578125,peine,comb,el,El objeto con dientes que usas para arreglar el cabello es el peine,El objeto con dientes que usas para arreglar el cabello es el peine. El whiskey americano hecho con maíz es
363,foco,bulb,el,la,False,foc,True,lá,False,0.9453125,0.82421875,0.7421875,collar,necklace,el,La joya que usas alrededor del cuello es el collar,La joya que usas alrededor del cuello es el collar. El objeto que produce luz eléctrica es
364,hamburguesa,burger,la,el,False,c,False,pan,False,0.6484375,0.07177734375,0.51953125,cobra,cobra,la,La serpiente venenosa que puede expandir su cuello es la cobra,La serpiente venenosa que puede expandir su cuello es la cobra. La carne entre panes que comes con las manos es
365,mariposa,butterfly,la,la,True,mar,True,col,False,0.96875,0.96875,0.98046875,ballena,whale,la,El mamífero marino gigante que expulsa agua es la ballena,El mamífero marino gigante que expulsa agua es la ballena. El insecto colorido que vuela de flor en flor es
367,camello,camel,el,el,True,cam,True,cam,True,0.8046875,0.99609375,0.251953125,pasa,raisin,la,La uva seca y arrugada que comes como dulce es la pasa,La uva seca y arrugada que comes como dulce es la pasa. El animal del desierto con jorobas es
368,candelero,candlestick,el,el,True,c,True,v,False,0.8359375,0.98828125,0.98046875,cabra,goat,la,El animal con cuernos que come hierba y da leche es la cabra,El animal con cuernos que come hierba y da leche es la cabra. El soporte donde pones velas es
369,bote,canister,el,la,False,tar,False,l,False,0.55859375,0.6171875,0.96484375,león,lion,el,El felino grande que ruge y tiene melena es el león,El felino grande que ruge y tiene melena es el león. El recipiente cilíndrico con tapa es
372,cementerio,cemetery,el,el,True,cement,True,t,False,0.9921875,0.95703125,0.609375,collar,necklace,el,La joya que usas alrededor del cuello es el collar,La joya que usas alrededor del cuello es el collar. El lugar donde entierran a los muertos es
373,pecho,chest,el,el,True,pe,True,parte,False,0.70703125,0.6796875,0.2353515625,botas,boots,las,El calzado alto que protege los pies y tobillos son las botas,El calzado alto que protege los pies y tobillos son las botas. La parte frontal del torso es
374,pollito,chick,el,el,True,poll,True,poll,True,0.640625,0.8984375,0.73046875,capullo de rosa,rosebud,el,La rosa que aún no se ha abierto completamente es el capullo de rosa,La rosa que aún no se ha abierto completamente es el capullo de rosa. El bebé de la gallina que hace pío es
376,palillo,chopstick,el,el,True,pal,True,c,False,0.984375,0.99609375,0.96875,araña,spider,la,El arácnido de ocho patas que teje telarañas es la araña,El arácnido de ocho patas que teje telarañas es la araña. El utensilio de madera para comer comida asiática es
377,cementerio,churchyard,el,el,True,cement,True,cri,False,0.9609375,0.9140625,0.66796875,dientes,teeth,los,Los huesos blancos que usas para masticar son los dientes,Los huesos blancos que usas para masticar son los dientes. El patio de la iglesia donde hay tumbas es
379,arcilla,clay,la,la,True,arc,True,bar,False,0.58984375,0.96484375,0.9609375,lima,lime,la,La fruta cítrica verde pequeña es la lima,La fruta cítrica verde pequeña es la lima. La tierra moldeable que usan los alfareros es
381,coliseo,coliseum,el,el,True,col,True,arena,False,0.9140625,0.4921875,0.9765625,mora,blackberry,la,La fruta pequeña y oscura que crece en arbustos es la mora,La fruta pequeña y oscura que crece en arbustos es la mora. El anfiteatro romano donde peleaban gladiadores es
382,computadora,computer,la,la,True,comput,True,orden,False,0.73828125,0.98828125,0.7109375,dedal,thimble,el,La protección pequeña que usan las costureras es el dedal,La protección pequeña que usan las costureras es el dedal. La máquina electrónica que procesa información es
383,confeti,confetti,el,los,False,conf,True,conf,True,0.6875,0.73046875,0.87890625,almohada,pillow,la,El cojín suave donde apoyas la cabeza para dormir es la almohada,El cojín suave donde apoyas la cabeza para dormir es la almohada. Los papelitos de colores que lanzas en fiestas son
384,cuna,cradle,la,la,True,c,True,mois,False,0.71484375,1.0,0.703125,ropa interior,underwear,la,La prenda íntima que usas debajo de la ropa es la ropa interior,La prenda íntima que usas debajo de la ropa es la ropa interior. La camita donde duermen los bebés es
385,caja,crate,la,el,False,c,True,c,True,0.5546875,0.98828125,0.6328125,cadillac,cadillac,el,El auto de lujo americano grande es el cadillac,El auto de lujo americano grande es el cadillac. El contenedor de madera para transportar cosas es
387,cuervo,crow,el,el,True,cu,True,ur,False,0.9609375,1.0,0.53125,agujeta,shoelace,la,El cordón que atas para cerrar los zapatos es la agujeta,El cordón que atas para cerrar los zapatos es la agujeta. El ave negra que hace caw caw es
389,dentista,dentist,el,el,True,dent,True,od,False,0.99609375,0.95703125,0.66796875,pastel,pastry,el,El dulce horneado que comes de postre es el pastel,El dulce horneado que comes de postre es el pastel. El doctor que cuida y arregla los dientes es
390,postre,dessert,el,el,True,post,True,t,False,0.921875,0.9921875,0.984375,pistola,handgun,la,El arma de fuego pequeña que se usa con una mano es la pistola,El arma de fuego pequeña que se usa con una mano es la pistola. El dulce que comes al final de la comida es
391,diploma,diploma,el,el,True,título,False,lic,False,0.96484375,0.6484375,0.62109375,violín,violin,el,El instrumento de cuerdas que tocas con arco es el violín,El instrumento de cuerdas que tocas con arco es el violín. El documento que recibes al graduarte es
392,dólar,dollar,el,el,True,dó,True,dó,True,0.984375,0.9921875,0.4453125,carriola,stroller,la,El carrito donde paseas a los bebés es la carriola,El carrito donde paseas a los bebés es la carriola. La moneda americana de papel verde es
