n1,n2,intermediate,answer,eqfull
29,45,14,74,29 + 45 =
29,46,15,75,29 + 46 =
29,47,16,76,29 + 47 =
29,48,17,77,29 + 48 =
29,49,18,78,29 + 49 =
29,50,9,79,29 + 50 =
29,51,10,80,29 + 51 =
29,52,11,81,29 + 52 =
29,53,12,82,29 + 53 =
29,54,13,83,29 + 54 =
29,55,14,84,29 + 55 =
29,56,15,85,29 + 56 =
29,57,16,86,29 + 57 =
29,58,17,87,29 + 58 =
29,59,18,88,29 + 59 =
29,60,9,89,29 + 60 =
29,61,10,90,29 + 61 =
29,62,11,91,29 + 62 =
29,63,12,92,29 + 63 =
29,64,13,93,29 + 64 =
29,65,14,94,29 + 65 =
29,66,15,95,29 + 66 =
29,67,16,96,29 + 67 =
29,68,17,97,29 + 68 =
29,69,18,98,29 + 69 =
29,70,9,99,29 + 70 =
29,71,10,100,29 + 71 =
29,72,11,101,29 + 72 =
29,73,12,102,29 + 73 =
29,74,13,103,29 + 74 =
29,75,14,104,29 + 75 =
29,76,15,105,29 + 76 =
29,77,16,106,29 + 77 =
29,78,17,107,29 + 78 =
29,79,18,108,29 + 79 =
29,80,9,109,29 + 80 =
29,81,10,110,29 + 81 =
29,82,11,111,29 + 82 =
29,83,12,112,29 + 83 =
29,84,13,113,29 + 84 =
29,85,14,114,29 + 85 =
29,86,15,115,29 + 86 =
29,87,16,116,29 + 87 =
29,88,17,117,29 + 88 =
29,89,18,118,29 + 89 =
29,90,9,119,29 + 90 =
29,91,10,120,29 + 91 =
29,92,11,121,29 + 92 =
29,93,12,122,29 + 93 =
29,94,13,123,29 + 94 =
29,95,14,124,29 + 95 =
29,96,15,125,29 + 96 =
29,97,16,126,29 + 97 =
29,98,17,127,29 + 98 =
29,99,18,128,29 + 99 =
30,10,0,40,30 + 10 =
30,11,1,41,30 + 11 =
30,12,2,42,30 + 12 =
30,13,3,43,30 + 13 =
30,14,4,44,30 + 14 =
30,15,5,45,30 + 15 =
30,16,6,46,30 + 16 =
30,17,7,47,30 + 17 =
30,18,8,48,30 + 18 =
30,19,9,49,30 + 19 =
30,20,0,50,30 + 20 =
30,21,1,51,30 + 21 =
30,22,2,52,30 + 22 =
30,23,3,53,30 + 23 =
30,24,4,54,30 + 24 =
30,25,5,55,30 + 25 =
30,26,6,56,30 + 26 =
30,27,7,57,30 + 27 =
30,28,8,58,30 + 28 =
30,29,9,59,30 + 29 =
30,30,0,60,30 + 30 =
30,31,1,61,30 + 31 =
30,32,2,62,30 + 32 =
30,33,3,63,30 + 33 =
30,34,4,64,30 + 34 =
30,35,5,65,30 + 35 =
30,36,6,66,30 + 36 =
30,37,7,67,30 + 37 =
30,38,8,68,30 + 38 =
30,39,9,69,30 + 39 =
30,40,0,70,30 + 40 =
30,41,1,71,30 + 41 =
30,42,2,72,30 + 42 =
30,43,3,73,30 + 43 =
30,44,4,74,30 + 44 =
30,45,5,75,30 + 45 =
30,46,6,76,30 + 46 =
30,47,7,77,30 + 47 =
30,48,8,78,30 + 48 =
30,49,9,79,30 + 49 =
30,50,0,80,30 + 50 =
30,51,1,81,30 + 51 =
30,52,2,82,30 + 52 =
30,53,3,83,30 + 53 =
30,54,4,84,30 + 54 =
30,55,5,85,30 + 55 =
30,56,6,86,30 + 56 =
30,57,7,87,30 + 57 =
30,58,8,88,30 + 58 =
30,59,9,89,30 + 59 =
30,60,0,90,30 + 60 =
30,61,1,91,30 + 61 =
30,62,2,92,30 + 62 =
30,63,3,93,30 + 63 =
30,64,4,94,30 + 64 =
30,65,5,95,30 + 65 =
30,66,6,96,30 + 66 =
30,67,7,97,30 + 67 =
30,68,8,98,30 + 68 =
30,69,9,99,30 + 69 =
30,70,0,100,30 + 70 =
30,71,1,101,30 + 71 =
30,72,2,102,30 + 72 =
30,73,3,103,30 + 73 =
30,74,4,104,30 + 74 =
30,75,5,105,30 + 75 =
30,76,6,106,30 + 76 =
30,77,7,107,30 + 77 =
30,78,8,108,30 + 78 =
30,79,9,109,30 + 79 =
30,80,0,110,30 + 80 =
30,81,1,111,30 + 81 =
30,82,2,112,30 + 82 =
30,83,3,113,30 + 83 =
30,84,4,114,30 + 84 =
30,85,5,115,30 + 85 =
30,86,6,116,30 + 86 =
30,87,7,117,30 + 87 =
30,88,8,118,30 + 88 =
30,89,9,119,30 + 89 =
30,90,0,120,30 + 90 =
30,91,1,121,30 + 91 =
30,92,2,122,30 + 92 =
30,93,3,123,30 + 93 =
30,94,4,124,30 + 94 =
30,95,5,125,30 + 95 =
30,96,6,126,30 + 96 =
30,97,7,127,30 + 97 =
30,98,8,128,30 + 98 =
30,99,9,129,30 + 99 =
31,10,1,41,31 + 10 =
31,11,2,42,31 + 11 =
31,12,3,43,31 + 12 =
31,13,4,44,31 + 13 =
31,14,5,45,31 + 14 =
31,15,6,46,31 + 15 =
31,16,7,47,31 + 16 =
31,17,8,48,31 + 17 =
31,18,9,49,31 + 18 =
31,19,10,50,31 + 19 =
31,20,1,51,31 + 20 =
31,21,2,52,31 + 21 =
31,22,3,53,31 + 22 =
31,23,4,54,31 + 23 =
31,24,5,55,31 + 24 =
31,25,6,56,31 + 25 =
31,26,7,57,31 + 26 =
31,27,8,58,31 + 27 =
31,28,9,59,31 + 28 =
31,29,10,60,31 + 29 =
31,30,1,61,31 + 30 =
31,31,2,62,31 + 31 =
31,32,3,63,31 + 32 =
31,33,4,64,31 + 33 =
31,34,5,65,31 + 34 =
31,35,6,66,31 + 35 =
31,36,7,67,31 + 36 =
31,37,8,68,31 + 37 =
31,38,9,69,31 + 38 =
31,39,10,70,31 + 39 =
31,40,1,71,31 + 40 =
31,41,2,72,31 + 41 =
31,42,3,73,31 + 42 =
31,43,4,74,31 + 43 =
31,44,5,75,31 + 44 =
31,45,6,76,31 + 45 =
31,46,7,77,31 + 46 =
31,47,8,78,31 + 47 =
31,48,9,79,31 + 48 =
31,49,10,80,31 + 49 =
31,50,1,81,31 + 50 =
31,51,2,82,31 + 51 =
31,52,3,83,31 + 52 =
31,53,4,84,31 + 53 =
31,54,5,85,31 + 54 =
31,55,6,86,31 + 55 =
31,56,7,87,31 + 56 =
31,57,8,88,31 + 57 =
31,58,9,89,31 + 58 =
31,59,10,90,31 + 59 =
31,60,1,91,31 + 60 =
31,61,2,92,31 + 61 =
31,62,3,93,31 + 62 =
31,63,4,94,31 + 63 =
31,64,5,95,31 + 64 =
31,65,6,96,31 + 65 =
31,66,7,97,31 + 66 =
31,67,8,98,31 + 67 =
31,68,9,99,31 + 68 =
31,69,10,100,31 + 69 =
31,70,1,101,31 + 70 =
31,71,2,102,31 + 71 =
31,72,3,103,31 + 72 =
31,73,4,104,31 + 73 =
31,74,5,105,31 + 74 =
31,75,6,106,31 + 75 =
31,76,7,107,31 + 76 =
31,77,8,108,31 + 77 =
31,78,9,109,31 + 78 =
31,79,10,110,31 + 79 =
31,80,1,111,31 + 80 =
31,81,2,112,31 + 81 =
31,82,3,113,31 + 82 =
31,83,4,114,31 + 83 =
31,84,5,115,31 + 84 =
31,85,6,116,31 + 85 =
31,86,7,117,31 + 86 =
31,87,8,118,31 + 87 =
31,88,9,119,31 + 88 =
31,89,10,120,31 + 89 =
31,90,1,121,31 + 90 =
31,91,2,122,31 + 91 =
31,92,3,123,31 + 92 =
31,93,4,124,31 + 93 =
31,94,5,125,31 + 94 =
31,95,6,126,31 + 95 =
31,96,7,127,31 + 96 =
31,97,8,128,31 + 97 =
31,98,9,129,31 + 98 =
31,99,10,130,31 + 99 =
32,10,2,42,32 + 10 =
32,11,3,43,32 + 11 =
32,12,4,44,32 + 12 =
32,13,5,45,32 + 13 =
32,14,6,46,32 + 14 =
32,15,7,47,32 + 15 =
32,16,8,48,32 + 16 =
32,17,9,49,32 + 17 =
32,18,10,50,32 + 18 =
32,19,11,51,32 + 19 =
32,20,2,52,32 + 20 =
32,21,3,53,32 + 21 =
32,22,4,54,32 + 22 =
32,23,5,55,32 + 23 =
32,24,6,56,32 + 24 =
32,25,7,57,32 + 25 =
32,26,8,58,32 + 26 =
32,27,9,59,32 + 27 =
32,28,10,60,32 + 28 =
32,29,11,61,32 + 29 =
32,30,2,62,32 + 30 =
32,31,3,63,32 + 31 =
32,32,4,64,32 + 32 =
32,33,5,65,32 + 33 =
32,34,6,66,32 + 34 =
32,35,7,67,32 + 35 =
32,36,8,68,32 + 36 =
32,37,9,69,32 + 37 =
32,38,10,70,32 + 38 =
32,39,11,71,32 + 39 =
32,40,2,72,32 + 40 =
32,41,3,73,32 + 41 =
32,42,4,74,32 + 42 =
32,43,5,75,32 + 43 =
32,44,6,76,32 + 44 =
32,45,7,77,32 + 45 =
32,46,8,78,32 + 46 =
32,47,9,79,32 + 47 =
32,48,10,80,32 + 48 =
32,49,11,81,32 + 49 =
32,50,2,82,32 + 50 =
32,51,3,83,32 + 51 =
32,52,4,84,32 + 52 =
32,53,5,85,32 + 53 =
32,54,6,86,32 + 54 =
32,55,7,87,32 + 55 =
32,56,8,88,32 + 56 =
32,57,9,89,32 + 57 =
32,58,10,90,32 + 58 =
32,59,11,91,32 + 59 =
32,60,2,92,32 + 60 =
32,61,3,93,32 + 61 =
32,62,4,94,32 + 62 =
32,63,5,95,32 + 63 =
32,64,6,96,32 + 64 =
32,65,7,97,32 + 65 =
32,66,8,98,32 + 66 =
32,67,9,99,32 + 67 =
32,68,10,100,32 + 68 =
32,69,11,101,32 + 69 =
32,70,2,102,32 + 70 =
32,71,3,103,32 + 71 =
32,72,4,104,32 + 72 =
32,73,5,105,32 + 73 =
32,74,6,106,32 + 74 =
32,75,7,107,32 + 75 =
32,76,8,108,32 + 76 =
32,77,9,109,32 + 77 =
32,78,10,110,32 + 78 =
32,79,11,111,32 + 79 =
32,80,2,112,32 + 80 =
32,81,3,113,32 + 81 =
32,82,4,114,32 + 82 =
32,83,5,115,32 + 83 =
32,84,6,116,32 + 84 =
32,85,7,117,32 + 85 =
32,86,8,118,32 + 86 =
32,87,9,119,32 + 87 =
32,88,10,120,32 + 88 =
32,89,11,121,32 + 89 =
32,90,2,122,32 + 90 =
32,91,3,123,32 + 91 =
32,92,4,124,32 + 92 =
32,93,5,125,32 + 93 =
32,94,6,126,32 + 94 =
32,95,7,127,32 + 95 =
32,96,8,128,32 + 96 =
32,97,9,129,32 + 97 =
32,98,10,130,32 + 98 =
32,99,11,131,32 + 99 =
33,10,3,43,33 + 10 =
33,11,4,44,33 + 11 =
33,12,5,45,33 + 12 =
33,13,6,46,33 + 13 =
33,14,7,47,33 + 14 =
33,15,8,48,33 + 15 =
33,16,9,49,33 + 16 =
33,17,10,50,33 + 17 =
33,18,11,51,33 + 18 =
33,19,12,52,33 + 19 =
33,20,3,53,33 + 20 =
33,21,4,54,33 + 21 =
33,22,5,55,33 + 22 =
33,23,6,56,33 + 23 =
33,24,7,57,33 + 24 =
33,25,8,58,33 + 25 =
33,26,9,59,33 + 26 =
33,27,10,60,33 + 27 =
33,28,11,61,33 + 28 =
33,29,12,62,33 + 29 =
33,30,3,63,33 + 30 =
33,31,4,64,33 + 31 =
33,32,5,65,33 + 32 =
33,33,6,66,33 + 33 =
33,34,7,67,33 + 34 =
33,35,8,68,33 + 35 =
33,36,9,69,33 + 36 =
33,37,10,70,33 + 37 =
33,38,11,71,33 + 38 =
33,39,12,72,33 + 39 =
33,40,3,73,33 + 40 =
33,41,4,74,33 + 41 =
33,42,5,75,33 + 42 =
33,43,6,76,33 + 43 =
33,44,7,77,33 + 44 =
33,45,8,78,33 + 45 =
33,46,9,79,33 + 46 =
33,47,10,80,33 + 47 =
33,48,11,81,33 + 48 =
33,49,12,82,33 + 49 =
33,50,3,83,33 + 50 =
33,51,4,84,33 + 51 =
33,52,5,85,33 + 52 =
33,53,6,86,33 + 53 =
33,54,7,87,33 + 54 =
33,55,8,88,33 + 55 =
33,56,9,89,33 + 56 =
33,57,10,90,33 + 57 =
33,58,11,91,33 + 58 =
33,59,12,92,33 + 59 =
33,60,3,93,33 + 60 =
33,61,4,94,33 + 61 =
33,62,5,95,33 + 62 =
33,63,6,96,33 + 63 =
33,64,7,97,33 + 64 =
33,65,8,98,33 + 65 =
33,66,9,99,33 + 66 =
33,67,10,100,33 + 67 =
33,68,11,101,33 + 68 =
33,69,12,102,33 + 69 =
33,70,3,103,33 + 70 =
33,71,4,104,33 + 71 =
33,72,5,105,33 + 72 =
33,73,6,106,33 + 73 =
33,74,7,107,33 + 74 =
33,75,8,108,33 + 75 =
33,76,9,109,33 + 76 =
33,77,10,110,33 + 77 =
33,78,11,111,33 + 78 =
33,79,12,112,33 + 79 =
33,80,3,113,33 + 80 =
33,81,4,114,33 + 81 =
33,82,5,115,33 + 82 =
33,83,6,116,33 + 83 =
33,84,7,117,33 + 84 =
33,85,8,118,33 + 85 =
33,86,9,119,33 + 86 =
33,87,10,120,33 + 87 =
33,88,11,121,33 + 88 =
33,89,12,122,33 + 89 =
33,90,3,123,33 + 90 =
33,91,4,124,33 + 91 =
33,92,5,125,33 + 92 =
33,93,6,126,33 + 93 =
33,94,7,127,33 + 94 =
33,95,8,128,33 + 95 =
33,96,9,129,33 + 96 =
33,97,10,130,33 + 97 =
33,98,11,131,33 + 98 =
33,99,12,132,33 + 99 =
34,10,4,44,34 + 10 =
34,11,5,45,34 + 11 =
34,12,6,46,34 + 12 =
34,13,7,47,34 + 13 =
34,14,8,48,34 + 14 =
34,15,9,49,34 + 15 =
34,16,10,50,34 + 16 =
34,17,11,51,34 + 17 =
34,18,12,52,34 + 18 =
34,19,13,53,34 + 19 =
34,20,4,54,34 + 20 =
34,21,5,55,34 + 21 =
34,22,6,56,34 + 22 =
34,23,7,57,34 + 23 =
34,24,8,58,34 + 24 =
34,25,9,59,34 + 25 =
34,26,10,60,34 + 26 =
34,27,11,61,34 + 27 =
34,28,12,62,34 + 28 =
34,29,13,63,34 + 29 =
34,30,4,64,34 + 30 =
34,31,5,65,34 + 31 =
34,32,6,66,34 + 32 =
34,33,7,67,34 + 33 =
34,34,8,68,34 + 34 =
34,35,9,69,34 + 35 =
34,36,10,70,34 + 36 =
34,37,11,71,34 + 37 =
34,38,12,72,34 + 38 =
34,39,13,73,34 + 39 =
34,40,4,74,34 + 40 =
34,41,5,75,34 + 41 =
34,42,6,76,34 + 42 =
34,43,7,77,34 + 43 =
34,44,8,78,34 + 44 =
34,45,9,79,34 + 45 =
34,46,10,80,34 + 46 =
34,47,11,81,34 + 47 =
34,48,12,82,34 + 48 =
34,49,13,83,34 + 49 =
34,50,4,84,34 + 50 =
34,51,5,85,34 + 51 =
34,52,6,86,34 + 52 =
34,53,7,87,34 + 53 =
34,54,8,88,34 + 54 =
34,55,9,89,34 + 55 =
34,56,10,90,34 + 56 =
34,57,11,91,34 + 57 =
34,58,12,92,34 + 58 =
34,59,13,93,34 + 59 =
34,60,4,94,34 + 60 =
34,61,5,95,34 + 61 =
34,62,6,96,34 + 62 =
34,63,7,97,34 + 63 =
34,64,8,98,34 + 64 =
34,65,9,99,34 + 65 =
34,66,10,100,34 + 66 =
34,67,11,101,34 + 67 =
34,68,12,102,34 + 68 =
34,69,13,103,34 + 69 =
34,70,4,104,34 + 70 =
34,71,5,105,34 + 71 =
34,72,6,106,34 + 72 =
34,73,7,107,34 + 73 =
34,74,8,108,34 + 74 =
34,75,9,109,34 + 75 =
34,76,10,110,34 + 76 =
34,77,11,111,34 + 77 =
34,78,12,112,34 + 78 =
34,79,13,113,34 + 79 =
34,80,4,114,34 + 80 =
34,81,5,115,34 + 81 =
34,82,6,116,34 + 82 =
34,83,7,117,34 + 83 =
34,84,8,118,34 + 84 =
34,85,9,119,34 + 85 =
34,86,10,120,34 + 86 =
34,87,11,121,34 + 87 =
34,88,12,122,34 + 88 =
34,89,13,123,34 + 89 =
34,90,4,124,34 + 90 =
34,91,5,125,34 + 91 =
34,92,6,126,34 + 92 =
34,93,7,127,34 + 93 =
34,94,8,128,34 + 94 =
34,95,9,129,34 + 95 =
34,96,10,130,34 + 96 =
34,97,11,131,34 + 97 =
34,98,12,132,34 + 98 =
34,99,13,133,34 + 99 =
35,10,5,45,35 + 10 =
35,11,6,46,35 + 11 =
35,12,7,47,35 + 12 =
35,13,8,48,35 + 13 =
35,14,9,49,35 + 14 =
35,15,10,50,35 + 15 =
35,16,11,51,35 + 16 =
35,17,12,52,35 + 17 =
35,18,13,53,35 + 18 =
35,19,14,54,35 + 19 =
35,20,5,55,35 + 20 =
35,21,6,56,35 + 21 =
35,22,7,57,35 + 22 =
35,23,8,58,35 + 23 =
35,24,9,59,35 + 24 =
35,25,10,60,35 + 25 =
35,26,11,61,35 + 26 =
35,27,12,62,35 + 27 =
35,28,13,63,35 + 28 =
35,29,14,64,35 + 29 =
35,30,5,65,35 + 30 =
35,31,6,66,35 + 31 =
35,32,7,67,35 + 32 =
35,33,8,68,35 + 33 =
35,34,9,69,35 + 34 =
35,35,10,70,35 + 35 =
35,36,11,71,35 + 36 =
35,37,12,72,35 + 37 =
35,38,13,73,35 + 38 =
35,39,14,74,35 + 39 =
35,40,5,75,35 + 40 =
35,41,6,76,35 + 41 =
35,42,7,77,35 + 42 =
35,43,8,78,35 + 43 =
35,44,9,79,35 + 44 =
35,45,10,80,35 + 45 =
35,46,11,81,35 + 46 =
35,47,12,82,35 + 47 =
35,48,13,83,35 + 48 =
35,49,14,84,35 + 49 =
35,50,5,85,35 + 50 =
35,51,6,86,35 + 51 =
35,52,7,87,35 + 52 =
35,53,8,88,35 + 53 =
35,54,9,89,35 + 54 =
35,55,10,90,35 + 55 =
35,56,11,91,35 + 56 =
35,57,12,92,35 + 57 =
35,58,13,93,35 + 58 =
35,59,14,94,35 + 59 =
35,60,5,95,35 + 60 =
35,61,6,96,35 + 61 =
35,62,7,97,35 + 62 =
35,63,8,98,35 + 63 =
35,64,9,99,35 + 64 =
35,65,10,100,35 + 65 =
35,66,11,101,35 + 66 =
35,67,12,102,35 + 67 =
35,68,13,103,35 + 68 =
35,69,14,104,35 + 69 =
35,70,5,105,35 + 70 =
35,71,6,106,35 + 71 =
35,72,7,107,35 + 72 =
35,73,8,108,35 + 73 =
35,74,9,109,35 + 74 =
35,75,10,110,35 + 75 =
35,76,11,111,35 + 76 =
35,77,12,112,35 + 77 =
35,78,13,113,35 + 78 =
35,79,14,114,35 + 79 =
35,80,5,115,35 + 80 =
35,81,6,116,35 + 81 =
35,82,7,117,35 + 82 =
35,83,8,118,35 + 83 =
35,84,9,119,35 + 84 =
35,85,10,120,35 + 85 =
35,86,11,121,35 + 86 =
35,87,12,122,35 + 87 =
35,88,13,123,35 + 88 =
35,89,14,124,35 + 89 =
35,90,5,125,35 + 90 =
35,91,6,126,35 + 91 =
35,92,7,127,35 + 92 =
35,93,8,128,35 + 93 =
35,94,9,129,35 + 94 =
35,95,10,130,35 + 95 =
35,96,11,131,35 + 96 =
35,97,12,132,35 + 97 =
35,98,13,133,35 + 98 =
35,99,14,134,35 + 99 =
36,10,6,46,36 + 10 =
36,11,7,47,36 + 11 =
36,12,8,48,36 + 12 =
36,13,9,49,36 + 13 =
36,14,10,50,36 + 14 =
36,15,11,51,36 + 15 =
36,16,12,52,36 + 16 =
36,17,13,53,36 + 17 =
36,18,14,54,36 + 18 =
36,19,15,55,36 + 19 =
36,20,6,56,36 + 20 =
36,21,7,57,36 + 21 =
36,22,8,58,36 + 22 =
36,23,9,59,36 + 23 =
36,24,10,60,36 + 24 =
36,25,11,61,36 + 25 =
36,26,12,62,36 + 26 =
36,27,13,63,36 + 27 =
36,28,14,64,36 + 28 =
36,29,15,65,36 + 29 =
36,30,6,66,36 + 30 =
36,31,7,67,36 + 31 =
36,32,8,68,36 + 32 =
36,33,9,69,36 + 33 =
36,34,10,70,36 + 34 =
36,35,11,71,36 + 35 =
36,36,12,72,36 + 36 =
36,37,13,73,36 + 37 =
36,38,14,74,36 + 38 =
36,39,15,75,36 + 39 =
36,40,6,76,36 + 40 =
36,41,7,77,36 + 41 =
36,42,8,78,36 + 42 =
36,43,9,79,36 + 43 =
36,44,10,80,36 + 44 =
36,45,11,81,36 + 45 =
36,46,12,82,36 + 46 =
36,47,13,83,36 + 47 =
36,48,14,84,36 + 48 =
36,49,15,85,36 + 49 =
36,50,6,86,36 + 50 =
36,51,7,87,36 + 51 =
36,52,8,88,36 + 52 =
36,53,9,89,36 + 53 =
36,54,10,90,36 + 54 =
36,55,11,91,36 + 55 =
36,56,12,92,36 + 56 =
36,57,13,93,36 + 57 =
36,58,14,94,36 + 58 =
36,59,15,95,36 + 59 =
36,60,6,96,36 + 60 =
36,61,7,97,36 + 61 =
36,62,8,98,36 + 62 =
36,63,9,99,36 + 63 =
36,64,10,100,36 + 64 =
36,65,11,101,36 + 65 =
36,66,12,102,36 + 66 =
36,67,13,103,36 + 67 =
36,68,14,104,36 + 68 =
36,69,15,105,36 + 69 =
36,70,6,106,36 + 70 =
36,71,7,107,36 + 71 =
36,72,8,108,36 + 72 =
36,73,9,109,36 + 73 =
36,74,10,110,36 + 74 =
36,75,11,111,36 + 75 =
36,76,12,112,36 + 76 =
36,77,13,113,36 + 77 =
36,78,14,114,36 + 78 =
36,79,15,115,36 + 79 =
36,80,6,116,36 + 80 =
36,81,7,117,36 + 81 =
36,82,8,118,36 + 82 =
36,83,9,119,36 + 83 =
36,84,10,120,36 + 84 =
36,85,11,121,36 + 85 =
36,86,12,122,36 + 86 =
36,87,13,123,36 + 87 =
36,88,14,124,36 + 88 =
36,89,15,125,36 + 89 =
36,90,6,126,36 + 90 =
36,91,7,127,36 + 91 =
36,92,8,128,36 + 92 =
36,93,9,129,36 + 93 =
36,94,10,130,36 + 94 =
36,95,11,131,36 + 95 =
36,96,12,132,36 + 96 =
36,97,13,133,36 + 97 =
36,98,14,134,36 + 98 =
36,99,15,135,36 + 99 =
37,10,7,47,37 + 10 =
37,11,8,48,37 + 11 =
37,12,9,49,37 + 12 =
37,13,10,50,37 + 13 =
37,14,11,51,37 + 14 =
37,15,12,52,37 + 15 =
37,16,13,53,37 + 16 =
37,17,14,54,37 + 17 =
37,18,15,55,37 + 18 =
37,19,16,56,37 + 19 =
37,20,7,57,37 + 20 =
37,21,8,58,37 + 21 =
37,22,9,59,37 + 22 =
37,23,10,60,37 + 23 =
37,24,11,61,37 + 24 =
37,25,12,62,37 + 25 =
37,26,13,63,37 + 26 =
37,27,14,64,37 + 27 =
37,28,15,65,37 + 28 =
37,29,16,66,37 + 29 =
37,30,7,67,37 + 30 =
37,31,8,68,37 + 31 =
37,32,9,69,37 + 32 =
37,33,10,70,37 + 33 =
37,34,11,71,37 + 34 =
37,35,12,72,37 + 35 =
37,36,13,73,37 + 36 =
37,37,14,74,37 + 37 =
37,38,15,75,37 + 38 =
37,39,16,76,37 + 39 =
37,40,7,77,37 + 40 =
37,41,8,78,37 + 41 =
37,42,9,79,37 + 42 =
37,43,10,80,37 + 43 =
37,44,11,81,37 + 44 =
37,45,12,82,37 + 45 =
37,46,13,83,37 + 46 =
37,47,14,84,37 + 47 =
37,48,15,85,37 + 48 =
37,49,16,86,37 + 49 =
37,50,7,87,37 + 50 =
37,51,8,88,37 + 51 =
37,52,9,89,37 + 52 =
37,53,10,90,37 + 53 =
37,54,11,91,37 + 54 =
37,55,12,92,37 + 55 =
37,56,13,93,37 + 56 =
37,57,14,94,37 + 57 =
37,58,15,95,37 + 58 =
37,59,16,96,37 + 59 =
37,60,7,97,37 + 60 =
37,61,8,98,37 + 61 =
37,62,9,99,37 + 62 =
37,63,10,100,37 + 63 =
37,64,11,101,37 + 64 =
37,65,12,102,37 + 65 =
37,66,13,103,37 + 66 =
37,67,14,104,37 + 67 =
37,68,15,105,37 + 68 =
37,69,16,106,37 + 69 =
37,70,7,107,37 + 70 =
37,71,8,108,37 + 71 =
37,72,9,109,37 + 72 =
37,73,10,110,37 + 73 =
37,74,11,111,37 + 74 =
37,75,12,112,37 + 75 =
37,76,13,113,37 + 76 =
37,77,14,114,37 + 77 =
37,78,15,115,37 + 78 =
37,79,16,116,37 + 79 =
37,80,7,117,37 + 80 =
37,81,8,118,37 + 81 =
37,82,9,119,37 + 82 =
37,83,10,120,37 + 83 =
37,84,11,121,37 + 84 =
37,85,12,122,37 + 85 =
37,86,13,123,37 + 86 =
37,87,14,124,37 + 87 =
37,88,15,125,37 + 88 =
37,89,16,126,37 + 89 =
37,90,7,127,37 + 90 =
37,91,8,128,37 + 91 =
37,92,9,129,37 + 92 =
37,93,10,130,37 + 93 =
37,94,11,131,37 + 94 =
37,95,12,132,37 + 95 =
37,96,13,133,37 + 96 =
37,97,14,134,37 + 97 =
37,98,15,135,37 + 98 =
37,99,16,136,37 + 99 =
38,10,8,48,38 + 10 =
38,11,9,49,38 + 11 =
38,12,10,50,38 + 12 =
38,13,11,51,38 + 13 =
38,14,12,52,38 + 14 =
38,15,13,53,38 + 15 =
38,16,14,54,38 + 16 =
38,17,15,55,38 + 17 =
38,18,16,56,38 + 18 =
38,19,17,57,38 + 19 =
38,20,8,58,38 + 20 =
38,21,9,59,38 + 21 =
38,22,10,60,38 + 22 =
38,23,11,61,38 + 23 =
38,24,12,62,38 + 24 =
38,25,13,63,38 + 25 =
38,26,14,64,38 + 26 =
38,27,15,65,38 + 27 =
38,28,16,66,38 + 28 =
38,29,17,67,38 + 29 =
38,30,8,68,38 + 30 =
38,31,9,69,38 + 31 =
38,32,10,70,38 + 32 =
38,33,11,71,38 + 33 =
38,34,12,72,38 + 34 =
38,35,13,73,38 + 35 =
38,36,14,74,38 + 36 =
38,37,15,75,38 + 37 =
38,38,16,76,38 + 38 =
38,39,17,77,38 + 39 =
38,40,8,78,38 + 40 =
38,41,9,79,38 + 41 =
38,42,10,80,38 + 42 =
38,43,11,81,38 + 43 =
38,44,12,82,38 + 44 =
38,45,13,83,38 + 45 =
38,46,14,84,38 + 46 =
38,47,15,85,38 + 47 =
38,48,16,86,38 + 48 =
38,49,17,87,38 + 49 =
38,50,8,88,38 + 50 =
38,51,9,89,38 + 51 =
38,52,10,90,38 + 52 =
38,53,11,91,38 + 53 =
38,54,12,92,38 + 54 =
38,55,13,93,38 + 55 =
38,56,14,94,38 + 56 =
38,57,15,95,38 + 57 =
38,58,16,96,38 + 58 =
38,59,17,97,38 + 59 =
38,60,8,98,38 + 60 =
38,61,9,99,38 + 61 =
38,62,10,100,38 + 62 =
38,63,11,101,38 + 63 =
38,64,12,102,38 + 64 =
38,65,13,103,38 + 65 =
38,66,14,104,38 + 66 =
38,67,15,105,38 + 67 =
38,68,16,106,38 + 68 =
38,69,17,107,38 + 69 =
38,70,8,108,38 + 70 =
38,71,9,109,38 + 71 =
38,72,10,110,38 + 72 =
38,73,11,111,38 + 73 =
38,74,12,112,38 + 74 =
38,75,13,113,38 + 75 =
38,76,14,114,38 + 76 =
38,77,15,115,38 + 77 =
38,78,16,116,38 + 78 =
38,79,17,117,38 + 79 =
38,80,8,118,38 + 80 =
38,81,9,119,38 + 81 =
38,82,10,120,38 + 82 =
38,83,11,121,38 + 83 =
38,84,12,122,38 + 84 =
38,85,13,123,38 + 85 =
38,86,14,124,38 + 86 =
38,87,15,125,38 + 87 =
38,88,16,126,38 + 88 =
38,89,17,127,38 + 89 =
38,90,8,128,38 + 90 =
38,91,9,129,38 + 91 =
38,92,10,130,38 + 92 =
38,93,11,131,38 + 93 =
38,94,12,132,38 + 94 =
38,95,13,133,38 + 95 =
38,96,14,134,38 + 96 =
38,97,15,135,38 + 97 =
38,98,16,136,38 + 98 =
38,99,17,137,38 + 99 =
39,10,9,49,39 + 10 =
39,11,10,50,39 + 11 =
39,12,11,51,39 + 12 =
39,13,12,52,39 + 13 =
39,14,13,53,39 + 14 =
39,15,14,54,39 + 15 =
39,16,15,55,39 + 16 =
39,17,16,56,39 + 17 =
