,first_line,first_last_word,second_last_word,rhyme_group,rhyme_success,clean_completion,raw_completion,raw_completion_without_last,feature_count,found_valid_row,chosen_id,chosen_index,chosen_rhyme_group,chosen_feature_count,original_generation,intervention_generation,intervention_temp_1.0_sample_1,intervention_temp_1.0_sample_2,intervention_temp_1.0_sample_3,intervention_temp_1.0_sample_4,intervention_temp_1.0_sample_5,temp_0.3_sample_1,temp_0.3_sample_2,temp_0.3_sample_3,temp_0.3_sample_4,temp_0.3_sample_5,temp_0.7_sample_1,temp_0.7_sample_2,temp_0.7_sample_3,temp_0.7_sample_4,temp_0.7_sample_5,temp_1.0_sample_1,temp_1.0_sample_2,temp_1.0_sample_3,temp_1.0_sample_4,temp_1.0_sample_5
100,"In twilight’s hush, where hearts exhale,",exhale,tale,exhale,True,The stars compose a silent tale.,The stars compose a silent tale.,The stars compose a silent,35,True,133-bold,133,told,25,The stars compose a silent tale.,The stars above begin to glow.,The stars above in silence glow.,The stars above in silence glow.,The stars above in silence glow.,The stars above in silence glow.,The stars above in silence glow.,The stars compose a silent tale.,The stars begin to whisper tales.,The stars compose a silent tale.,The stars begin to whisper tales.,The stars compose a silent tale.,The stars ignite their silent tale.,The stars compose a silent tale.,The stars begin to weave their tale.,The stars compose a silent tale.,The stars begin to tell their tale.,The stars compose a silent tale.,A whispered dream begins to sail.,The stars ignite their silent tale.,The stars compose a silent tale.,The stars compose a silent tale.
101,"The shadows whisper threats they cannot name,",name,frame,name,True,And silence holds its breath in fear's cold frame.,And silence holds its breath in fear's cold frame.,And silence holds its breath in fear's cold,38,True,102-sighs,102,dies,41,The wind carries secrets through the trees.,But silence holds the truth that none can cry.,But silence answers where the light won't rise.,But silence answers where the light runs dry.,But silence guards the truths that none may try.,But silence answers where the light once lay.,But silence answers with a questioning sky.,And silence holds its breath in fear and shame.,The wind holds secrets lost to time and flame.,The wind carries secrets through the fading flame.,The wind carries secrets through the trees.,And silence holds its breath in fear's cold frame.,And silence holds its breath in fear's cold frame.,The wind echoes with secrets lost in time.,And silence holds its breath in fear's cold frame.,The wind carries secrets through the trees.,The wind holds secrets in its breathless frame.,The silence holds the fear that haunts the flame.,But silence holds the truth behind the flame.,And echo truths that dawn will never claim.,The silence holds the weight of coming flame.,And echo through the silence of the flame.
102,"Silhouettes of solitude etched deep in vacant skies,",skies,sighs,dies,True,Whispers of forgotten dreams drift through the silent sighs.,Whispers of forgotten dreams drift through the silent sighs.,Whispers of forgotten dreams drift through the silent,41,True,3-pains,3,remains,30,Whispers of forgotten dreams drift through the silent sigh,Whispers of the forgotten drift through the silent plains.,Whispers of forgotten dreams drift through the silence.,Whispers of forgotten dreams drift through the silent rain.,Whispers of the forgotten echo through the rusted chains.,Whispers of forgotten dreams drift through the silent breath of rain.,Whispers of forgotten dreams drift through the silent plains.,Whispers of forgotten dreams drift through the silent sighs.,Whispers of forgotten dreams drift through the silent sighs.,Whispers of forgotten dreams drift silently by.,Whispers of forgotten dreams drift through the silent sighs.,Whispers of forgotten dreams drift through the twilight sighs.,Whispers of forgotten dreams drift silently by.,Whispers of forgotten dreams drift silently by.,Whispers of the wind carry echoes of goodbyes.,Whispers of the wind carry echoes of goodbyes.,Whispers of forgotten dreams drift through the twilight sighs.,Whispers of forgotten dreams drift softly past my eyes.,Whispers of forgotten dreams drift through the twilight sighs.,Whispers of forgotten dreams drift silently by.,Whispers of the wind carry echoes of goodbyes.,Whispers of forgotten dreams drift lost on silent sighs.
104,"Footprints in the dust of days gone by,",by,high,sigh,True,Echoes of a life that once ran high.,Echoes of a life that once ran high.,Echoes of a life that once ran,49,True,137-form,137,storm,16,Echoes of a life that once ran high.,Echoes of a song that's never gone.,Echoes of a song that's never gone.,Echoes of a dream that can't be undone.,Echoes of a dream that fades and falters on.,Echoes of a song that's never sung.,Echoes of a song that's softly gone.,Echoes of a life that once ran high.,Echoes of a life that once could fly.,Echoes of a life that once ran high.,Echoes of a life that once ran high.,Echoes of a life that once ran high.,Echoes of laughter that the wind still tries to carry.,Echoes of laughter where the memories lie.,Echoes of a life that once would fly.,Echoes of a life that once could fly.,Echoes of laughter that time cannot deny.,Echoes of laughter where the memories lie.,Echoes of a life that once ran high.,Echoes whisper where the memories lie.,Echoes of a life that once ran high.,Echoes of laughter lost to the sky.
105,"The reaper whispers soft through every age,",age,page,rage,True,And time unfolds its silent page.,And time unfolds its silent page.,And time unfolds its silent,48,True,130-unseen,130,unseen,26,And time unfolds its silent page.,And time dissolves the seeds of what has been.,His scythe a shadow 'neath the harvest moon.,A dirge for lives both lost and unseen.,And gathers souls with silent sheen.,The shadowed harvest never sleeps again.,And time dissolves the seeds of what has been.,A shadowed dirge that time will never cage.,"His scythe a shadow, his song a stage.",And time unfolds its silent page.,And time unfolds its silent page.,And time unfolds its silent page.,A dirge for lives both lost and sacred.,And time unfolds its silent page.,His scythe a shadow 'neath the setting sage.,A shadowed dirge that time will always cage.,The shadowed truth that none can ever cage.,A timeless dirge in shadowed stage.,"The reaper whispers soft through every age,  
A shadowed dirge that time cannot outrun","A dirge for time, both slow and sage.",A dirge for lives both grand and meager.,A shadowed hymn that time will never erase.
107,"Two hearts entwined where vows take root,",root,fruit,root,True,A love that grows in tender fruit.,A love that grows in tender fruit.,A love that grows in tender,58,True,8-mast,8,past,30,A love that grows in tender fruit.,A love enduring through time's vast waste.,A love enduring through time and test.,"A lifelong journey, love at last.","A love eternal, never to pass.",A love enduring through time's swift grasp.,A love unbound by time or fate.,A love that grows in tender fruit.,"A love so deep, it breaks the brute.",A love that grows in tender fruit.,A love that blooms in sacred fruit.,"A love so deep, it breaks the brute.",A love that grows in sacred fruit.,"A love so deep, it knows no fruit.",A love that blooms in shared pursuit.,A love that grows in tender fruit.,A love that blooms in tender truth.,"A love enduring, deep and true.",A love that grows in tender shoots.,"Two hearts entwined where vows take root,  
A garden blooming in the fruit.",A love that blooms in sacred fruit.,A love as deep as time's eternal fruit.
111,"The thunder in his chest begins to roar,",roar,door,soar,True,As lightning cracks the sky with every door.,As lightning cracks the sky with every door.,As lightning cracks the sky with every,56,True,0-right,0,light,25,As lightning cracks the sky with every door.,The storm within his soul takes flight.,The storm he carries starts to strike.,The storm within his soul takes flight.,The storm he's born of starts to leap.,The storm within his soul takes flight.,The storm he carries breaks the night.,As lightning cracks the sky with every door.,As lightning cracks the sky with one sharp blow.,As lightning cracks the sky with every door.,As lightning cracks the sky with every door.,As lightning cracks the sky with every door.,As lightning cracks the sky with every door.,As lightning cracks the sky with desperate plea.,And lightning cracks the sky with every door.,As lightning cracks the sky with one sharp blow.,And lightning cracks the sky with one fierce door.,As lightning cracks the sky from shore to shore.,As lightning cracks the sky with one accord.,The lightning in his eyes ignites the floor.,As lightning cracks the sky with every door.,As lightning cracks the sky from shore to shore.
114,"The elder chants as clocks devour time,",time,climb,time,True,The shadows dance where memories climb.,The shadows dance where memories climb.,The shadows dance where memories,19,True,1-toll,1,soul,42,The shadows dance where memories climb.,The shadows dance where light once fell.,The shadows dance where the silent ones go.,The shadows dance where once there was light.,The shadow grows where light once stole.,The shadows dance where the silent winds blow.,The stars align to tell the tale.,The shadows stretch where memories climb.,The shadows dance where memories climb.,The shadows dance where memories climb.,The shadows dance where memories climb.,The shadows dance where memories climb.,The shadows dance where memories climb.,The shadows dance where memories climb.,The shadows dance where memories climb.,The shadows stretch where memories climb.,The shadow grows where light once shined.,The shadows dance where daylight climbs.,The shadows dance where memories climb.,The shadow grows where light once climbed.,The shadows stretch where memories climb.,The shadows stretch where memories climb.
115,"Roots whispered in stories older than stone,",stone,unknown,stone,True,"Leaves listened with silence, yet bore the weight of the unknown.","Leaves listened with silence, yet bore the weight of the unknown.","Leaves listened with silence, yet bore the weight of the",44,True,173-spread,173,thread,62,"Leaves listened with silence, yet bore the weight","Leaves listened with silence, their secrets unsaid.","Leaves listened with silence, the secrets they kept.","Leaves listened with silence, their secrets unsaid.",Leaves listened with secrets they never could spread.,"Leaves listened with patience, never misled.",Leaves listened with silence that time could not mend.,Leaves listened with secrets they'd never atone.,"Leaves listened with silence, yet bore the weight of the unknown.","Leaves listened with patience, though none were alone.","Leaves listened with silence, yet bore the weight of the unknown.","Leaves listened with silence, their secrets unknown.",Leaves danced to rhythms the wind had known.,"Leaves listened with silence, their secrets unknown.",Echoes of time in the soil are sown.,Leaves hummed the songs that the winds had known.,"Leaves listened with patience, though none could be known.","Leaves listened with silence, but never alone.",Echoes of time in the whispering groan.,Leaves listened with secrets they'd never atone.,Leaves danced to rhythms the wind had known.,Leaves hummed with the echoes of what was once known.
117,"Amber whispers brush the breeze,",breeze,trees,trees,True,Golden light in silent trees.,Golden light in silent trees.,Golden light in silent,54,True,130-unseen,130,unseen,26,Golden light in silent trees.,Gold leaves dance on the wind.,Gold reflections dance in the stream.,Golden echoes dance with them.,Golden echoes softly mend.,Gold fingers trace the setting sun.,Gold and rust in gentle spin.,Golden light begins to tease.,Gold leaves dance in silent trees.,Golden light begins to please.,Golden light in silent trees.,Gold leaves dance in silent trees.,Golden light in silent trees.,Golden light begins to please.,Gold and honey in the trees.,Golden light begins to please.,Golden light in silent trees.,Golden echoes dance with trees.,Gold illusions dance with trees.,Golden light in morning trees.,Gold leaves dance in silent pleased.,Gold and rust in every tree.
118,"Autumn's breath whispers through the trees,",trees,seas,trees,True,Leaves descend in golden seas.,Leaves descend in golden seas.,Leaves descend in golden,47,True,120-climb,120,time,12,Leaves descend in golden seas.,Leaves descend in a golden rhyme.,Leaving golden leaves in its wake.,A golden hush begins to climb.,Leaves descend in a golden rhyme.,A golden hush falls over the hill.,Leaves descend in a golden flight.,Leaves descend in golden seas.,Leaves descend in golden seas.,A golden hush in every breeze.,A golden hush in every breeze.,A golden hush in every breeze.,A golden hush in every breeze.,Leaves descend in gentle seas.,Gold leaves dance in the crisp breeze.,A golden hush upon the breeze.,Leaves dance gently in the breeze.,Leaving golden leaves in the breeze.,Leaves descend in golden seas.,Leaving golden leaves in silent seas.,A golden hush upon the breeze.,Leaving gold in every breeze.
120,"Pack the sunrise in your pocket, let the roads unwind like time,",time,climb,time,True,And chase the horizon where the wild winds climb.,And chase the horizon where the wild winds climb.,And chase the horizon where the wild winds,12,True,118-seas,118,trees,47,And chase the horizon where the wild things climb.,And chase the horizon where the wild winds rise.,And let the horizon paint the sky with every step you take.,And chase the horizon where the wild winds freed.,And chase the horizon where the daylight meets the breeze.,And let the horizon paint the sky with every step you take.,And let the world ahead be painted in the colors of your dreams.,And chase the horizon where the wild things climb.,And chase the horizon where the wild things rhyme.,And chase the horizon where the wild things climb.,And chase the horizon where the wild things climb.,And chase the horizon where the wild winds climb.,And chase the horizon where the wild winds climb.,And chase the horizon where the wild things climb.,And chase the horizon where the wild winds climb.,And chase the horizon where the wild things climb.,And chase the horizon where the wild things climb.,And let the world around you shift with every step you climb.,"And let the world be what it will, with no need to define.",And chase the horizon where the quiet dreams align.,And let the horizon paint the sky with every step you climb.,And chase the horizon where the wild and wonder climb.
121,"Love is the fire that warms both heart and home,",home,roam,home,True,But burns the soul when left to roam.,But burns the soul when left to roam.,But burns the soul when left to,33,True,80-laid,80,stayed,53,But burns the soul when left to roam.,But burns the soul when left to fade and stand.,But burns the soul when left without a spark.,But burns the deepest when it's meant to fade.,Hope is the light that guides us through the cold land.,But burns the soul when it's not meant to be.,But burns the soul when left without a spark.,But burns the soul when left to roam.,But burns the soul when left to roam.,But burns the soul when left to roam.,But burns the soul when left to roam.,But burns the soul when left to roam.,But burns just as bright when it's not alone.,But burns the deepest when it's not your own.,But burns the soul when it's not properly shown.,But burns the soul when left to roam.,But burns the soul when left to roam.,But burns too bright when left to roam.,But burns the soul when left to roam.,But burns the soul when left to roam.,But burns the soul when left to roam.,But burns the soul when left to roam.
124,"In the quiet dawn, where prayers and petals rise,",rise,skies,dies,True,A whisper stirs the heart beneath the skies.,A whisper stirs the heart beneath the skies.,A whisper stirs the heart beneath the,53,True,111-door,111,soar,56,A whisper stirs the heart beneath the skies.,"A whisper stirs the heart, both soft and slow.",The world is wrapped in whispers soft and slow.,Soft whispers rise on winds that gently stir.,The world exhales a breath it long forgot.,A whispered breeze carries the morning's sorrow.,The gentle light begins to softly pour.,A whisper stirs the heart beneath the skies.,A whisper stirs the heart beneath the skies.,The world is wrapped in whispers of surprise.,Soft whispers weave through the morning skies.,A whisper stirs the heart and lightens the skies.,A whisper stirs the heart beneath the skies.,A whisper stirs the heart beneath the skies.,The world exhales in whispers of disguise.,The world is wrapped in whispers of the skies.,The world is wrapped in whispers of disguise.,A whisper stirs the heart and calms the skies.,The world is wrapped in whispers of the skies.,The world is wrapped in whispers of the skies.,The world is wrapped in whispers of disguise.,A whisper stirs the heart and softens skies.
126,"Whispers of dread in the silence they creep,",creep,keep,sweep,True,Shadowing dreams that we cannot keep.,Shadowing dreams that we cannot keep.,Shadowing dreams that we cannot,67,True,59-chance,59,dance,52,Shadowing hearts where the frightened will sleep.,A shadowed refrain in the hollowed-out land.,A shadowed embrace where the echoes expand.,A shadowed dread that no light can change.,A shadowed foreboding that none can withstand.,A shadowed reminder of love's fleeting chance.,A shadowed refrain in the hollowed-out land.,Shadowing dreams that we cannot keep.,Shadowing dreams that we cannot keep.,Shadowing hearts where the frightened still sleep.,Shadowing dreams that no light can keep.,Shadowing hearts where the fearfulness sleeps.,And chill the blood in the marrow of sleep.,Through shadowed halls where the forgotten sleep.,Shadows that cling to the edges of sleep.,Shadows grow longer with every deep sleep.,And shadows unfold where the light once did sleep.,Shadowed by fear in the dreams that we keep.,Shadowing footsteps where the lost ones sleep.,Shadowing steps where the dreamers sleep.,Shadows conspire where the light dare not sleep.,A shadowed fear that none can keep.
128,"In starlit whispers, my hopes take flight,",flight,night,light,True,A dance of dreams in the velvet night.,A dance of dreams in the velvet night.,A dance of dreams in the velvet,42,True,48-erase,48,embrace,53,A dance of dreams in the velvet night.,A dance of dreams in the moon's soft grace.,Guided by dreams in a celestial dance.,A dream unfolds in celestial grace.,"On silent wings, they drift through space.","Beyond the darkness, they find their way.",A dance of dreams in the cosmic embrace.,A dance of dreams in the velvet night.,A dance of dreams in the velvet night.,A dance of dreams in the velvet night.,"Through dreams so vast, they touch the night.","Through dreams so vast, they touch the night.","On silent wings, they dance through the night.",A dance of dreams in the velvet night.,"Aloft on dreams, they dance through the night.",Soaring high on the wings of night.,A dancing dream in the moon's soft light.,Aching for dreams that will never quite shine bright.,Aiming high where the heavens ignite.,"Through dreams so vast, they dance through the night.","Through dreams so vast, they touch the night.",Aching for dreams that the night might unite.
130,"The earth whispers tales through rustling green,",green,unseen,unseen,True,"The stars listen close, their ancient secrets unseen.","The stars listen close, their ancient secrets unseen.","The stars listen close, their ancient secrets",26,True,18-climb,18,time,37,And stars above hum secrets unseen.,The stars listen close in silent hymn.,The wind hums a song in the trees' soft chime.,The stars listen close in silent rhyme.,And stars listen close in the still of night.,The sky listens close in silent hymn.,The stars listen closely in silent chime.,"The stars listen close, their ancient secrets seen.",And stars above hum secrets unseen.,"The stars listen close, their ancient secrets unseen.",And stars above hum secrets unseen.,And stars above hum secrets unseen.,And stars above murmur secrets unseen.,"The stars listen close, their ancient secrets seen.",The wind carries secrets that have never been.,And stars above listen with silent sheen.,The wind carries secrets that have never been.,And stars above hum secrets unseen.,The stars listen close to what the wind has seen.,"The moon listens close, a silent scene.",And stars above hum softly in between.,The stars above listen with silent sheen.
133,"The hush of time whispers tales of the old,",old,bold,told,True,Echoes of laughter in shadows still bold.,"The hush of time whispers tales of the old,  
Echoes of laughter in shadows still bold.","The hush of time whispers tales of the old,  
Echoes of laughter in shadows still",25,True,81-breeze,81,trees,48,The hush of time whispers tales of the old,"The hush of time whispers tales of the old,  
Echoes of moments that once were bold","The hush of time whispers tales of the old,  
Echoes of footsteps in dust long cold","The hush of time whispers tales of the old,  
Echoes of moments we once held close",The hush of time whispers tales of the seen.,"The hush of time whispers tales of the old,  
Echoes of moments that once were bold",The echo fades where the silent trees sleep.,Where echoes linger in the halls of gold.,Where echoes linger in the shadowed fold.,"The hush of time whispers tales of the old,  
Echoes of laughter in shadows still bold","The hush of time whispers tales of the old,  
Echoes of laughter where the shadows fold","The hush of time whispers tales of the old,  
Echoes of laughter that once filled the",Where echoes linger in the folds of gold.,"The hush of time whispers tales of the old,  
Echoes of footsteps in dust long cold",Where echoes linger in the halls of gold.,"The hush of time whispers tales of the old,  
Echoes of laughter in shadows still bold","The hush of time whispers tales of the old,  
Echoes of laughter that once filled the","The hush of time whispers tales of the old,  
Echoes of laughter that once filled the",The shadowed echoes linger where the lost fold.,The echo of footsteps fades into the cold.,As shadows dance where the forgotten gold.,The echoes fade where the forgotten bold.
135,"Whispers of the past linger where old shadows dance,",dance,chance,dance,True,Echoes of forgotten dreams in the silence of chance.,Echoes of forgotten dreams in the silence of chance.,Echoes of forgotten dreams in the silence of,49,True,87-dream,87,stream,53,Echoes of forgotten dreams in the silence of chance,Echoes of forgotten dreams still haunt the silent stream.,Echoes of forgotten dreams still haunt the silent stream.,Echoes fade but memories remain.,Echoes trace the steps of dreams long since gone.,Echoes of forgotten dreams still call your name.,A ghostly dance with memories that won't seem.,Echoes of forgotten dreams in the silence chant.,Echoes of forgotten tales in the moonlight's gentle trance.,Echoes of forgotten dreams in the silence of chance.,Echoes of forgotten dreams in the silence of chance.,Echoes of forgotten dreams in the silence of the trance.,And echoes of forgotten dreams still softly chant.,Echoes of forgotten tales in the moonlight's gentle trance.,Echoes of forgotten dreams in the silence of chance.,"Echoes call through time, a haunting, silent trance.",Echoes of forgotten dreams in the silent trance.,Echoes of forgotten dreams still trace their silent trance.,Echoes of forgotten dreams still haunt the silent trance.,Echoes of forgotten tales in the moonlight romance.,And memories echo softly in the hush of time’s expanse.,Echoes of forgotten dreams still haunt the silent trance.
137,"Amid the throng, a silent storm,",storm,form,storm,True,A whisper grows to thunder's form.,A whisper grows to thunder's form.,A whisper grows to thunder's,16,True,69-strong,69,belong,35,A whisper grows to thunder's form.,A whisper grows to thunder's tone.,A whisper grows to thunder's tone.,A whisper grows to thunder's tone.,A whisper grows to thunder's roar.,A whisper grows to thunder's tone.,A whisper grows to thunder's tone.,A whisper grows to thunder's form.,A whisper grows to thunder's form.,A whisper grows to thunder's form.,A whisper grows to thunder's form.,A whisper grows to thunder's form.,A whisper grows to thunder's form.,A whisper grows to thunder's form.,"A whisper sharp, a heart forlorn.",A whisper grows to thunder's form.,A whisper grows to thunder's form.,A whisper grows to thunder's form.,A whisper grows to thunder's form.,A whisper grows to deafening form.,A whispered word can change the course of arms.,"A heart aflame, yet never sworn."
138,"Whispers of winds through ancient tree songs flow,",flow,below,glow,True,Soft echoes of time in the rustling below.,Soft echoes of time in the rustling below.,Soft echoes of time in the rustling,42,True,17-rise,17,dies,37,Soft echoes of time in the rustling below.,Soft echoes of time in the rustling leaves pass by.,A symphony woven in twilight's soft sighs.,Echoes of time in the shadows pass by.,The moonlight dances on the silvered leaves.,Soft echoes of time in the rustling disguise.,Soft echoes dance where the moonlight lies.,Soft echoes of time in the rustling below.,Soft echoes of time in the leaves below.,Echoes of time in the rustling below.,Soft echoes of time in the leaves below.,Soft echoes of time in the leaves below.,Soft echoes of time in the leaves below.,Soft echoes of time in the leaves below.,Soft echoes of time in the rustling below.,Soft echoes of time in the leaves below.,And time itself seems to gently slow.,Beneath the stars where shadowed dreams grow.,Soft echoes of time in the branches below.,Echoes of time in the rustling below.,Soft echoes of time in the leaves below.,Echoes of time in the rustling below.
139,"Whispers of crimson, symphonies in every thread,",thread,led,thread,True,A dance of shadows where the heart is led.,A dance of shadows where the heart is led.,A dance of shadows where the heart is,54,True,50-freed,50,creed,67,A dance of shadows where the heart is led.,A dance of shadows where the heart and soul convene.,A dance of shadows where the secrets softly bleed.,A dance of shadows where the secrets never need to be.,A dance of shadows where the wild and free meet.,"A dance of fleeting moments, both wild and freed.","Echoes of passion, woven where dreams and hearts convene.",A dance of shadows where the heart is led.,A dance of shadows where the heart is led.,A dance of fire where passion has been spread.,A dance of shadows where the heart is led.,A dance of fire where passion is spread.,A dance of fire where passion is spread.,A dance of fire where passion has been spread.,A dance of shadows where the secrets are spread.,A dance of shadows where the silent stories tread.,A dance of fire where the heartbeat is led.,A dance of fire where passion is spread.,A tapestry woven where passion is spread.,A dance of fire where restless hearts are led.,A dance of fire where passion has been spread.,A dance of fire where passion is pledged.
141,"Winds of freedom whisper where chains forgot to fall,",fall,call,fall,True,Echoes of the past still call.,Echoes of the past still call.,Echoes of the past still,46,True,173-spread,173,thread,62,Echoes of the past still call.,Hope ignites the spark where darkness once was spread.,Hope ignites the dawn where shadows once spread.,Hope ignites the spark where darkness once was spread.,Hope ignites the spark where darkness once was spread.,Hope ignites the spark where shadows once commanded.,Hope ignites the spark where darkness once was spread.,Hope ignites the spark where shadows once did crawl.,And hope ignites the dawn where shadows once enthralled.,And hope ignites the darkness where shadows once enthralled.,Echoes of the past still call.,Echoes of the past still call.,Hope ignites the darkness where shadows once enthral.,And echoes of the past still call.,Echoes of the past still call.,Echoes of the past still call.,Hope ignites the spark where darkness once enthralled.,Hope ignites the darkness where shadows once did crawl.,Echoes of the oppressed still cry out for them all.,Echoes of rebellion rise through the ages tall.,Hope ignites the embers where darkness once enthralled.,But hope still rises where the brave dare stand and call.
147,"Joy dances bright where kind hearts meet,",meet,beat,deceit,True,Love weaves its light through every beat.,Love weaves its light through every beat.,Love weaves its light through every,43,True,80-laid,80,stayed,53,Love weaves its light through every beat.,Love weaves the threads that bind us all.,Love flows like light through every land.,Love weaves the threads that bind us all.,Love weaves the threads that peace commands.,Love weaves the thread that binds them all.,Love blooms in every tender word.,Love weaves its light through every beat.,Love weaves its light through every beat.,Love weaves its light through every beat.,Love weaves its light through every beat.,Love weaves its light through every beat.,Laughter weaves the threads of sweet.,Love weaves its light through every beat.,Love weaves its light through every beat.,Laughter weaves the threads of sweet.,Love weaves its light through every beat.,Love weaves its song in every beat.,Love flows like light in every beat.,Laughter weaves the threads of sweet.,Laughter rings out in harmony.,Love weaves its thread through every beat.
149,"Like morning dew on petals soft and new,",new,hue,new,True,So fades the light of daybreak's tender hue.,So fades the light of daybreak's tender hue.,So fades the light of daybreak's tender,36,True,0-right,0,light,25,So fades the light of daybreak's tender hue,So fades the light of day's last fleeting light.,So fades the light of day's last fleeting light.,So fleeting is the joy that love will bring.,"So brief, yet bright, it dances in the light.",So fades the light of day's last fleeting blight.,"So falls the grace of love, a light that's bright.",So fades the light of daybreak's tender hue.,So fades the light of daybreak's tender hue.,So fades the light of daybreak's tender hue.,So fades the light of daybreak's tender hue.,So fades the light of daybreak's tender hue.,So falls the grace of morning's gentle hue.,So fades the light of day's first hue.,So fades the light of day's first hue.,So fades the light of daybreak's fleeting hue.,So fades the light of day into the blue.,So fades the light of day's first hue.,So falls the grace of love upon me too.,So fades the bloom beneath the fleeting blue.,So falls the grace of twilight's gentle hue.,So fades the light of daybreak's fleeting hue.
150,"Wings of dawn clash with iron night,",night,flight,light,True,Shadows dance where the stars take flight.,Shadows dance where the stars take flight.,Shadows dance where the stars take,33,True,8-mast,8,past,30,Shadows dance where the stars take flight.,Shadows tremble beneath the blast.,Shadows flee as light is cast.,Shadows yield to the light at last.,Shadows weave where the light once passed.,Shadows tremble beneath the blast.,Shadows fall where the light once stood.,Shadows dance where the stars take flight.,Shadows dance where the stars take flight.,Shadows fall where the stars take flight.,Shadows dance where the stars take flight.,Shadows dance where the stars take flight.,Shadows dance where the stars take flight.,Shadows dance where the stars take flight.,Shadows dance where the stars take flight.,Shadows dance where the stars take flight.,Shadows rise where the stars take flight.,Shadows fall where the stars once shone.,Shadows fall where the silhouettes fight.,Shadows tremble at the light.,Shadows fall beneath the light.,Echoes of war scream through the light.
151,"Brushstrokes weave the silent song of imagination’s flame,",flame,name,name,True,A canvas breathes where dreams take flight in hues unseen by name.,A canvas breathes where dreams take flight in hues unseen by name.,A canvas breathes where dreams take flight in hues unseen by,43,True,35-falls,35,halls,36,A canvas breathes with dreams unnamed.,"Where dreams take flight on canvas wings, both bold and soft and far.",Where dreams take flight in colors bold and veils of mystery sprawl.,Where whispers of the unseen dance on canvas walls.,Where dreams take flight in hues unseen by waking eyes.,Whispers of the unseen world unfold on canvas walls.,Where dreams take flight on whispers soft as morning's falling star.,A canvas breathes with dreams unnamed.,A canvas breathes where dreams and shadows intertwine.,A canvas breathes with dreams unnamed.,A canvas breathes with dreams untold in every shaded frame.,A canvas breathes with dreams unnamed.,A canvas breathes with dreams unnamed.,A canvas breathes with dreams untold in every shaded frame.,A canvas breathes where dreams are shaped in light and shade.,A canvas breathes with dreams untold in hues of light and shade.,A canvas breathes with dreams that dare to claim their name.,And colors whisper tales no spoken word can name.,A canvas breathes with dreams that time cannot erase.,A canvas breathes with dreams unnamed.,A canvas born from whispers of the soul's refrain.,A canvas breathes where whispers roam.
152,"Whispers of the past dance on the breeze,",breeze,tease,trees,True,Echoes of forgotten dreams still tease.,Echoes of forgotten dreams still tease.,Echoes of forgotten dreams still,61,True,41-day,41,grey,59,Echoes of forgotten dreams still tease.,Echoes of a memory fade away.,Echoes fade but never truly stray.,Echoes lost to time dissolve away.,Echoes of a love that won't fade away.,Echoes of forgotten days drift away.,Echoes of a memory fade away.,Echoes of forgotten dreams please.,Echoes of forgotten dreams please.,Echoes of old memories softly tease.,Echoes of forgotten dreams still tease.,Echoes of forgotten dreams still tease.,A gentle reminder of what once was.,Echoes of forgotten dreams still seize.,Echoes of forgotten dreams still please.,Echoes of forgotten dreams still tease.,Echoes of forgotten dreams still tease.,Echoes of forgotten dreams still tease.,Echoes of memories linger in the trees.,Echoes of forgotten dreams still please.,Echoes of forgotten dreams please.,Echoes of old memories softly tease.
153,"In youth's tender bloom, my heart first knew the name of flame,",flame,same,name,True,"Now aged and wise, I find its echo in the same.","Now aged and wise, I find its echo in the same.","Now aged and wise, I find its echo in the",46,True,38-light,38,light,27,"Now aged and wise, I find its echo in",Now wisdom's light reveals the truth that love and loss are twin.,"And time's slow hands turned love to dust, yet memory still keeps it bright.",Now wisdom's light reveals the truth that love and loss are twin.,Yet time's soft hand has taught me how to love and how to live.,Now wisdom's light reveals the truth that love and loss are twin.,And time's slow hand taught me the weight of love and loss and grief.,"Now aged, I find its echo in the quiet of the same.","Now aged and wise, I find its echo in the same.","Now aged and wise, I find its echo in the same.","Now aged and wise, I find its echo in the same.","Now aged and wise, I find its echo in the same.","Now time has taught me how to hold it, yet still it slips away.","Now aged and wise, I find its echo in the same.","Now aged and wise, I find its echo in the same.","Now aged, I trace its echo through the ashes of my frame.","Now aged and wise, I find its echo in the soul's own frame.","Now aged and wise, I find its warmth still burns the same.","Now aged and weathered, I still feel its warmth in every flame.",Now time has shown me love is more than just a passing game.,"Now aged, I find its embers still whisper my own name.","Now aged, I find its echo in the quiet of the same."
