first_line,first_last_word,second_last_word,rhyme_group,rhyme_success,clean_completion,raw_completion
"In the mirror of midnight, a thousand souls whisper,",whisper,stir,whisper,False,"Each shadow a story, in silence they stir.","Each shadow a story, in silence they stir."
"Cannon's thunder weeps across the plain,",plain,remain,rain,True,Smoke ascends where heroes remain.,Smoke ascends where heroes remain.
"In whispered woods where shadows dance,",dance,chance,dance,True,The moonlight weaves through time and chance.,The moonlight weaves through time and chance.
"Hands weave together, a tapestry we share,",share,bare,despair,True,"Hearts thread the pattern, each color laid bare.","Hearts thread the pattern, each color laid bare."
"A canvas breathes where imagination flows,",flows,know,grows,False,Each stroke a whisper only truth can know.,"A canvas breathes where imagination flows,  
Each stroke a whisper only truth can know."
"Beneath the moon where shadows play,",play,way,grey,True,The stars above light up the way.,The stars above light up the way.
"In trembling hands, the storm refuses to stay,",stay,delay,grey,True,Whispers of chaos in every delay.,Whispers of chaos in every delay.
"Embers of rage in the chest they dwell,",dwell,quell,dwell,True,Whispers of calm can't quell.,Whispers of calm can't quell.
"The sky weaves tales in threads of storm and sun,",sun,begun,spun,True,"The earth replies in whispers, task by task begun.","The earth replies in whispers, task by task begun."
"The sky weeps fire, yet forgets the rain,",rain,pain,rain,True,"The earth drinks silence, but never the pain.","The earth drinks silence, but never the pain."
"Sunset laughter echoes down a lane,",lane,rain,rain,True,Moonlight dances with the rain.,Moonlight dances with the rain.
"Through fractured stone and whispered page,",page,rage,rage,True,I trace the echoes of a rage.,I trace the echoes of a rage.
"In silence, shadows claim the ones whose voices shaped our skies,",skies,goodbye,dies,False,"While echoes fade where once they rose, the stillness says goodbye.","While echoes fade where once they rose, the stillness says goodbye."
"Whispers of rustle in velvet and light,",light,flight,light,True,Shadows dance softly in moonlit flight.,Shadows dance softly in moonlit flight.
"A thousand hues whisper secrets to the breeze,",breeze,plea,trees,False,Each petal a voice in nature’s soft plea.,Each petal a voice in nature’s soft plea.
"Sunlight spilling through laughter’s bright rhyme,",rhyme,time,time,True,Whispers of joy in the golden light's time.,Whispers of joy in the golden light's time.
"Laughter echoed where the fireflies danced,",danced,trance,danced,False,Whispers of joy in the night's enchanted trance.,Whispers of joy in the night's enchanted trance.
"In swirling hues, where silent stories gleam,",gleam,stream,stream,True,Whispers of time in every shadowed stream.,Whispers of time in every shadowed stream.
"City lights hum with hurried dreams,",dreams,schemes,dreams,True,Subway whispers carry schemes.,Subway whispers carry schemes.
"Where silent chains clink in the shadow of proud wings,",wings,linger,strings,False,And ancient secrets whisper where the lost things linger.,And ancient secrets whisper where the lost things linger.
"Whispers of laughter echo down the lane of yesterday,",yesterday,away,grey,True,Soft as the memory of a love that slipped away.,Soft as the memory of a love that slipped away.
"Brushstrokes dance where silence spoke,",spoke,broke,spoke,True,Colors bloom where shadows broke.,Colors bloom where shadows broke.
"My name may fade, but in stone I'll remain,",remain,grain,rain,True,"For time may pass, but my legacy's grain.","For time may pass, but my legacy's grain."
"In the mirror of time, I trace a name not yet known,",known,grown,stone,True,"A future I whisper, a seed that has grown.","A future I whisper, a seed that has grown."
"Echoes of laughter linger in the air,",air,there,despair,True,Whispers of joy are still laid there.,Whispers of joy are still laid there.
"A bond unseen, yet strong as ties of steel,",steel,control,kneel,False,"It weaves through time, defying fate's control.","It weaves through time, defying fate's control."
"Whispers of winds through the ancient tree,",tree,free,sea,True,"Echoes of time, wild and free.","Echoes of time, wild and free."
"Time's grand tapestry is stitched with echoes of the past,",past,fast,past,True,"Each thread a story, woven fast.","Each thread a story, woven fast."
"In quiet whispers, the sacred awakes,",awakes,break,awakes,False,As ancient shadows in silence break.,As ancient shadows in silence break.
"Beneath soft words, the sharpest truths may hide,",hide,bemoan,collide,False,"Like daggers sheathed in velvet, ready to bemoan.","Like daggers sheathed in velvet, ready to bemoan."
"Shadows whisper in the quiet of the mind,",mind,behind,wind,True,Echoes of the thoughts we leave behind.,Echoes of the thoughts we leave behind.
"Skies whisper secrets in sun and storm's rhyme,",rhyme,time,time,True,Earth answers softly in shadow and time.,Earth answers softly in shadow and time.
"Sunset-lit laughter echoes through the willow trees,",trees,breeze,trees,True,Whispers of joy in the fading summer breeze.,Whispers of joy in the fading summer breeze.
"Whispers of spring in the thawing breeze,",breeze,ease,trees,True,Blossoms awake from their winter's ease.,Blossoms awake from their winter's ease.
"When eyes first met 'neath a twilight sky,",sky,why,sigh,True,"A spark was struck, and neither could say why.","A spark was struck, and neither could say why."
"In tangled roots and open fire, we seek the echo of ""we’re yours, you’re mine,""",mine,unwind,entwine,False,"In whispered winds and hearts aligned, we trace the truth that will not unwind.","In whispered winds and hearts aligned, we trace the truth that will not unwind."
"Winds of freedom whisper beneath chains of fear,",fear,near,dear,True,A spark ignites where the oppressed draw near.,A spark ignites where the oppressed draw near.
"In mirrored eyes where shadows dare to gleam,",gleam,dream,stream,True,Whispers of the soul begin to dream.,Whispers of the soul begin to dream.
"The sky whispers secrets in storms and soft rain,",rain,plain,rain,True,The earth answers back in the hush of the plain.,The earth answers back in the hush of the plain.
"In whispered prayers, the soul takes flight,",flight,night,light,True,Through velvet skies of endless night.,Through velvet skies of endless night.
"A bond unbound by time or space, a silent symphony of grace,",grace,glance,embrace,False,"Two hearts entwined in endless dance, a whisper felt in every glance.","Two hearts entwined in endless dance, a whisper felt in every glance."
"Whispers of farewell linger in the echoes of the rain,",rain,contain,rain,True,Softly falling like the memories we can't contain.,Softly falling like the memories we can't contain.
"In the silent whisper of dawn’s tender light,",light,bright,light,True,"The world is wrapped in shadows, soft and bright.","The world is wrapped in shadows, soft and bright."
"Whispers of time in the lines of the face,",face,grace,embrace,True,Echoes of laughter and shadows of grace.,Echoes of laughter and shadows of grace.
"Roots woven deep in ancient songs,",songs,belong,songs,False,Branches reach where the stars belong.,Branches reach where the stars belong.
"Beneath the neon’s hum, the fields still breathe in quiet,",quiet,dream,quiet,False,"Though city lights obscure the stars, the earth remembers how to dream.","Though city lights obscure the stars, the earth remembers how to dream."
"The road unspools like a whispered rhyme,",rhyme,chime,time,True,Each turn a verse in the dusk's soft chime.,Each turn a verse in the dusk's soft chime.
"In crowded streets, alone, I tread,",tread,unsaid,thread,True,With silent steps and thoughts unsaid.,With silent steps and thoughts unsaid.
"A gavel strikes where silence cries,",cries,replies,dies,True,Justice speaks where truth replies.,Justice speaks where truth replies.
"Beneath the skin, a song of soil and sky,",sky,lie,sigh,True,A heartbeat hums where roots and rivers lie.,A heartbeat hums where roots and rivers lie.
"Whispers of yesterday slip through the hourglass sand,",sand,stand,sand,True,Echoes of the past in silent moments stand.,Echoes of the past in silent moments stand.
"A hollow vow can fracture hearts, where trust was born and betrayal parte,",parte,hearts,start,False,"A hollow vow can fracture hearts,","A hollow vow can fracture hearts,  
Where trust was born and betrayal parte,  
Now silence speaks where promises once were,"
"Whispers of wood and worn-in walls recall,",recall,steal,fall,False,Echoes of laughter that time cannot steal.,Echoes of laughter that time cannot steal.
"In the shadow's grip, a single light is born,",born,torn,born,True,A flicker of hope where the darkness had torn.,A flicker of hope where the darkness had torn.
"A gavel's pound in twilight's hold,",hold,fold,told,True,Justice sleeps where shadows fold.,Justice sleeps where shadows fold.
"Whispers of wind trace skies in blue,",blue,you,new,True,Dancing stars emerge for you.,Dancing stars emerge for you.
"Beneath the moon's cold, watchful eye,",eye,rise,sigh,False,The shadows dance and secrets rise.,The shadows dance and secrets rise.
"Beneath the mask where shadows play,",play,way,grey,True,A heart once lost now finds its way.,A heart once lost now finds its way.
"Fire smolders deep where patience fled,",fled,said,thread,True,Ashes whisper what the flames said.,Ashes whisper what the flames said.
"Old ways whisper beneath the hum of the new,",new,strew,new,True,Time spins its threads where the past and future strew.,Time spins its threads where the past and future strew.
"Beneath the moon’s cold, indifferent gaze, I echo voices no ear will raise,",raise,haze,maze,True,A ghost of sound in the silent haze.,A ghost of sound in the silent haze.
"I carve my name where the endless stars keep watch,",watch,path,watch,False,"Beneath the moon's cold, unblinking path.","Beneath the moon's cold, unblinking path."
"Over horizon's hush, the road sings to the restless soul,",soul,whole,soul,True,Whispers of the wild where freedom's always whole.,Whispers of the wild where freedom's always whole.
"The clock's soft whisper weaves through every vein,",vein,remain,rain,True,A lullaby of time that won't remain.,A lullaby of time that won't remain.
"Amidst the trees where shadows play,",play,day,grey,True,The wind whispers secrets all the day.,The wind whispers secrets all the day.
"Whispers of wind through ancient, rustling trees,",trees,centuries,trees,False,Echoing tales of centuries.,Echoing tales of centuries.
"In shadowed hearts, a quiet storm is bred,",bred,spread,thread,True,Where whispered fears and silent hopes are spread.,Where whispered fears and silent hopes are spread.
"Beneath the tongue's sweet melody, shadows tell the truths that flee,",flee,speak,sea,False,"In silent whispers, dark and deep, the secrets that we dare not speak.","In silent whispers, dark and deep, the secrets that we dare not speak."
"In dusty corners where the light forgot to go,",go,grow,glow,True,Whispers of the lost begin to grow.,Whispers of the lost begin to grow.
"Whispers of yesterday haunt the hollows where laughter once lived,",lived,thrived,thrived,True,"Echoes of joy now shadows cast, in silence the memories thrived.","Echoes of joy now shadows cast, in silence the memories thrived."
"Where scales of truth hang askew in the haze,",haze,laid,maze,False,A shadowed tale in the silence is laid.,A shadowed tale in the silence is laid.
"My heart, a flame, in youthful days was lit,",lit,within,grit,False,Now time has come to let that fire burn within.,Now time has come to let that fire burn within.
"Whispers of scarlet and echoes of velvet skies,",skies,rise,dies,True,Dancing with shadows where the fireflies rise.,Dancing with shadows where the fireflies rise.
"Whispers of winter give way to the sun's tender embrace,",embrace,display,embrace,False,As springtime awakes in a bloom-filled display.,As springtime awakes in a bloom-filled display.
"Beneath sweet lies, the sharp truth doth hide,",hide,bide,collide,True,"Like daggers sheathed in velvet, hard to bide.","Like daggers sheathed in velvet, hard to bide."
"Two hearts entwined in time’s soft grip,",grip,slip,grip,True,A dance of souls where dreams don’t slip.,A dance of souls where dreams don’t slip.
"A heartbeat whispers where two souls collide,",collide,night,collide,False,"In silent echoes, love ignites the night.","A heartbeat whispers where two souls collide,  
In silent echoes, love ignites the night."
"Echoes of empires rise in whispers of the past,",past,last,past,True,Shadows dance where ancient glory stands at last.,Shadows dance where ancient glory stands at last.
"On tongues of flame and forks of gold, flavors tell a secret old,",old,unspind,told,False,"Of feasts where gods and mortals dined, and wine that time could not unspind.","Of feasts where gods and mortals dined, and wine that time could not unspind."
"Two souls entwined by vow and time’s slow river,",river,quiver,river,True,A dance of shadows 'neath the moon’s soft quiver.,A dance of shadows 'neath the moon’s soft quiver.
"A promise made in shadows, torn by dawn's deceitful light,",light,fight,light,True,"A truth once held so sacred, now lies shattered in the fight.","A truth once held so sacred, now lies shattered in the fight."
"Carved in time's slow river, my name flows on,",on,gone,dawn,True,"A whisper through the ages, though I am gone.","A whisper through the ages, though I am gone."
"Neon hums where the concrete grows,",grows,blow,grows,False,And shadows dance where the wild winds blow.,And shadows dance where the wild winds blow.
"In silence’s shadow, the stranger breathes,",breathes,trees,breathes,False,A secret older than the trees.,A secret older than the trees.
"I carved my name in the bones of time,",time,rhyme,time,True,And whispered secrets to the ghost of rhyme.,And whispered secrets to the ghost of rhyme.
"In twilight’s veil, where shadows dare to breathe,",breathe,breeze,breathe,False,Whispers weave through dreams that cling to the breeze.,Whispers weave through dreams that cling to the breeze.
"I pace the sidewalks where the neon sighs,",sighs,skies,dies,True,And whisper secrets to the passing skies.,And whisper secrets to the passing skies.
"Old oaks bend but new neon glows,",glows,flows,grows,True,"Time may twist, but progress still flows.","Time may twist, but progress still flows."
"The clock of time ticks tales of yore,",yore,know,soar,False,Whispering secrets we used to know.,Whispering secrets we used to know.
"Beneath the mask of golden lies, the truth in shadowed whispers sighs,",sighs,morn,dies,False,"Each secret blooms like poisoned thorns, and hope is but a fleeting morn.","Each secret blooms like poisoned thorns, and hope is but a fleeting morn."
"Two hearts entwined where one love’s vow began,",began,won,began,False,A journey shared where forever can be won.,A journey shared where forever can be won.
"In silent rooms where shadows speak,",speak,seek,speak,True,The echoes of the heart still seek.,The echoes of the heart still seek.
"Like thunder held in hollow hands,",hands,command,strands,False,It waits beneath the storm's command.,It waits beneath the storm's command.
"Brushstrokes breathe where imagination sleeps,",sleeps,weep,weeps,False,Colors whisper where silent dreams weep.,Colors whisper where silent dreams weep.
"The earth breathes quietly beneath a sky of shifting gray,",gray,sway,grey,True,Whispers of wind in willows sway.,Whispers of wind in willows sway.
"Fury burns like fire in a soul trapped between rage and resolve,",resolve,know,resolve,False,But embers of hope still whisper a truth only the brave can know.,But embers of hope still whisper a truth only the brave can know.
"In silent corners where the shadows cling,",cling,linger,sing,False,Whispers rise where the lost things linger.,Whispers rise where the lost things linger.
"Beneath the skin, a whisper waits to be heard,",heard,cold,heard,False,"A story of shadows, once left in the cold.","A story of shadows, once left in the cold."
"Though flesh may fade and time may flee,",flee,be,sea,True,The soul's true fire will never be.,The soul's true fire will never be.
