Unnamed: 0,first_line,first_last_word,second_last_word,rhyme_group,rhyme_success,clean_completion,raw_completion,raw_completion_without_last,feature_count,found_valid_row,chosen_id,chosen_index,chosen_rhyme_group,chosen_feature_count,original_generation,intervention_generation,intervention_temp_1.0_sample_1,intervention_temp_1.0_sample_2,intervention_temp_1.0_sample_3,intervention_temp_1.0_sample_4,intervention_temp_1.0_sample_5,temp_0.3_sample_1,temp_0.3_sample_2,temp_0.3_sample_3,temp_0.3_sample_4,temp_0.3_sample_5,temp_0.7_sample_1,temp_0.7_sample_2,temp_0.7_sample_3,temp_0.7_sample_4,temp_0.7_sample_5,temp_1.0_sample_1,temp_1.0_sample_2,temp_1.0_sample_3,temp_1.0_sample_4,temp_1.0_sample_5,model,rhyme_correct,vowel_correct,consonant_correct,detected_vowel,detected_consonant,target_vowel,target_consonant,singular_consonant_correct
97,"Beneath the silence where whispers used to play,",play,stay,grey,True,The echoes fade where the memories stay.,The echoes fade where the memories stay.,The echoes fade where the memories,44,True,46-night,46,light,30,The echoes fade where the memories stay.,"The echoes fade, and so do I.","Echoes linger, but the voices have all flown.","The echoes fade, and even shadows feel the night.",The shadows hold the echoes of goodbyes.,The echoes fade with the memories of light.,"The echoes fade, but the memories still shine.",The echoes fade where the memories stay.,The echoes fade where the memories stay.,The echoes fade where the memories stay.,The echoes fade where the memories stay.,The echoes fade where the memories stay.,The echoes fade where the memories stay.,The echoes fade where the memories stay.,The echoes fade where the memories stay.,"Echoes linger, but no one stays.","Echoes linger, but memories drift away.",The echoes fade where the memories stay.,"Echoes linger, though they've slipped away.",Now echoes linger where memories decay.,"The echoes fade, but the memories stay.",The echoes fade where the memories stay.,Qwen3-14B,False,True,False,AY1,,AY1,T,False
98,"With trembling hands, I reach to light the flame,",flame,name,name,True,"But fear holds me back, though I long to name.","But fear holds me back, though I long to name.","But fear holds me back, though I long to",34,True,53-tune,53,noon,60,"But fear holds me back, though I long to",But fear my heart may break before it's done.,But fear the flame that's lurking in the room.,But fear my heart may break before it's done.,But fear the fire that might consume me soon.,My heart aches at the thought of what I do.,But fear my heart may fail me soon.,But fear holds me back in this sacred name.,"But fear holds me back, though I long to name.","But fear holds me back, though I long to claim.","But fear holds tight, and shadows fill the room.",But fear still whispers in the dark.,But fear still whispers in the dark.,But fear holds me back in this sacred name.,"But fear has bound me, whispering my name.","But fear holds tight, and shadows fill the room.","But fear holds me back, though I long for the name.","But fear holds fast, and shadows fill the frame.","But fear grips me, for shadows lurk within.",But fear still whispers in the dark.,But fear already burns within my name.,"But fear holds fast, and stills the spark within.",Qwen3-14B,False,False,True,AH1,N,UW1,N,True
100,"In twilight’s hush, where hearts exhale,",exhale,tale,exhale,True,The stars compose a silent tale.,The stars compose a silent tale.,The stars compose a silent,38,True,40-light,40,light,53,The stars compose a silent tale.,The stars begin to softly speak.,The stars begin to softly sing.,Soft whispers dance beneath the stars.,The stars begin to softly speak.,Soft whispers dance on the edge of night.,A whisper drifts on silvered breath.,The stars compose a silent tale.,The stars compose a silent tale.,The stars compose a silent tale.,The stars compose a silent tale.,The stars begin to whisper tales.,The stars above begin to heal.,The stars compose a silent tale.,The stars compose a silent tale.,The stars compose a silent tale.,The stars compose a silent tale.,Soft whispers weave through shadows pale.,The stars compose a whispered tale.,The stars compose a silent tale.,The stars whisper secrets they never reveal.,The stars begin to tell their tale.,Qwen3-14B,False,False,False,IY1,K,AY1,T,False
102,"Silhouettes of solitude etched deep in vacant skies,",skies,sighs,dies,True,Whispers of forgotten dreams drift through the silent sighs.,Whispers of forgotten dreams drift through the silent sighs.,Whispers of forgotten dreams drift through the silent,42,True,100-tale,100,exhale,38,Whispers of forgotten dreams drift through the silent sigh,Whispers of the wind tell tales of hearts that never heal.,Whispers of the wind carry tales of forgotten zeal.,Whispers of the wind that never quite reveal.,Whispers of the wind reveal the tale they keep concealed.,Whispers of forgotten dreams drift through the silent pale.,Whispers of forgotten dreams drift through the pale.,Whispers of forgotten dreams drift silently by.,Whispers of forgotten dreams drift silently by.,Whispers of forgotten dreams drift through the silent sighs.,Whispers of forgotten dreams drift through the twilight sighs.,Whispers of forgotten dreams drift through the silent sighs.,Whispers of forgotten dreams drift through the twilight haze.,Whispers of forgotten dreams drift silently by.,Whispers of forgotten dreams drift through the silent lies.,Whispers of forgotten dreams drift through the silent sighs.,Whispers of forgotten dreams drift through the silent sighs.,Whispers of forgotten dreams drift softly past my eyes.,Whispers of forgotten dreams drift through the twilight haze.,Whispers of forgotten dreams drift through the twilight sighs.,Whispers of forgotten dreams drift through the silent sighs.,Whispers of forgotten dreams drift silently by.,Qwen3-14B,False,False,True,IY1,L,EY1,L,True
104,"Footprints in the dust of days gone by,",by,high,sigh,True,Echoes of a life that once ran high.,Echoes of a life that once ran high.,Echoes of a life that once ran,52,True,74-haze,74,maze,60,Echoes of a life that once ran high.,Echoes of a life that once displayed.,Echoes of a life that once displayed.,Echoes of a life that once obeyed.,Echoes of a life that once did blaze.,Echoes of laughter lost to time's embrace.,Echoes of laughter in the fading haze.,Echoes of a life that once ran high.,Echoes of a life that once ran high.,Echoes of a life that once ran high.,Echoes of a life that once ran high.,Echoes of a life that once ran high.,Echoes of a life that once could fly.,Echoes of laughter where the memories lie.,Echoes of the past that never die.,Echoes of a life that once ran high.,Echoes of a life that once ran high.,Echoes of a life that once ran high.,Whispers of the past that softly lie.,Echoes of laughter lost to the sky.,Echoes of a life that once ran high.,Whispers of the past that softly lie.,Qwen3-14B,False,True,False,EY1,D,EY1,Z,False
105,"The reaper whispers soft through every age,",age,page,rage,True,And time unfolds its silent page.,And time unfolds its silent page.,And time unfolds its silent,51,True,117-please,117,trees,55,And time unfolds its silent page.,And time slips away with every breath.,And death is but a gentle sleep beneath the trees.,The moonlight dances on the silent sea.,And time unfolds in silence or in grief.,And time slips away like a silent spree.,The shadow grows where light once ran.,And time unfolds its silent page.,And time unfolds its silent page.,And time unfolds its silent page.,And time unfolds its silent page.,And time unfolds its silent page.,And time unfolds its silent page.,And time unfolds its silent page.,And time unfolds its shadowed page.,And time unfolds its silent page.,And time unfolds its silent page.,His scythe a shadow 'neath the silver stage.,And time folds gently into the page.,And time bends low with every stage.,"The reaper whispers soft through every age,  
A shadowed hymn that time cannot erase.",His scythe a shadow 'neath the harvest stage.,Qwen3-14B,False,False,False,EH1,TH,IY1,Z,False
107,"Two hearts entwined where vows take root,",root,fruit,root,True,A love that grows in tender fruit.,A love that grows in tender fruit.,A love that grows in tender,60,True,77-spring,77,sing,31,A love that grows in tender fruit.,A dance of souls where love will sing.,A dance of souls where love will sing.,"A love so deep, forever spring.",A dance of souls where love will live.,A love unbound by time or tide.,A dance of souls where love will linger.,A love that grows in sacred fruit.,A love that grows in sacred fruit.,"A love eternal, deep and true.",A love that grows through every fruit.,A love that grows in tender fruit.,A love enduring through the fruit.,"A love so deep, no storm can shoot.",A love that grows in tender fruit.,A love that blooms in sacred fruit.,A love that grows through every fruit.,A love that grows through every shoot.,A love that blooms in tender truth.,"A love eternal, pure and true.","A love eternal, pure and true.","A love eternal, never to be plaited.",Qwen3-14B,False,True,True,IH1,NG,IH1,NG,True
108,"In the shadows, whispers rise—half angel, half abyss,",abyss,bliss,abyss,True,"A melody of longing, lost between the dusk and bliss.","A melody of longing, lost between the dusk and bliss.","A melody of longing, lost between the dusk and",50,True,60-me,60,sea,35,"A melody of longing, lost between the stars.",A symphony of secrets only the lost can see.,"A soul divided, torn between destiny.",A choir of echoes sings in harmony.,"A melody of chaos, haunting memory.",A dance of light and hollow decree.,"A song of sorrow, sweet and wild.","A melody of longing, lost between the stars.","A melody of ruin, born where light and darkness kiss.","A melody of longing, lost between the stars.",A dance of light and desperate bliss.,"A song of ruin, sweet and cursed.","A song of ruin, soft and sharp as sin.",A dance of light and shattered trust.,"A melody of longing, lost between the stars.","A melody of longing, lost between the stars.","A melody of longing, lost in silent hymns.",A song of fire that none can miss.,A fragile light can't mend the rift.,A soul torn between the light it craves and the dark it knows.,A dance of light and menacing bliss.,"A melody of longing, lost in midnight's kiss.",Qwen3-14B,False,True,True,IY1,,IY1,,True
111,"The thunder in his chest begins to roar,",roar,door,soar,True,As lightning cracks the sky with one sharp door.,As lightning cracks the sky with one sharp door.,As lightning cracks the sky with one sharp,56,True,139-led,139,thread,56,As lightning cracks the sky with one sharp door.,The storm he carries starts to break.,The lightning in his eyes is never shed.,The lightning in his eyes is never meant to fade.,The lightning in his eyes is never dead.,The storm within his soul is newly fed.,The storm he carries starts to spread.,As lightning cracks the sky with one sharp blow.,As lightning cracks the sky with every door.,As lightning cracks the sky with every door.,As lightning cracks the sky with every door.,As lightning cracks the sky with one fierce blow.,And lightning flashes in his eyes once more.,And lightning cracks the sky with every door.,And lightning flashes in his eyes once more.,And lightning flashes where he's never been before.,As lightning cracks the sky with warning sore.,As lightning cracks the sky with one fierce blow.,As lightning cracks the sky once more.,And lightning cracks the sky with every word.,And lightning cracks the sky with every door.,As lightning cracks the sky from shore to shore.,Qwen3-14B,False,False,False,EY1,K,EH1,D,False
114,"The elder chants as clocks devour time,",time,climb,time,True,The shadows dance where memories climb.,The shadows dance where memories climb.,The shadows dance where memories,20,True,163-sleeps,163,weeps,89,The shadows dance where memories climb.,The shadows dance where silence roams.,The shadows dance where silence roams.,The shadows dance where silence stirs.,The shadows dance where silence roams.,The moon weeps shadows where the silence roams.,The moon dissolves in whispered sleep.,The shadows dance where memories climb.,The shadows stretch where memories climb.,The shadows dance where memories climb.,The shadows dance where memories climb.,The shadows dance where memories climb.,The shadows dance where memories climb.,The shadows dance where daylight fades.,The shadows stretch where silence climbs.,The shadows dance where memories climb.,The shadows stretch where memories climb.,The shadows dance where memories climb.,The shadows dance where daylight fades.,The shadows stretch where once we climbed.,The shadows dance where memories climb.,The shadows stretch where silence climbs.,Qwen3-14B,False,False,False,OW1,Z,IY1,S,False
115,"Roots whispered in stories older than stone,",stone,unknown,stone,True,"Leaves listened with silence, yet bore the weight of the unknown.","Leaves listened with silence, yet bore the weight of the unknown.","Leaves listened with silence, yet bore the weight of the",45,True,128-night,128,light,45,"Leaves listened with silence, yet bore the weight","Leaves listened with silence, their secrets still tight.","Leaves listened with silence, catching the light.","Leaves listened with silence, and time passed without a sigh.","Leaves listened with silence, caught in the breeze.","Leaves listened with silence, then sighed.","Leaves listen with silence, and skies hold their breath.","Leaves listened with silence, yet bore the weight of the unknown.","Leaves listened with silence, yet bore the weight of the unknown.","Leaves listened with silence, yet bore the unknown.","Leaves listened with silence, their secrets unknown.","Leaves listened with silence, yet bore the weight of the unknown.","Leaves listened with silence, their secrets unknown.",Leaves danced to rhythms the wind had known.,Leaves listened with secrets they'd never atone.,"Leaves listened with silence, yet bore the unknown.","Leaves listened with patience, they never had known.",Leaves dance with the echoes of the unknown.,Leaves listened with secrets they'd never atone.,Leaves listened with secrets only the wind knows.,Leaves listened with secrets they had never known.,"Leaves listened with patience, though none were alone.",Qwen3-14B,False,True,True,AY1,T,AY1,T,True
117,"Amber whispers brush the breeze,",breeze,please,trees,True,Golden light begins to please.,Golden light begins to please.,Golden light begins to,55,True,34-laid,34,stayed,56,Golden light in silent trees.,Gold winds dance through the glade.,Golden secrets in the wind are had.,Gold winds dance through the glade.,Gold winds dance through the glen.,Golden echoes drift through the glade.,Golden echoes drift with time.,Golden light begins to please.,Golden light in silent trees.,Golden light begins to please.,Golden light begins to please.,Golden light in silent trees.,Gold leaves dance in silent seas.,Golden light in silent trees.,Golden light begins to please.,Golden secrets softly tease.,Gold leaves dance in silent trees.,Golden secrets dance with trees.,Golden shadows dance with trees.,Golden light in silent trees.,Golden light begins to please.,Gold light dances on the trees.,Qwen3-14B,False,True,True,EY1,D,EY1,D,True
118,"Autumn's breath whispers through the trees,",trees,seas,trees,True,Leaves descend in golden seas.,Leaves descend in golden seas.,Leaves descend in golden,48,True,88-spun,88,spun,24,Leaves descend in golden seas.,A golden leaf drifts down to the ground.,A golden leaf dances down to the ground.,A golden hush falls on the land.,A golden leaf falls to the ground.,Leaves descend in a golden rush.,Leaving gold in every痕.,Leaves descend in golden seas.,Leaves dance softly in golden breeze.,Leaves descend in golden seas.,Leaves descend in golden seas.,Leaving golden leaves in silent freeze.,Leaving golden leaves in silent ease.,Leaves descend in golden seas.,A golden hush falls on the breeze.,Leaving gold in every breeze.,Leaving gold in every breeze.,A golden hush falls on the breeze.,Leaves descend in gentle ease.,Leaving golden leaves in gentle ease.,A golden hush upon the breeze.,Golden leaves dance on the breeze.,Qwen3-14B,False,False,False,AW1,D,AH1,N,False
120,"Pack the sunrise in your pocket, let the roads unwind like time,",time,climb,time,True,And chase the horizon where the wild winds climb.,And chase the horizon where the wild winds climb.,And chase the horizon where the wild winds,14,True,49-known,49,stone,64,And chase the horizon where the wild things climb.,And let the horizon paint the sky with colors never known.,And let the rhythm of the journey heal what time has left unbound.,And let the horizon paint the sky with colors yet unknown.,And let the wind write stories where the horizon meets the sky.,And chase the horizon where the wild winds roam.,And let the horizon paint the sky with colors yet unknown.,And chase the horizon where the wild winds climb.,And let the horizon paint the sky with every step you climb.,And chase the horizon where the wild things climb.,And chase the horizon where the wild things climb.,And chase the horizon where the wild winds climb.,And chase the horizon where the wild things climb.,And chase the horizon where the wild things rhyme.,And chase the horizon where the wild things climb.,And chase the horizon where the shadows climb.,And chase the horizon where the wild things climb.,And chase the horizon where the sky and dreams align.,And chase the horizon where the stories begin.,And chase the horizon without end.,And let the horizon paint the sky with every step you climb.,And chase the horizon where the wild winds climb.,Qwen3-14B,False,True,True,OW1,N,OW1,N,True
121,"Love is the fire that warms both heart and home,",home,roam,home,True,But burns the soul when left to roam.,But burns the soul when left to roam.,But burns the soul when left to,34,True,12-room,12,bloom,58,But burns the soul when left to roam.,But burns the deepest when it's not understood.,But burns the deepest when it's not understood.,But burns the soul when left to roam.,But burns the deepest when it's not understood.,But burns the soul when left to roam.,Hope is the light that guides us through the gloom.,But burns the soul when left to roam.,But burns the soul when left to roam.,But burns the soul when left to roam.,But burns the soul when left to roam.,But burns the soul when left to roam.,But burns the soul when left to roam.,But burns just as bright when it's not alone.,But burns the soul when left to roam.,But burns the soul when left to roam.,But burns the deepest when it's not your own.,But burns the soul when left to fester alone.,But burns too bright when left to roam.,But burns just as bright when it's not alone.,But burns too bright when left alone.,But burns too bright when left to roam.,Qwen3-14B,False,False,False,UH1,D,UW1,M,False
124,"In the quiet dawn, where prayers and petals rise,",rise,skies,dies,True,The world is wrapped in whispers of the skies.,The world is wrapped in whispers of the skies.,The world is wrapped in whispers of the,52,True,18-climb,18,time,38,The world is wrapped in whispers of the skies.,A whisper stirs the heart of every rhyme.,A whisper weaves through the hush of the climb.,A whispered hope begins to climb.,A whisper stirs the heart in every rhyme.,The world is wrapped in whispers of a gentle rhyme.,Soft whispers weave through the hush of the climb.,The world is wrapped in whispers of the skies.,The world is wrapped in whispers of the skies.,A whisper stirs the heart beneath the skies.,A whisper stirs the heart beneath the skies.,The world is wrapped in whispers of the skies.,A whisper stirs the soul with gentle surprise.,The world is bathed in whispers of surprise.,The world is wrapped in whispers of the skies.,The world is bathed in whispers of the skies.,The world breathes soft in hues of morning skies.,A whisper stirs the heart that longs to fly.,The world is bathed in hues of gentle surprise.,A whisper stirs the heart and stirs the skies.,Soft whispers weave through morning's tender sighs.,A whisper stirs the heart beneath the skies.,Qwen3-14B,False,True,True,AY1,M,AY1,M,True
126,"Whispers of dread in the silence they creep,",creep,keep,sweep,True,Shadowing dreams that we cannot keep.,Shadowing dreams that we cannot keep.,Shadowing dreams that we cannot,70,True,41-day,41,grey,65,Shadowing hearts where the frightened will sleep.,A shadowed breath lingering in the night's embrace.,But hope still lingers in the light of day.,A shadowed embrace in the fading light's sway.,A shudder runs through the fading light.,A shadowed embrace in the fading light's sway.,Echoes of fear in the stillness they stay.,Shadowed by fears that the heart cannot keep.,Through shadowed halls where the echoes will sleep.,Shadowing dreams that we cannot keep.,Shadowing dreams that we cannot keep.,Shadowed by fears that the heart cannot keep.,Shadows grow longer with every deep sleep.,Shadowing dreams that we cannot keep.,Shadows embrace where the light once did sleep.,Shadowed by fears that we cannot keep.,Shadowing hearts where the darkness might sleep.,Shadowing dreams that we cannot keep.,Shrouding the heart in a shadowed deep.,Through shadows that cling to the edges of sleep.,A shadowed hand always reaching to reap.,Shadowing hearts where the vulnerable sleep.,Qwen3-14B,False,True,False,EY1,S,EY1,,False
128,"In starlit whispers, my hopes take flight,",flight,night,light,True,A dance of dreams in the velvet night.,A dance of dreams in the velvet night.,A dance of dreams in the velvet,45,True,24-gone,24,dawn,39,A dance of dreams in the velvet night.,"On silent wings, they drift and are gone.","Guided by dreams, I've never been alone.","Guided by dreams, I reach for the dawn.","On silent wings, they drift and are gone.","On silent wings, they drift and are gone.",A silent prayer to the moon is drawn.,A dance of dreams in the velvet night.,A dance of dreams in the velvet night.,"Through dreams so vast, they touch the night.",A dance of dreams in the velvet night.,Aching for dreams that the night might light.,"Through shadowed dreams, they dance and fight.","Aching for dawn, yet dancing in night.",A dance of dreams in the velvet night.,Guided by dreams through the velvet night.,Guided by dreams that shimmer so bright.,A dance of dreams in the moon's soft light.,A dance of dreams in the velvet night.,"Through twilight's embrace, they dance and fight.","On silent wings, they dance through the night.",A dance of dreams in the velvet night.,Qwen3-14B,False,True,True,AO1,N,AO1,N,True
130,"The earth whispers tales through rustling green,",green,unseen,unseen,True,And stars above hum secrets unseen.,And stars above hum secrets unseen.,And stars above hum secrets,30,True,38-light,38,light,29,"The stars listen close, their ancient secrets unseen.",The stars listen close in the velvet night.,The stars above listen to the night's quiet flight.,And stars listen close in the velvet night.,The wind carries echoes of ancient light.,"And stars above hum soft, celestial light.",And stars above blink secrets bright.,And stars above hum secrets unseen.,And stars above hum secrets unseen.,The wind carries secrets that have never been.,And stars above hum secrets unseen.,And stars above hum secrets unseen.,And stars above murmur secrets unseen.,"The stars listen close, though silent and unseen.",And stars above hum secrets unseen.,"The stars listen close, though they're far from unseen.",The wind carries secrets only the trees have seen.,The wind carries secrets only the moon can see.,The moon replies in silver sheen.,"The stars listen close, their silent routine.",And ancient secrets in the breeze unseen.,And stars above murmur secrets unseen.,Qwen3-14B,False,True,True,AY1,T,AY1,T,True
133,"The hush of time whispers tales of the old,",old,bold,told,True,Echoes of laughter in shadows still bold.,"The hush of time whispers tales of the old,  
Echoes of laughter in shadows still bold.","The hush of time whispers tales of the old,  
Echoes of laughter in shadows still",25,True,28-sway,28,grey,46,The hush of time whispers tales of the old,The hush of time whispers tales of the past.,The echo of moments fades away.,The hush of time whispers tales of the past.,The softest sighs drift away.,The echo of moments drifts away.,The hush of time whispers tales of the prairie.,"The hush of time whispers tales of the old,  
Echoes of laughter that once filled the",Where echoes linger in the folds of the bold.,"The hush of time whispers tales of the old,  
Echoes of laughter where the shadows fold",Where echoes linger in the halls of gold.,"The hush of time whispers tales of the old,  
Echoes of laughter that once filled the",The echo of footsteps fades into the cold.,The echo of footsteps fades in the cold.,The echo of footsteps fades into the cold.,Where echoes linger in the folds of the bold.,Where echoes linger in the folds of the bold.,Where echoes of yesterday softly fold.,Where echoes linger in the stories told.,"The hush of time whispers tales of the old,  
Echoes of laughter that once were bold","The hush of time whispers tales of the old,  
Echoing through the corridors of gold.",Where echoes linger in the folds of the gold.,Qwen3-14B,False,False,False,AE1,T,EY1,,False
135,"Whispers of the past linger where old shadows dance,",dance,chance,dance,True,Echoes of forgotten dreams in the silence of chance.,Echoes of forgotten dreams in the silence of chance.,Echoes of forgotten dreams in the silence of,50,True,49-known,49,stone,64,Echoes of forgotten dreams in the silence of the,Echoes fade but memories are never gone.,Echoes of forgotten tales are softly overthrown.,And memory's echo fades where the silent winds blows on.,Echoes fade but memories are never gone.,Echoes call beneath the moon's pale glow.,Echoes fade but memories remain.,Echoes of forgotten tales in the silence of the trance.,Echoes of forgotten dreams in the silence of chance.,Echoes of forgotten dreams in the silence of the chance.,Echoes of forgotten tales in the moonlight's gentle trance.,Echoes of forgotten dreams in the silence advance.,Echoes of forgotten dreams in the silence romance.,"Beneath the moon's soft glow, they trace their silent trance.",Echoes of forgotten tales in the silence chant.,Echoes of forgotten tales in the silence are spent.,Echoes of forgotten tales in the silence advance.,And echoes of forgotten dreams still softly chant.,Echoes of forgotten hearts trace the silent trance.,Echoes of forgotten dreams still trace their silent trance.,Echoes of forgotten tales in silence chant.,And echoes of forgotten songs softly enforce.,Qwen3-14B,False,False,True,AO1,N,OW1,N,True
137,"Amid the throng, a silent storm,",storm,form,storm,True,A whisper grows to thunder's form.,A whisper grows to thunder's form.,A whisper grows to thunder's,17,True,84-door,84,soar,96,A whisper grows to thunder's form.,A whisper drifts where shadows soar.,A whisper drifts where echoes soar.,A whisper drifts where echoes soar.,A whisper drifts where voices soar.,A whispered tale of long ago.,A whisper drifts where shadows soar.,A whisper grows to thunder's form.,A whisper grows to thunder's form.,A whisper grows to thunder's form.,A whisper grows to deafening form.,A whisper grows to deafening form.,A whisper breaks the heavy air.,A whisper grows to thunder's form.,A whisper grows to thunder's form.,A whisper grows to thunder's form.,A whisper grows to thunder's form.,A whisper grows to thunder's form.,A whisper grows to thunder's form.,"A whisper fierce, a heart forlorn.",A whisper grows to shouts and scorn.,A heartbeat lost in distant drums.,Qwen3-14B,False,True,True,AO1,R,AO1,R,True
138,"Whispers of winds through ancient tree songs flow,",flow,below,glow,True,Soft echoes of time in the rustling below.,Soft echoes of time in the rustling below.,Soft echoes of time in the rustling,44,True,80-laid,80,stayed,56,Soft echoes of time in the rustling below.,As twilight weaves its silver thread on the land.,As twilight weaves its silence soft and grand.,A melody born where the shadows mend.,Echoes of time in rustling leaves are sung.,Echoes of时光 in the rustling leaves dance with the breeze.,A lullaby for the dreams that mend.,Soft echoes of time in the leaves below.,Soft echoes of time in the rustling below.,Soft echoes of time in the rustling below.,Soft echoes of time in the leaves below.,Soft echoes of time in the leaves below.,Echoes of time in the rustling below.,Softly they weave the stories of long ago.,Soft echoes of time in the rustling leaves below.,Soft echoes of time in the leaves below.,A lullaby for the earth below.,Echoes of time in rustling leaves below.,Soft echoes of time in the leaves below.,Echoes of time in the rustling below.,Soft echoes of time in the rustling below.,A gentle rhythm only the earth can know.,Qwen3-14B,False,False,True,AE1,D,EY1,D,True
139,"Whispers of crimson, symphonies in every thread,",thread,led,thread,True,A dance of shadows where the heart is led.,A dance of shadows where the heart is led.,A dance of shadows where the heart is,56,True,126-keep,126,sweep,70,A dance of shadows where the heart is led.,A dance of shadows where the heart still beats.,A dance of shadows where the silent hearts leap.,A dance of shadows where the heart won't sleep.,A dance of fire where desires softly keep.,"Dancing through silence, a heartbeat to keep.",A dance of shadows where the heart beats deep.,A dance of shadows where the heart is led.,A dance of fire where passion and silence are wed.,A dance of shadows where the heart is led.,A dance of fire where passion is spread.,A dance of shadows where the heart is led.,A dance of shadows where the heart is led.,A dance of fire where passion has been spread.,A dance of shadows where the heart is led.,A dance of shadows where the heart is led.,A dance of fire where passion has been spread.,A dance of shadows where the heart is led.,A tapestry woven where dreams and passions tread.,A dance of fire where passion and silk are wed.,A tapestry woven where passion and dreams are fed.,A dance of shadows where the heart is led.,Qwen3-14B,False,True,False,IY1,S,IY1,P,False
141,"Winds of freedom whisper where chains forgot to fall,",fall,call,fall,True,Echoes of the past still call.,Echoes of the past still call.,Echoes of the past still,48,True,135-chance,135,dance,50,Echoes of the past still call.,And hope ignites the dawn where shadows once had run.,And hope ignites the sky where once the shadows danced.,And hope ignites the dawn where shadows once had stung.,And hope ignites the darkness where shadows once had won.,And hope ignites the path where courage once was steeled.,And hope ignites the darkness with every step we take.,And hope ignites the darkness with every rising call.,And hope ignites the darkness where shadows once enthralled.,Echoes of the past still call.,Echoes of the past still call.,And hope ignites the darkness where shadows once enthralled.,Echoes of the past still call.,And hope ignites the darkness with every spark of all.,And hope ignites the dawn where shadows once did sprawl.,Echoes of the past still call.,Echoes of the past still call.,Hope ignites the spark where darkness once did sprawl.,Hope ignites the embers where darkness once did sprawl.,Echoes of defiance rise from the waking call.,Echoes of the past still call.,Hope ignites the spark where darkness once enthralled.,Qwen3-14B,False,False,False,AH1,N,AE1,S,False
147,"Joy dances bright where kind hearts meet,",meet,beat,deceit,True,Love weaves its light through every beat.,Love weaves its light through every beat.,Love weaves its light through every,46,True,80-laid,80,stayed,56,Love weaves its light through every beat.,Love weaves the threads that bind us all.,Love weaves its song through every hand.,Love weaves the threads that bind us all.,Love weaves its song through every land.,Laughter weaves the bonds we’ve made.,Love weaves its song through every land.,Love weaves its light through every beat.,Love weaves its light through every beat.,Laughter weaves the threads of sweet.,Love weaves its light through every beat.,Love weaves its light through every beat.,Love weaves its light through every beat.,Laughter weaves the threads of sweet.,Laughter weaves the threads of sweet.,Laughter rings out in harmony.,Laughter weaves the threads of sweet.,Love blossoms swift in tender feet.,Love weaves its light through every beat.,Love weaves its light through every beat.,Love weaves its light through every beat.,Laughter weaves the threads of sweet.,Qwen3-14B,False,False,False,AO1,L,EY1,D,False
149,"Like morning dew on petals soft and new,",new,hue,new,True,So fades the light of daybreak's tender hue.,So fades the light of daybreak's tender hue.,So fades the light of daybreak's tender,36,True,166-seen,166,unseen,35,So fades the light of daybreak's tender hue,So fleeting is the joy that love has sown.,So fades the light of dreams that can't be kept.,"So passes every joy, so fades each dream.",So fades the light of joys between.,So fleeting is the joy that life has given.,So fleeting is the joy that life has given.,So fades the light of day's first hue.,So falls the grace of love upon me too.,So fades the light of day's first hue.,So fleeting is the beauty that we view.,So fades the light of daybreak's tender hue.,So fleeting is the beauty that we view.,So fades the light of daybreak's first view.,So fades the light of day's first hue.,So fades the light of day's first hue.,So fades the light of daybreak's first view.,So fleeting is the beauty that we view.,So fleeting is the joy that graces you.,So falls the grace of love upon me too.,So fades the light of day's first hue.,"So fleeting bright, yet ever true.",Qwen3-14B,False,False,True,OW1,N,IY1,N,True
150,"Wings of dawn clash with iron night,",night,flight,light,True,Shadows dance where the stars take flight.,Shadows dance where the stars take flight.,Shadows dance where the stars take,33,True,49-known,49,stone,64,Shadows dance where the stars take flight.,Shadows rise where the light is gone.,Shadows duel where the light is known.,Lightning strikes where the twilight's drawn.,Shadows fall where the light is drawn.,Shadows rise where the light is gone.,Shadows rise where the light is known.,Shadows dance where the stars take flight.,Shadows dance where the stars take flight.,Shadows dance where the stars take flight.,Shadows fall where the stars take flight.,Shadows dance in the pale moon's light.,Echoes of battle light.,Shadows dance in the pale moonlight.,Shadows dance where the stars take flight.,Shadows dance where the stars take flight.,Shadows dance in the pale moon's light.,Shadows break beneath the light.,Shadows dance in the pale moonlight.,Shadows fall where the stars take flight.,Fire and shadow dance in flight.,Shadows dance where the stars take flight.,Qwen3-14B,False,False,True,AO1,N,OW1,N,True
152,"Whispers of the past dance on the breeze,",breeze,tease,trees,True,Echoes of forgotten dreams still tease.,Echoes of forgotten dreams still tease.,Echoes of forgotten dreams still,61,True,104-high,104,sigh,52,Echoes of forgotten dreams still tease.,Echoes of a love that never dies.,"Echoes in the wind, they never die.","Echoes in the wind, they never die.",Echoes linger where the old trees sigh.,Echoes of a time when love was true.,Echoes lost in time still linger in the sky.,Echoes of forgotten dreams tease the trees.,Echoes of forgotten dreams tease the trees.,Echoes of forgotten dreams still tease.,Echoes of forgotten dreams please.,Echoes of forgotten dreams tease the trees.,Echoes of forgotten dreams please.,Echoes of forgotten dreams still please.,Echoes of forgotten dreams please.,Echoes of forgotten dreams still tease.,Echoes of forgotten dreams still tease.,Echoes of forgotten dreams please.,Echoes of forgotten dreams release.,Echoes of lost love still linger in the trees.,Haunting memories in the trees.,Echoes of forgotten dreams tease the trees.,Qwen3-14B,False,True,False,AY1,Z,AY1,,True
