question,intermediate,answer,intermediate_expression,prompt_type,prompt_subtype,hop1,hop2
"In the birth year of Enhle Mbali Maphumulo, the host city of the Winter Olympics was",1988,Calgary,the birth year of Enhle Mbali Maphumulo,socrates,socrates-person-year-olympicswintercity,What is the birth year of Enhle Mbali Maphumulo?,"In 1988, the host city of the Winter Olympics was"
"In the year Fancy Gadam was born, the host city of the Eurovision Song Contest was",1988,Dublin,the year Fancy Gadam was born,socrates,socrates-person-year-eurovisioncity,What is the year Fancy Gadam was born?,"In 1988, the host city of the Eurovision Song Contest was"
"In Juana Repetto's birth year, the host city of the Summer Olympics was",1988,Seoul,Juana Repetto's birth year,socrates,socrates-person-year-olympicssummercity,What is Juana Repetto's birth year?,"In 1988, the host city of the Summer Olympics was"
"In the year Valeria Puig was born, the host city of the G7 Summit was",1988,Toronto,the year Valeria Puig was born,socrates,socrates-person-year-g7city,What is the year Valeria Puig was born?,"In 1988, the host city of the G7 Summit was"
The city that hosted the Winter Olympics in Udari Warnakulasooriya's birth year was,1988,Calgary,Udari Warnakulasooriya's birth year,socrates,socrates-person-year-olympicswintercity,What is Udari Warnakulasooriya's birth year?,The city that hosted the Winter Olympics in 1988 was
The city where the Winter Olympics took place in Paula Arenas's year of birth was,1988,Calgary,Paula Arenas's year of birth,socrates,socrates-person-year-olympicswintercity,What is Paula Arenas's year of birth?,The city where the Winter Olympics took place in 1988 was
"In the birth year of Teele Viira, the host city of the Summer Olympics was",1988,Seoul,the birth year of Teele Viira,socrates,socrates-person-year-olympicssummercity,What is the birth year of Teele Viira?,"In 1988, the host city of the Summer Olympics was"
"In the year Noziya Karomatullo was born, the host city of the Summer Olympics was",1988,Seoul,the year Noziya Karomatullo was born,socrates,socrates-person-year-olympicssummercity,What is the year Noziya Karomatullo was born?,"In 1988, the host city of the Summer Olympics was"
"In the year Wang Ji-won was born, the Eurovision Song Contest was hosted in the city of",1988,Dublin,the year Wang Ji-won was born,socrates,socrates-person-year-eurovisioncity,What is the year Wang Ji-won was born?,"In 1988, the Eurovision Song Contest was hosted in the city of"
The city that hosted the Winter Olympics in Wang Ji-won's birth year was,1988,Calgary,Wang Ji-won's birth year,socrates,socrates-person-year-olympicswintercity,What is Wang Ji-won's birth year?,The city that hosted the Winter Olympics in 1988 was
The city that hosted the Winter Olympics in the birth year of Peter Balko was,1988,Calgary,the birth year of Peter Balko,socrates,socrates-person-year-olympicswintercity,What is the birth year of Peter Balko?,The city that hosted the Winter Olympics in 1988 was
"In Vanessa Quai's birth year, the host city of the Winter Olympics was",1988,Calgary,Vanessa Quai's birth year,socrates,socrates-person-year-olympicswintercity,What is Vanessa Quai's birth year?,"In 1988, the host city of the Winter Olympics was"
"In the year Elliott Crosset Hove was born, the host city of the Winter Olympics was",1988,Calgary,the year Elliott Crosset Hove was born,socrates,socrates-person-year-olympicswintercity,What is the year Elliott Crosset Hove was born?,"In 1988, the host city of the Winter Olympics was"
The city where the Eurovision Song Contest took place in the year Laura Lackmann was born was,1979,Jerusalem,the year Laura Lackmann was born,socrates,socrates-person-year-eurovisioncity,What is the year Laura Lackmann was born?,The city where the Eurovision Song Contest took place in 1979 was
The city where the Eurovision Song Contest took place in the year Delphine Depardieu was born was,1979,Jerusalem,the year Delphine Depardieu was born,socrates,socrates-person-year-eurovisioncity,What is the year Delphine Depardieu was born?,The city where the Eurovision Song Contest took place in 1979 was
"In the birth year of Yavuz Ekinci, the host city of the Eurovision Song Contest was",1979,Jerusalem,the birth year of Yavuz Ekinci,socrates,socrates-person-year-eurovisioncity,What is the birth year of Yavuz Ekinci?,"In 1979, the host city of the Eurovision Song Contest was"
"In the birth year of David Stypka, the Champions League final was hosted in the city of",1979,Munich,the birth year of David Stypka,socrates,socrates-person-year-championsleaguecity,What is the birth year of David Stypka?,"In 1979, the Champions League final was hosted in the city of"
"In the birth year of Azadeh Samadi, the Eurovision Song Contest was hosted in the city of",1979,Jerusalem,the birth year of Azadeh Samadi,socrates,socrates-person-year-eurovisioncity,What is the birth year of Azadeh Samadi?,"In 1979, the Eurovision Song Contest was hosted in the city of"
The city that hosted the Eurovision Song Contest in the birth year of Karin Hils was,1979,Jerusalem,the birth year of Karin Hils,socrates,socrates-person-year-eurovisioncity,What is the birth year of Karin Hils?,The city that hosted the Eurovision Song Contest in 1979 was
"In the birth year of Caroline Correa, the Champions League final was hosted in the city of",1979,Munich,the birth year of Caroline Correa,socrates,socrates-person-year-championsleaguecity,What is the birth year of Caroline Correa?,"In 1979, the Champions League final was hosted in the city of"
"In Lani Billard's birth year, the host city of the Champions League final was",1979,Munich,Lani Billard's birth year,socrates,socrates-person-year-championsleaguecity,What is Lani Billard's birth year?,"In 1979, the host city of the Champions League final was"
"In the birth year of Claudia Ulloa Donoso, the host city of the Champions League final was",1979,Munich,the birth year of Claudia Ulloa Donoso,socrates,socrates-person-year-championsleaguecity,What is the birth year of Claudia Ulloa Donoso?,"In 1979, the host city of the Champions League final was"
The city that hosted the Eurovision Song Contest in the year Buata Malela was born was,1979,Jerusalem,the year Buata Malela was born,socrates,socrates-person-year-eurovisioncity,What is the year Buata Malela was born?,The city that hosted the Eurovision Song Contest in 1979 was
The city where the Champions League final took place in the birth year of Fonseca (singer) was,1979,Munich,the birth year of Fonseca (singer),socrates,socrates-person-year-championsleaguecity,What is the birth year of Fonseca (singer)?,The city where the Champions League final took place in 1979 was
The city where the Eurovision Song Contest took place in the birth year of Jang Dong-min was,1979,Jerusalem,the birth year of Jang Dong-min,socrates,socrates-person-year-eurovisioncity,What is the birth year of Jang Dong-min?,The city where the Eurovision Song Contest took place in 1979 was
"In the birth year of Johan Melin, the host city of the Eurovision Song Contest was",1979,Jerusalem,the birth year of Johan Melin,socrates,socrates-person-year-eurovisioncity,What is the birth year of Johan Melin?,"In 1979, the host city of the Eurovision Song Contest was"
The city where the Eurovision Song Contest took place in Hilde Lindset's year of birth was,1978,Paris,Hilde Lindset's year of birth,socrates,socrates-person-year-eurovisioncity,What is Hilde Lindset's year of birth?,The city where the Eurovision Song Contest took place in 1978 was
The city where the Eurovision Song Contest took place in the year Tatum Dagelet was born was,1975,Stockholm,the year Tatum Dagelet was born,socrates,socrates-person-year-eurovisioncity,What is the year Tatum Dagelet was born?,The city where the Eurovision Song Contest took place in 1975 was
The city that hosted the Eurovision Song Contest in the year Farhan Ali Agha was born was,1975,Stockholm,the year Farhan Ali Agha was born,socrates,socrates-person-year-eurovisioncity,What is the year Farhan Ali Agha was born?,The city that hosted the Eurovision Song Contest in 1975 was
"In the year Christian Geo Heltboe was born, the host city of the Eurovision Song Contest was",1975,Stockholm,the year Christian Geo Heltboe was born,socrates,socrates-person-year-eurovisioncity,What is the year Christian Geo Heltboe was born?,"In 1975, the host city of the Eurovision Song Contest was"
The city that hosted the Eurovision Song Contest in the birth year of Elena Alexieva was,1975,Stockholm,the birth year of Elena Alexieva,socrates,socrates-person-year-eurovisioncity,What is the birth year of Elena Alexieva?,The city that hosted the Eurovision Song Contest in 1975 was
"In the birth year of Radoslav Parushev, the host city of the Eurovision Song Contest was",1975,Stockholm,the birth year of Radoslav Parushev,socrates,socrates-person-year-eurovisioncity,What is the birth year of Radoslav Parushev?,"In 1975, the host city of the Eurovision Song Contest was"
"In Samir Bhamra's birth year, the host city of the Eurovision Song Contest was",1975,Stockholm,Samir Bhamra's birth year,socrates,socrates-person-year-eurovisioncity,What is Samir Bhamra's birth year?,"In 1975, the host city of the Eurovision Song Contest was"
"In the birth year of Marcin Mroczek, the Champions League final was hosted in the city of",1982,Rotterdam,the birth year of Marcin Mroczek,socrates,socrates-person-year-championsleaguecity,What is the birth year of Marcin Mroczek?,"In 1982, the Champions League final was hosted in the city of"
"In the year Ly Nha Ky was born, the Champions League final was hosted in the city of",1982,Rotterdam,the year Ly Nha Ky was born,socrates,socrates-person-year-championsleaguecity,What is the year Ly Nha Ky was born?,"In 1982, the Champions League final was hosted in the city of"
"In the birth year of Wendy Valdez, the Champions League final was hosted in the city of",1982,Rotterdam,the birth year of Wendy Valdez,socrates,socrates-person-year-championsleaguecity,What is the birth year of Wendy Valdez?,"In 1982, the Champions League final was hosted in the city of"
The city where the Champions League final took place in the birth year of Remy Ishak was,1982,Rotterdam,the birth year of Remy Ishak,socrates,socrates-person-year-championsleaguecity,What is the birth year of Remy Ishak?,The city where the Champions League final took place in 1982 was
The city where the Champions League final took place in the year Alex Dahl was born was,1982,Rotterdam,the year Alex Dahl was born,socrates,socrates-person-year-championsleaguecity,What is the year Alex Dahl was born?,The city where the Champions League final took place in 1982 was
"In Jamie Romeo's year of birth, the host city of the Champions League final was",1980,Madrid,Jamie Romeo's year of birth,socrates,socrates-person-year-championsleaguecity,What is Jamie Romeo's year of birth?,"In 1980, the host city of the Champions League final was"
"In the birth year of Monika Pikula, the host city of the Eurovision Song Contest was",1980,The Hague,the birth year of Monika Pikula,socrates,socrates-person-year-eurovisioncity,What is the birth year of Monika Pikula?,"In 1980, the host city of the Eurovision Song Contest was"
"In Pascal Voggenhuber's year of birth, the host city of the Eurovision Song Contest was",1980,The Hague,Pascal Voggenhuber's year of birth,socrates,socrates-person-year-eurovisioncity,What is Pascal Voggenhuber's year of birth?,"In 1980, the host city of the Eurovision Song Contest was"
The city that hosted the G7 Summit in the year Mink Brar was born was,1980,Venice,the year Mink Brar was born,socrates,socrates-person-year-g7city,What is the year Mink Brar was born?,The city that hosted the G7 Summit in 1980 was
The city that hosted the G7 Summit in Arda Kural's birth year was,1980,Venice,Arda Kural's birth year,socrates,socrates-person-year-g7city,What is Arda Kural's birth year?,The city that hosted the G7 Summit in 1980 was
"In Mert Turak's birth year, the Champions League final was hosted in the city of",1980,Madrid,Mert Turak's birth year,socrates,socrates-person-year-championsleaguecity,What is Mert Turak's birth year?,"In 1980, the Champions League final was hosted in the city of"
"In Eszter Balla's birth year, the Eurovision Song Contest was hosted in the city of",1980,The Hague,Eszter Balla's birth year,socrates,socrates-person-year-eurovisioncity,What is Eszter Balla's birth year?,"In 1980, the Eurovision Song Contest was hosted in the city of"
The city that hosted the Eurovision Song Contest in the birth year of Chantal Baudaux was,1980,The Hague,the birth year of Chantal Baudaux,socrates,socrates-person-year-eurovisioncity,What is the birth year of Chantal Baudaux?,The city that hosted the Eurovision Song Contest in 1980 was
"In Cristina Abuhazi's birth year, the host city of the Champions League final was",1980,Madrid,Cristina Abuhazi's birth year,socrates,socrates-person-year-championsleaguecity,What is Cristina Abuhazi's birth year?,"In 1980, the host city of the Champions League final was"
"In Cristina Abuhazi's year of birth, the host city of the Eurovision Song Contest was",1980,The Hague,Cristina Abuhazi's year of birth,socrates,socrates-person-year-eurovisioncity,What is Cristina Abuhazi's year of birth?,"In 1980, the host city of the Eurovision Song Contest was"
"In Leila Zare's birth year, the Eurovision Song Contest was hosted in the city of",1980,The Hague,Leila Zare's birth year,socrates,socrates-person-year-eurovisioncity,What is Leila Zare's birth year?,"In 1980, the Eurovision Song Contest was hosted in the city of"
The city that hosted the Eurovision Song Contest in Linda Kiani's birth year was,1980,The Hague,Linda Kiani's birth year,socrates,socrates-person-year-eurovisioncity,What is Linda Kiani's birth year?,The city that hosted the Eurovision Song Contest in 1980 was
"In Karina Mora's year of birth, the Eurovision Song Contest was hosted in the city of",1980,The Hague,Karina Mora's year of birth,socrates,socrates-person-year-eurovisioncity,What is Karina Mora's year of birth?,"In 1980, the Eurovision Song Contest was hosted in the city of"
"In the birth year of Henry Bugalho, the Champions League final was hosted in the city of",1980,Madrid,the birth year of Henry Bugalho,socrates,socrates-person-year-championsleaguecity,What is the birth year of Henry Bugalho?,"In 1980, the Champions League final was hosted in the city of"
"In Ville Friman's year of birth, the G7 Summit was hosted in the city of",1980,Venice,Ville Friman's year of birth,socrates,socrates-person-year-g7city,What is Ville Friman's year of birth?,"In 1980, the G7 Summit was hosted in the city of"
"In Richie Wilcox's year of birth, the Champions League final was hosted in the city of",1980,Madrid,Richie Wilcox's year of birth,socrates,socrates-person-year-championsleaguecity,What is Richie Wilcox's year of birth?,"In 1980, the Champions League final was hosted in the city of"
The city that hosted the G7 Summit in Nkuli Sibeko's year of birth was,1980,Venice,Nkuli Sibeko's year of birth,socrates,socrates-person-year-g7city,What is Nkuli Sibeko's year of birth?,The city that hosted the G7 Summit in 1980 was
"In Nkuli Sibeko's year of birth, the Champions League final was hosted in the city of",1980,Madrid,Nkuli Sibeko's year of birth,socrates,socrates-person-year-championsleaguecity,What is Nkuli Sibeko's year of birth?,"In 1980, the Champions League final was hosted in the city of"
The city where the G7 Summit took place in the birth year of Scofray Nana Yaw Yeboah was,1980,Venice,the birth year of Scofray Nana Yaw Yeboah,socrates,socrates-person-year-g7city,What is the birth year of Scofray Nana Yaw Yeboah?,The city where the G7 Summit took place in 1980 was
"In Precious Dede's year of birth, the G7 Summit was hosted in the city of",1980,Venice,Precious Dede's year of birth,socrates,socrates-person-year-g7city,What is Precious Dede's year of birth?,"In 1980, the G7 Summit was hosted in the city of"
"In the year Orlando Echeverri Benedetti was born, the host city of the G7 Summit was",1980,Venice,the year Orlando Echeverri Benedetti was born,socrates,socrates-person-year-g7city,What is the year Orlando Echeverri Benedetti was born?,"In 1980, the host city of the G7 Summit was"
"In the birth year of Askil Holm, the Eurovision Song Contest was hosted in the city of",1980,The Hague,the birth year of Askil Holm,socrates,socrates-person-year-eurovisioncity,What is the birth year of Askil Holm?,"In 1980, the Eurovision Song Contest was hosted in the city of"
"In Lena Kristin Ellingsen's birth year, the Eurovision Song Contest was hosted in the city of",1980,The Hague,Lena Kristin Ellingsen's birth year,socrates,socrates-person-year-eurovisioncity,What is Lena Kristin Ellingsen's birth year?,"In 1980, the Eurovision Song Contest was hosted in the city of"
"In the year Feriel Youssef was born, the G7 Summit was hosted in the city of",1980,Venice,the year Feriel Youssef was born,socrates,socrates-person-year-g7city,What is the year Feriel Youssef was born?,"In 1980, the G7 Summit was hosted in the city of"
The city that hosted the G7 Summit in Jang Tae-sung's year of birth was,1980,Venice,Jang Tae-sung's year of birth,socrates,socrates-person-year-g7city,What is Jang Tae-sung's year of birth?,The city that hosted the G7 Summit in 1980 was
"In the year Lynn Chircop was born, the Eurovision Song Contest was hosted in the city of",1980,The Hague,the year Lynn Chircop was born,socrates,socrates-person-year-eurovisioncity,What is the year Lynn Chircop was born?,"In 1980, the Eurovision Song Contest was hosted in the city of"
The city that hosted the G7 Summit in Alvaro Estrella's birth year was,1980,Venice,Alvaro Estrella's birth year,socrates,socrates-person-year-g7city,What is Alvaro Estrella's birth year?,The city that hosted the G7 Summit in 1980 was
"In Olinda Cho's year of birth, the host city of the Champions League final was",1980,Madrid,Olinda Cho's year of birth,socrates,socrates-person-year-championsleaguecity,What is Olinda Cho's year of birth?,"In 1980, the host city of the Champions League final was"
The city that hosted the Eurovision Song Contest in Theresia Enzensberger's birth year was,1986,Bergen,Theresia Enzensberger's birth year,socrates,socrates-person-year-eurovisioncity,What is Theresia Enzensberger's birth year?,The city that hosted the Eurovision Song Contest in 1986 was
The city that hosted the Eurovision Song Contest in Tina Datta's year of birth was,1986,Bergen,Tina Datta's year of birth,socrates,socrates-person-year-eurovisioncity,What is Tina Datta's year of birth?,The city that hosted the Eurovision Song Contest in 1986 was
The city that hosted the Eurovision Song Contest in Chahatt Khanna's birth year was,1986,Bergen,Chahatt Khanna's birth year,socrates,socrates-person-year-eurovisioncity,What is Chahatt Khanna's birth year?,The city that hosted the Eurovision Song Contest in 1986 was
"In the year Sheena Shahabadi was born, the Eurovision Song Contest was hosted in the city of",1986,Bergen,the year Sheena Shahabadi was born,socrates,socrates-person-year-eurovisioncity,What is the year Sheena Shahabadi was born?,"In 1986, the Eurovision Song Contest was hosted in the city of"
The city that hosted the Eurovision Song Contest in the birth year of Yashica Dutt was,1986,Bergen,the birth year of Yashica Dutt,socrates,socrates-person-year-eurovisioncity,What is the birth year of Yashica Dutt?,The city that hosted the Eurovision Song Contest in 1986 was
"In the year Bhavana Balakrishnan was born, the city that was named the European Capital of Culture was",1986,Florence,the year Bhavana Balakrishnan was born,socrates,socrates-person-year-capitalofculturecity,What is the year Bhavana Balakrishnan was born?,"In 1986, the city that was named the European Capital of Culture was"
The city that hosted the Eurovision Song Contest in Bhavana Balakrishnan's birth year was,1986,Bergen,Bhavana Balakrishnan's birth year,socrates,socrates-person-year-eurovisioncity,What is Bhavana Balakrishnan's birth year?,The city that hosted the Eurovision Song Contest in 1986 was
"In the birth year of Chuckie Akenz, the city that was declared the European Capital of Culture was",1986,Florence,the birth year of Chuckie Akenz,socrates,socrates-person-year-capitalofculturecity,What is the birth year of Chuckie Akenz?,"In 1986, the city that was declared the European Capital of Culture was"
"In Beenish Chohan's year of birth, the city that was named the European Capital of Culture was",1986,Florence,Beenish Chohan's year of birth,socrates,socrates-person-year-capitalofculturecity,What is Beenish Chohan's year of birth?,"In 1986, the city that was named the European Capital of Culture was"
The city where the Eurovision Song Contest took place in the birth year of Anxhela Peristeri was,1986,Bergen,the birth year of Anxhela Peristeri,socrates,socrates-person-year-eurovisioncity,What is the birth year of Anxhela Peristeri?,The city where the Eurovision Song Contest took place in 1986 was
"In Jasper Cho's birth year, the city that was named the European Capital of Culture was",1986,Florence,Jasper Cho's birth year,socrates,socrates-person-year-capitalofculturecity,What is Jasper Cho's birth year?,"In 1986, the city that was named the European Capital of Culture was"
"In Ariadna Sintes's year of birth, the city that was declared the European Capital of Culture was",1986,Florence,Ariadna Sintes's year of birth,socrates,socrates-person-year-capitalofculturecity,What is Ariadna Sintes's year of birth?,"In 1986, the city that was declared the European Capital of Culture was"
The city that became the European Capital of Culture in Evelina Cabrera's year of birth was,1986,Florence,Evelina Cabrera's year of birth,socrates,socrates-person-year-capitalofculturecity,What is Evelina Cabrera's year of birth?,The city that became the European Capital of Culture in 1986 was
The city that hosted the Eurovision Song Contest in the birth year of Abimbola Craig was,1986,Bergen,the birth year of Abimbola Craig,socrates,socrates-person-year-eurovisioncity,What is the birth year of Abimbola Craig?,The city that hosted the Eurovision Song Contest in 1986 was
"In the birth year of Carolina Pihelgas, the city that was declared the European Capital of Culture was",1986,Florence,the birth year of Carolina Pihelgas,socrates,socrates-person-year-capitalofculturecity,What is the birth year of Carolina Pihelgas?,"In 1986, the city that was declared the European Capital of Culture was"
"In Kaouther Adimi's birth year, the Eurovision Song Contest was hosted in the city of",1986,Bergen,Kaouther Adimi's birth year,socrates,socrates-person-year-eurovisioncity,What is Kaouther Adimi's birth year?,"In 1986, the Eurovision Song Contest was hosted in the city of"
The city that hosted the Eurovision Song Contest in Okawa Shaznay's year of birth was,1986,Bergen,Okawa Shaznay's year of birth,socrates,socrates-person-year-eurovisioncity,What is Okawa Shaznay's year of birth?,The city that hosted the Eurovision Song Contest in 1986 was
The city that hosted the Eurovision Song Contest in the year Yang Se-chan was born was,1986,Bergen,the year Yang Se-chan was born,socrates,socrates-person-year-eurovisioncity,What is the year Yang Se-chan was born?,The city that hosted the Eurovision Song Contest in 1986 was
"In the birth year of Ahn Jae-hong, the host city of the Eurovision Song Contest was",1986,Bergen,the birth year of Ahn Jae-hong,socrates,socrates-person-year-eurovisioncity,What is the birth year of Ahn Jae-hong?,"In 1986, the host city of the Eurovision Song Contest was"
"In Hwang Sun-hee's year of birth, the host city of the Eurovision Song Contest was",1986,Bergen,Hwang Sun-hee's year of birth,socrates,socrates-person-year-eurovisioncity,What is Hwang Sun-hee's year of birth?,"In 1986, the host city of the Eurovision Song Contest was"
The city that hosted the Eurovision Song Contest in Ahn Se-ha's birth year was,1986,Bergen,Ahn Se-ha's birth year,socrates,socrates-person-year-eurovisioncity,What is Ahn Se-ha's birth year?,The city that hosted the Eurovision Song Contest in 1986 was
The city that hosted the G7 Summit in Brooke Andersen's birth year was,1995,Halifax,Brooke Andersen's birth year,socrates,socrates-person-year-g7city,What is Brooke Andersen's birth year?,The city that hosted the G7 Summit in 1995 was
"In Phaim Bhuiyan's birth year, the host city of the Eurovision Song Contest was",1995,Dublin,Phaim Bhuiyan's birth year,socrates,socrates-person-year-eurovisioncity,What is Phaim Bhuiyan's birth year?,"In 1995, the host city of the Eurovision Song Contest was"
"In Phaim Bhuiyan's birth year, the host city of the G7 Summit was",1995,Halifax,Phaim Bhuiyan's birth year,socrates,socrates-person-year-g7city,What is Phaim Bhuiyan's birth year?,"In 1995, the host city of the G7 Summit was"
The city where the G7 Summit took place in Stasya Miloslavskaya's year of birth was,1995,Halifax,Stasya Miloslavskaya's year of birth,socrates,socrates-person-year-g7city,What is Stasya Miloslavskaya's year of birth?,The city where the G7 Summit took place in 1995 was
"In the birth year of Joshua Sinclair-Evans, the G7 Summit was hosted in the city of",1995,Halifax,the birth year of Joshua Sinclair-Evans,socrates,socrates-person-year-g7city,What is the birth year of Joshua Sinclair-Evans?,"In 1995, the G7 Summit was hosted in the city of"
"In Louise Chevillotte's year of birth, the G7 Summit was hosted in the city of",1995,Halifax,Louise Chevillotte's year of birth,socrates,socrates-person-year-g7city,What is Louise Chevillotte's year of birth?,"In 1995, the G7 Summit was hosted in the city of"
"In Sharmin Segal's birth year, the host city of the Eurovision Song Contest was",1995,Dublin,Sharmin Segal's birth year,socrates,socrates-person-year-eurovisioncity,What is Sharmin Segal's birth year?,"In 1995, the host city of the Eurovision Song Contest was"
"In the birth year of Sharmin Segal, the G7 Summit was hosted in the city of",1995,Halifax,the birth year of Sharmin Segal,socrates,socrates-person-year-g7city,What is the birth year of Sharmin Segal?,"In 1995, the G7 Summit was hosted in the city of"
The city where the Champions League final took place in Ketika Sharma's year of birth was,1995,Vienna,Ketika Sharma's year of birth,socrates,socrates-person-year-championsleaguecity,What is Ketika Sharma's year of birth?,The city where the Champions League final took place in 1995 was
The city where the G7 Summit took place in Carlos Diego Loyzaga's year of birth was,1995,Halifax,Carlos Diego Loyzaga's year of birth,socrates,socrates-person-year-g7city,What is Carlos Diego Loyzaga's year of birth?,The city where the G7 Summit took place in 1995 was
"In the year Maika Rivera was born, the Champions League final was hosted in the city of",1995,Vienna,the year Maika Rivera was born,socrates,socrates-person-year-championsleaguecity,What is the year Maika Rivera was born?,"In 1995, the Champions League final was hosted in the city of"
"In Maika Rivera's birth year, the host city of the G7 Summit was",1995,Halifax,Maika Rivera's birth year,socrates,socrates-person-year-g7city,What is Maika Rivera's birth year?,"In 1995, the host city of the G7 Summit was"
"In Kiko Estrada's year of birth, the G7 Summit was hosted in the city of",1995,Halifax,Kiko Estrada's year of birth,socrates,socrates-person-year-g7city,What is Kiko Estrada's year of birth?,"In 1995, the G7 Summit was hosted in the city of"
The city where the Champions League final took place in Benj Manalo's year of birth was,1995,Vienna,Benj Manalo's year of birth,socrates,socrates-person-year-championsleaguecity,What is Benj Manalo's year of birth?,The city where the Champions League final took place in 1995 was
The city where the Eurovision Song Contest took place in the year Benj Manalo was born was,1995,Dublin,the year Benj Manalo was born,socrates,socrates-person-year-eurovisioncity,What is the year Benj Manalo was born?,The city where the Eurovision Song Contest took place in 1995 was
The city where the Eurovision Song Contest took place in Sun Qiaolu's birth year was,1995,Dublin,Sun Qiaolu's birth year,socrates,socrates-person-year-eurovisioncity,What is Sun Qiaolu's birth year?,The city where the Eurovision Song Contest took place in 1995 was
"In Rebecca Marder's year of birth, the host city of the G7 Summit was",1995,Halifax,Rebecca Marder's year of birth,socrates,socrates-person-year-g7city,What is Rebecca Marder's year of birth?,"In 1995, the host city of the G7 Summit was"
"In Andrea Abreu's birth year, the Champions League final was hosted in the city of",1995,Vienna,Andrea Abreu's birth year,socrates,socrates-person-year-championsleaguecity,What is Andrea Abreu's birth year?,"In 1995, the Champions League final was hosted in the city of"
"In the birth year of Momoka Ariyasu, the host city of the G7 Summit was",1995,Halifax,the birth year of Momoka Ariyasu,socrates,socrates-person-year-g7city,What is the birth year of Momoka Ariyasu?,"In 1995, the host city of the G7 Summit was"
The city where the Champions League final took place in the year Akari Nanawo was born was,1995,Vienna,the year Akari Nanawo was born,socrates,socrates-person-year-championsleaguecity,What is the year Akari Nanawo was born?,The city where the Champions League final took place in 1995 was
"In Akari Nanawo's birth year, the G7 Summit was hosted in the city of",1995,Halifax,Akari Nanawo's birth year,socrates,socrates-person-year-g7city,What is Akari Nanawo's birth year?,"In 1995, the G7 Summit was hosted in the city of"
"In Haruna Kawaguchi's birth year, the host city of the G7 Summit was",1995,Halifax,Haruna Kawaguchi's birth year,socrates,socrates-person-year-g7city,What is Haruna Kawaguchi's birth year?,"In 1995, the host city of the G7 Summit was"
The city where the G7 Summit took place in Haruka Shiraishi's year of birth was,1995,Halifax,Haruka Shiraishi's year of birth,socrates,socrates-person-year-g7city,What is Haruka Shiraishi's year of birth?,The city where the G7 Summit took place in 1995 was
The city that hosted the G7 Summit in the year Hokuto Matsumura was born was,1995,Halifax,the year Hokuto Matsumura was born,socrates,socrates-person-year-g7city,What is the year Hokuto Matsumura was born?,The city that hosted the G7 Summit in 1995 was
The city that hosted the G7 Summit in Aoi Morikawa's year of birth was,1995,Halifax,Aoi Morikawa's year of birth,socrates,socrates-person-year-g7city,What is Aoi Morikawa's year of birth?,The city that hosted the G7 Summit in 1995 was
"In the birth year of Akihisa Shiono, the G7 Summit was hosted in the city of",1995,Halifax,the birth year of Akihisa Shiono,socrates,socrates-person-year-g7city,What is the birth year of Akihisa Shiono?,"In 1995, the G7 Summit was hosted in the city of"
"In the year Toshiki Seto was born, the Champions League final was hosted in the city of",1995,Vienna,the year Toshiki Seto was born,socrates,socrates-person-year-championsleaguecity,What is the year Toshiki Seto was born?,"In 1995, the Champions League final was hosted in the city of"
The city that hosted the G7 Summit in Jelle Florizoone's year of birth was,1995,Halifax,Jelle Florizoone's year of birth,socrates,socrates-person-year-g7city,What is Jelle Florizoone's year of birth?,The city that hosted the G7 Summit in 1995 was
"In Lauren De Ruyck's birth year, the G7 Summit was hosted in the city of",1995,Halifax,Lauren De Ruyck's birth year,socrates,socrates-person-year-g7city,What is Lauren De Ruyck's birth year?,"In 1995, the G7 Summit was hosted in the city of"
The city that hosted the G7 Summit in Marie Verhulst's birth year was,1995,Halifax,Marie Verhulst's birth year,socrates,socrates-person-year-g7city,What is Marie Verhulst's birth year?,The city that hosted the G7 Summit in 1995 was
The city that hosted the G7 Summit in the birth year of Milo Meskens was,1995,Halifax,the birth year of Milo Meskens,socrates,socrates-person-year-g7city,What is the birth year of Milo Meskens?,The city that hosted the G7 Summit in 1995 was
The city that hosted the Eurovision Song Contest in Anthony Spanos's birth year was,1995,Dublin,Anthony Spanos's birth year,socrates,socrates-person-year-eurovisioncity,What is Anthony Spanos's birth year?,The city that hosted the Eurovision Song Contest in 1995 was
The city that hosted the G7 Summit in the birth year of Niko Moilanen was,1995,Halifax,the birth year of Niko Moilanen,socrates,socrates-person-year-g7city,What is the birth year of Niko Moilanen?,The city that hosted the G7 Summit in 1995 was
"In Eva Murati's year of birth, the host city of the Eurovision Song Contest was",1995,Dublin,Eva Murati's year of birth,socrates,socrates-person-year-eurovisioncity,What is Eva Murati's year of birth?,"In 1995, the host city of the Eurovision Song Contest was"
The city where the G7 Summit took place in the birth year of Eva Murati was,1995,Halifax,the birth year of Eva Murati,socrates,socrates-person-year-g7city,What is the birth year of Eva Murati?,The city where the G7 Summit took place in 1995 was
"In Ludovico Tersigni's birth year, the host city of the G7 Summit was",1995,Halifax,Ludovico Tersigni's birth year,socrates,socrates-person-year-g7city,What is Ludovico Tersigni's birth year?,"In 1995, the host city of the G7 Summit was"
The city that hosted the Eurovision Song Contest in the year Anya Geraldine was born was,1995,Dublin,the year Anya Geraldine was born,socrates,socrates-person-year-eurovisioncity,What is the year Anya Geraldine was born?,The city that hosted the Eurovision Song Contest in 1995 was
