question,intermediate,answer,intermediate_expression,prompt_type,prompt_subtype,Qwen3-0.6B_exact_match,Qwen3-0.6B_contains_answer,Qwen3-1.7B_exact_match,Qwen3-1.7B_contains_answer,Qwen3-4B_exact_match,Qwen3-4B_contains_answer,Qwen3-8B_exact_match,Qwen3-8B_contains_answer,Qwen3-14B_exact_match,Qwen3-14B_contains_answer,Qwen3-32B_exact_match,Qwen3-32B_contains_answer
The giant ape climbs what famous New York building?,King Kong,Empire State Building,The giant ape,fictional_characters,fictional_characters,False,False,True,True,True,True,True,True,True,True,True,True
The Mattel fashion doll has a boyfriend named what?,Barbie,Ken,The Mattel fashion doll,fictional_characters,fictional_characters,False,False,False,False,False,True,True,True,True,True,True,True
The Southern belle from Gone with the Wind lives on what plantation?,Scarlett O'Hara,Tara,The Southern belle from Gone with the Wind,fictional_characters,fictional_characters,False,False,False,False,True,True,True,True,True,True,True,True
The bear who loves honey wears a shirt of what color?,Winnie the Pooh,red shirt,The bear who loves honey,fictional_characters,fictional_characters,False,False,False,False,False,False,False,False,False,False,False,False
The sailor who gets strong from spinach has a girlfriend named what?,Popeye,Olive,The sailor who gets strong from spinach,fictional_characters,fictional_characters,False,False,False,False,False,False,True,True,True,True,True,True
The newspaper tycoon's dying word in Citizen Kane is what?,Charles Foster Kane,Rosebud,The newspaper tycoon in Citizen Kane,fictional_characters,fictional_characters,False,False,False,False,True,True,True,True,False,True,False,True
The teenager who travels through time drives what type of car?,Marty McFly,DeLorean,The teenager who travels through time,fictional_characters,fictional_characters,False,False,False,False,True,True,True,True,True,True,True,True
The nightclub owner in Casablanca tells the piano player to play what song?,Rick Blaine,As Time Goes By,The nightclub owner in Casablanca,fictional_characters,fictional_characters,False,False,False,True,False,True,True,True,True,True,True,True
The blue train engine works on what island?,Thomas the Tank Engine,Sodor,The blue train engine,fictional_characters,fictional_characters,False,False,False,False,True,True,False,False,True,True,False,False
The Amazon warrior princess has what weapon that compels truth?,Wonder Woman,lasso,The Amazon warrior princess,fictional_characters,fictional_characters,False,False,False,False,False,False,False,False,True,True,True,True
The mysterious millionaire throws parties to win back a woman named what?,Jay Gatsby,Daisy,The mysterious millionaire,fictional_characters,fictional_characters,False,False,False,False,False,False,False,False,False,False,False,False
The green Muppet frog plays what musical instrument?,Kermit the Frog,banjo,The green Muppet frog,fictional_characters,fictional_characters,False,False,False,False,False,False,False,False,True,True,True,True
The socialite in Breakfast at Tiffany's has a cat with what name?,Holly Golightly,Cat,The socialite in Breakfast at Tiffany's,fictional_characters,fictional_characters,False,False,False,False,False,False,False,False,True,True,False,False
The laid-back bowler in The Big Lebowski drinks what cocktail?,The Dude,White Russian,The laid-back bowler in The Big Lebowski,fictional_characters,fictional_characters,False,False,False,False,False,False,True,True,True,True,True,True
The cowardly Great Dane solves mysteries with a group called what?,Scooby-Doo,Mystery Inc,The cowardly Great Dane,fictional_characters,fictional_characters,False,False,False,False,False,False,False,False,False,False,False,False
The chemistry teacher turned meth cook uses what alias?,Walter White,Heisenberg,The chemistry teacher turned meth cook,fictional_characters,fictional_characters,False,False,False,False,False,False,False,False,False,False,True,True
The super soldier carries a shield made of what metal?,Captain America,vibranium,The super soldier,fictional_characters,fictional_characters,False,False,False,False,False,False,True,True,True,True,True,True
The mutant with retractable claws has a skeleton made of what metal?,Wolverine,adamantium,The mutant with retractable claws,fictional_characters,fictional_characters,False,False,False,False,False,False,False,False,True,True,True,True
The killer at Camp Crystal Lake wears what type of mask?,Jason Voorhees,hockey,The killer at Camp Crystal Lake,fictional_characters,fictional_characters,False,False,False,False,False,False,False,False,True,True,True,True
The blue speedster collects what golden objects?,Sonic the Hedgehog,rings,The blue speedster,fictional_characters,fictional_characters,False,False,False,False,False,False,True,True,True,True,False,False
The girl on fire in The Hunger Games is skilled with what weapon?,Katniss Everdeen,bow,The girl on fire in The Hunger Games,fictional_characters,fictional_characters,False,False,False,False,True,True,True,True,True,True,False,False
The green ogre lives in what type of environment?,Shrek,swamp,The green ogre,fictional_characters,fictional_characters,False,False,False,False,False,False,False,False,False,False,True,True
The leader of the Autobots transforms into what type of vehicle?,Optimus Prime,truck,The leader of the Autobots,fictional_characters,fictional_characters,False,False,False,False,True,True,False,False,True,True,False,False
r=5//2. r*6=,2,12,r=5//2,math,math,False,False,False,False,False,False,True,True,True,True,True,True
h=4//9. h*5=,0,0,h=4//9,math,math,False,False,False,True,False,True,False,True,False,True,True,True
c=3+8. c*5=,11,55,c=3+8,math,math,False,False,False,False,True,True,True,True,True,True,True,True
g=3-3. g*7=,0,0,g=3-3,math,math,False,False,False,False,True,True,True,True,True,True,True,True
a=8//7. a//6=,1,0,a=8//7,math,math,False,False,False,False,False,False,True,True,False,False,True,True
a=9*7. a*4=,63,252,a=9*7,math,math,False,False,True,True,True,True,True,True,True,True,True,True
r=4*4. r//3=,16,5,r=4*4,math,math,False,False,False,True,True,True,True,True,True,True,True,True
z=3-9. z+8=,-6,2,z=3-9,math,math,False,False,False,False,True,True,True,True,True,True,False,True
j=7*9. j+5=,63,68,j=7*9,math,math,False,False,False,False,True,True,True,True,True,True,True,True
n=1+1. n//3=,2,0,n=1+1,math,math,True,True,False,False,True,True,True,True,True,True,True,True
h=2//8. h-5=,0,-5,h=2//8,math,math,False,False,False,False,False,False,False,False,True,True,True,True
s=3+4. s//9=,7,0,s=3+4,math,math,True,True,False,False,True,True,True,True,True,True,True,True
o=6*7. o+1=,42,43,o=6*7,math,math,False,False,True,True,True,True,True,True,True,True,True,True
k=7//9. k//1=,0,0,k=7//9,math,math,True,True,True,True,True,True,True,True,False,False,True,True
l=6+6. l+4=,12,16,l=6+6,math,math,False,False,True,True,True,True,True,True,True,True,True,True
n=5+5. n+7=,10,17,n=5+5,math,math,False,False,True,True,True,True,True,True,True,True,True,True
c=1+6. c-2=,7,5,c=1+6,math,math,False,False,True,True,True,True,True,True,True,True,True,True
e=9-6. e//9=,3,0,e=9-6,math,math,False,False,False,False,True,True,True,True,True,True,True,True
x=2+2. x-9=,4,-5,x=2+2,math,math,False,False,True,True,True,True,True,True,True,True,True,True
j=8*4. j//4=,32,8,j=8*4,math,math,False,False,False,True,True,True,True,True,True,True,True,True
q=8-9. q//1=,-1,-1,q=8-9,math,math,False,False,False,False,False,False,False,False,True,True,True,True
m=7*7. m*7=,49,343,m=7*7,math,math,False,False,False,False,True,True,True,True,True,True,True,True
t=8+3. t//7=,11,1,t=8+3,math,math,True,True,False,True,True,True,True,True,True,True,True,True
h=5-6. h-7=,-1,-8,h=5-6,math,math,False,False,False,False,True,True,True,True,True,True,True,True
y=1+6. y-3=,7,4,y=1+6,math,math,False,False,True,True,True,True,True,True,True,True,True,True
c=3-5. c+5=,-2,3,c=3-5,math,math,False,False,False,False,False,False,False,False,True,True,True,True
u=3*5. u+6=,15,21,u=3*5,math,math,False,False,False,False,True,True,True,True,True,True,True,True
u=4*6. u+9=,24,33,u=4*6,math,math,False,False,False,False,True,True,True,True,True,True,True,True
w=9*9. w//6=,81,13,w=9*9,math,math,False,False,False,False,True,True,True,True,True,True,True,True
t=2-9. t+4=,-7,-3,t=2-9,math,math,False,False,False,False,True,True,False,False,True,True,True,True
m=3//2. m//8=,1,0,m=3//2,math,math,True,True,False,False,True,True,True,True,True,True,True,True
x=1-1. x+5=,0,5,x=1-1,math,math,True,True,True,True,True,True,True,True,True,True,True,True
x=8-6. x*7=,2,14,x=8-6,math,math,True,True,False,False,True,True,True,True,True,True,True,True
y=2*6. y+9=,12,21,y=2*6,math,math,False,False,True,True,True,True,True,True,True,True,True,True
w=3*8. w+6=,24,30,w=3*8,math,math,False,False,True,True,True,True,True,True,True,True,True,True
j=4+4. j//1=,8,8,j=4+4,math,math,False,False,True,True,True,True,False,False,True,True,True,True
w=2-5. w//8=,-3,-1,w=2-5,math,math,False,False,False,False,False,False,False,False,False,False,True,True
s=6*5. s-1=,30,29,s=6*5,math,math,False,False,True,True,True,True,True,True,True,True,True,True
l=8-5. l-6=,3,-3,l=8-5,math,math,False,False,False,False,True,True,True,True,True,True,True,True
d=7*3. d-3=,21,18,d=7*3,math,math,False,False,True,True,False,False,True,True,True,True,True,True
a=1//8. a*4=,0,0,a=1//8,math,math,False,False,False,True,False,True,False,True,False,True,True,True
w=1*8. w//6=,8,1,w=1*8,math,math,True,True,False,True,True,True,True,True,True,True,True,True
o=3-8. o-6=,-5,-11,o=3-8,math,math,False,False,False,False,True,True,True,True,True,True,True,True
r=7*4. r*9=,28,252,r=7*4,math,math,False,False,True,True,True,True,True,True,True,True,True,True
j=7//1. j//2=,7,3,j=7//1,math,math,True,True,True,True,True,True,True,True,True,True,True,True
n=9-7. n//5=,2,0,n=9-7,math,math,False,False,False,False,True,True,True,True,True,True,True,True
g=4+9. g-7=,13,6,g=4+9,math,math,False,False,True,True,True,True,True,True,True,True,True,True
z=3+3. z+7=,6,13,z=3+3,math,math,False,False,False,False,True,True,True,True,True,True,True,True
b=8-5. b*3=,3,9,b=8-5,math,math,False,False,False,False,True,True,True,True,True,True,True,True
f=7+4. f//6=,11,1,f=7+4,math,math,True,True,False,False,True,True,True,True,True,True,True,True
z=2*1. z//4=,2,0,z=2*1,math,math,True,True,False,False,True,True,True,True,True,True,True,True
y=8+5. y*9=,13,117,y=8+5,math,math,False,False,False,False,True,True,True,True,True,True,True,True
w=4*1. w*8=,4,32,w=4*1,math,math,True,True,True,True,True,True,True,True,True,True,True,True
e=7+8. e*9=,15,135,e=7+8,math,math,False,False,False,False,True,True,True,True,True,True,True,True
u=5*6. u*8=,30,240,u=5*6,math,math,False,False,True,True,True,True,True,True,True,True,True,True
s=7+6. s*6=,13,78,s=7+6,math,math,False,False,False,False,True,True,False,False,True,True,True,True
z=4//4. z//8=,1,0,z=4//4,math,math,True,True,False,False,True,True,True,True,True,True,True,True
t=8+6. t*3=,14,42,t=8+6,math,math,False,False,False,False,True,True,True,True,True,True,True,True
p=1+9. p*5=,10,50,p=1+9,math,math,True,True,True,True,True,True,True,True,True,True,True,True
r=7*8. r*5=,56,280,r=7*8,math,math,False,False,True,True,True,True,True,True,True,True,True,True
j=5-4. j//8=,1,0,j=5-4,math,math,True,True,False,False,True,True,True,True,True,True,True,True
h=3+1. h-4=,4,0,h=3+1,math,math,False,False,True,True,True,True,False,False,True,True,True,True
u=2*1. u+3=,2,5,u=2*1,math,math,True,True,True,True,True,True,False,False,True,True,True,True
d=3-9. d+9=,-6,3,d=3-9,math,math,False,False,False,False,False,False,False,False,True,True,True,True
v=3//7. v*3=,0,0,v=3//7,math,math,False,False,False,False,False,False,False,False,True,True,True,True
u=9*4. u//4=,36,9,u=9*4,math,math,True,True,False,True,True,True,True,True,True,True,True,True
e=2*5. e//3=,10,3,e=2*5,math,math,False,False,False,False,True,True,True,True,True,True,True,True
j=3*4. j//4=,12,3,j=3*4,math,math,False,False,False,True,True,True,True,True,True,True,True,True
x=1-2. x-6=,-1,-7,x=1-2,math,math,False,False,False,False,True,True,False,False,True,True,True,True
n=8//4. n-2=,2,0,n=8//4,math,math,False,False,False,False,False,False,True,True,True,True,True,True
s=4*8. s*8=,32,256,s=4*8,math,math,False,False,True,True,True,True,True,True,True,True,True,True
u=4//2. u+2=,2,4,u=4//2,math,math,False,False,False,False,True,True,True,True,True,True,True,True
b=6-6. b//6=,0,0,b=6-6,math,math,True,True,True,True,True,True,False,False,True,True,True,True
f=9-5. f-4=,4,0,f=9-5,math,math,False,False,True,True,True,True,True,True,False,True,True,True
j=4+3. j-1=,7,6,j=4+3,math,math,False,False,True,True,True,True,True,True,True,True,True,True
k=2//2. k//3=,1,0,k=2//2,math,math,True,True,True,True,True,True,True,True,True,True,True,True
k=7//7. k+1=,1,2,k=7//7,math,math,False,False,False,False,True,True,True,True,True,True,True,True
n=8//3. n//7=,2,0,n=8//3,math,math,False,False,False,False,False,False,True,True,True,True,True,True
n=1+3. n*2=,4,8,n=1+3,math,math,False,False,True,True,True,True,True,True,True,True,True,True
e=6//8. e//2=,0,0,e=6//8,math,math,True,True,False,False,False,False,False,False,True,True,True,True
r=3*2. r+2=,6,8,r=3*2,math,math,False,False,True,True,True,True,True,True,True,True,True,True
k=8-3. k//1=,5,5,k=8-3,math,math,True,True,True,True,True,True,True,True,True,True,True,True
m=8*8. m*9=,64,576,m=8*8,math,math,False,False,False,False,True,True,True,True,True,True,True,True
z=8+4. z*2=,12,24,z=8+4,math,math,False,False,False,False,True,True,True,True,True,True,True,True
u=1//1. u+9=,1,10,u=1//1,math,math,True,True,False,False,True,True,True,True,True,True,True,True
b=3-1. b+8=,2,10,b=3-1,math,math,False,False,True,True,True,True,True,True,True,True,True,True
u=6*4. u*6=,24,144,u=6*4,math,math,False,False,False,False,True,True,True,True,True,True,True,True
f=8-1. f-7=,7,0,f=8-1,math,math,False,False,False,False,False,False,True,True,True,True,True,True
o=3+3. o//8=,6,0,o=3+3,math,math,True,True,False,False,True,True,True,True,True,True,True,True
c=1*5. c*7=,5,35,c=1*5,math,math,True,True,True,True,True,True,True,True,True,True,True,True
o=7*5. o-1=,35,34,o=7*5,math,math,False,False,True,True,True,True,True,True,True,True,True,True
t=5*3. t*5=,15,75,t=5*3,math,math,False,False,True,True,False,False,True,True,True,True,True,True
m=3+7. m-5=,10,5,m=3+7,math,math,False,False,True,True,True,True,True,True,True,True,True,True
b=2//5. b-2=,0,-2,b=2//5,math,math,False,False,False,False,True,True,False,False,True,True,True,True
h=2*6. h//6=,12,2,h=2*6,math,math,False,False,False,True,True,True,True,True,True,True,True,True
m=1*5. m+9=,5,14,m=1*5,math,math,True,True,True,True,True,True,True,True,True,True,True,True
t=5+3. t//5=,8,1,t=5+3,math,math,False,False,False,False,True,True,True,True,True,True,True,True
e=1*4. e+1=,4,5,e=1*4,math,math,True,True,True,True,True,True,True,True,True,True,True,True
q=6*7. q//7=,42,6,q=6*7,math,math,True,True,False,True,True,True,True,True,True,True,True,True
m=9+5. m*7=,14,98,m=9+5,math,math,False,False,False,False,True,True,True,True,True,True,True,True
x=8//3. x-6=,2,-4,x=8//3,math,math,False,False,False,False,False,False,False,False,True,True,False,False
q=9//2. q-6=,4,-2,q=9//2,math,math,False,False,False,False,False,False,False,False,False,False,False,False
d=1-9. d//9=,-8,-1,d=1-9,math,math,False,False,False,False,False,False,False,False,False,False,False,False
r=7//4. r*5=,1,5,r=7//4,math,math,False,False,False,True,False,True,False,False,True,True,False,False
e=8//5. e*9=,1,9,e=8//5,math,math,False,False,False,False,False,False,False,False,False,False,False,False
j=5//9. j*7=,0,0,j=5//9,math,math,False,False,False,False,False,False,False,False,False,False,False,False
z=1-9. z+7=,-8,-1,z=1-9,math,math,False,False,False,False,True,True,False,False,True,True,False,False
i=8//3. i+7=,2,9,i=8//3,math,math,False,False,False,False,False,False,True,True,True,True,False,False
y=1+4. y//7=,5,0,y=1+4,math,math,True,True,False,False,False,False,True,True,True,True,False,False
v=8//6. v//3=,1,0,v=8//6,math,math,False,False,False,False,False,False,False,False,False,False,False,False
m=4//6. m-3=,0,-3,m=4//6,math,math,False,False,False,False,False,False,False,False,False,False,False,False
g=4//8. g*5=,0,0,g=4//8,math,math,False,False,False,False,False,True,False,False,True,True,False,False
m=9//7. m-1=,1,0,m=9//7,math,math,False,False,False,False,False,False,True,True,False,False,False,False
q=2-9. q//2=,-7,-4,q=2-9,math,math,False,False,False,False,False,False,False,False,True,True,False,False
g=1//5. g+5=,0,5,g=1//5,math,math,False,False,False,True,False,False,True,True,True,True,False,False
r=1-9. r//5=,-8,-2,r=1-9,math,math,False,False,False,False,False,False,False,False,False,False,False,False
c=4//8. c*8=,0,0,c=4//8,math,math,False,False,False,False,False,False,False,False,True,True,False,False
q=2//3. q-3=,0,-3,q=2//3,math,math,False,False,False,False,False,False,False,False,True,True,False,False
h=1-9. h*9=,-8,-72,h=1-9,math,math,False,False,False,False,False,False,False,False,False,False,False,False
l=2//3. l-8=,0,-8,l=2//3,math,math,False,False,False,False,False,False,False,False,False,True,False,False
i=2-7. i//4=,-5,-2,i=2-7,math,math,False,False,False,False,False,False,False,False,False,False,False,False
p=7//8. p-6=,0,-6,p=7//8,math,math,False,False,False,False,False,False,False,False,False,False,False,False
q=5//4. q+2=,1,3,q=5//4,math,math,False,False,False,False,True,True,True,True,True,True,False,False
v=4//7. v+7=,0,7,v=4//7,math,math,False,False,False,False,False,False,False,False,True,True,False,False
n=4-8. n+6=,-4,2,n=4-8,math,math,False,True,False,False,False,False,False,False,False,False,False,False
k=5//5. k-4=,1,-3,k=5//5,math,math,False,False,False,False,False,False,False,False,False,False,False,False
q=1-6. q*2=,-5,-10,q=1-6,math,math,False,False,False,False,False,False,False,False,True,True,False,False
k=9//5. k//2=,1,0,k=9//5,math,math,True,True,False,False,True,True,False,False,True,True,False,False
l=1-7. l-5=,-6,-11,l=1-7,math,math,False,False,False,False,False,False,False,False,False,False,False,False
p=3//8. p*3=,0,0,p=3//8,math,math,False,False,False,False,False,False,False,False,False,False,False,False
e=3-5. e//5=,-2,-1,e=3-5,math,math,False,False,False,False,False,False,False,False,True,True,False,False
e=3//3. e//2=,1,0,e=3//3,math,math,True,True,False,False,False,False,False,False,True,True,False,False
p=1-8. p+4=,-7,-3,p=1-8,math,math,False,False,False,False,False,False,False,False,True,True,False,False
d=5//3. d+9=,1,10,d=5//3,math,math,False,False,False,False,False,False,False,False,True,True,False,False
l=1-5. l-5=,-4,-9,l=1-5,math,math,False,False,False,False,True,True,False,False,False,False,False,False
k=3//1. k//3=,3,1,k=3//1,math,math,False,False,True,True,True,True,True,True,True,True,False,False
s=8//5. s*3=,1,3,s=8//5,math,math,False,False,False,False,False,False,False,False,False,False,False,False
n=3-4. n*4=,-1,-4,n=3-4,math,math,False,False,False,False,False,False,False,False,False,False,False,False
n=4-5. n//9=,-1,-1,n=4-5,math,math,False,False,False,False,False,False,False,False,False,False,False,False
l=4+3. l//5=,7,1,l=4+3,math,math,True,True,True,True,True,True,True,True,True,True,False,False
b=2+4. b//9=,6,0,b=2+4,math,math,True,True,False,False,True,True,True,True,True,True,False,False
r=1+3. r//8=,4,0,r=1+3,math,math,True,True,False,False,True,True,True,True,True,True,False,False
e=9//6. e*2=,1,2,e=9//6,math,math,False,False,False,False,False,False,False,False,False,False,False,False
k=1//6. k-2=,0,-2,k=1//6,math,math,False,False,False,False,False,False,False,False,False,False,False,False
l=6-7. l*8=,-1,-8,l=6-7,math,math,False,False,False,False,False,False,False,False,False,False,False,False
c=3+4. c//8=,7,0,c=3+4,math,math,True,True,False,False,True,True,True,True,True,True,False,False
s=1//7. s-2=,0,-2,s=1//7,math,math,False,False,False,False,False,False,False,False,False,False,False,False
m=8+9. m//9=,17,1,m=8+9,math,math,False,False,False,True,True,True,True,True,True,True,False,False
c=8//8. c*9=,1,9,c=8//8,math,math,False,False,False,False,False,False,True,True,False,False,False,False
s=5//8. s*5=,0,0,s=5//8,math,math,False,False,False,False,False,False,True,True,False,False,False,False
v=1//4. v-8=,0,-8,v=1//4,math,math,False,False,False,False,False,False,False,False,False,False,False,False
g=1//6. g*6=,0,0,g=1//6,math,math,False,False,False,False,False,False,False,False,True,True,False,False
f=9-3. f//7=,6,0,f=9-3,math,math,False,False,False,False,True,True,True,True,True,True,False,False
e=2-7. e//4=,-5,-2,e=2-7,math,math,False,False,False,False,False,False,False,False,False,False,False,False
k=6-8. k-2=,-2,-4,k=6-8,math,math,False,False,False,False,False,False,False,False,False,False,False,False
v=9//2. v*3=,4,12,v=9//2,math,math,False,False,False,False,False,False,True,True,True,True,False,False
w=2//1. w*3=,2,6,w=2//1,math,math,True,True,True,True,True,True,True,True,True,True,False,False
x=1+7. x//7=,8,1,x=1+7,math,math,True,True,True,True,True,True,False,False,True,True,False,False
e=1//9. e*6=,0,0,e=1//9,math,math,False,False,False,False,False,False,True,True,False,True,False,False
p=3//6. p*8=,0,0,p=3//6,math,math,False,False,False,False,False,False,False,False,True,True,False,False
s=9-7. s//5=,2,0,s=9-7,math,math,False,False,False,False,True,True,True,True,True,True,False,False
o=2//6. o-6=,0,-6,o=2//6,math,math,False,False,False,False,False,False,False,False,False,False,False,False
k=7//2. k-9=,3,-6,k=7//2,math,math,False,False,False,False,False,False,False,False,False,False,False,False
g=9+1. g//3=,10,3,g=9+1,math,math,True,True,False,False,True,True,True,True,True,True,False,False
t=5//8. t-6=,0,-6,t=5//8,math,math,False,False,False,False,False,False,False,False,True,True,False,False
w=5//9. w//4=,0,0,w=5//9,math,math,False,False,False,False,False,False,False,False,True,True,False,False
o=1-7. o-2=,-6,-8,o=1-7,math,math,False,False,False,False,False,False,False,False,True,True,False,False
i=9//5. i-9=,1,-8,i=9//5,math,math,False,False,False,False,False,False,False,False,False,False,False,False
z=4-7. z*9=,-3,-27,z=4-7,math,math,False,False,False,False,False,False,False,False,True,True,False,False
a=2-5. a+4=,-3,1,a=2-5,math,math,False,False,False,False,True,True,True,True,True,True,False,False
q=5//3. q-1=,1,0,q=5//3,math,math,False,False,False,False,False,False,True,True,True,True,False,False
z=8-3. z//7=,5,0,z=8-3,math,math,False,False,False,False,False,False,True,True,False,False,False,False
f=9//8. f//8=,1,0,f=9//8,math,math,False,False,True,True,False,False,False,False,True,True,False,False
d=2//6. d*6=,0,0,d=2//6,math,math,False,False,False,False,False,False,False,False,False,False,False,False
x=1-7. x//5=,-6,-2,x=1-7,math,math,False,False,False,False,False,False,False,False,False,False,False,False
q=8-8. q-2=,0,-2,q=8-8,math,math,False,False,False,False,False,False,False,False,True,True,False,False
o=3-6. o-3=,-3,-6,o=3-6,math,math,False,False,False,False,False,False,True,True,True,True,False,False
m=1-6. m-2=,-5,-7,m=1-6,math,math,False,False,False,False,False,False,True,True,False,False,False,False
u=6//2. u-7=,3,-4,u=6//2,math,math,False,False,False,False,True,True,False,False,True,True,False,False
y=2//1. y-3=,2,-1,y=2//1,math,math,False,False,False,False,False,False,True,True,True,True,False,False
n=2-9. n-8=,-7,-15,n=2-9,math,math,False,False,False,False,False,False,False,False,False,False,False,False
u=1-5. u//1=,-4,-4,u=1-5,math,math,False,False,False,False,False,False,False,False,False,False,False,False
r=7+3. r//4=,10,2,r=7+3,math,math,False,False,False,True,False,False,True,True,True,True,False,False
e=7//6. e-7=,1,-6,e=7//6,math,math,False,False,False,False,False,False,False,False,False,False,False,False
j=5-6. j//5=,-1,-1,j=5-6,math,math,False,False,False,False,False,False,True,True,True,True,False,False
y=9//6. y+2=,1,3,y=9//6,math,math,False,False,True,True,True,True,True,True,True,True,False,False
t=8//5. t*9=,1,9,t=8//5,math,math,False,False,False,False,False,False,False,False,False,False,False,False
g=7//6. g-7=,1,-6,g=7//6,math,math,False,False,False,False,False,False,False,False,False,False,False,False
q=4-7. q//8=,-3,-1,q=4-7,math,math,False,False,False,False,False,False,False,False,True,True,False,False
o=9//8. o+3=,1,4,o=9//8,math,math,False,False,False,False,False,False,True,True,False,False,False,False
k=2-3. k-1=,-1,-2,k=2-3,math,math,False,False,False,False,False,False,True,True,True,True,False,False
g=6//8. g*4=,0,0,g=6//8,math,math,False,False,False,False,False,False,False,False,False,False,False,False
r=9-2. r//3=,7,2,r=9-2,math,math,False,False,False,False,False,False,True,True,True,True,False,False
v=7-3. v//4=,4,1,v=7-3,math,math,False,False,True,True,True,True,True,True,True,True,False,False
l=2-8. l*9=,-6,-54,l=2-8,math,math,False,False,False,False,True,True,False,False,False,True,False,False
l=1-8. l*8=,-7,-56,l=1-8,math,math,False,False,False,False,False,False,False,False,True,True,False,False
u=8-5. u-4=,3,-1,u=8-5,math,math,False,False,False,False,False,False,True,True,False,False,False,False
h=6//9. h*3=,0,0,h=6//9,math,math,False,False,False,False,False,False,False,False,True,True,False,False
x=8-2. x//7=,6,0,x=8-2,math,math,False,False,True,True,True,True,True,True,False,False,False,False
c=4//3. c*9=,1,9,c=4//3,math,math,False,False,False,False,False,False,False,False,False,False,False,False
(8//1)-5=,8,3,(8//1),math_novar,math_novar,True,True,True,True,True,True,True,True,True,True,True,True
(1-7)+9=,-6,3,(1-7),math_novar,math_novar,False,False,False,False,True,True,False,False,True,True,True,True
(1+7)+2=,8,10,(1+7),math_novar,math_novar,True,True,True,True,True,True,True,True,True,True,True,True
(2*5)//2=,10,5,(2*5),math_novar,math_novar,True,True,True,True,True,True,True,True,True,True,True,True
(9+1)*5=,10,50,(9+1),math_novar,math_novar,True,True,True,True,True,True,True,True,True,True,True,True
(4*1)-5=,4,-1,(4*1),math_novar,math_novar,False,False,False,False,True,True,True,True,False,True,True,True
(6-6)+5=,0,5,(6-6),math_novar,math_novar,False,False,True,True,True,True,True,True,True,True,True,True
(6-1)-3=,5,2,(6-1),math_novar,math_novar,False,False,True,True,True,True,True,True,True,True,True,True
(7*6)*7=,42,294,(7*6),math_novar,math_novar,False,False,True,True,True,True,True,True,True,True,True,True
(9*1)//2=,9,4,(9*1),math_novar,math_novar,True,True,False,True,True,True,True,True,True,True,True,True
(8//3)//4=,2,0,(8//3),math_novar,math_novar,False,False,False,False,True,True,False,False,True,True,True,True
(1*8)-1=,8,7,(1*8),math_novar,math_novar,True,True,True,True,True,True,True,True,True,True,True,True
(9+6)+4=,15,19,(9+6),math_novar,math_novar,False,False,True,True,True,True,True,True,True,True,True,True
(7+9)*3=,16,48,(7+9),math_novar,math_novar,False,False,False,False,True,True,True,True,True,True,True,True
(4-7)+7=,-3,4,(4-7),math_novar,math_novar,False,False,True,True,True,True,True,True,True,True,True,True
(4//2)*8=,2,16,(4//2),math_novar,math_novar,False,False,True,True,True,True,True,True,True,True,True,True
(5+6)+9=,11,20,(5+6),math_novar,math_novar,False,False,True,True,True,True,True,True,True,True,True,True
(8//3)//5=,2,0,(8//3),math_novar,math_novar,False,False,False,False,True,True,False,False,True,True,True,True
(8*3)//5=,24,4,(8*3),math_novar,math_novar,False,False,False,True,True,True,True,True,True,True,True,True
(1+9)-4=,10,6,(1+9),math_novar,math_novar,False,False,True,True,True,True,True,True,True,True,True,True
(2*7)//8=,14,1,(2*7),math_novar,math_novar,False,False,False,True,True,True,True,True,True,True,True,True
(4//7)-8=,0,-8,(4//7),math_novar,math_novar,False,False,False,False,False,False,False,False,True,True,True,True
(9*6)//6=,54,9,(9*6),math_novar,math_novar,True,True,True,True,True,True,True,True,True,True,True,True
(9+4)-3=,13,10,(9+4),math_novar,math_novar,True,True,True,True,True,True,True,True,True,True,True,True
(9+1)*1=,10,10,(9+1),math_novar,math_novar,True,True,True,True,True,True,True,True,True,True,True,True
(1*3)//1=,3,3,(1*3),math_novar,math_novar,False,False,True,True,True,True,True,True,True,True,True,True
(5+5)-4=,10,6,(5+5),math_novar,math_novar,True,True,True,True,True,True,True,True,True,True,True,True
(5*8)+3=,40,43,(5*8),math_novar,math_novar,True,True,True,True,True,True,True,True,True,True,True,True
(2-2)+3=,0,3,(2-2),math_novar,math_novar,True,True,True,True,True,True,True,True,True,True,True,True
(8-3)-3=,5,2,(8-3),math_novar,math_novar,False,False,True,True,True,True,True,True,True,True,True,True
(2//9)//3=,0,0,(2//9),math_novar,math_novar,True,True,False,False,True,True,False,False,True,True,True,True
(2-9)//4=,-7,-2,(2-9),math_novar,math_novar,False,False,False,False,True,True,True,True,True,True,True,True
(6+2)-9=,8,-1,(6+2),math_novar,math_novar,False,False,False,False,False,False,True,True,True,True,True,True
(2//1)+3=,2,5,(2//1),math_novar,math_novar,False,False,False,False,True,True,True,True,True,True,True,True
(7*8)*1=,56,56,(7*8),math_novar,math_novar,True,True,True,True,True,True,True,True,True,True,True,True
(7*2)+4=,14,18,(7*2),math_novar,math_novar,False,False,True,True,True,True,True,True,True,True,True,True
(3+3)-6=,6,0,(3+3),math_novar,math_novar,True,True,False,False,True,True,True,True,True,True,True,True
