Spanish_Noun,English_Noun,Article,Predicted_Article,Article_Correct,Predicted_Noun,Noun_Correct,Predicted_Noun_Wrong_Article,Noun_Wrong_Article_Correct,Prob_Article,Prob_Noun,Prob_Noun_Wrong_Article,IC_Spanish_Noun,IC_English_Noun,IC_Article,IC_Description,Description
blusa,blouse,la,el,False,cam,False,sost,False,0.48828125,0.451171875,0.455078125,bellota,acorn,la,El fruto del roble que comen las ardillas es la bellota,El fruto del roble que comen las ardillas es la bellota. La prenda femenina que cubre el torso es
arándano,blueberry,el,el,True,u,False,u,False,0.6171875,0.296875,0.66796875,tambor,drum,el,El instrumento musical que golpeas con palitos es el tambor,El instrumento musical que golpeas con palitos es el tambor. La fruta pequeña azul que crece en arbustos es
bota,boot,la,el,False,z,False,cal,False,0.62109375,0.314453125,0.52734375,espárrago,asparagus,el,La verdura verde larga y delgada es el espárrago,La verdura verde larga y delgada es el espárrago. El calzado alto que cubre el tobillo es
pulsera,bracelet,la,un,False,pul,True,collar,False,0.359375,0.9375,0.462890625,cabra,goat,la,El animal con cuernos que come hierba y da leche es la cabra,El animal con cuernos que come hierba y da leche es la cabra. La joya que usas en la muñeca es
cubeta,bucket,la,el,False,o,False,s,False,0.63671875,0.375,0.1865234375,espagueti,spaghetti,el,La pasta larga y delgada que enrollas con tenedor es el espagueti,La pasta larga y delgada que enrollas con tenedor es el espagueti. El recipiente hondo que usas para cargar agua es
abejorro,bumblebee,el,el,True,mosquito,False,ab,True,0.8671875,0.193359375,0.9296875,refrigerador,refrigerator,el,El electrodoméstico que mantiene fría la comida es el refrigerador,El electrodoméstico que mantiene fría la comida es el refrigerador. El insecto peludo que zumba y hace miel es
botón,button,el,el,True,c,False,c,False,0.60546875,0.201171875,0.18359375,palillos,chopsticks,los,Los utensilios de madera que usan en Asia para comer son los palillos,Los utensilios de madera que usan en Asia para comer son los palillos. La pieza redonda que cierra la ropa es
café,cafe,el,el,True,com,False,mesa,False,0.51171875,0.2265625,0.84375,caballete,easel,el,El soporte de madera donde los pintores ponen lienzos es el caballete,El soporte de madera donde los pintores ponen lienzos es el caballete. El lugar donde bebes café y comes pasteles es
cárdigan,cardigan,el,un,False,su,False,cam,False,0.71484375,0.2021484375,0.310546875,murciélago,bat,el,El animal que vuela de noche y cuelga boca abajo es el murciélago,El animal que vuela de noche y cuelga boca abajo es el murciélago. El suéter abierto al frente con botones es
alfombra,carpet,la,el,False,,True,su,False,0.64453125,0.1865234375,0.55859375,bigote,moustache,el,El pelo que crece arriba del labio superior es el bigote,El pelo que crece arriba del labio superior es el bigote. La tela gruesa que cubre el piso es
castillo,castle,el,el,True,pal,False,c,True,0.427734375,0.51171875,0.283203125,jarra,jug,la,El recipiente grande con asa para líquidos es la jarra,El recipiente grande con asa para líquidos es la jarra. La fortaleza donde vivían los reyes es
cueva,cave,la,el,False,c,True,mar,False,0.431640625,0.298828125,0.3125,arena,sand,la,Los granos pequeños que cubren las playas es la arena,Los granos pequeños que cubren las playas es la arena. El hueco natural en las rocas o montañas es
violonchelo,cello,el,el,True,viol,True,guitar,False,0.400390625,0.419921875,0.5703125,bigote,moustache,el,El pelo que crece arriba del labio superior es el bigote,El pelo que crece arriba del labio superior es el bigote. El instrumento de cuerdas grande que tocas sentado es
cucaracha,cockroach,la,el,False,pul,False,mosquito,False,0.69140625,0.32421875,0.244140625,balsa,raft,la,La embarcación simple hecha de troncos es la balsa,La embarcación simple hecha de troncos es la balsa. El insecto marrón que aparece en cocinas sucias es
potro,colt,el,el,True,cab,False,cab,False,0.6953125,0.3046875,0.0830078125,sillón,armchair,el,El asiento cómodo con brazos donde te relajas es el sillón,El asiento cómodo con brazos donde te relajas es el sillón. El caballo joven que aún no está entrenado es
maíz,corn,el,el,True,cereal,False,g,False,0.6640625,0.11279296875,0.40625,galleta,cookie,la,El dulce crujiente que horneas en la cocina es la galleta,El dulce crujiente que horneas en la cocina es la galleta. El cereal amarillo con granos en mazorca es
vaca,cow,la,el,False,vac,True,mam,False,0.69921875,0.251953125,0.0517578125,foco,bulb,el,El objeto que produce luz eléctrica es el foco,El objeto que produce luz eléctrica es el foco. El animal que da leche y hace muu es
coyote,coyote,el,el,True,t,False,z,False,0.6953125,0.138671875,0.039794921875,banqueta,sidewalk,la,El camino peatonal junto a la calle es la banqueta,El camino peatonal junto a la calle es la banqueta. El animal salvaje parecido al lobo es
arándano rojo,cranberry,el,el,True,man,False,man,False,0.55078125,0.2041015625,0.2890625,celular,cellphone,el,El teléfono portátil que llevas en el bolsillo es el celular,El teléfono portátil que llevas en el bolsillo es el celular. La fruta ácida roja que comes en Navidad es
sótano,crawlspace,el,el,True,j,False,arena,False,0.546875,0.1962890625,0.322265625,arena,sand,la,Los granos pequeños que cubren las playas es la arena,Los granos pequeños que cubren las playas es la arena. El espacio bajo la casa donde apenas puedes gatear es
croissant,croissant,el,un,False,pan,False,mon,False,0.48046875,0.435546875,0.1298828125,cobra,cobra,la,La serpiente venenosa que puede expandir su cuello es la cobra,La serpiente venenosa que puede expandir su cuello es la cobra. El pan francés en forma de media luna es
narciso,daffodil,el,el,True,j,False,prim,False,0.400390625,0.052734375,0.1591796875,prismáticos,binoculars,los,El instrumento óptico que usas para ver cosas lejanas son los prismáticos,El instrumento óptico que usas para ver cosas lejanas son los prismáticos. La flor amarilla que anuncia la primavera es
daga,dagger,la,un,False,c,False,c,False,0.3359375,0.283203125,0.29296875,sidra,cider,la,La bebida hecha con jugo de manzana fermentado es la sidra,La bebida hecha con jugo de manzana fermentado es la sidra. El arma blanca corta con doble filo es
delfín,dolphin,el,el,True,d,True,ball,False,0.67578125,0.328125,0.54296875,galleta,cookie,la,El dulce crujiente que horneas en la cocina es la galleta,El dulce crujiente que horneas en la cocina es la galleta. El mamífero marino inteligente que salta es
dona,doughnut,la,el,False,c,False,dul,False,0.490234375,0.1474609375,0.09765625,cómoda,dresser,la,El mueble con cajones donde guardas ropa es la cómoda,El mueble con cajones donde guardas ropa es la cómoda. El dulce frito en forma de anillo es
cajones,drawers,los,los,True,bols,False,bols,False,0.4921875,0.76953125,0.478515625,chal,shawl,el,La prenda que te pones sobre los hombros es el chal,La prenda que te pones sobre los hombros es el chal. Los compartimentos que jalas para guardar cosas son
cómoda,dresser,la,el,False,c,True,arm,False,0.75390625,0.47265625,0.6171875,árbol,tree,el,La planta grande con tronco y ramas es el árbol,La planta grande con tronco y ramas es el árbol. El mueble con cajones donde guardas ropa es
tambor,drum,el,el,True,b,False,b,False,0.87109375,0.373046875,0.796875,violín,violin,el,El instrumento de cuerdas que tocas con arco es el violín,El instrumento de cuerdas que tocas con arco es el violín. El instrumento musical que golpeas con palitos es
baqueta,drumstick,la,un,False,c,False,mismo,False,0.482421875,0.3046875,0.287109375,castillo,castle,el,La fortaleza donde vivían los reyes es el castillo,La fortaleza donde vivían los reyes es el castillo. El palo que usas para tocar la batería es
lóbulo,earlobe,el,el,True,p,False,ore,False,0.61328125,0.1982421875,0.142578125,puercoespín,porcupine,el,El animal con púas que se enrolla cuando se asusta es el puercoespín,El animal con púas que se enrolla cuando se asusta es el puercoespín. La parte blanda de abajo de la oreja es
arete,earring,el,el,True,o,False,per,False,0.408203125,0.259765625,0.0791015625,mosca,housefly,la,El insecto molesto que zumba en casa es la mosca,El insecto molesto que zumba en casa es la mosca. La joya que cuelga de las orejas es
huella digital,fingerprint,la,el,False,hu,True,pul,False,0.5703125,0.59375,0.11865234375,pistola,handgun,la,El arma de fuego pequeña que se usa con una mano es la pistola,El arma de fuego pequeña que se usa con una mano es la pistola. La marca única que dejan tus dedos es
banquito,footstool,el,el,True,p,False,c,False,0.58203125,0.1533203125,0.2119140625,espadaña,cattail,la,La planta alta que crece en pantanos es la espadaña,La planta alta que crece en pantanos es la espadaña. El asiento bajo donde apoyas los pies es
garaje,garage,el,el,True,__,False,base,False,0.5234375,0.06884765625,0.1376953125,tronco,log,el,La madera redonda que cortas del árbol es el tronco,La madera redonda que cortas del árbol es el tronco. El lugar donde guardas el auto es
portón,gate,el,de,False,portal,False,pu,False,0.271484375,0.08935546875,0.8671875,canicas,marbles,las,Las esferas de vidrio con las que juegan niños son las canicas,Las esferas de vidrio con las que juegan niños son las canicas. La puerta grande que cierra el patio es
toronja,grapefruit,la,el,False,n,False,lim,False,0.8203125,0.72265625,0.77734375,cubeta,bucket,la,El recipiente hondo que usas para cargar agua es la cubeta,El recipiente hondo que usas para cargar agua es la cubeta. La fruta cítrica grande de sabor amargo es
sierra,hacksaw,la,el,False,si,True,c,False,0.359375,0.390625,0.486328125,serpiente,snake,la,El reptil largo sin patas que se arrastra es la serpiente,El reptil largo sin patas que se arrastra es la serpiente. La herramienta dentada que corta metal es
redecilla,hairnet,la,el,False,s,False,pan,False,0.447265625,0.3046875,0.07080078125,cubeta,bucket,la,El recipiente hondo que usas para cargar agua es la cubeta,El recipiente hondo que usas para cargar agua es la cubeta. La red que cubre el cabello para cocinar es
avispa,hornet,la,el,False,mar,False,mosquito,False,0.76171875,0.78515625,0.828125,bufanda,scarf,la,La prenda larga que te enrollas en el cuello es la bufanda,La prenda larga que te enrollas en el cuello es la bufanda. El insecto volador que pica fuerte es
mosca,housefly,la,el,False,pul,False,mosquito,False,0.90625,0.34765625,0.5078125,pimentón,paprika,el,La especia roja en polvo que sazona la comida es el pimentón,La especia roja en polvo que sazona la comida es el pimentón. El insecto molesto que zumba en casa es
colibrí,hummingbird,el,el,True,p,False,pal,False,0.8671875,0.333984375,0.71484375,águila,eagle,el,El ave rapaz grande con vista muy aguda es el águila,El ave rapaz grande con vista muy aguda es el águila. El ave pequeña que mueve las alas muy rápido es
iceberg,iceberg,el,un,False,h,False,masa,False,0.3125,0.2099609375,0.2470703125,oreja,ear,la,La parte del cuerpo con la que escuchas sonidos es la oreja,La parte del cuerpo con la que escuchas sonidos es la oreja. La masa de hielo que flota en el océano es
carámbano,icicle,el,un,False,resultado,False,cond,False,0.7109375,0.734375,0.1298828125,termómetro,thermometer,el,El instrumento que mide la temperatura es el termómetro,El instrumento que mide la temperatura es el termómetro. El hielo colgante que se forma en el techo es
isla,island,la,el,False,ti,False,mar,False,0.78515625,0.3671875,0.66015625,vodka,vodka,el,La bebida alcohólica transparente muy fuerte es el vodka,La bebida alcohólica transparente muy fuerte es el vodka. La tierra rodeada de agua por todos lados es
mandíbula,jawbone,la,el,False,mand,True,max,False,0.9453125,0.9765625,0.94140625,gorila,gorilla,el,El simio grande y fuerte que vive en la selva es el gorila,El simio grande y fuerte que vive en la selva es el gorila. El hueso que mueve la boca para masticar es
joya,jewel,la,el,False,pied,False,diam,False,0.6953125,0.189453125,0.7578125,maleta,suitcase,la,El equipaje donde guardas ropa para viajar es la maleta,El equipaje donde guardas ropa para viajar es la maleta. La piedra preciosa brillante y valiosa es
jarra,jug,la,el,False,bot,False,recip,False,0.625,0.2177734375,0.09619140625,pala,shovel,la,La herramienta que usas para cavar hoyos es la pala,La herramienta que usas para cavar hoyos es la pala. El recipiente grande con asa para líquidos es
queroseno,kerosene,el,el,True,gas,False,gas,False,0.86328125,0.384765625,0.921875,arándano,blueberry,el,La fruta pequeña azul que crece en arbustos es el arándano,La fruta pequeña azul que crece en arbustos es el arándano. El combustible líquido que usas en lámparas es
riñón,kidney,el,el,True,ri,True,méd,False,0.9453125,0.5078125,0.29296875,pollito,chick,el,El bebé de la gallina que hace pío es el pollito,El bebé de la gallina que hace pío es el pollito. El órgano que filtra la sangre en tu cuerpo es
tapa,lid,la,un,False,tap,True,recip,False,0.400390625,0.6171875,0.8046875,cámara,camera,la,El aparato que usas para tomar fotografías es la cámara,El aparato que usas para tomar fotografías es la cámara. La cubierta que cierra frascos y ollas es
faro,lighthouse,el,el,True,far,True,l,False,0.486328125,0.94921875,0.59765625,ballena,whale,la,El mamífero marino gigante que expulsa agua es la ballena,El mamífero marino gigante que expulsa agua es la ballena. La torre con luz que guía barcos en la noche es
lima,lime,la,el,False,lim,True,lim,True,0.65234375,0.6328125,0.953125,tetera,teapot,la,La vasija con pico donde preparas té es la tetera,La vasija con pico donde preparas té es la tetera. La fruta cítrica verde pequeña es
pelusa,lint,la,un,False,,True,h,False,0.41796875,0.09375,0.041748046875,sushi,sushi,el,El platillo japonés de pescado crudo es el sushi,El platillo japonés de pescado crudo es el sushi. Los hilitos que se acumulan en la ropa es
león,lion,el,el,True,t,False,le,True,0.6640625,0.296875,0.283203125,codo,elbow,el,La articulación que une el brazo con el antebrazo es el codo,La articulación que une el brazo con el antebrazo es el codo. El felino grande que ruge y tiene melena es
labio,lip,el,el,True,c,False,parte,False,0.494140625,0.134765625,0.08203125,chimenea,chimney,la,La estructura por donde sale el humo de la casa es la chimenea,La estructura por donde sale el humo de la casa es la chimenea. El borde carnoso de la boca es
tronco,log,el,el,True,tr,True,m,False,0.8828125,0.59765625,0.4453125,pasa,raisin,la,La uva seca y arrugada que comes como dulce es la pasa,La uva seca y arrugada que comes como dulce es la pasa. La madera redonda que cortas del árbol es
paleta,lollipop,la,un,False,parte,False,corazón,False,0.671875,0.125,0.400390625,pecho,chest,el,La parte frontal del torso es el pecho,La parte frontal del torso es el pecho. El dulce redondo en un palito es
macarrón,macaroon,el,el,True,coco,False,m,True,0.546875,0.11083984375,0.08349609375,caballete,easel,el,El soporte de madera donde los pintores ponen lienzos es el caballete,El soporte de madera donde los pintores ponen lienzos es el caballete. El dulce pequeño hecho con coco es
canicas,marbles,las,de,False,que,False,objetos,False,0.169921875,0.6015625,0.3671875,dedo,finger,el,La parte alargada de la mano que usas para señalar es el dedo,La parte alargada de la mano que usas para señalar es el dedo. Las esferas de vidrio con las que juegan niños son
máscara,mask,la,el,False,má,True,cas,False,0.6328125,0.341796875,0.75390625,lanza,spear,la,El arma larga con punta que usaban los guerreros es la lanza,El arma larga con punta que usaban los guerreros es la lanza. La cubierta que oculta o protege tu cara es
cerillo,matchstick,el,el,True,pal,False,m,False,0.625,0.388671875,0.2255859375,loro,parrot,el,El ave tropical colorida que puede imitar palabras es el loro,El ave tropical colorida que puede imitar palabras es el loro. El palito que enciendes para hacer fuego es
mayonesa,mayo,la,el,False,m,True,m,True,0.546875,0.59765625,0.244140625,pimentón,paprika,el,La especia roja en polvo que sazona la comida es el pimentón,La especia roja en polvo que sazona la comida es el pimentón. La salsa blanca cremosa que pones en tortas es
meteoro,meteor,el,el,True,meteor,True,estr,False,0.59765625,0.55078125,0.10546875,sierra,hacksaw,la,La herramienta dentada que corta metal es la sierra,La herramienta dentada que corta metal es la sierra. La roca espacial que se quema al entrar a la atmósfera es
montaña,mountain,la,un,False,que,False,braz,False,0.203125,0.11865234375,0.040771484375,brazo,arm,el,La extremidad que va del hombro a la mano es el brazo,La extremidad que va del hombro a la mano es el brazo. La elevación natural muy alta de tierra es
bigote,moustache,el,el,True,pelo,False,bar,False,0.78125,0.1953125,0.09375,perro caliente,hotdog,el,La salchicha en pan que vendes en puestos callejeros es el perro caliente,La salchicha en pan que vendes en puestos callejeros es el perro caliente. El pelo que crece arriba del labio superior es
rata almizclera,muskrat,la,un,False,r,True,r,True,0.5,0.625,0.490234375,maleta,suitcase,la,El equipaje donde guardas ropa para viajar es la maleta,El equipaje donde guardas ropa para viajar es la maleta. El roedor que vive cerca del agua es
collar,necklace,el,una,False,c,True,c,True,0.36328125,0.52734375,0.310546875,cuello,neck,el,La parte del cuerpo que conecta la cabeza con el tronco es el cuello,La parte del cuerpo que conecta la cabeza con el tronco es el cuello. La joya que usas alrededor del cuello es
corbata,necktie,la,el,False,pul,False,collar,False,0.45703125,0.46875,0.72265625,árbol,tree,el,La planta grande con tronco y ramas es el árbol,La planta grande con tronco y ramas es el árbol. La prenda elegante que atas en el cuello es
club nocturno,nightclub,el,el,True,ba,False,c,True,0.5078125,0.1376953125,0.26953125,barba,beard,la,El pelo que crece en la cara de los hombres es la barba,El pelo que crece en la cara de los hombres es la barba. El lugar donde bailas y bebes de noche es
clip,paperclip,el,el,True,c,True,c,True,0.8203125,0.27734375,0.625,lanza,spear,la,El arma larga con punta que usaban los guerreros es la lanza,El arma larga con punta que usaban los guerreros es la lanza. El alambre doblado que sujeta papeles es
pelícano,pelican,el,el,True,p,True,pal,False,0.56640625,0.1728515625,0.369140625,taza,cup,la,El recipiente pequeño donde bebes café o té es la taza,El recipiente pequeño donde bebes café o té es la taza. El ave grande con bolsa en el pico es
directorio telefónico,phonebook,el,un,False,"""",False,gu,False,0.41796875,0.10107421875,0.2138671875,caimán,alligator,el,El reptil grande con mandíbulas poderosas es el caimán,El reptil grande con mandíbulas poderosas es el caimán. El libro donde buscas números de teléfono es
pastillero,pillbox,el,el,True,fr,False,c,False,0.35546875,0.11865234375,0.326171875,isla,island,la,La tierra rodeada de agua por todos lados es la isla,La tierra rodeada de agua por todos lados es la isla. La cajita donde guardas medicamentos es
destapacaños,plunger,el,un,False,c,False,ll,False,0.65234375,0.1708984375,0.1923828125,codo,elbow,el,La articulación que une el brazo con el antebrazo es el codo,La articulación que une el brazo con el antebrazo es el codo. La herramienta que destapa tuberías tapadas es
pirámide,pyramid,la,un,False,pir,True,far,False,0.51171875,0.275390625,0.6015625,cactus,cactus,el,La planta espinosa que crece en el desierto es el cactus,La planta espinosa que crece en el desierto es el cactus. La construcción triangular de los faraones es
pitón,python,la,el,False,cola,False,ser,False,0.5234375,0.310546875,0.0986328125,cola,tail,la,La extremidad trasera que mueven los animales es la cola,La extremidad trasera que mueven los animales es la cola. La serpiente grande que aplasta a sus presas es
auto de carreras,racecar,el,el,True,autom,False,bic,False,0.65625,0.08740234375,0.11669921875,avispa,hornet,la,El insecto volador que pica fuerte es la avispa,El insecto volador que pica fuerte es la avispa. El vehículo veloz que compite en pistas es
secuoya,redwood,la,el,False,pal,False,pl,False,0.9765625,0.8515625,0.78515625,plátano,banana,el,La fruta amarilla y alargada que comen los monos es el plátano,La fruta amarilla y alargada que comen los monos es el plátano. El árbol gigante que puede vivir miles de años es
caja torácica,ribcage,la,el,False,c,True,pul,False,0.64453125,0.2119140625,0.515625,recogedor,dustpan,el,El utensilio plano que usas con la escoba para recoger basura es el recogedor,El utensilio plano que usas con la escoba para recoger basura es el recogedor. Los huesos curvos que protegen tus pulmones es
capullo de rosa,rosebud,el,una,False,p,False,rosa,False,0.26953125,0.0537109375,0.875,langostino,crayfish,el,El crustáceo pequeño parecido a la langosta es el langostino,El crustáceo pequeño parecido a la langosta es el langostino. La rosa que aún no se ha abierto completamente es
castillo de arena,sandcastle,el,un,False,ch,False,playa,False,0.52734375,0.045166015625,0.15234375,chal,shawl,el,La prenda que te pones sobre los hombros es el chal,La prenda que te pones sobre los hombros es el chal. La construcción que haces en la playa es
patineta,scooter,la,el,False,s,False,p,True,0.515625,0.38671875,0.224609375,buzón,mailbox,el,La caja donde el cartero deja las cartas es el buzón,La caja donde el cartero deja las cartas es el buzón. El vehículo pequeño de dos ruedas que empujas es
caracola,seashell,la,el,False,...,False,oc,False,0.61328125,0.099609375,0.2001953125,bufanda,scarf,la,La prenda larga que te enrollas en el cuello es la bufanda,La prenda larga que te enrollas en el cuello es la bufanda. La casa dura de los animales marinos es
estante,shelf,el,el,True,est,True,bibli,False,0.4140625,0.1767578125,0.451171875,castillo,castle,el,La fortaleza donde vivían los reyes es el castillo,La fortaleza donde vivían los reyes es el castillo. La tabla horizontal donde pones libros es
escopeta,shotgun,la,el,False,b,False,ar,False,0.515625,0.054931640625,0.0546875,cárdigan,cardigan,el,El suéter abierto al frente con botones es el cárdigan,El suéter abierto al frente con botones es el cárdigan. El arma larga que dispara muchos perdigones es
patillas,sideburns,las,las,True,ore,False,o,False,0.55078125,0.369140625,0.38671875,puercoespín,porcupine,el,El animal con púas que se enrolla cuando se asusta es el puercoespín,El animal con púas que se enrolla cuando se asusta es el puercoespín. El pelo que crece a los lados de las mejillas son
banqueta,sidewalk,la,un,False,calle,False,p,False,0.1767578125,0.296875,0.15625,lluvia,rain,la,El agua que cae del cielo cuando hay nubes es la lluvia,El agua que cae del cielo cuando hay nubes es la lluvia. El camino peatonal junto a la calle es
humo,smoke,el,el,True,hum,True,llama,False,0.8203125,0.94140625,0.37890625,celular,cellphone,el,El teléfono portátil que llevas en el bolsillo es el celular,El teléfono portátil que llevas en el bolsillo es el celular. El vapor gris que sale cuando algo se quema es
espátula,spatula,la,el,False,c,False,utens,False,0.359375,0.232421875,0.052001953125,revista,magazine,la,La publicación con fotos e historias que lees es la revista,La publicación con fotos e historias que lees es la revista. El utensilio plano que volteas comida es
cuchara,spoon,la,el,False,c,True,...,False,0.765625,0.51953125,0.208984375,regaliz,licorice,el,El dulce negro con sabor fuerte y peculiar es el regaliz,El dulce negro con sabor fuerte y peculiar es el regaliz. El utensilio cóncavo que usas para comer sopa es
bistec,steak,el,el,True,pol,False,carne,False,0.25,0.16015625,0.392578125,antílope,antelope,el,El animal africano que corre muy rápido por la sabana es el antílope,El animal africano que corre muy rápido por la sabana es el antílope. La carne de res gruesa que asas es
estufa,stove,la,el,False,cocina,False,h,False,0.7578125,0.37109375,0.7578125,trapeador,mop,el,El utensilio con hilos que usas para limpiar el suelo es el trapeador,El utensilio con hilos que usas para limpiar el suelo es el trapeador. El aparato donde cocinas con fuego es
carriola,stroller,la,el,False,c,True,car,True,0.5859375,0.640625,0.236328125,tigre,tiger,el,El felino grande con rayas naranjas y negras es el tigre,El felino grande con rayas naranjas y negras es el tigre. El carrito donde paseas a los bebés es
sushi,sushi,el,un,False,p,False,comida,False,0.388671875,0.09423828125,0.07958984375,automóvil,automobile,el,El vehículo de cuatro ruedas con motor es el automóvil,El vehículo de cuatro ruedas con motor es el automóvil. El platillo japonés de pescado crudo es
pantano,swamp,el,el,True,lugar,False,zona,False,0.2392578125,0.65234375,0.1708984375,ubre,udder,la,La parte de la vaca donde se produce la leche es la ubre,La parte de la vaca donde se produce la leche es la ubre. El terreno húmedo lleno de lodo es
cisne,swan,el,el,True,p,False,pal,False,0.3828125,0.35546875,0.5625,maleta,suitcase,la,El equipaje donde guardas ropa para viajar es la maleta,El equipaje donde guardas ropa para viajar es la maleta. El ave elegante de cuello largo es
cola,tail,la,el,False,pun,False,mango,False,0.58203125,0.328125,0.37890625,hoja,blade,la,La parte afilada de cuchillos y espadas es la hoja,La parte afilada de cuchillos y espadas es la hoja. La extremidad trasera que mueven los animales es
tetera,teapot,la,un,False,t,True,t,True,0.56640625,0.671875,0.181640625,garbanzo,chickpea,el,La legumbre redonda de color beige es el garbanzo,La legumbre redonda de color beige es el garbanzo. La vasija con pico donde preparas té es
dientes,teeth,los,los,True,hues,False,hues,False,0.53125,0.515625,0.25390625,jarra,jug,la,El recipiente grande con asa para líquidos es la jarra,El recipiente grande con asa para líquidos es la jarra. Los huesos blancos que usas para masticar son
teléfono,telephone,el,un,False,teléfono,True,__,False,0.39453125,0.458984375,0.095703125,pulgar,thumb,el,El dedo gordo de la mano es el pulgar,El dedo gordo de la mano es el pulgar. El aparato que usas para hablar con gente lejana es
termómetro,thermometer,el,el,True,term,True,term,True,0.7890625,0.93359375,0.5390625,candelero,candlestick,el,El soporte donde pones velas es el candelero,El soporte donde pones velas es el candelero. El instrumento que mide la temperatura es
pulgar,thumb,el,el,True,ded,False,mano,False,0.45703125,0.06005859375,0.109375,cueva,cave,la,El hueco natural en las rocas o montañas es la cueva,El hueco natural en las rocas o montañas es la cueva. El dedo gordo de la mano es
tomillo,thyme,el,el,True,hier,False,hier,False,0.6328125,0.1328125,0.484375,farol,lantern,el,La lámpara portátil que usaban antes de la electricidad es el farol,La lámpara portátil que usaban antes de la electricidad es el farol. La hierba aromática que usas para cocinar es
torpedo,torpedo,el,el,True,torpedo,True,bomb,False,0.63671875,0.0673828125,0.25,pimentón,paprika,el,La especia roja en polvo que sazona la comida es el pimentón,La especia roja en polvo que sazona la comida es el pimentón. El proyectil submarino que explota es
ropa interior,underwear,la,el,False,,True,sujet,False,0.318359375,0.59375,0.12353515625,morsa,walrus,la,El mamífero marino grande con colmillos es la morsa,El mamífero marino grande con colmillos es la morsa. La prenda íntima que usas debajo de la ropa es
violín,violin,el,el,True,viol,True,viol,True,0.62109375,0.62890625,0.34375,edredón,quilt,el,La manta gruesa y decorativa que cubre la cama es el edredón,La manta gruesa y decorativa que cubre la cama es el edredón. El instrumento de cuerdas que tocas con arco es
avispa,wasp,la,el,False,pul,False,mosquito,False,0.86328125,0.341796875,0.3046875,coliflor,cauliflower,la,La verdura blanca con forma de árbol pequeño es la coliflor,La verdura blanca con forma de árbol pequeño es la coliflor. El insecto rayado que puede picar es
ballena,whale,la,el,False,ball,True,d,False,0.7109375,0.54296875,0.1806640625,canicas,marbles,las,Las esferas de vidrio con las que juegan niños son las canicas,Las esferas de vidrio con las que juegan niños son las canicas. El mamífero marino gigante que expulsa agua es
piña,pineapple,la,el,False,fr,False,fr,False,0.46875,0.158203125,0.08349609375,cementerio,churchyard,el,El patio de la iglesia donde hay tumbas es el cementerio,El patio de la iglesia donde hay tumbas es el cementerio. La fruta tropical con corona espinosa es
camisa,shirt,la,el,False,cam,True,su,False,0.3984375,0.7734375,0.166015625,mosca,housefly,la,El insecto molesto que zumba en casa es la mosca,El insecto molesto que zumba en casa es la mosca. La prenda que cubre tu torso y brazos es
alga,algae,el,el,True,p,False,c,False,0.439453125,0.044189453125,0.07568359375,chimenea,chimney,la,La estructura por donde sale el humo de la casa es la chimenea,La estructura por donde sale el humo de la casa es la chimenea. La planta acuática verde que flota en estanques es
anaconda,anaconda,la,un,False,c,False,animal,False,0.41015625,0.0732421875,0.07568359375,confeti,confetti,el,Los papelitos de colores que lanzas en fiestas son el confeti,Los papelitos de colores que lanzas en fiestas son el confeti. La serpiente gigante que vive en ríos sudamericanos es
tablero,backboard,el,el,True,p,False,can,False,0.7421875,0.234375,0.3984375,gaita,bagpipe,la,El instrumento musical escocés que suena con aire es la gaita,El instrumento musical escocés que suena con aire es la gaita. La superficie vertical donde rebota la pelota de básquet es
placa,badge,la,el,False,c,False,c,False,0.53125,0.126953125,0.10986328125,coliflor,cauliflower,la,La verdura blanca con forma de árbol pequeño es la coliflor,La verdura blanca con forma de árbol pequeño es la coliflor. El distintivo metálico que usan policías es
gaitas,bagpipes,las,oro,False,fl,False,fl,False,0.88671875,0.2197265625,0.1513671875,cactus,cactus,el,La planta espinosa que crece en el desierto es el cactus,La planta espinosa que crece en el desierto es el cactus. El instrumento escocés que suena con aire son
panadería,bakeshop,la,la,True,que,False,pan,True,0.298828125,0.375,0.80859375,mayonesa,mayo,la,La salsa blanca cremosa que pones en tortas es la mayonesa,La salsa blanca cremosa que pones en tortas es la mayonesa. La tienda donde venden pan recién horneado es
colmena,beehive,la,el,False,c,True,cu,False,0.51953125,0.25,0.1171875,botón,button,el,La pieza redonda que cierra la ropa es el botón,La pieza redonda que cierra la ropa es el botón. La casa hexagonal donde viven las abejas es
baya,berry,la,el,False,que,False,fr,False,0.435546875,0.08984375,0.037353515625,sótano,crawlspace,el,El espacio bajo la casa donde apenas puedes gatear es el sótano,El espacio bajo la casa donde apenas puedes gatear es el sótano. La fruta pequeña y jugosa que crece en arbustos es
bíceps,biceps,el,el,True,bí,True,b,True,0.93359375,0.44140625,0.2265625,garaje,garage,el,El lugar donde guardas el auto es el garaje,El lugar donde guardas el auto es el garaje. El músculo que se hace bulto en el brazo es
hoja,blade,la,la,True,ho,True,fil,False,0.6015625,0.423828125,0.291015625,hoja,leaf,la,La parte verde y plana que crece en las ramas es la hoja,La parte verde y plana que crece en las ramas es la hoja. La parte afilada de cuchillos y espadas es
soplete,blowtorch,el,el,True,h,False,c,False,0.57421875,0.1806640625,0.1455078125,coliflor,cauliflower,la,La verdura blanca con forma de árbol pequeño es la coliflor,La verdura blanca con forma de árbol pequeño es la coliflor. La herramienta que produce llama muy caliente es
