spanish_noun,english_noun,article,predicted_article,article_correct,predicted_noun,noun_correct,predicted_noun_wrong_article,noun_wrong_article_correct,prob_article,prob_noun,prob_noun_wrong_article,ic_spanish_noun,ic_english_noun,ic_article,ic_description,prompt_before_article,prompt_with_article,prompt_with_wrong_article
gusano,maggot,el,la,False,g,True,mos,False,0.421875,0.921875,0.77734375,mosca,housefly,la,El insecto molesto que zumba en casa es la mosca,El insecto molesto que zumba en casa es la mosca. La larva blanca que sale en la carne podrida es,El insecto molesto que zumba en casa es la mosca. La larva blanca que sale en la carne podrida es el,El insecto molesto que zumba en casa es la mosca. La larva blanca que sale en la carne podrida es la
malteada,milkshake,la,el,False,mal,True,bat,False,0.640625,0.96875,0.87109375,portón,gate,el,La puerta grande que cierra el patio es el portón,La puerta grande que cierra el patio es el portón. La bebida espesa hecha con helado y leche es,La puerta grande que cierra el patio es el portón. La bebida espesa hecha con helado y leche es la,La puerta grande que cierra el patio es el portón. La bebida espesa hecha con helado y leche es el
espejo,mirror,el,el,True,es,True,del,False,0.71875,0.87109375,0.341796875,pez ángel,angelfish,el,El pez tropical con rayas que nada elegantemente es el pez ángel,El pez tropical con rayas que nada elegantemente es el pez ángel. La superficie donde te ves reflejado es,El pez tropical con rayas que nada elegantemente es el pez ángel. La superficie donde te ves reflejado es el,El pez tropical con rayas que nada elegantemente es el pez ángel. La superficie donde te ves reflejado es la
alce,moose,el,el,True,ci,False,vac,False,0.7890625,0.70703125,0.322265625,clip,paperclip,el,El alambre doblado que sujeta papeles es el clip,El alambre doblado que sujeta papeles es el clip. El animal grande con cuernos que vive en bosques fríos es,El alambre doblado que sujeta papeles es el clip. El animal grande con cuernos que vive en bosques fríos es el,El alambre doblado que sujeta papeles es el clip. El animal grande con cuernos que vive en bosques fríos es la
trapeador,mop,el,la,False,cep,False,esc,False,0.81640625,0.380859375,0.95703125,pizarrón,chalkboard,el,La superficie negra donde escribes con gis es el pizarrón,La superficie negra donde escribes con gis es el pizarrón. El utensilio con hilos que usas para limpiar el suelo es,La superficie negra donde escribes con gis es el pizarrón. El utensilio con hilos que usas para limpiar el suelo es el,La superficie negra donde escribes con gis es el pizarrón. El utensilio con hilos que usas para limpiar el suelo es la
motocicleta,motorcycle,la,la,True,mot,True,mot,True,0.859375,0.93359375,0.578125,cucaracha,cockroach,la,El insecto marrón que aparece en cocinas sucias es la cucaracha,El insecto marrón que aparece en cocinas sucias es la cucaracha. El vehículo de dos ruedas con motor es,El insecto marrón que aparece en cocinas sucias es la cucaracha. El vehículo de dos ruedas con motor es la,El insecto marrón que aparece en cocinas sucias es la cucaracha. El vehículo de dos ruedas con motor es el
horno,oven,el,el,True,h,True,h,True,0.9609375,0.98828125,0.1748046875,canasta,basket,la,El recipiente tejido donde guardas frutas o ropa es la canasta,El recipiente tejido donde guardas frutas o ropa es la canasta. El electrodoméstico donde horneas y cocinas es,El recipiente tejido donde guardas frutas o ropa es la canasta. El electrodoméstico donde horneas y cocinas es el,El recipiente tejido donde guardas frutas o ropa es la canasta. El electrodoméstico donde horneas y cocinas es la
pastel,pastry,el,el,True,past,True,g,False,0.431640625,0.88671875,0.9296875,linterna,flashlight,la,El aparato portátil que da luz cuando no hay electricidad es la linterna,El aparato portátil que da luz cuando no hay electricidad es la linterna. El dulce horneado que comes de postre es,El aparato portátil que da luz cuando no hay electricidad es la linterna. El dulce horneado que comes de postre es el,El aparato portátil que da luz cuando no hay electricidad es la linterna. El dulce horneado que comes de postre es la
poncho,poncho,el,la,False,top,False,cam,False,0.453125,0.333984375,0.90625,huella de mano,handprint,la,La marca que deja tu mano en pintura es la huella de mano,La marca que deja tu mano en pintura es la huella de mano. La prenda sin mangas que cubre el torso es,La marca que deja tu mano en pintura es la huella de mano. La prenda sin mangas que cubre el torso es el,La marca que deja tu mano en pintura es la huella de mano. La prenda sin mangas que cubre el torso es la
viga,rafter,la,una,False,v,True,p,False,0.31640625,0.40234375,0.75,brazos,arms,los,Las extremidades que usas para cargar cosas son los brazos,Las extremidades que usas para cargar cosas son los brazos. La viga de madera que sostiene el techo es,Las extremidades que usas para cargar cosas son los brazos. La viga de madera que sostiene el techo es la,Las extremidades que usas para cargar cosas son los brazos. La viga de madera que sostiene el techo es el
lluvia,rain,la,la,True,ll,True,agua,False,0.9765625,0.9921875,0.443359375,agujeta,shoelace,la,El cordón que atas para cerrar los zapatos es la agujeta,El cordón que atas para cerrar los zapatos es la agujeta. El agua que cae del cielo cuando hay nubes es,El cordón que atas para cerrar los zapatos es la agujeta. El agua que cae del cielo cuando hay nubes es la,El cordón que atas para cerrar los zapatos es la agujeta. El agua que cae del cielo cuando hay nubes es el
pasa,raisin,la,el,False,pas,True,pas,True,0.671875,0.478515625,0.640625,coliflor,cauliflower,la,La verdura blanca con forma de árbol pequeño es la coliflor,La verdura blanca con forma de árbol pequeño es la coliflor. La uva seca y arrugada que comes como dulce es,La verdura blanca con forma de árbol pequeño es la coliflor. La uva seca y arrugada que comes como dulce es la,La verdura blanca con forma de árbol pequeño es la coliflor. La uva seca y arrugada que comes como dulce es el
ensalada,salad,la,el,False,ens,True,gaz,False,0.478515625,0.96875,0.921875,trineo,sled,el,El vehículo que se desliza sobre la nieve es el trineo,El vehículo que se desliza sobre la nieve es el trineo. El platillo fresco hecho con verduras es,El vehículo que se desliza sobre la nieve es el trineo. El platillo fresco hecho con verduras es la,El vehículo que se desliza sobre la nieve es el trineo. El platillo fresco hecho con verduras es el
bufanda,scarf,la,la,True,buf,True,pa,False,0.5625,0.94921875,0.80078125,león,lion,el,El felino grande que ruge y tiene melena es el león,El felino grande que ruge y tiene melena es el león. La prenda larga que te enrollas en el cuello es,El felino grande que ruge y tiene melena es el león. La prenda larga que te enrollas en el cuello es la,El felino grande que ruge y tiene melena es el león. La prenda larga que te enrollas en el cuello es el
zapato,shoe,el,el,True,zap,True,b,False,0.91015625,0.99609375,0.7421875,margarita,daisy,la,La flor blanca con centro amarillo muy común es la margarita,La flor blanca con centro amarillo muy común es la margarita. El calzado que protege y cubre el pie es,La flor blanca con centro amarillo muy común es la margarita. El calzado que protege y cubre el pie es el,La flor blanca con centro amarillo muy común es la margarita. El calzado que protege y cubre el pie es la
pala,shovel,la,la,True,p,True,p,True,0.9140625,1.0,0.9921875,perro,dog,el,El animal doméstico fiel que ladra y mueve la cola es el perro,El animal doméstico fiel que ladra y mueve la cola es el perro. La herramienta que usas para cavar hoyos es,El animal doméstico fiel que ladra y mueve la cola es el perro. La herramienta que usas para cavar hoyos es la,El animal doméstico fiel que ladra y mueve la cola es el perro. La herramienta que usas para cavar hoyos es el
esqueleto,skeleton,el,el,True,es,True,es,True,0.88671875,0.9296875,0.1650390625,garbanzo,chickpea,el,La legumbre redonda de color beige es el garbanzo,La legumbre redonda de color beige es el garbanzo. Los huesos que forman la estructura del cuerpo es,La legumbre redonda de color beige es el garbanzo. Los huesos que forman la estructura del cuerpo es el,La legumbre redonda de color beige es el garbanzo. Los huesos que forman la estructura del cuerpo es la
quitanieves,snowplow,el,la,False,qu,True,p,False,0.640625,0.291015625,0.87890625,cueva,cave,la,El hueco natural en las rocas o montañas es la cueva,El hueco natural en las rocas o montañas es la cueva. La máquina que limpia la nieve de las calles es,El hueco natural en las rocas o montañas es la cueva. La máquina que limpia la nieve de las calles es el,El hueco natural en las rocas o montañas es la cueva. La máquina que limpia la nieve de las calles es la
refresco,soda,el,el,True,ref,True,soda,False,0.5,0.96484375,0.349609375,peine,comb,el,El objeto con dientes que usas para arreglar el cabello es el peine,El objeto con dientes que usas para arreglar el cabello es el peine. La bebida gaseosa dulce que tomas fría es,El objeto con dientes que usas para arreglar el cabello es el peine. La bebida gaseosa dulce que tomas fría es el,El objeto con dientes que usas para arreglar el cabello es el peine. La bebida gaseosa dulce que tomas fría es la
araña,spider,la,la,True,ar,True,ar,True,0.6953125,0.9453125,0.435546875,postre,dessert,el,El dulce que comes al final de la comida es el postre,El dulce que comes al final de la comida es el postre. El arácnido de ocho patas que teje telarañas es,El dulce que comes al final de la comida es el postre. El arácnido de ocho patas que teje telarañas es la,El dulce que comes al final de la comida es el postre. El arácnido de ocho patas que teje telarañas es el
traje,suit,el,el,True,tr,True,cha,False,0.53515625,0.921875,0.279296875,toronja,grapefruit,la,La fruta cítrica grande de sabor amargo es la toronja,La fruta cítrica grande de sabor amargo es la toronja. La vestimenta elegante de saco y pantalón es,La fruta cítrica grande de sabor amargo es la toronja. La vestimenta elegante de saco y pantalón es el,La fruta cítrica grande de sabor amargo es la toronja. La vestimenta elegante de saco y pantalón es la
maleta,suitcase,la,la,True,ma,True,equip,False,0.6875,0.75390625,0.32421875,grava,gravel,la,Las piedras pequeñas que cubren algunos caminos es la grava,Las piedras pequeñas que cubren algunos caminos es la grava. El equipaje donde guardas ropa para viajar es,Las piedras pequeñas que cubren algunos caminos es la grava. El equipaje donde guardas ropa para viajar es la,Las piedras pequeñas que cubren algunos caminos es la grava. El equipaje donde guardas ropa para viajar es el
garganta,throat,la,el,False,far,False,es,False,0.6015625,0.64453125,0.88671875,barandilla,guardrail,la,La protección de metal en puentes y escaleras es la barandilla,La protección de metal en puentes y escaleras es la barandilla. La parte interna del cuello por donde pasa comida es,La protección de metal en puentes y escaleras es la barandilla. La parte interna del cuello por donde pasa comida es la,La protección de metal en puentes y escaleras es la barandilla. La parte interna del cuello por donde pasa comida es el
inodoro,toilet,el,la,False,in,True,t,False,0.58203125,0.80859375,0.828125,termómetro,thermometer,el,El instrumento que mide la temperatura es el termómetro,El instrumento que mide la temperatura es el termómetro. El artefacto del baño donde haces tus necesidades es,El instrumento que mide la temperatura es el termómetro. El artefacto del baño donde haces tus necesidades es el,El instrumento que mide la temperatura es el termómetro. El artefacto del baño donde haces tus necesidades es la
pasta de dientes,toothpaste,la,la,True,pasta,True,dent,False,0.48046875,0.98828125,0.70703125,botón,button,el,La pieza redonda que cierra la ropa es el botón,La pieza redonda que cierra la ropa es el botón. La crema que pones en el cepillo para limpiar dientes es,La pieza redonda que cierra la ropa es el botón. La crema que pones en el cepillo para limpiar dientes es la,La pieza redonda que cierra la ropa es el botón. La crema que pones en el cepillo para limpiar dientes es el
vodka,vodka,el,el,True,ag,False,g,False,0.96875,0.4609375,0.6953125,mandíbula,jawbone,la,El hueso que mueve la boca para masticar es la mandíbula,El hueso que mueve la boca para masticar es la mandíbula. La bebida alcohólica transparente muy fuerte es,El hueso que mueve la boca para masticar es la mandíbula. La bebida alcohólica transparente muy fuerte es el,El hueso que mueve la boca para masticar es la mandíbula. La bebida alcohólica transparente muy fuerte es la
nuez,walnut,la,la,True,nue,True,nue,True,0.361328125,0.94921875,0.34375,revista,magazine,la,La publicación con fotos e historias que lees es la revista,La publicación con fotos e historias que lees es la revista. El fruto seco duro que rompes para comer es,La publicación con fotos e historias que lees es la revista. El fruto seco duro que rompes para comer es la,La publicación con fotos e historias que lees es la revista. El fruto seco duro que rompes para comer es el
cera,wax,la,la,True,c,True,c,True,0.98828125,0.98828125,0.404296875,tigre,tiger,el,El felino grande con rayas naranjas y negras es el tigre,El felino grande con rayas naranjas y negras es el tigre. La sustancia que usan las abejas para hacer panales es,El felino grande con rayas naranjas y negras es el tigre. La sustancia que usan las abejas para hacer panales es la,El felino grande con rayas naranjas y negras es el tigre. La sustancia que usan las abejas para hacer panales es el
yate,yacht,el,un,False,y,True,l,False,0.4375,0.9921875,0.65234375,garaje,garage,el,El lugar donde guardas el auto es el garaje,El lugar donde guardas el auto es el garaje. La embarcación lujosa de recreo es,El lugar donde guardas el auto es el garaje. La embarcación lujosa de recreo es el,El lugar donde guardas el auto es el garaje. La embarcación lujosa de recreo es la
bellota,acorn,la,la,True,bell,True,bell,True,0.65625,1.0,0.70703125,destapacaños,plunger,el,La herramienta que destapa tuberías tapadas es el destapacaños,La herramienta que destapa tuberías tapadas es el destapacaños. El fruto del roble que comen las ardillas es,La herramienta que destapa tuberías tapadas es el destapacaños. El fruto del roble que comen las ardillas es la,La herramienta que destapa tuberías tapadas es el destapacaños. El fruto del roble que comen las ardillas es el
avión,airplane,el,el,True,av,True,av,True,0.9453125,0.98046875,0.58203125,maleta,suitcase,la,El equipaje donde guardas ropa para viajar es la maleta,El equipaje donde guardas ropa para viajar es la maleta. La máquina voladora que transporta pasajeros es,El equipaje donde guardas ropa para viajar es la maleta. La máquina voladora que transporta pasajeros es el,El equipaje donde guardas ropa para viajar es la maleta. La máquina voladora que transporta pasajeros es la
caimán,alligator,el,el,True,coc,False,ana,False,0.56640625,0.8203125,0.53515625,palomitas,popcorn,las,Los granos de maíz inflados que comes en el cine son las palomitas,Los granos de maíz inflados que comes en el cine son las palomitas. El reptil grande con mandíbulas poderosas es,Los granos de maíz inflados que comes en el cine son las palomitas. El reptil grande con mandíbulas poderosas es el,Los granos de maíz inflados que comes en el cine son las palomitas. El reptil grande con mandíbulas poderosas es la
anchoa,anchovy,la,el,False,an,True,an,True,0.5859375,0.97265625,0.99609375,mosca,housefly,la,El insecto molesto que zumba en casa es la mosca,El insecto molesto que zumba en casa es la mosca. El pez pequeño y salado que pones en pizza es,El insecto molesto que zumba en casa es la mosca. El pez pequeño y salado que pones en pizza es la,El insecto molesto que zumba en casa es la mosca. El pez pequeño y salado que pones en pizza es el
yunque,anvil,el,el,True,y,True,for,False,0.96484375,0.984375,0.5390625,cuervo,crow,el,El ave negra que hace caw caw es el cuervo,El ave negra que hace caw caw es el cuervo. El bloque de hierro donde los herreros martillan es,El ave negra que hace caw caw es el cuervo. El bloque de hierro donde los herreros martillan es el,El ave negra que hace caw caw es el cuervo. El bloque de hierro donde los herreros martillan es la
brazo,arm,el,el,True,braz,True,braz,True,1.0,1.0,0.65625,pollito,chick,el,El bebé de la gallina que hace pío es el pollito,El bebé de la gallina que hace pío es el pollito. La extremidad que va del hombro a la mano es,El bebé de la gallina que hace pío es el pollito. La extremidad que va del hombro a la mano es el,El bebé de la gallina que hace pío es el pollito. La extremidad que va del hombro a la mano es la
ceniza,ash,la,la,True,cen,True,hum,False,0.9609375,0.91015625,0.310546875,colmena,beehive,la,La casa hexagonal donde viven las abejas es la colmena,La casa hexagonal donde viven las abejas es la colmena. El polvo gris que queda después de quemar algo es,La casa hexagonal donde viven las abejas es la colmena. El polvo gris que queda después de quemar algo es la,La casa hexagonal donde viven las abejas es la colmena. El polvo gris que queda después de quemar algo es el
espárrago,asparagus,el,el,True,p,False,p,False,0.69140625,0.91796875,0.330078125,pepperoni,pepperoni,el,El embutido picante que pones en la pizza es el pepperoni,El embutido picante que pones en la pizza es el pepperoni. La verdura verde larga y delgada es,El embutido picante que pones en la pizza es el pepperoni. La verdura verde larga y delgada es el,El embutido picante que pones en la pizza es el pepperoni. La verdura verde larga y delgada es la
automóvil,automobile,el,el,True,co,False,cam,False,0.62109375,0.287109375,0.18359375,cadillac,cadillac,el,El auto de lujo americano grande es el cadillac,El auto de lujo americano grande es el cadillac. El vehículo de cuatro ruedas con motor es,El auto de lujo americano grande es el cadillac. El vehículo de cuatro ruedas con motor es el,El auto de lujo americano grande es el cadillac. El vehículo de cuatro ruedas con motor es la
mochila,backpack,la,la,True,mo,True,mo,True,0.8515625,0.96875,0.71875,cenicero,ashtray,el,El recipiente donde los fumadores apagan cigarrillos es el cenicero,El recipiente donde los fumadores apagan cigarrillos es el cenicero. La bolsa que cargas en la espalda es,El recipiente donde los fumadores apagan cigarrillos es el cenicero. La bolsa que cargas en la espalda es la,El recipiente donde los fumadores apagan cigarrillos es el cenicero. La bolsa que cargas en la espalda es el
pico,beak,el,el,True,p,True,p,True,0.94140625,0.99609375,0.95703125,viga,rafter,la,La viga de madera que sostiene el techo es la viga,La viga de madera que sostiene el techo es la viga. La parte dura y puntiaguda de la boca de las aves es,La viga de madera que sostiene el techo es la viga. La parte dura y puntiaguda de la boca de las aves es el,La viga de madera que sostiene el techo es la viga. La parte dura y puntiaguda de la boca de las aves es la
puf,beanbag,el,el,True,co,False,but,False,0.75,0.396484375,0.314453125,avispa,wasp,la,El insecto rayado que puede picar es la avispa,El insecto rayado que puede picar es la avispa. El asiento blando lleno de pequeñas esferas es,El insecto rayado que puede picar es la avispa. El asiento blando lleno de pequeñas esferas es el,El insecto rayado que puede picar es la avispa. El asiento blando lleno de pequeñas esferas es la
barba,beard,la,la,True,bar,True,big,False,0.953125,1.0,0.96484375,cisne,swan,el,El ave elegante de cuello largo es el cisne,El ave elegante de cuello largo es el cisne. El pelo que crece en la cara de los hombres es,El ave elegante de cuello largo es el cisne. El pelo que crece en la cara de los hombres es la,El ave elegante de cuello largo es el cisne. El pelo que crece en la cara de los hombres es el
campana,bell,la,el,False,cam,True,tim,False,0.7421875,0.984375,0.447265625,lámpara,lamp,la,El objeto que da luz eléctrica en tu cuarto es la lámpara,El objeto que da luz eléctrica en tu cuarto es la lámpara. El objeto metálico que suena cuando lo mueves es,El objeto que da luz eléctrica en tu cuarto es la lámpara. El objeto metálico que suena cuando lo mueves es la,El objeto que da luz eléctrica en tu cuarto es la lámpara. El objeto metálico que suena cuando lo mueves es el
blusa,blouse,la,el,False,bl,True,sost,False,0.7578125,0.921875,0.193359375,bellota,acorn,la,El fruto del roble que comen las ardillas es la bellota,El fruto del roble que comen las ardillas es la bellota. La prenda femenina que cubre el torso es,El fruto del roble que comen las ardillas es la bellota. La prenda femenina que cubre el torso es la,El fruto del roble que comen las ardillas es la bellota. La prenda femenina que cubre el torso es el
arándano,blueberry,el,la,False,ar,True,mor,False,0.81640625,0.88671875,0.451171875,tambor,drum,el,El instrumento musical que golpeas con palitos es el tambor,El instrumento musical que golpeas con palitos es el tambor. La fruta pequeña azul que crece en arbustos es,El instrumento musical que golpeas con palitos es el tambor. La fruta pequeña azul que crece en arbustos es el,El instrumento musical que golpeas con palitos es el tambor. La fruta pequeña azul que crece en arbustos es la
bota,boot,la,el,False,b,True,bot,True,0.9609375,0.6484375,0.68359375,espárrago,asparagus,el,La verdura verde larga y delgada es el espárrago,La verdura verde larga y delgada es el espárrago. El calzado alto que cubre el tobillo es,La verdura verde larga y delgada es el espárrago. El calzado alto que cubre el tobillo es la,La verdura verde larga y delgada es el espárrago. El calzado alto que cubre el tobillo es el
pulsera,bracelet,la,el,False,pul,True,braz,False,0.88671875,0.99609375,0.83984375,cabra,goat,la,El animal con cuernos que come hierba y da leche es la cabra,El animal con cuernos que come hierba y da leche es la cabra. La joya que usas en la muñeca es,El animal con cuernos que come hierba y da leche es la cabra. La joya que usas en la muñeca es la,El animal con cuernos que come hierba y da leche es la cabra. La joya que usas en la muñeca es el
cubeta,bucket,la,el,False,t,False,t,False,0.36328125,0.27734375,0.15234375,espagueti,spaghetti,el,La pasta larga y delgada que enrollas con tenedor es el espagueti,La pasta larga y delgada que enrollas con tenedor es el espagueti. El recipiente hondo que usas para cargar agua es,La pasta larga y delgada que enrollas con tenedor es el espagueti. El recipiente hondo que usas para cargar agua es la,La pasta larga y delgada que enrollas con tenedor es el espagueti. El recipiente hondo que usas para cargar agua es el
abejorro,bumblebee,el,la,False,ab,True,ab,True,0.99609375,0.96484375,1.0,refrigerador,refrigerator,el,El electrodoméstico que mantiene fría la comida es el refrigerador,El electrodoméstico que mantiene fría la comida es el refrigerador. El insecto peludo que zumba y hace miel es,El electrodoméstico que mantiene fría la comida es el refrigerador. El insecto peludo que zumba y hace miel es el,El electrodoméstico que mantiene fría la comida es el refrigerador. El insecto peludo que zumba y hace miel es la
botón,button,el,el,True,bot,True,heb,False,0.765625,0.984375,0.93359375,palillos,chopsticks,los,Los utensilios de madera que usan en Asia para comer son los palillos,Los utensilios de madera que usan en Asia para comer son los palillos. La pieza redonda que cierra la ropa es,Los utensilios de madera que usan en Asia para comer son los palillos. La pieza redonda que cierra la ropa es el,Los utensilios de madera que usan en Asia para comer son los palillos. La pieza redonda que cierra la ropa es la
café,cafe,el,la,False,café,True,caf,True,0.53125,0.8984375,0.7578125,caballete,easel,el,El soporte de madera donde los pintores ponen lienzos es el caballete,El soporte de madera donde los pintores ponen lienzos es el caballete. El lugar donde bebes café y comes pasteles es,El soporte de madera donde los pintores ponen lienzos es el caballete. El lugar donde bebes café y comes pasteles es el,El soporte de madera donde los pintores ponen lienzos es el caballete. El lugar donde bebes café y comes pasteles es la
cárdigan,cardigan,el,un,False,cha,False,cha,False,0.37109375,0.43359375,0.5546875,murciélago,bat,el,El animal que vuela de noche y cuelga boca abajo es el murciélago,El animal que vuela de noche y cuelga boca abajo es el murciélago. El suéter abierto al frente con botones es,El animal que vuela de noche y cuelga boca abajo es el murciélago. El suéter abierto al frente con botones es el,El animal que vuela de noche y cuelga boca abajo es el murciélago. El suéter abierto al frente con botones es la
alfombra,carpet,la,el,False,alf,True,su,False,0.4296875,0.51953125,0.2578125,bigote,moustache,el,El pelo que crece arriba del labio superior es el bigote,El pelo que crece arriba del labio superior es el bigote. La tela gruesa que cubre el piso es,El pelo que crece arriba del labio superior es el bigote. La tela gruesa que cubre el piso es la,El pelo que crece arriba del labio superior es el bigote. La tela gruesa que cubre el piso es el
castillo,castle,el,el,True,cast,True,c,True,0.72265625,0.322265625,0.72265625,jarra,jug,la,El recipiente grande con asa para líquidos es la jarra,El recipiente grande con asa para líquidos es la jarra. La fortaleza donde vivían los reyes es,El recipiente grande con asa para líquidos es la jarra. La fortaleza donde vivían los reyes es el,El recipiente grande con asa para líquidos es la jarra. La fortaleza donde vivían los reyes es la
cueva,cave,la,una,False,cue,True,bo,False,0.54296875,0.85546875,0.189453125,arena,sand,la,Los granos pequeños que cubren las playas es la arena,Los granos pequeños que cubren las playas es la arena. El hueco natural en las rocas o montañas es,Los granos pequeños que cubren las playas es la arena. El hueco natural en las rocas o montañas es la,Los granos pequeños que cubren las playas es la arena. El hueco natural en las rocas o montañas es el
violonchelo,cello,el,el,True,viol,True,guitar,False,0.9140625,0.4296875,0.59765625,bigote,moustache,el,El pelo que crece arriba del labio superior es el bigote,El pelo que crece arriba del labio superior es el bigote. El instrumento de cuerdas grande que tocas sentado es,El pelo que crece arriba del labio superior es el bigote. El instrumento de cuerdas grande que tocas sentado es el,El pelo que crece arriba del labio superior es el bigote. El instrumento de cuerdas grande que tocas sentado es la
cucaracha,cockroach,la,el,False,cuc,True,cuc,True,0.494140625,0.953125,0.3984375,balsa,raft,la,La embarcación simple hecha de troncos es la balsa,La embarcación simple hecha de troncos es la balsa. El insecto marrón que aparece en cocinas sucias es,La embarcación simple hecha de troncos es la balsa. El insecto marrón que aparece en cocinas sucias es la,La embarcación simple hecha de troncos es la balsa. El insecto marrón que aparece en cocinas sucias es el
potro,colt,el,el,True,pot,True,y,False,0.9140625,0.95703125,0.66796875,sillón,armchair,el,El asiento cómodo con brazos donde te relajas es el sillón,El asiento cómodo con brazos donde te relajas es el sillón. El caballo joven que aún no está entrenado es,El asiento cómodo con brazos donde te relajas es el sillón. El caballo joven que aún no está entrenado es el,El asiento cómodo con brazos donde te relajas es el sillón. El caballo joven que aún no está entrenado es la
maíz,corn,el,el,True,ma,True,m,True,0.984375,0.99609375,0.48046875,galleta,cookie,la,El dulce crujiente que horneas en la cocina es la galleta,El dulce crujiente que horneas en la cocina es la galleta. El cereal amarillo con granos en mazorca es,El dulce crujiente que horneas en la cocina es la galleta. El cereal amarillo con granos en mazorca es el,El dulce crujiente que horneas en la cocina es la galleta. El cereal amarillo con granos en mazorca es la
vaca,cow,la,la,True,vac,True,vac,True,0.9765625,1.0,0.515625,foco,bulb,el,El objeto que produce luz eléctrica es el foco,El objeto que produce luz eléctrica es el foco. El animal que da leche y hace muu es,El objeto que produce luz eléctrica es el foco. El animal que da leche y hace muu es la,El objeto que produce luz eléctrica es el foco. El animal que da leche y hace muu es el
coyote,coyote,el,el,True,coy,True,l,False,0.95703125,0.61328125,0.765625,banqueta,sidewalk,la,El camino peatonal junto a la calle es la banqueta,El camino peatonal junto a la calle es la banqueta. El animal salvaje parecido al lobo es,El camino peatonal junto a la calle es la banqueta. El animal salvaje parecido al lobo es el,El camino peatonal junto a la calle es la banqueta. El animal salvaje parecido al lobo es la
arándano rojo,cranberry,el,la,False,ki,False,n,False,0.5234375,0.455078125,0.34765625,celular,cellphone,el,El teléfono portátil que llevas en el bolsillo es el celular,El teléfono portátil que llevas en el bolsillo es el celular. La fruta ácida roja que comes en Navidad es,El teléfono portátil que llevas en el bolsillo es el celular. La fruta ácida roja que comes en Navidad es el,El teléfono portátil que llevas en el bolsillo es el celular. La fruta ácida roja que comes en Navidad es la
sótano,crawlspace,el,el,True,só,True,,True,0.921875,0.609375,0.1796875,arena,sand,la,Los granos pequeños que cubren las playas es la arena,Los granos pequeños que cubren las playas es la arena. El espacio bajo la casa donde apenas puedes gatear es,Los granos pequeños que cubren las playas es la arena. El espacio bajo la casa donde apenas puedes gatear es el,Los granos pequeños que cubren las playas es la arena. El espacio bajo la casa donde apenas puedes gatear es la
croissant,croissant,el,el,True,cro,True,bag,False,0.734375,0.890625,0.97265625,cobra,cobra,la,La serpiente venenosa que puede expandir su cuello es la cobra,La serpiente venenosa que puede expandir su cuello es la cobra. El pan francés en forma de media luna es,La serpiente venenosa que puede expandir su cuello es la cobra. El pan francés en forma de media luna es el,La serpiente venenosa que puede expandir su cuello es la cobra. El pan francés en forma de media luna es la
narciso,daffodil,el,el,True,jac,False,marg,False,0.81640625,0.7109375,0.2265625,prismáticos,binoculars,los,El instrumento óptico que usas para ver cosas lejanas son los prismáticos,El instrumento óptico que usas para ver cosas lejanas son los prismáticos. La flor amarilla que anuncia la primavera es,El instrumento óptico que usas para ver cosas lejanas son los prismáticos. La flor amarilla que anuncia la primavera es el,El instrumento óptico que usas para ver cosas lejanas son los prismáticos. La flor amarilla que anuncia la primavera es la
daga,dagger,la,el,False,d,True,c,False,0.49609375,0.44140625,0.4921875,sidra,cider,la,La bebida hecha con jugo de manzana fermentado es la sidra,La bebida hecha con jugo de manzana fermentado es la sidra. El arma blanca corta con doble filo es,La bebida hecha con jugo de manzana fermentado es la sidra. El arma blanca corta con doble filo es la,La bebida hecha con jugo de manzana fermentado es la sidra. El arma blanca corta con doble filo es el
delfín,dolphin,el,la,False,d,True,d,True,0.8515625,0.98828125,0.91015625,galleta,cookie,la,El dulce crujiente que horneas en la cocina es la galleta,El dulce crujiente que horneas en la cocina es la galleta. El mamífero marino inteligente que salta es,El dulce crujiente que horneas en la cocina es la galleta. El mamífero marino inteligente que salta es el,El dulce crujiente que horneas en la cocina es la galleta. El mamífero marino inteligente que salta es la
dona,doughnut,la,la,True,don,True,don,True,0.494140625,0.384765625,0.890625,cómoda,dresser,la,El mueble con cajones donde guardas ropa es la cómoda,El mueble con cajones donde guardas ropa es la cómoda. El dulce frito en forma de anillo es,El mueble con cajones donde guardas ropa es la cómoda. El dulce frito en forma de anillo es la,El mueble con cajones donde guardas ropa es la cómoda. El dulce frito en forma de anillo es el
cajones,drawers,los,los,True,bols,False,bols,False,0.404296875,0.9453125,0.3984375,chal,shawl,el,La prenda que te pones sobre los hombros es el chal,La prenda que te pones sobre los hombros es el chal. Los compartimentos que jalas para guardar cosas son,La prenda que te pones sobre los hombros es el chal. Los compartimentos que jalas para guardar cosas son los,La prenda que te pones sobre los hombros es el chal. Los compartimentos que jalas para guardar cosas son las
cómoda,dresser,la,el,False,có,True,arm,False,0.93359375,0.58203125,0.185546875,árbol,tree,el,La planta grande con tronco y ramas es el árbol,La planta grande con tronco y ramas es el árbol. El mueble con cajones donde guardas ropa es,La planta grande con tronco y ramas es el árbol. El mueble con cajones donde guardas ropa es la,La planta grande con tronco y ramas es el árbol. El mueble con cajones donde guardas ropa es el
