spanish_noun,english_noun,article,predicted_article,article_correct,predicted_noun,noun_correct,predicted_noun_wrong_article,noun_wrong_article_correct,prob_article,prob_noun,prob_noun_wrong_article,ic_spanish_noun,ic_english_noun,ic_article,ic_description,prompt_before_article,prompt_with_article,prompt_with_wrong_article
lechuga,lettuce,la,un,False,base,False,resultado,False,0.349609375,0.053466796875,0.26953125,diploma,diploma,el,El documento que recibes al graduarte es el diploma,El documento que recibes al graduarte es el diploma. La verdura verde de hojas que comes en ensaladas es,El documento que recibes al graduarte es el diploma. La verdura verde de hojas que comes en ensaladas es la,El documento que recibes al graduarte es el diploma. La verdura verde de hojas que comes en ensaladas es el
regaliz,licorice,el,el,True,p,False,c,False,0.68359375,0.037353515625,0.09912109375,leopardo,leopard,el,El felino manchado que caza en África y Asia es el leopardo,El felino manchado que caza en África y Asia es el leopardo. El dulce negro con sabor fuerte y peculiar es,El felino manchado que caza en África y Asia es el leopardo. El dulce negro con sabor fuerte y peculiar es el,El felino manchado que caza en África y Asia es el leopardo. El dulce negro con sabor fuerte y peculiar es la
gusano,maggot,el,la,False,mosquito,False,c,False,0.263671875,0.05126953125,0.04638671875,mosca,housefly,la,El insecto molesto que zumba en casa es la mosca,El insecto molesto que zumba en casa es la mosca. La larva blanca que sale en la carne podrida es,El insecto molesto que zumba en casa es la mosca. La larva blanca que sale en la carne podrida es el,El insecto molesto que zumba en casa es la mosca. La larva blanca que sale en la carne podrida es la
malteada,milkshake,la,un,False,beb,False,té,False,0.21875,0.29296875,0.06884765625,portón,gate,el,La puerta grande que cierra el patio es el portón,La puerta grande que cierra el patio es el portón. La bebida espesa hecha con helado y leche es,La puerta grande que cierra el patio es el portón. La bebida espesa hecha con helado y leche es la,La puerta grande que cierra el patio es el portón. La bebida espesa hecha con helado y leche es el
espejo,mirror,el,un,False,mar,False,superf,False,0.2470703125,0.08984375,0.0673828125,pez ángel,angelfish,el,El pez tropical con rayas que nada elegantemente es el pez ángel,El pez tropical con rayas que nada elegantemente es el pez ángel. La superficie donde te ves reflejado es,El pez tropical con rayas que nada elegantemente es el pez ángel. La superficie donde te ves reflejado es el,El pez tropical con rayas que nada elegantemente es el pez ángel. La superficie donde te ves reflejado es la
alce,moose,el,el,True,t,False,t,False,0.5,0.0849609375,0.060302734375,clip,paperclip,el,El alambre doblado que sujeta papeles es el clip,El alambre doblado que sujeta papeles es el clip. El animal grande con cuernos que vive en bosques fríos es,El alambre doblado que sujeta papeles es el clip. El animal grande con cuernos que vive en bosques fríos es el,El alambre doblado que sujeta papeles es el clip. El animal grande con cuernos que vive en bosques fríos es la
trapeador,mop,el,un,False,p,False,p,False,0.46484375,0.06103515625,0.1064453125,pizarrón,chalkboard,el,La superficie negra donde escribes con gis es el pizarrón,La superficie negra donde escribes con gis es el pizarrón. El utensilio con hilos que usas para limpiar el suelo es,La superficie negra donde escribes con gis es el pizarrón. El utensilio con hilos que usas para limpiar el suelo es el,La superficie negra donde escribes con gis es el pizarrón. El utensilio con hilos que usas para limpiar el suelo es la
motocicleta,motorcycle,la,un,False,bic,False,co,False,0.52734375,0.482421875,0.220703125,cucaracha,cockroach,la,El insecto marrón que aparece en cocinas sucias es la cucaracha,El insecto marrón que aparece en cocinas sucias es la cucaracha. El vehículo de dos ruedas con motor es,El insecto marrón que aparece en cocinas sucias es la cucaracha. El vehículo de dos ruedas con motor es la,El insecto marrón que aparece en cocinas sucias es la cucaracha. El vehículo de dos ruedas con motor es el
horno,oven,el,el,True,micro,False,cocina,False,0.51171875,0.1650390625,0.1650390625,canasta,basket,la,El recipiente tejido donde guardas frutas o ropa es la canasta,El recipiente tejido donde guardas frutas o ropa es la canasta. El electrodoméstico donde horneas y cocinas es,El recipiente tejido donde guardas frutas o ropa es la canasta. El electrodoméstico donde horneas y cocinas es el,El recipiente tejido donde guardas frutas o ropa es la canasta. El electrodoméstico donde horneas y cocinas es la
pastel,pastry,el,la,False,pan,False,pan,False,0.2578125,0.283203125,0.107421875,linterna,flashlight,la,El aparato portátil que da luz cuando no hay electricidad es la linterna,El aparato portátil que da luz cuando no hay electricidad es la linterna. El dulce horneado que comes de postre es,El aparato portátil que da luz cuando no hay electricidad es la linterna. El dulce horneado que comes de postre es el,El aparato portátil que da luz cuando no hay electricidad es la linterna. El dulce horneado que comes de postre es la
poncho,poncho,el,el,True,ab,False,manga,False,0.25390625,0.0703125,0.2109375,huella de mano,handprint,la,La marca que deja tu mano en pintura es la huella de mano,La marca que deja tu mano en pintura es la huella de mano. La prenda sin mangas que cubre el torso es,La marca que deja tu mano en pintura es la huella de mano. La prenda sin mangas que cubre el torso es el,La marca que deja tu mano en pintura es la huella de mano. La prenda sin mangas que cubre el torso es la
viga,rafter,la,un,False,misma,False,ejemplo,False,0.55078125,0.154296875,0.263671875,brazos,arms,los,Las extremidades que usas para cargar cosas son los brazos,Las extremidades que usas para cargar cosas son los brazos. La viga de madera que sostiene el techo es,Las extremidades que usas para cargar cosas son los brazos. La viga de madera que sostiene el techo es la,Las extremidades que usas para cargar cosas son los brazos. La viga de madera que sostiene el techo es el
lluvia,rain,la,la,True,ll,True,vapor,False,0.263671875,0.345703125,0.1064453125,agujeta,shoelace,la,El cordón que atas para cerrar los zapatos es la agujeta,El cordón que atas para cerrar los zapatos es la agujeta. El agua que cae del cielo cuando hay nubes es,El cordón que atas para cerrar los zapatos es la agujeta. El agua que cae del cielo cuando hay nubes es la,El cordón que atas para cerrar los zapatos es la agujeta. El agua que cae del cielo cuando hay nubes es el
pasa,raisin,la,la,True,u,False,pl,False,0.451171875,0.625,0.044921875,coliflor,cauliflower,la,La verdura blanca con forma de árbol pequeño es la coliflor,La verdura blanca con forma de árbol pequeño es la coliflor. La uva seca y arrugada que comes como dulce es,La verdura blanca con forma de árbol pequeño es la coliflor. La uva seca y arrugada que comes como dulce es la,La verdura blanca con forma de árbol pequeño es la coliflor. La uva seca y arrugada que comes como dulce es el
ensalada,salad,la,el,False,mejor,False,pl,False,0.330078125,0.0888671875,0.0830078125,trineo,sled,el,El vehículo que se desliza sobre la nieve es el trineo,El vehículo que se desliza sobre la nieve es el trineo. El platillo fresco hecho con verduras es,El vehículo que se desliza sobre la nieve es el trineo. El platillo fresco hecho con verduras es la,El vehículo que se desliza sobre la nieve es el trineo. El platillo fresco hecho con verduras es el
bufanda,scarf,la,el,False,cha,False,ab,False,0.478515625,0.1181640625,0.166015625,león,lion,el,El felino grande que ruge y tiene melena es el león,El felino grande que ruge y tiene melena es el león. La prenda larga que te enrollas en el cuello es,El felino grande que ruge y tiene melena es el león. La prenda larga que te enrollas en el cuello es la,El felino grande que ruge y tiene melena es el león. La prenda larga que te enrollas en el cuello es el
zapato,shoe,el,el,True,zap,True,cha,False,0.57421875,0.16015625,0.30859375,margarita,daisy,la,La flor blanca con centro amarillo muy común es la margarita,La flor blanca con centro amarillo muy común es la margarita. El calzado que protege y cubre el pie es,La flor blanca con centro amarillo muy común es la margarita. El calzado que protege y cubre el pie es el,La flor blanca con centro amarillo muy común es la margarita. El calzado que protege y cubre el pie es la
pala,shovel,la,el,False,c,False,c,False,0.267578125,0.275390625,0.1328125,perro,dog,el,El animal doméstico fiel que ladra y mueve la cola es el perro,El animal doméstico fiel que ladra y mueve la cola es el perro. La herramienta que usas para cavar hoyos es,El animal doméstico fiel que ladra y mueve la cola es el perro. La herramienta que usas para cavar hoyos es la,El animal doméstico fiel que ladra y mueve la cola es el perro. La herramienta que usas para cavar hoyos es el
esqueleto,skeleton,el,el,True,hues,False,c,False,0.46484375,0.60546875,0.0830078125,garbanzo,chickpea,el,La legumbre redonda de color beige es el garbanzo,La legumbre redonda de color beige es el garbanzo. Los huesos que forman la estructura del cuerpo es,La legumbre redonda de color beige es el garbanzo. Los huesos que forman la estructura del cuerpo es el,La legumbre redonda de color beige es el garbanzo. Los huesos que forman la estructura del cuerpo es la
quitanieves,snowplow,el,un,False,p,False,c,False,0.265625,0.0223388671875,0.0361328125,cueva,cave,la,El hueco natural en las rocas o montañas es la cueva,El hueco natural en las rocas o montañas es la cueva. La máquina que limpia la nieve de las calles es,El hueco natural en las rocas o montañas es la cueva. La máquina que limpia la nieve de las calles es el,El hueco natural en las rocas o montañas es la cueva. La máquina que limpia la nieve de las calles es la
refresco,soda,el,el,True,té,False,beb,False,0.345703125,0.1650390625,0.2216796875,peine,comb,el,El objeto con dientes que usas para arreglar el cabello es el peine,El objeto con dientes que usas para arreglar el cabello es el peine. La bebida gaseosa dulce que tomas fría es,El objeto con dientes que usas para arreglar el cabello es el peine. La bebida gaseosa dulce que tomas fría es el,El objeto con dientes que usas para arreglar el cabello es el peine. La bebida gaseosa dulce que tomas fría es la
araña,spider,la,un,False,ar,True,insect,False,0.40625,0.054443359375,0.28125,postre,dessert,el,El dulce que comes al final de la comida es el postre,El dulce que comes al final de la comida es el postre. El arácnido de ocho patas que teje telarañas es,El dulce que comes al final de la comida es el postre. El arácnido de ocho patas que teje telarañas es la,El dulce que comes al final de la comida es el postre. El arácnido de ocho patas que teje telarañas es el
traje,suit,el,la,False,su,False,cam,False,0.2353515625,0.057373046875,0.255859375,toronja,grapefruit,la,La fruta cítrica grande de sabor amargo es la toronja,La fruta cítrica grande de sabor amargo es la toronja. La vestimenta elegante de saco y pantalón es,La fruta cítrica grande de sabor amargo es la toronja. La vestimenta elegante de saco y pantalón es el,La fruta cítrica grande de sabor amargo es la toronja. La vestimenta elegante de saco y pantalón es la
maleta,suitcase,la,un,False,c,False,equip,False,0.283203125,0.07373046875,0.053955078125,grava,gravel,la,Las piedras pequeñas que cubren algunos caminos es la grava,Las piedras pequeñas que cubren algunos caminos es la grava. El equipaje donde guardas ropa para viajar es,Las piedras pequeñas que cubren algunos caminos es la grava. El equipaje donde guardas ropa para viajar es la,Las piedras pequeñas que cubren algunos caminos es la grava. El equipaje donde guardas ropa para viajar es el
garganta,throat,la,el,False,bar,False,c,False,0.341796875,0.2734375,0.09716796875,barandilla,guardrail,la,La protección de metal en puentes y escaleras es la barandilla,La protección de metal en puentes y escaleras es la barandilla. La parte interna del cuello por donde pasa comida es,La protección de metal en puentes y escaleras es la barandilla. La parte interna del cuello por donde pasa comida es la,La protección de metal en puentes y escaleras es la barandilla. La parte interna del cuello por donde pasa comida es el
inodoro,toilet,el,el,True,term,False,c,False,0.51171875,0.1396484375,0.05078125,termómetro,thermometer,el,El instrumento que mide la temperatura es el termómetro,El instrumento que mide la temperatura es el termómetro. El artefacto del baño donde haces tus necesidades es,El instrumento que mide la temperatura es el termómetro. El artefacto del baño donde haces tus necesidades es el,El instrumento que mide la temperatura es el termómetro. El artefacto del baño donde haces tus necesidades es la
pasta de dientes,toothpaste,la,el,False,cre,False,ace,False,0.2021484375,0.2158203125,0.06591796875,botón,button,el,La pieza redonda que cierra la ropa es el botón,La pieza redonda que cierra la ropa es el botón. La crema que pones en el cepillo para limpiar dientes es,La pieza redonda que cierra la ropa es el botón. La crema que pones en el cepillo para limpiar dientes es la,La pieza redonda que cierra la ropa es el botón. La crema que pones en el cepillo para limpiar dientes es el
vodka,vodka,el,el,True,alcohol,False,que,False,0.1767578125,0.1708984375,0.193359375,mandíbula,jawbone,la,El hueso que mueve la boca para masticar es la mandíbula,El hueso que mueve la boca para masticar es la mandíbula. La bebida alcohólica transparente muy fuerte es,El hueso que mueve la boca para masticar es la mandíbula. La bebida alcohólica transparente muy fuerte es el,El hueso que mueve la boca para masticar es la mandíbula. La bebida alcohólica transparente muy fuerte es la
nuez,walnut,la,un,False,rev,False,fr,False,0.251953125,0.09375,0.0263671875,revista,magazine,la,La publicación con fotos e historias que lees es la revista,La publicación con fotos e historias que lees es la revista. El fruto seco duro que rompes para comer es,La publicación con fotos e historias que lees es la revista. El fruto seco duro que rompes para comer es la,La publicación con fotos e historias que lees es la revista. El fruto seco duro que rompes para comer es el
cera,wax,la,el,False,c,True,ace,False,0.1328125,0.04541015625,0.1953125,tigre,tiger,el,El felino grande con rayas naranjas y negras es el tigre,El felino grande con rayas naranjas y negras es el tigre. La sustancia que usan las abejas para hacer panales es,El felino grande con rayas naranjas y negras es el tigre. La sustancia que usan las abejas para hacer panales es la,El felino grande con rayas naranjas y negras es el tigre. La sustancia que usan las abejas para hacer panales es el
yate,yacht,el,un,False,de,False,de,False,0.2158203125,0.046630859375,0.1728515625,garaje,garage,el,El lugar donde guardas el auto es el garaje,El lugar donde guardas el auto es el garaje. La embarcación lujosa de recreo es,El lugar donde guardas el auto es el garaje. La embarcación lujosa de recreo es el,El lugar donde guardas el auto es el garaje. La embarcación lujosa de recreo es la
bellota,acorn,la,el,False,man,False,fr,False,0.419921875,0.1044921875,0.1083984375,destapacaños,plunger,el,La herramienta que destapa tuberías tapadas es el destapacaños,La herramienta que destapa tuberías tapadas es el destapacaños. El fruto del roble que comen las ardillas es,La herramienta que destapa tuberías tapadas es el destapacaños. El fruto del roble que comen las ardillas es la,La herramienta que destapa tuberías tapadas es el destapacaños. El fruto del roble que comen las ardillas es el
avión,airplane,el,el,True,tren,False,a,True,0.279296875,0.07275390625,0.0966796875,maleta,suitcase,la,El equipaje donde guardas ropa para viajar es la maleta,El equipaje donde guardas ropa para viajar es la maleta. La máquina voladora que transporta pasajeros es,El equipaje donde guardas ropa para viajar es la maleta. La máquina voladora que transporta pasajeros es el,El equipaje donde guardas ropa para viajar es la maleta. La máquina voladora que transporta pasajeros es la
caimán,alligator,el,el,True,le,False,best,False,0.5625,0.0517578125,0.1640625,palomitas,popcorn,las,Los granos de maíz inflados que comes en el cine son las palomitas,Los granos de maíz inflados que comes en el cine son las palomitas. El reptil grande con mandíbulas poderosas es,Los granos de maíz inflados que comes en el cine son las palomitas. El reptil grande con mandíbulas poderosas es el,Los granos de maíz inflados que comes en el cine son las palomitas. El reptil grande con mandíbulas poderosas es la
anchoa,anchovy,la,el,False,c,False,p,False,0.40625,0.1064453125,0.099609375,mosca,housefly,la,El insecto molesto que zumba en casa es la mosca,El insecto molesto que zumba en casa es la mosca. El pez pequeño y salado que pones en pizza es,El insecto molesto que zumba en casa es la mosca. El pez pequeño y salado que pones en pizza es la,El insecto molesto que zumba en casa es la mosca. El pez pequeño y salado que pones en pizza es el
yunque,anvil,el,un,False,cu,False,base,False,0.2294921875,0.09326171875,0.05859375,cuervo,crow,el,El ave negra que hace caw caw es el cuervo,El ave negra que hace caw caw es el cuervo. El bloque de hierro donde los herreros martillan es,El ave negra que hace caw caw es el cuervo. El bloque de hierro donde los herreros martillan es el,El ave negra que hace caw caw es el cuervo. El bloque de hierro donde los herreros martillan es la
brazo,arm,el,el,True,braz,True,del,False,0.333984375,0.1259765625,0.1005859375,pollito,chick,el,El bebé de la gallina que hace pío es el pollito,El bebé de la gallina que hace pío es el pollito. La extremidad que va del hombro a la mano es,El bebé de la gallina que hace pío es el pollito. La extremidad que va del hombro a la mano es el,El bebé de la gallina que hace pío es el pollito. La extremidad que va del hombro a la mano es la
ceniza,ash,la,el,False,base,False,que,False,0.328125,0.1328125,0.11865234375,colmena,beehive,la,La casa hexagonal donde viven las abejas es la colmena,La casa hexagonal donde viven las abejas es la colmena. El polvo gris que queda después de quemar algo es,La casa hexagonal donde viven las abejas es la colmena. El polvo gris que queda después de quemar algo es la,La casa hexagonal donde viven las abejas es la colmena. El polvo gris que queda después de quemar algo es el
espárrago,asparagus,el,el,True,tom,False,c,False,0.31640625,0.062255859375,0.09765625,pepperoni,pepperoni,el,El embutido picante que pones en la pizza es el pepperoni,El embutido picante que pones en la pizza es el pepperoni. La verdura verde larga y delgada es,El embutido picante que pones en la pizza es el pepperoni. La verdura verde larga y delgada es el,El embutido picante que pones en la pizza es el pepperoni. La verdura verde larga y delgada es la
automóvil,automobile,el,el,True,che,False,mejor,False,0.400390625,0.04248046875,0.049560546875,cadillac,cadillac,el,El auto de lujo americano grande es el cadillac,El auto de lujo americano grande es el cadillac. El vehículo de cuatro ruedas con motor es,El auto de lujo americano grande es el cadillac. El vehículo de cuatro ruedas con motor es el,El auto de lujo americano grande es el cadillac. El vehículo de cuatro ruedas con motor es la
mochila,backpack,la,un,False,de,False,c,False,0.306640625,0.09814453125,0.032470703125,cenicero,ashtray,el,El recipiente donde los fumadores apagan cigarrillos es el cenicero,El recipiente donde los fumadores apagan cigarrillos es el cenicero. La bolsa que cargas en la espalda es,El recipiente donde los fumadores apagan cigarrillos es el cenicero. La bolsa que cargas en la espalda es la,El recipiente donde los fumadores apagan cigarrillos es el cenicero. La bolsa que cargas en la espalda es el
pico,beak,el,la,False,h,False,cola,False,0.490234375,0.057373046875,0.12451171875,viga,rafter,la,La viga de madera que sostiene el techo es la viga,La viga de madera que sostiene el techo es la viga. La parte dura y puntiaguda de la boca de las aves es,La viga de madera que sostiene el techo es la viga. La parte dura y puntiaguda de la boca de las aves es el,La viga de madera que sostiene el techo es la viga. La parte dura y puntiaguda de la boca de las aves es la
puf,beanbag,el,un,False,de,False,arena,False,0.32421875,0.306640625,0.07763671875,avispa,wasp,la,El insecto rayado que puede picar es la avispa,El insecto rayado que puede picar es la avispa. El asiento blando lleno de pequeñas esferas es,El insecto rayado que puede picar es la avispa. El asiento blando lleno de pequeñas esferas es el,El insecto rayado que puede picar es la avispa. El asiento blando lleno de pequeñas esferas es la
barba,beard,la,el,False,cola,False,pelo,False,0.44921875,0.10791015625,0.431640625,cisne,swan,el,El ave elegante de cuello largo es el cisne,El ave elegante de cuello largo es el cisne. El pelo que crece en la cara de los hombres es,El ave elegante de cuello largo es el cisne. El pelo que crece en la cara de los hombres es la,El ave elegante de cuello largo es el cisne. El pelo que crece en la cara de los hombres es el
campana,bell,la,el,False,c,True,cu,False,0.453125,0.1484375,0.060302734375,lámpara,lamp,la,El objeto que da luz eléctrica en tu cuarto es la lámpara,El objeto que da luz eléctrica en tu cuarto es la lámpara. El objeto metálico que suena cuando lo mueves es,El objeto que da luz eléctrica en tu cuarto es la lámpara. El objeto metálico que suena cuando lo mueves es la,El objeto que da luz eléctrica en tu cuarto es la lámpara. El objeto metálico que suena cuando lo mueves es el
blusa,blouse,la,el,False,c,False,ab,False,0.294921875,0.17578125,0.166015625,bellota,acorn,la,El fruto del roble que comen las ardillas es la bellota,El fruto del roble que comen las ardillas es la bellota. La prenda femenina que cubre el torso es,El fruto del roble que comen las ardillas es la bellota. La prenda femenina que cubre el torso es la,El fruto del roble que comen las ardillas es la bellota. La prenda femenina que cubre el torso es el
arándano,blueberry,el,la,False,man,False,man,False,0.326171875,0.09521484375,0.376953125,tambor,drum,el,El instrumento musical que golpeas con palitos es el tambor,El instrumento musical que golpeas con palitos es el tambor. La fruta pequeña azul que crece en arbustos es,El instrumento musical que golpeas con palitos es el tambor. La fruta pequeña azul que crece en arbustos es el,El instrumento musical que golpeas con palitos es el tambor. La fruta pequeña azul que crece en arbustos es la
bota,boot,la,un,False,cam,False,zap,False,0.2734375,0.1015625,0.12255859375,espárrago,asparagus,el,La verdura verde larga y delgada es el espárrago,La verdura verde larga y delgada es el espárrago. El calzado alto que cubre el tobillo es,La verdura verde larga y delgada es el espárrago. El calzado alto que cubre el tobillo es la,La verdura verde larga y delgada es el espárrago. El calzado alto que cubre el tobillo es el
pulsera,bracelet,la,un,False,c,False,cu,False,0.265625,0.0546875,0.0262451171875,cabra,goat,la,El animal con cuernos que come hierba y da leche es la cabra,El animal con cuernos que come hierba y da leche es la cabra. La joya que usas en la muñeca es,El animal con cuernos que come hierba y da leche es la cabra. La joya que usas en la muñeca es la,El animal con cuernos que come hierba y da leche es la cabra. La joya que usas en la muñeca es el
cubeta,bucket,la,el,False,c,True,recip,False,0.45703125,0.20703125,0.345703125,espagueti,spaghetti,el,La pasta larga y delgada que enrollas con tenedor es el espagueti,La pasta larga y delgada que enrollas con tenedor es el espagueti. El recipiente hondo que usas para cargar agua es,La pasta larga y delgada que enrollas con tenedor es el espagueti. El recipiente hondo que usas para cargar agua es la,La pasta larga y delgada que enrollas con tenedor es el espagueti. El recipiente hondo que usas para cargar agua es el
abejorro,bumblebee,el,el,True,j,False,c,False,0.546875,0.078125,0.10009765625,refrigerador,refrigerator,el,El electrodoméstico que mantiene fría la comida es el refrigerador,El electrodoméstico que mantiene fría la comida es el refrigerador. El insecto peludo que zumba y hace miel es,El electrodoméstico que mantiene fría la comida es el refrigerador. El insecto peludo que zumba y hace miel es el,El electrodoméstico que mantiene fría la comida es el refrigerador. El insecto peludo que zumba y hace miel es la
botón,button,el,el,True,c,False,c,False,0.376953125,0.11669921875,0.1943359375,palillos,chopsticks,los,Los utensilios de madera que usan en Asia para comer son los palillos,Los utensilios de madera que usan en Asia para comer son los palillos. La pieza redonda que cierra la ropa es,Los utensilios de madera que usan en Asia para comer son los palillos. La pieza redonda que cierra la ropa es el,Los utensilios de madera que usan en Asia para comer son los palillos. La pieza redonda que cierra la ropa es la
café,cafe,el,el,True,café,True,caf,True,0.470703125,0.25390625,0.2294921875,caballete,easel,el,El soporte de madera donde los pintores ponen lienzos es el caballete,El soporte de madera donde los pintores ponen lienzos es el caballete. El lugar donde bebes café y comes pasteles es,El soporte de madera donde los pintores ponen lienzos es el caballete. El lugar donde bebes café y comes pasteles es el,El soporte de madera donde los pintores ponen lienzos es el caballete. El lugar donde bebes café y comes pasteles es la
cárdigan,cardigan,el,un,False,su,False,mejor,False,0.453125,0.1181640625,0.0517578125,murciélago,bat,el,El animal que vuela de noche y cuelga boca abajo es el murciélago,El animal que vuela de noche y cuelga boca abajo es el murciélago. El suéter abierto al frente con botones es,El animal que vuela de noche y cuelga boca abajo es el murciélago. El suéter abierto al frente con botones es el,El animal que vuela de noche y cuelga boca abajo es el murciélago. El suéter abierto al frente con botones es la
alfombra,carpet,la,el,False,c,False,su,False,0.455078125,0.1376953125,0.1767578125,bigote,moustache,el,El pelo que crece arriba del labio superior es el bigote,El pelo que crece arriba del labio superior es el bigote. La tela gruesa que cubre el piso es,El pelo que crece arriba del labio superior es el bigote. La tela gruesa que cubre el piso es la,El pelo que crece arriba del labio superior es el bigote. La tela gruesa que cubre el piso es el
castillo,castle,el,el,True,re,False,ti,False,0.1796875,0.025146484375,0.0556640625,jarra,jug,la,El recipiente grande con asa para líquidos es la jarra,El recipiente grande con asa para líquidos es la jarra. La fortaleza donde vivían los reyes es,El recipiente grande con asa para líquidos es la jarra. La fortaleza donde vivían los reyes es el,El recipiente grande con asa para líquidos es la jarra. La fortaleza donde vivían los reyes es la
cueva,cave,la,el,False,arena,False,espacio,False,0.318359375,0.08740234375,0.1787109375,arena,sand,la,Los granos pequeños que cubren las playas es la arena,Los granos pequeños que cubren las playas es la arena. El hueco natural en las rocas o montañas es,Los granos pequeños que cubren las playas es la arena. El hueco natural en las rocas o montañas es la,Los granos pequeños que cubren las playas es la arena. El hueco natural en las rocas o montañas es el
violonchelo,cello,el,el,True,viol,True,c,False,0.36328125,0.08984375,0.12255859375,bigote,moustache,el,El pelo que crece arriba del labio superior es el bigote,El pelo que crece arriba del labio superior es el bigote. El instrumento de cuerdas grande que tocas sentado es,El pelo que crece arriba del labio superior es el bigote. El instrumento de cuerdas grande que tocas sentado es el,El pelo que crece arriba del labio superior es el bigote. El instrumento de cuerdas grande que tocas sentado es la
cucaracha,cockroach,la,el,False,c,True,insect,False,0.36328125,0.087890625,0.111328125,balsa,raft,la,La embarcación simple hecha de troncos es la balsa,La embarcación simple hecha de troncos es la balsa. El insecto marrón que aparece en cocinas sucias es,La embarcación simple hecha de troncos es la balsa. El insecto marrón que aparece en cocinas sucias es la,La embarcación simple hecha de troncos es la balsa. El insecto marrón que aparece en cocinas sucias es el
potro,colt,el,un,False,de,False,mejor,False,0.310546875,0.07275390625,0.032470703125,sillón,armchair,el,El asiento cómodo con brazos donde te relajas es el sillón,El asiento cómodo con brazos donde te relajas es el sillón. El caballo joven que aún no está entrenado es,El asiento cómodo con brazos donde te relajas es el sillón. El caballo joven que aún no está entrenado es el,El asiento cómodo con brazos donde te relajas es el sillón. El caballo joven que aún no está entrenado es la
maíz,corn,el,el,True,ar,False,c,False,0.291015625,0.2734375,0.10693359375,galleta,cookie,la,El dulce crujiente que horneas en la cocina es la galleta,El dulce crujiente que horneas en la cocina es la galleta. El cereal amarillo con granos en mazorca es,El dulce crujiente que horneas en la cocina es la galleta. El cereal amarillo con granos en mazorca es el,El dulce crujiente que horneas en la cocina es la galleta. El cereal amarillo con granos en mazorca es la
vaca,cow,la,el,False,lact,False,h,False,0.578125,0.220703125,0.07373046875,foco,bulb,el,El objeto que produce luz eléctrica es el foco,El objeto que produce luz eléctrica es el foco. El animal que da leche y hace muu es,El objeto que produce luz eléctrica es el foco. El animal que da leche y hace muu es la,El objeto que produce luz eléctrica es el foco. El animal que da leche y hace muu es el
coyote,coyote,el,el,True,le,False,le,False,0.416015625,0.1083984375,0.051025390625,banqueta,sidewalk,la,El camino peatonal junto a la calle es la banqueta,El camino peatonal junto a la calle es la banqueta. El animal salvaje parecido al lobo es,El camino peatonal junto a la calle es la banqueta. El animal salvaje parecido al lobo es el,El camino peatonal junto a la calle es la banqueta. El animal salvaje parecido al lobo es la
arándano rojo,cranberry,el,el,True,fr,False,fr,False,0.376953125,0.11572265625,0.216796875,celular,cellphone,el,El teléfono portátil que llevas en el bolsillo es el celular,El teléfono portátil que llevas en el bolsillo es el celular. La fruta ácida roja que comes en Navidad es,El teléfono portátil que llevas en el bolsillo es el celular. La fruta ácida roja que comes en Navidad es el,El teléfono portátil que llevas en el bolsillo es el celular. La fruta ácida roja que comes en Navidad es la
sótano,crawlspace,el,el,True,espacio,False,arena,False,0.322265625,0.2294921875,0.310546875,arena,sand,la,Los granos pequeños que cubren las playas es la arena,Los granos pequeños que cubren las playas es la arena. El espacio bajo la casa donde apenas puedes gatear es,Los granos pequeños que cubren las playas es la arena. El espacio bajo la casa donde apenas puedes gatear es el,Los granos pequeños que cubren las playas es la arena. El espacio bajo la casa donde apenas puedes gatear es la
croissant,croissant,el,un,False,resultado,False,c,True,0.26171875,0.068359375,0.12109375,cobra,cobra,la,La serpiente venenosa que puede expandir su cuello es la cobra,La serpiente venenosa que puede expandir su cuello es la cobra. El pan francés en forma de media luna es,La serpiente venenosa que puede expandir su cuello es la cobra. El pan francés en forma de media luna es el,La serpiente venenosa que puede expandir su cuello es la cobra. El pan francés en forma de media luna es la
narciso,daffodil,el,un,False,ejemplo,False,que,False,0.55859375,0.04833984375,0.1767578125,prismáticos,binoculars,los,El instrumento óptico que usas para ver cosas lejanas son los prismáticos,El instrumento óptico que usas para ver cosas lejanas son los prismáticos. La flor amarilla que anuncia la primavera es,El instrumento óptico que usas para ver cosas lejanas son los prismáticos. La flor amarilla que anuncia la primavera es el,El instrumento óptico que usas para ver cosas lejanas son los prismáticos. La flor amarilla que anuncia la primavera es la
daga,dagger,la,el,False,c,False,c,False,0.2890625,0.0517578125,0.0198974609375,sidra,cider,la,La bebida hecha con jugo de manzana fermentado es la sidra,La bebida hecha con jugo de manzana fermentado es la sidra. El arma blanca corta con doble filo es,La bebida hecha con jugo de manzana fermentado es la sidra. El arma blanca corta con doble filo es la,La bebida hecha con jugo de manzana fermentado es la sidra. El arma blanca corta con doble filo es el
delfín,dolphin,el,el,True,le,False,mar,False,0.62890625,0.08447265625,0.12109375,galleta,cookie,la,El dulce crujiente que horneas en la cocina es la galleta,El dulce crujiente que horneas en la cocina es la galleta. El mamífero marino inteligente que salta es,El dulce crujiente que horneas en la cocina es la galleta. El mamífero marino inteligente que salta es el,El dulce crujiente que horneas en la cocina es la galleta. El mamífero marino inteligente que salta es la
