Spanish_Noun,English_Noun,Article,Predicted_Article,Article_Correct,Predicted_Noun,Noun_Correct,Predicted_Noun_Wrong_Article,Noun_Wrong_Article_Correct,Prob_Article,Prob_Noun,Prob_Noun_Wrong_Article,IC_Spanish_Noun,IC_English_Noun,IC_Article,IC_Description,Description
blusa,blouse,la,la,True,bl,True,sujet,False,0.7734375,0.71875,0.86328125,bellota,acorn,la,El fruto del roble que comen las ardillas es la bellota,El fruto del roble que comen las ardillas es la bellota. La prenda femenina que cubre el torso es
arándano,blueberry,el,la,False,u,False,u,False,0.875,0.4765625,0.953125,tambor,drum,el,El instrumento musical que golpeas con palitos es el tambor,El instrumento musical que golpeas con palitos es el tambor. La fruta pequeña azul que crece en arbustos es
bota,boot,la,el,False,bot,True,zap,False,0.890625,0.69140625,0.734375,espárrago,asparagus,el,La verdura verde larga y delgada es el espárrago,La verdura verde larga y delgada es el espárrago. El calzado alto que cubre el tobillo es
pulsera,bracelet,la,un,False,per,False,collar,False,0.4453125,0.345703125,0.177734375,cabra,goat,la,El animal con cuernos que come hierba y da leche es la cabra,El animal con cuernos que come hierba y da leche es la cabra. La joya que usas en la muñeca es
cubeta,bucket,la,el,False,o,False,___,False,0.703125,0.58203125,0.37890625,espagueti,spaghetti,el,La pasta larga y delgada que enrollas con tenedor es el espagueti,La pasta larga y delgada que enrollas con tenedor es el espagueti. El recipiente hondo que usas para cargar agua es
abejorro,bumblebee,el,la,False,ab,True,ab,True,0.8203125,0.90234375,0.99609375,refrigerador,refrigerator,el,El electrodoméstico que mantiene fría la comida es el refrigerador,El electrodoméstico que mantiene fría la comida es el refrigerador. El insecto peludo que zumba y hace miel es
botón,button,el,la,False,bot,True,c,False,0.443359375,0.92578125,0.375,palillos,chopsticks,los,Los utensilios de madera que usan en Asia para comer son los palillos,Los utensilios de madera que usan en Asia para comer son los palillos. La pieza redonda que cierra la ropa es
café,cafe,el,la,False,café,True,terr,False,0.51171875,0.2109375,0.53125,caballete,easel,el,El soporte de madera donde los pintores ponen lienzos es el caballete,El soporte de madera donde los pintores ponen lienzos es el caballete. El lugar donde bebes café y comes pasteles es
cárdigan,cardigan,el,un,False,que,False,cam,False,0.33984375,0.26171875,0.1748046875,murciélago,bat,el,El animal que vuela de noche y cuelga boca abajo es el murciélago,El animal que vuela de noche y cuelga boca abajo es el murciélago. El suéter abierto al frente con botones es
alfombra,carpet,la,el,False,,True,su,False,0.625,0.27734375,0.173828125,bigote,moustache,el,El pelo que crece arriba del labio superior es el bigote,El pelo que crece arriba del labio superior es el bigote. La tela gruesa que cubre el piso es
castillo,castle,el,la,False,pal,False,c,True,0.63671875,0.76953125,0.498046875,jarra,jug,la,El recipiente grande con asa para líquidos es la jarra,El recipiente grande con asa para líquidos es la jarra. La fortaleza donde vivían los reyes es
cueva,cave,la,un,False,cue,True,po,False,0.3515625,0.4140625,0.099609375,arena,sand,la,Los granos pequeños que cubren las playas es la arena,Los granos pequeños que cubren las playas es la arena. El hueco natural en las rocas o montañas es
violonchelo,cello,el,el,True,viol,True,viol,True,0.5859375,0.98828125,0.90234375,bigote,moustache,el,El pelo que crece arriba del labio superior es el bigote,El pelo que crece arriba del labio superior es el bigote. El instrumento de cuerdas grande que tocas sentado es
cucaracha,cockroach,la,el,False,horn,False,pol,False,0.64453125,0.302734375,0.30078125,balsa,raft,la,La embarcación simple hecha de troncos es la balsa,La embarcación simple hecha de troncos es la balsa. El insecto marrón que aparece en cocinas sucias es
potro,colt,el,el,True,cab,False,j,False,0.74609375,0.330078125,0.134765625,sillón,armchair,el,El asiento cómodo con brazos donde te relajas es el sillón,El asiento cómodo con brazos donde te relajas es el sillón. El caballo joven que aún no está entrenado es
maíz,corn,el,el,True,ma,True,ma,True,0.9140625,0.9765625,0.96875,galleta,cookie,la,El dulce crujiente que horneas en la cocina es la galleta,El dulce crujiente que horneas en la cocina es la galleta. El cereal amarillo con granos en mazorca es
vaca,cow,la,el,False,vac,True,vac,True,0.734375,1.0,0.7265625,foco,bulb,el,El objeto que produce luz eléctrica es el foco,El objeto que produce luz eléctrica es el foco. El animal que da leche y hace muu es
coyote,coyote,el,el,True,z,False,z,False,0.859375,0.55078125,0.27734375,banqueta,sidewalk,la,El camino peatonal junto a la calle es la banqueta,El camino peatonal junto a la calle es la banqueta. El animal salvaje parecido al lobo es
arándano rojo,cranberry,el,la,False,p,False,u,False,0.796875,0.341796875,0.357421875,celular,cellphone,el,El teléfono portátil que llevas en el bolsillo es el celular,El teléfono portátil que llevas en el bolsillo es el celular. La fruta ácida roja que comes en Navidad es
sótano,crawlspace,el,el,True,por,False,terr,False,0.515625,0.515625,0.287109375,arena,sand,la,Los granos pequeños que cubren las playas es la arena,Los granos pequeños que cubren las playas es la arena. El espacio bajo la casa donde apenas puedes gatear es
croissant,croissant,el,el,True,bag,False,bag,False,0.400390625,0.67578125,0.94140625,cobra,cobra,la,La serpiente venenosa que puede expandir su cuello es la cobra,La serpiente venenosa que puede expandir su cuello es la cobra. El pan francés en forma de media luna es
narciso,daffodil,el,la,False,tr,False,del,False,0.416015625,0.228515625,0.23046875,prismáticos,binoculars,los,El instrumento óptico que usas para ver cosas lejanas son los prismáticos,El instrumento óptico que usas para ver cosas lejanas son los prismáticos. La flor amarilla que anuncia la primavera es
daga,dagger,la,la,True,esp,False,c,False,0.5625,0.42578125,0.7109375,sidra,cider,la,La bebida hecha con jugo de manzana fermentado es la sidra,La bebida hecha con jugo de manzana fermentado es la sidra. El arma blanca corta con doble filo es
delfín,dolphin,el,el,True,d,True,ball,False,0.890625,0.1484375,0.6015625,galleta,cookie,la,El dulce crujiente que horneas en la cocina es la galleta,El dulce crujiente que horneas en la cocina es la galleta. El mamífero marino inteligente que salta es
dona,doughnut,la,el,False,g,False,ch,False,0.74609375,0.404296875,0.373046875,cómoda,dresser,la,El mueble con cajones donde guardas ropa es la cómoda,El mueble con cajones donde guardas ropa es la cómoda. El dulce frito en forma de anillo es
cajones,drawers,los,los,True,bols,False,bols,False,0.7421875,0.546875,0.345703125,chal,shawl,el,La prenda que te pones sobre los hombros es el chal,La prenda que te pones sobre los hombros es el chal. Los compartimentos que jalas para guardar cosas son
cómoda,dresser,la,el,False,mesa,False,arm,False,0.90625,0.1650390625,0.93359375,árbol,tree,el,La planta grande con tronco y ramas es el árbol,La planta grande con tronco y ramas es el árbol. El mueble con cajones donde guardas ropa es
tambor,drum,el,el,True,mar,False,fl,False,0.92578125,0.56640625,0.63671875,violín,violin,el,El instrumento de cuerdas que tocas con arco es el violín,El instrumento de cuerdas que tocas con arco es el violín. El instrumento musical que golpeas con palitos es
baqueta,drumstick,la,el,False,b,True,b,True,0.8203125,0.59375,0.67578125,castillo,castle,el,La fortaleza donde vivían los reyes es el castillo,La fortaleza donde vivían los reyes es el castillo. El palo que usas para tocar la batería es
lóbulo,earlobe,el,la,False,p,False,que,False,0.380859375,0.0927734375,0.1689453125,puercoespín,porcupine,el,El animal con púas que se enrolla cuando se asusta es el puercoespín,El animal con púas que se enrolla cuando se asusta es el puercoespín. La parte blanda de abajo de la oreja es
arete,earring,el,el,True,are,True,are,True,0.5703125,0.2255859375,0.296875,mosca,housefly,la,El insecto molesto que zumba en casa es la mosca,El insecto molesto que zumba en casa es la mosca. La joya que cuelga de las orejas es
huella digital,fingerprint,la,la,True,hu,True,s,False,0.4375,0.8984375,0.2578125,pistola,handgun,la,El arma de fuego pequeña que se usa con una mano es la pistola,El arma de fuego pequeña que se usa con una mano es la pistola. La marca única que dejan tus dedos es
banquito,footstool,el,el,True,su,False,c,False,0.5859375,0.84375,0.2197265625,espadaña,cattail,la,La planta alta que crece en pantanos es la espadaña,La planta alta que crece en pantanos es la espadaña. El asiento bajo donde apoyas los pies es
garaje,garage,el,el,True,est,False,coch,False,0.69140625,0.51953125,0.3671875,tronco,log,el,La madera redonda que cortas del árbol es el tronco,La madera redonda que cortas del árbol es el tronco. El lugar donde guardas el auto es
portón,gate,el,la,False,portal,False,pu,False,0.6015625,0.197265625,0.41796875,canicas,marbles,las,Las esferas de vidrio con las que juegan niños son las canicas,Las esferas de vidrio con las que juegan niños son las canicas. La puerta grande que cierra el patio es
toronja,grapefruit,la,la,True,n,False,lim,False,0.60546875,0.953125,0.97265625,cubeta,bucket,la,El recipiente hondo que usas para cargar agua es la cubeta,El recipiente hondo que usas para cargar agua es la cubeta. La fruta cítrica grande de sabor amargo es
sierra,hacksaw,la,el,False,si,True,tal,False,0.55078125,0.97265625,0.470703125,serpiente,snake,la,El reptil largo sin patas que se arrastra es la serpiente,El reptil largo sin patas que se arrastra es la serpiente. La herramienta dentada que corta metal es
redecilla,hairnet,la,la,True,m,False,col,False,0.703125,0.3125,0.240234375,cubeta,bucket,la,El recipiente hondo que usas para cargar agua es la cubeta,El recipiente hondo que usas para cargar agua es la cubeta. La red que cubre el cabello para cocinar es
avispa,hornet,la,la,True,mos,False,mosquito,False,0.6953125,0.333984375,0.95703125,bufanda,scarf,la,La prenda larga que te enrollas en el cuello es la bufanda,La prenda larga que te enrollas en el cuello es la bufanda. El insecto volador que pica fuerte es
mosca,housefly,la,el,False,ab,False,mosquito,False,0.6484375,0.53125,0.85546875,pimentón,paprika,el,La especia roja en polvo que sazona la comida es el pimentón,La especia roja en polvo que sazona la comida es el pimentón. El insecto molesto que zumba en casa es
colibrí,hummingbird,el,el,True,mur,False,pal,False,0.88671875,0.443359375,0.57421875,águila,eagle,el,El ave rapaz grande con vista muy aguda es el águila,El ave rapaz grande con vista muy aguda es el águila. El ave pequeña que mueve las alas muy rápido es
iceberg,iceberg,el,el,True,h,False,gl,False,0.2265625,0.9453125,0.330078125,oreja,ear,la,La parte del cuerpo con la que escuchas sonidos es la oreja,La parte del cuerpo con la que escuchas sonidos es la oreja. La masa de hielo que flota en el océano es
carámbano,icicle,el,un,False,resultado,False,evid,False,0.484375,0.322265625,0.3125,termómetro,thermometer,el,El instrumento que mide la temperatura es el termómetro,El instrumento que mide la temperatura es el termómetro. El hielo colgante que se forma en el techo es
isla,island,la,el,False,is,True,mar,False,0.453125,0.98046875,0.515625,vodka,vodka,el,La bebida alcohólica transparente muy fuerte es el vodka,La bebida alcohólica transparente muy fuerte es el vodka. La tierra rodeada de agua por todos lados es
mandíbula,jawbone,la,el,False,mand,True,max,False,0.96875,0.984375,0.984375,gorila,gorilla,el,El simio grande y fuerte que vive en la selva es el gorila,El simio grande y fuerte que vive en la selva es el gorila. El hueso que mueve la boca para masticar es
joya,jewel,la,el,False,rub,False,diam,False,0.87109375,0.3828125,0.9296875,maleta,suitcase,la,El equipaje donde guardas ropa para viajar es la maleta,El equipaje donde guardas ropa para viajar es la maleta. La piedra preciosa brillante y valiosa es
jarra,jug,la,el,False,cub,False,bal,False,0.5546875,0.1708984375,0.21875,pala,shovel,la,La herramienta que usas para cavar hoyos es la pala,La herramienta que usas para cavar hoyos es la pala. El recipiente grande con asa para líquidos es
queroseno,kerosene,el,el,True,ace,False,gas,False,0.71484375,0.81640625,0.9453125,arándano,blueberry,el,La fruta pequeña azul que crece en arbustos es el arándano,La fruta pequeña azul que crece en arbustos es el arándano. El combustible líquido que usas en lámparas es
riñón,kidney,el,el,True,ri,True,ri,True,0.76953125,0.99609375,0.80859375,pollito,chick,el,El bebé de la gallina que hace pío es el pollito,El bebé de la gallina que hace pío es el pollito. El órgano que filtra la sangre en tu cuerpo es
tapa,lid,la,la,True,tap,True,tap,True,0.4921875,0.99609375,0.9765625,cámara,camera,la,El aparato que usas para tomar fotografías es la cámara,El aparato que usas para tomar fotografías es la cámara. La cubierta que cierra frascos y ollas es
faro,lighthouse,el,la,False,far,True,far,True,0.5234375,0.99609375,0.75390625,ballena,whale,la,El mamífero marino gigante que expulsa agua es la ballena,El mamífero marino gigante que expulsa agua es la ballena. La torre con luz que guía barcos en la noche es
lima,lime,la,la,True,n,False,lim,True,0.703125,0.921875,0.88671875,tetera,teapot,la,La vasija con pico donde preparas té es la tetera,La vasija con pico donde preparas té es la tetera. La fruta cítrica verde pequeña es
pelusa,lint,la,el,False,,True,sud,False,0.81640625,0.80078125,0.50390625,sushi,sushi,el,El platillo japonés de pescado crudo es el sushi,El platillo japonés de pescado crudo es el sushi. Los hilitos que se acumulan en la ropa es
león,lion,el,el,True,le,True,le,True,0.84765625,0.734375,0.5859375,codo,elbow,el,La articulación que une el brazo con el antebrazo es el codo,La articulación que une el brazo con el antebrazo es el codo. El felino grande que ruge y tiene melena es
labio,lip,el,el,True,lab,True,lab,True,0.49609375,0.91015625,0.2099609375,chimenea,chimney,la,La estructura por donde sale el humo de la casa es la chimenea,La estructura por donde sale el humo de la casa es la chimenea. El borde carnoso de la boca es
tronco,log,el,el,True,p,False,m,False,0.74609375,0.46875,0.546875,pasa,raisin,la,La uva seca y arrugada que comes como dulce es la pasa,La uva seca y arrugada que comes como dulce es la pasa. La madera redonda que cortas del árbol es
paleta,lollipop,la,el,False,parte,False,pe,False,0.322265625,0.1865234375,0.1962890625,pecho,chest,el,La parte frontal del torso es el pecho,La parte frontal del torso es el pecho. El dulce redondo en un palito es
macarrón,macaroon,el,el,True,...,False,...,False,0.875,0.177734375,0.107421875,caballete,easel,el,El soporte de madera donde los pintores ponen lienzos es el caballete,El soporte de madera donde los pintores ponen lienzos es el caballete. El dulce pequeño hecho con coco es
canicas,marbles,las,las,True,pel,False,glob,False,0.2275390625,0.82421875,0.86328125,dedo,finger,el,La parte alargada de la mano que usas para señalar es el dedo,La parte alargada de la mano que usas para señalar es el dedo. Las esferas de vidrio con las que juegan niños son
máscara,mask,la,la,True,má,True,cas,False,0.71875,0.7890625,0.88671875,lanza,spear,la,El arma larga con punta que usaban los guerreros es la lanza,El arma larga con punta que usaban los guerreros es la lanza. La cubierta que oculta o protege tu cara es
cerillo,matchstick,el,la,False,enc,False,cer,True,0.78125,0.51171875,0.7578125,loro,parrot,el,El ave tropical colorida que puede imitar palabras es el loro,El ave tropical colorida que puede imitar palabras es el loro. El palito que enciendes para hacer fuego es
mayonesa,mayo,la,la,True,may,True,qu,False,0.76171875,0.578125,0.416015625,pimentón,paprika,el,La especia roja en polvo que sazona la comida es el pimentón,La especia roja en polvo que sazona la comida es el pimentón. La salsa blanca cremosa que pones en tortas es
meteoro,meteor,el,la,False,meteor,True,meteor,True,0.318359375,0.8984375,0.5,sierra,hacksaw,la,La herramienta dentada que corta metal es la sierra,La herramienta dentada que corta metal es la sierra. La roca espacial que se quema al entrar a la atmósfera es
montaña,mountain,la,el,False,col,False,ter,False,0.34765625,0.291015625,0.0712890625,brazo,arm,el,La extremidad que va del hombro a la mano es el brazo,La extremidad que va del hombro a la mano es el brazo. La elevación natural muy alta de tierra es
bigote,moustache,el,el,True,pelo,False,bar,False,0.76953125,0.294921875,0.55859375,perro caliente,hotdog,el,La salchicha en pan que vendes en puestos callejeros es el perro caliente,La salchicha en pan que vendes en puestos callejeros es el perro caliente. El pelo que crece arriba del labio superior es
rata almizclera,muskrat,la,el,False,r,True,r,True,0.91015625,0.9765625,0.53125,maleta,suitcase,la,El equipaje donde guardas ropa para viajar es la maleta,El equipaje donde guardas ropa para viajar es la maleta. El roedor que vive cerca del agua es
collar,necklace,el,una,False,collar,True,garg,False,0.376953125,0.345703125,0.55859375,cuello,neck,el,La parte del cuerpo que conecta la cabeza con el tronco es el cuello,La parte del cuerpo que conecta la cabeza con el tronco es el cuello. La joya que usas alrededor del cuello es
corbata,necktie,la,la,True,cam,False,c,True,0.71484375,0.9140625,0.6796875,árbol,tree,el,La planta grande con tronco y ramas es el árbol,La planta grande con tronco y ramas es el árbol. La prenda elegante que atas en el cuello es
club nocturno,nightclub,el,el,True,club,True,disc,False,0.361328125,0.84375,0.75,barba,beard,la,El pelo que crece en la cara de los hombres es la barba,El pelo que crece en la cara de los hombres es la barba. El lugar donde bailas y bebes de noche es
clip,paperclip,el,el,True,al,False,reg,False,0.80859375,0.58984375,0.62109375,lanza,spear,la,El arma larga con punta que usaban los guerreros es la lanza,El arma larga con punta que usaban los guerreros es la lanza. El alambre doblado que sujeta papeles es
pelícano,pelican,el,el,True,cu,False,pal,False,0.45703125,0.58203125,0.93359375,taza,cup,la,El recipiente pequeño donde bebes café o té es la taza,El recipiente pequeño donde bebes café o té es la taza. El ave grande con bolsa en el pico es
directorio telefónico,phonebook,el,el,True,dic,False,gu,False,0.9140625,0.36328125,0.8203125,caimán,alligator,el,El reptil grande con mandíbulas poderosas es el caimán,El reptil grande con mandíbulas poderosas es el caimán. El libro donde buscas números de teléfono es
pastillero,pillbox,el,la,False,医药,False,farm,False,0.62109375,0.310546875,0.376953125,isla,island,la,La tierra rodeada de agua por todos lados es la isla,La tierra rodeada de agua por todos lados es la isla. La cajita donde guardas medicamentos es
destapacaños,plunger,el,una,False,des,True,ll,False,0.3671875,0.6015625,0.94140625,codo,elbow,el,La articulación que une el brazo con el antebrazo es el codo,La articulación que une el brazo con el antebrazo es el codo. La herramienta que destapa tuberías tapadas es
pirámide,pyramid,la,el,False,pir,True,__,False,0.55078125,0.9140625,0.2177734375,cactus,cactus,el,La planta espinosa que crece en el desierto es el cactus,La planta espinosa que crece en el desierto es el cactus. La construcción triangular de los faraones es
pitón,python,la,un,False,cola,False,animal,False,0.2119140625,0.259765625,0.1083984375,cola,tail,la,La extremidad trasera que mueven los animales es la cola,La extremidad trasera que mueven los animales es la cola. La serpiente grande que aplasta a sus presas es
auto de carreras,racecar,el,el,True,co,False,f,False,0.875,0.443359375,0.66015625,avispa,hornet,la,El insecto volador que pica fuerte es la avispa,El insecto volador que pica fuerte es la avispa. El vehículo veloz que compite en pistas es
secuoya,redwood,la,el,False,ce,False,á,False,0.9765625,0.4375,0.34375,plátano,banana,el,La fruta amarilla y alargada que comen los monos es el plátano,La fruta amarilla y alargada que comen los monos es el plátano. El árbol gigante que puede vivir miles de años es
caja torácica,ribcage,la,el,False,columna,False,est,False,0.69140625,0.58984375,0.3671875,recogedor,dustpan,el,El utensilio plano que usas con la escoba para recoger basura es el recogedor,El utensilio plano que usas con la escoba para recoger basura es el recogedor. Los huesos curvos que protegen tus pulmones es
capullo de rosa,rosebud,el,la,False,j,False,rosa,False,0.78515625,0.20703125,0.8046875,langostino,crayfish,el,El crustáceo pequeño parecido a la langosta es el langostino,El crustáceo pequeño parecido a la langosta es el langostino. La rosa que aún no se ha abierto completamente es
castillo de arena,sandcastle,el,un,False,mol,False,arena,False,0.455078125,0.2255859375,0.65625,chal,shawl,el,La prenda que te pones sobre los hombros es el chal,La prenda que te pones sobre los hombros es el chal. La construcción que haces en la playa es
patineta,scooter,la,el,False,bic,False,car,False,0.54296875,0.984375,0.48828125,buzón,mailbox,el,La caja donde el cartero deja las cartas es el buzón,La caja donde el cartero deja las cartas es el buzón. El vehículo pequeño de dos ruedas que empujas es
caracola,seashell,la,el,False,casa,False,t,False,0.515625,0.11767578125,0.1865234375,bufanda,scarf,la,La prenda larga que te enrollas en el cuello es la bufanda,La prenda larga que te enrollas en el cuello es la bufanda. La casa dura de los animales marinos es
estante,shelf,el,la,False,est,True,mesa,False,0.5234375,0.37890625,0.83984375,castillo,castle,el,La fortaleza donde vivían los reyes es el castillo,La fortaleza donde vivían los reyes es el castillo. La tabla horizontal donde pones libros es
escopeta,shotgun,la,el,False,esc,True,...,False,0.435546875,0.220703125,0.13671875,cárdigan,cardigan,el,El suéter abierto al frente con botones es el cárdigan,El suéter abierto al frente con botones es el cárdigan. El arma larga que dispara muchos perdigones es
patillas,sideburns,las,las,True,p,True,"""",False,0.4453125,0.72265625,0.29296875,puercoespín,porcupine,el,El animal con púas que se enrolla cuando se asusta es el puercoespín,El animal con púas que se enrolla cuando se asusta es el puercoespín. El pelo que crece a los lados de las mejillas son
banqueta,sidewalk,la,el,False,ac,False,pas,False,0.453125,0.99609375,0.349609375,lluvia,rain,la,El agua que cae del cielo cuando hay nubes es la lluvia,El agua que cae del cielo cuando hay nubes es la lluvia. El camino peatonal junto a la calle es
humo,smoke,el,el,True,hum,True,hum,True,0.80078125,0.99609375,0.953125,celular,cellphone,el,El teléfono portátil que llevas en el bolsillo es el celular,El teléfono portátil que llevas en el bolsillo es el celular. El vapor gris que sale cuando algo se quema es
espátula,spatula,la,el,False,c,False,ten,False,0.453125,0.89453125,0.490234375,revista,magazine,la,La publicación con fotos e historias que lees es la revista,La publicación con fotos e historias que lees es la revista. El utensilio plano que volteas comida es
cuchara,spoon,la,la,True,c,True,c,True,0.408203125,0.99609375,0.498046875,regaliz,licorice,el,El dulce negro con sabor fuerte y peculiar es el regaliz,El dulce negro con sabor fuerte y peculiar es el regaliz. El utensilio cóncavo que usas para comer sopa es
bistec,steak,el,muy,False,as,False,carne,False,0.1552734375,0.08154296875,0.349609375,antílope,antelope,el,El animal africano que corre muy rápido por la sabana es el antílope,El animal africano que corre muy rápido por la sabana es el antílope. La carne de res gruesa que asas es
estufa,stove,la,la,True,est,True,h,False,0.60546875,0.6640625,0.96875,trapeador,mop,el,El utensilio con hilos que usas para limpiar el suelo es el trapeador,El utensilio con hilos que usas para limpiar el suelo es el trapeador. El aparato donde cocinas con fuego es
carriola,stroller,la,un,False,car,True,coch,False,0.39453125,0.3671875,0.51953125,tigre,tiger,el,El felino grande con rayas naranjas y negras es el tigre,El felino grande con rayas naranjas y negras es el tigre. El carrito donde paseas a los bebés es
sushi,sushi,el,el,True,s,True,s,True,0.94921875,0.62890625,0.70703125,automóvil,automobile,el,El vehículo de cuatro ruedas con motor es el automóvil,El vehículo de cuatro ruedas con motor es el automóvil. El platillo japonés de pescado crudo es
pantano,swamp,el,el,True,bar,False,ti,False,0.53125,0.2001953125,0.3515625,ubre,udder,la,La parte de la vaca donde se produce la leche es la ubre,La parte de la vaca donde se produce la leche es la ubre. El terreno húmedo lleno de lodo es
cisne,swan,el,el,True,cis,True,pal,False,0.8359375,0.37890625,0.8671875,maleta,suitcase,la,El equipaje donde guardas ropa para viajar es la maleta,El equipaje donde guardas ropa para viajar es la maleta. El ave elegante de cuello largo es
cola,tail,la,la,True,cola,True,rab,False,0.796875,0.9765625,0.341796875,hoja,blade,la,La parte afilada de cuchillos y espadas es la hoja,La parte afilada de cuchillos y espadas es la hoja. La extremidad trasera que mueven los animales es
tetera,teapot,la,una,False,t,True,t,True,0.30078125,0.9921875,0.83203125,garbanzo,chickpea,el,La legumbre redonda de color beige es el garbanzo,La legumbre redonda de color beige es el garbanzo. La vasija con pico donde preparas té es
dientes,teeth,los,los,True,d,True,m,False,0.58984375,0.921875,0.1904296875,jarra,jug,la,El recipiente grande con asa para líquidos es la jarra,El recipiente grande con asa para líquidos es la jarra. Los huesos blancos que usas para masticar son
teléfono,telephone,el,el,True,teléfono,True,comput,False,0.75,0.75,0.322265625,pulgar,thumb,el,El dedo gordo de la mano es el pulgar,El dedo gordo de la mano es el pulgar. El aparato que usas para hablar con gente lejana es
termómetro,thermometer,el,el,True,term,True,term,True,0.98828125,0.98046875,0.94921875,candelero,candlestick,el,El soporte donde pones velas es el candelero,El soporte donde pones velas es el candelero. El instrumento que mide la temperatura es
pulgar,thumb,el,el,True,pul,True,fal,False,0.8359375,0.443359375,0.2890625,cueva,cave,la,El hueco natural en las rocas o montañas es la cueva,El hueco natural en las rocas o montañas es la cueva. El dedo gordo de la mano es
tomillo,thyme,el,el,True,a,False,or,False,0.7109375,0.296875,0.2734375,farol,lantern,el,La lámpara portátil que usaban antes de la electricidad es el farol,La lámpara portátil que usaban antes de la electricidad es el farol. La hierba aromática que usas para cocinar es
torpedo,torpedo,el,el,True,torpedo,True,bomb,False,0.4453125,0.455078125,0.36328125,pimentón,paprika,el,La especia roja en polvo que sazona la comida es el pimentón,La especia roja en polvo que sazona la comida es el pimentón. El proyectil submarino que explota es
ropa interior,underwear,la,la,True,,True,pant,False,0.5234375,0.275390625,0.1533203125,morsa,walrus,la,El mamífero marino grande con colmillos es la morsa,El mamífero marino grande con colmillos es la morsa. La prenda íntima que usas debajo de la ropa es
violín,violin,el,el,True,viol,True,viol,True,0.56640625,0.98828125,0.86328125,edredón,quilt,el,La manta gruesa y decorativa que cubre la cama es el edredón,La manta gruesa y decorativa que cubre la cama es el edredón. El instrumento de cuerdas que tocas con arco es
avispa,wasp,la,el,False,mos,False,mosquito,False,0.47265625,0.1982421875,0.67578125,coliflor,cauliflower,la,La verdura blanca con forma de árbol pequeño es la coliflor,La verdura blanca con forma de árbol pequeño es la coliflor. El insecto rayado que puede picar es
ballena,whale,la,el,False,ball,True,d,False,0.86328125,0.921875,0.390625,canicas,marbles,las,Las esferas de vidrio con las que juegan niños son las canicas,Las esferas de vidrio con las que juegan niños son las canicas. El mamífero marino gigante que expulsa agua es
piña,pineapple,la,el,False,pi,True,mango,False,0.69140625,0.63671875,0.3828125,cementerio,churchyard,el,El patio de la iglesia donde hay tumbas es el cementerio,El patio de la iglesia donde hay tumbas es el cementerio. La fruta tropical con corona espinosa es
camisa,shirt,la,la,True,cam,True,cam,True,0.87890625,0.953125,0.2001953125,mosca,housefly,la,El insecto molesto que zumba en casa es la mosca,El insecto molesto que zumba en casa es la mosca. La prenda que cubre tu torso y brazos es
alga,algae,el,la,False,l,False,l,False,0.5703125,0.875,0.86328125,chimenea,chimney,la,La estructura por donde sale el humo de la casa es la chimenea,La estructura por donde sale el humo de la casa es la chimenea. La planta acuática verde que flota en estanques es
anaconda,anaconda,la,el,False,j,False,ar,False,0.87109375,0.279296875,0.12060546875,confeti,confetti,el,Los papelitos de colores que lanzas en fiestas son el confeti,Los papelitos de colores que lanzas en fiestas son el confeti. La serpiente gigante que vive en ríos sudamericanos es
tablero,backboard,el,el,True,a,False,can,False,0.55859375,0.77734375,0.96875,gaita,bagpipe,la,El instrumento musical escocés que suena con aire es la gaita,El instrumento musical escocés que suena con aire es la gaita. La superficie vertical donde rebota la pelota de básquet es
placa,badge,la,el,False,cam,False,que,False,0.625,0.07568359375,0.06689453125,coliflor,cauliflower,la,La verdura blanca con forma de árbol pequeño es la coliflor,La verdura blanca con forma de árbol pequeño es la coliflor. El distintivo metálico que usan policías es
gaitas,bagpipes,las,los,False,fl,False,ac,False,0.6875,0.33203125,0.53125,cactus,cactus,el,La planta espinosa que crece en el desierto es el cactus,La planta espinosa que crece en el desierto es el cactus. El instrumento escocés que suena con aire son
panadería,bakeshop,la,la,True,pan,True,pan,True,0.5546875,0.94921875,0.7265625,mayonesa,mayo,la,La salsa blanca cremosa que pones en tortas es la mayonesa,La salsa blanca cremosa que pones en tortas es la mayonesa. La tienda donde venden pan recién horneado es
colmena,beehive,la,el,False,col,True,col,True,0.58203125,0.94921875,0.33984375,botón,button,el,La pieza redonda que cierra la ropa es el botón,La pieza redonda que cierra la ropa es el botón. La casa hexagonal donde viven las abejas es
baya,berry,la,la,True,u,False,______,False,0.80078125,0.2412109375,0.181640625,sótano,crawlspace,el,El espacio bajo la casa donde apenas puedes gatear es el sótano,El espacio bajo la casa donde apenas puedes gatear es el sótano. La fruta pequeña y jugosa que crece en arbustos es
bíceps,biceps,el,el,True,bí,True,bí,True,0.98828125,0.953125,0.80078125,garaje,garage,el,El lugar donde guardas el auto es el garaje,El lugar donde guardas el auto es el garaje. El músculo que se hace bulto en el brazo es
hoja,blade,la,la,True,l,False,fil,False,0.84375,0.87890625,0.9609375,hoja,leaf,la,La parte verde y plana que crece en las ramas es la hoja,La parte verde y plana que crece en las ramas es la hoja. La parte afilada de cuchillos y espadas es
soplete,blowtorch,el,la,False,h,False,p,False,0.59375,0.8515625,0.400390625,coliflor,cauliflower,la,La verdura blanca con forma de árbol pequeño es la coliflor,La verdura blanca con forma de árbol pequeño es la coliflor. La herramienta que produce llama muy caliente es
