Prompt,Animal,Gold_Verb,Wrong_Verb,Predicted_Verb,Verb_Correct,Gold_Number,Predicted_Number_Token,Predicted_Number_Int,Number_Correct,Predicted_Number_Token_Wrong_Verb,Predicted_Number_Int_Wrong_Verb,Number_Correct_With_Wrong_Verb,Prob_Verb,Prob_Number,Prob_Number_Wrong_Verb
"At first there were 8 sheep. Then, 6 went away. Now, there",sheep,are,is,are,True,2,2,2,True,2,2,True,0.8751859068870544,0.9048218727111816,0.9154097437858582
"At first there were 8 sheep. Then, 7 went away. Now, there",sheep,is,are,are,False,1,1,1,True,1,1,True,0.8918187022209167,0.9856894016265869,0.8107305765151978
"At first there were 9 sheep. Then, 1 went away. Now, there",sheep,are,is,are,True,8,8,8,True,8,8,True,0.9659683108329773,0.9846924543380737,0.94459468126297
"At first there were 9 sheep. Then, 2 went away. Now, there",sheep,are,is,are,True,7,7,7,True,7,7,True,0.9299342632293701,0.9276580810546875,0.6190600395202637
"At first there were 9 sheep. Then, 3 went away. Now, there",sheep,are,is,are,True,6,6,6,True,6,6,True,0.9295966029167175,0.9577423930168152,0.921086847782135
"At first there were 9 sheep. Then, 4 went away. Now, there",sheep,are,is,are,True,5,5,5,True,5,5,True,0.929163932800293,0.9326751232147217,0.8496260046958923
"At first there were 9 sheep. Then, 5 went away. Now, there",sheep,are,is,are,True,4,4,4,True,4,4,True,0.9150207042694092,0.9212140440940857,0.891957700252533
"At first there were 9 sheep. Then, 6 went away. Now, there",sheep,are,is,are,True,3,3,3,True,3,3,True,0.9139689207077026,0.9515601396560669,0.9483543038368225
"At first there were 9 sheep. Then, 7 went away. Now, there",sheep,are,is,are,True,2,2,2,True,2,2,True,0.9274766445159912,0.9230297803878784,0.8987904191017151
"At first there were 9 sheep. Then, 8 went away. Now, there",sheep,is,are,are,False,1,1,1,True,1,1,True,0.8915563225746155,0.9875291585922241,0.862894594669342
