first_line,first_last_word,second_last_word,rhyme_group,rhyme_success,clean_completion,raw_completion,sample_idx
"The clouds are gray, the raindrops spill,",spill,fill,spill,True,"The ground is wet, and puddles fill.","The ground is wet, and puddles fill.",45
"The clouds are gray, the raindrops spill,",spill,still,spill,True,"The ground gets wet, the sky turns still.","The ground gets wet, the sky turns still.",46
"The clouds are gray, the raindrops spill,",spill,chill,spill,True,And whispers of the storm run chill.,And whispers of the storm run chill.,47
"The clouds are gray, the raindrops spill,",spill,still,spill,True,"The earth is wet, the day turns still.","The earth is wet, the day turns still.",48
"The clouds are gray, the raindrops spill,",spill,will,spill,True,"The thunder growls and whispers ""will,""","The thunder growls and whispers ""will,""",49
"The clouds are gray, the raindrops spill,",spill,still,spill,True,"The sky's in tune, and nature's still.","The sky's in tune, and nature's still.",50
"The clouds are gray, the raindrops spill,",spill,still,spill,True,The wind begins to whisper still.,The wind begins to whisper still.,51
"The clouds are gray, the raindrops spill,",spill,will,spill,True,"The wind begins to whisper ""will.""","The wind begins to whisper ""will.""",52
"The clouds are gray, the raindrops spill,",spill,still,spill,True,"The sky is low, the world feels still.","The sky is low, the world feels still.",53
"The clouds are gray, the raindrops spill,",spill,will,spill,True,"The wind begins to whisper ""will,"".","The wind begins to whisper ""will,"".",54
"The clouds are gray, the raindrops spill,",spill,chill,spill,True,"The wind begins to whisper, ""Chill.""","The wind begins to whisper, ""Chill.""",55
"The clouds are gray, the raindrops spill,",spill,chill,spill,True,"The world feels hushed, the sky lets out a chill.","The world feels hushed, the sky lets out a chill.",56
"The clouds are gray, the raindrops spill,",spill,will,spill,True,The wind whispers tales it never will.,The wind whispers tales it never will.,57
"The clouds are gray, the raindrops spill,",spill,i,spill,False,"The earth is wet, and so am I.","The earth is wet, and so am I.",58
"The clouds are gray, the raindrops spill,",spill,still,spill,True,The wind begins to whisper still.,The wind begins to whisper still.,59
"The clouds are gray, the raindrops spill,",spill,fill,spill,True,And whispers of the storm begin to fill.,And whispers of the storm begin to fill.,60
"The clouds are gray, the raindrops spill,",spill,whine,spill,False,The wind begins to howl and whine.,The wind begins to howl and whine.,61
"The clouds are gray, the raindrops spill,",spill,will,spill,True,"The wind begins to whisper ""will,""","The wind begins to whisper ""will,""",62
"The clouds are gray, the raindrops spill,",spill,while,spill,False,"The world feels quiet, lost in a while.","The world feels quiet, lost in a while.",63
"The clouds are gray, the raindrops spill,",spill,will,spill,True,The wind does howl and twist the will.,The wind does howl and twist the will.,64
"The clouds are gray, the raindrops spill,",spill,try,spill,False,"The world feels low, but I will try.","The world feels low, but I will try.",65
"The clouds are gray, the raindrops spill,",spill,while,spill,False,"The world feels quiet, caught in a hush, a while.","The world feels quiet, caught in a hush, a while.",66
"The clouds are gray, the raindrops spill,",spill,still,spill,True,"The earth is soaked, the thunder still.","The earth is soaked, the thunder still.",67
"The clouds are gray, the raindrops spill,",spill,i,spill,False,"The ground is wet, and so am I.","The ground is wet, and so am I.",68
"The clouds are gray, the raindrops spill,",spill,still,spill,True,And quiet whispers fill the still.,And quiet whispers fill the still.,69
"The clouds are gray, the raindrops spill,",spill,will,spill,True,"The sky lets out a whispered ""will,""","The sky lets out a whispered ""will,""",70
"The clouds are gray, the raindrops spill,",spill,chill,spill,True,"The wind blows low, the day turns chill.","The wind blows low, the day turns chill.",71
"The clouds are gray, the raindrops spill,",spill,still,spill,True,"The wind begins to whisper ""still,""","The wind begins to whisper ""still,""",72
"The clouds are gray, the raindrops spill,",spill,still,spill,True,"The world feels hushed, the day turns still.","The world feels hushed, the day turns still.",73
"The clouds are gray, the raindrops spill,",spill,still,spill,True,"The ground gets wet, the sky turns still.","The ground gets wet, the sky turns still.",74
"The clouds are gray, the raindrops spill,",spill,will,spill,True,The earth is stirred by thunder's will.,The earth is stirred by thunder's will.,75
"The clouds are gray, the raindrops spill,",spill,while,spill,False,"The wind begins to whisper, ""It'll be a while.""","The wind begins to whisper, ""It'll be a while.""",76
"The clouds are gray, the raindrops spill,",spill,still,spill,True,"The world seems hushed, the time feels still.","The world seems hushed, the time feels still.",77
"The clouds are gray, the raindrops spill,",spill,hill,spill,True,The thunder grumbles up the hill.,The thunder grumbles up the hill.,78
"The clouds are gray, the raindrops spill,",spill,hill,spill,True,The wind is howling up the hill.,The wind is howling up the hill.,79
"The clouds are gray, the raindrops spill,",spill,will,spill,True,"The sky lets out a whispered ""will,""","The sky lets out a whispered ""will,""",80
"The clouds are gray, the raindrops spill,",spill,chill,spill,True,"The wind does howl, the day turns chill.","The wind does howl, the day turns chill.",81
"The clouds are gray, the raindrops spill,",spill,hill,spill,True,And thunder whispers through the hill.,And thunder whispers through the hill.,82
"The clouds are gray, the raindrops spill,",spill,hill,spill,True,The thunder grumbles up the hill.,The thunder grumbles up the hill.,83
"The clouds are gray, the raindrops spill,",spill,still,spill,True,"The ground grows wet, the day turns still.","The ground grows wet, the day turns still.",84
"The clouds are gray, the raindrops spill,",spill,still,spill,True,"The earth is soaked, the thunder still.","The earth is soaked, the thunder still.",85
"The clouds are gray, the raindrops spill,",spill,still,spill,True,"The world is hushed, the wind turns still.","The world is hushed, the wind turns still.",86
"The clouds are gray, the raindrops spill,",spill,still,spill,True,"The earth is wet, the air is still.","The earth is wet, the air is still.",87
"The clouds are gray, the raindrops spill,",spill,will,spill,True,"The wind begins to whisper ""will.""","The wind begins to whisper ""will.""",88
"The clouds are gray, the raindrops spill,",spill,still,spill,True,The wind begins to whisper still.,The wind begins to whisper still.,89
"The clouds are gray, the raindrops spill,",spill,hill,spill,True,The earth drinks deep and quiets the hill.,The earth drinks deep and quiets the hill.,90
"The clouds are gray, the raindrops spill,",spill,will,spill,True,"The wind is cold, it simply will.","The wind is cold, it simply will.",91
"The clouds are gray, the raindrops spill,",spill,still,spill,True,The wind whispers tales it can't keep still.,The wind whispers tales it can't keep still.,92
"The clouds are gray, the raindrops spill,",spill,fill,spill,True,The earth below begins to fill.,The earth below begins to fill.,93
"The clouds are gray, the raindrops spill,",spill,fill,spill,True,And whispers of the storm begin to fill.,And whispers of the storm begin to fill.,94
"The clouds are gray, the raindrops spill,",spill,still,spill,True,"The earth is wet, the world feels still.","The earth is wet, the world feels still.",95
"The clouds are gray, the raindrops spill,",spill,chill,spill,True,"The earth is wet, the sky turns chill.","The earth is wet, the sky turns chill.",96
"The clouds are gray, the raindrops spill,",spill,still,spill,True,"The ground gets wet, the day turns still.","The ground gets wet, the day turns still.",97
"The clouds are gray, the raindrops spill,",spill,still,spill,True,"The world feels quiet, heart so still.","The world feels quiet, heart so still.",98
"The clouds are gray, the raindrops spill,",spill,still,spill,True,"The earth is damp, the air feels still.","The earth is damp, the air feels still.",99
"The silver moon casts its gentle light,",light,night,delight,True,Illuminating the path through the night.,Illuminating the path through the night.,0
"The silver moon casts its gentle light,",light,night,delight,True,The stars below dance through the night.,The stars below dance through the night.,1
"The silver moon casts its gentle light,",light,night,delight,True,Illuminating the path through the night.,Illuminating the path through the night.,2
"The silver moon casts its gentle light,",light,bright,delight,True,Upon the waves that shimmer bright.,Upon the waves that shimmer bright.,3
"The silver moon casts its gentle light,",light,night,delight,True,Painting shadows in the quiet night.,Painting shadows in the quiet night.,4
"The silver moon casts its gentle light,",light,night,delight,True,Illuminating the path through the night.,Illuminating the path through the night.,5
"The silver moon casts its gentle light,",light,night,delight,True,Painting shadows in the hush of night.,Painting shadows in the hush of night.,6
"The silver moon casts its gentle light,",light,flight,delight,True,Illuminating dreams that take to flight.,Illuminating dreams that take to flight.,7
"The silver moon casts its gentle light,",light,bright,delight,True,Upon the waves that shimmer bright.,Upon the waves that shimmer bright.,8
"The silver moon casts its gentle light,",light,night,delight,True,A silent glow in the velvet night.,A silent glow in the velvet night.,9
"The silver moon casts its gentle light,",light,bright,delight,True,Upon the waves that shimmer bright.,Upon the waves that shimmer bright.,10
"The silver moon casts its gentle light,",light,night,delight,True,Illuminating the path through the night.,Illuminating the path through the night.,11
"The silver moon casts its gentle light,",light,night,delight,True,Illuminating dreams through the velvet night.,Illuminating dreams through the velvet night.,12
"The silver moon casts its gentle light,",light,night,delight,True,Illuminating dreams that drift through the night.,Illuminating dreams that drift through the night.,13
"The silver moon casts its gentle light,",light,night,delight,True,Awakening dreams in the hush of night.,Awakening dreams in the hush of night.,14
"The silver moon casts its gentle light,",light,night,delight,True,The stars below dance through the night.,The stars below dance through the night.,15
"The silver moon casts its gentle light,",light,night,delight,True,Upon the waves that glide through the night.,Upon the waves that glide through the night.,16
"The silver moon casts its gentle light,",light,night,delight,True,Upon the world that lies in peaceful night.,Upon the world that lies in peaceful night.,17
"The silver moon casts its gentle light,",light,night,delight,True,"Bathing the world in a soft, serene night.","Bathing the world in a soft, serene night.",18
"The silver moon casts its gentle light,",light,night,delight,True,Illuminating the path through the night.,Illuminating the path through the night.,19
"The silver moon casts its gentle light,",light,white,delight,True,"Bathing the world in a quiet, soft white.","Bathing the world in a quiet, soft white.",20
"The silver moon casts its gentle light,",light,white,delight,True,"Bathing the world in a soft, celestial white.","Bathing the world in a soft, celestial white.",21
"The silver moon casts its gentle light,",light,night,delight,True,The stars below dance through the night.,The stars below dance through the night.,22
"The silver moon casts its gentle light,",light,bright,delight,True,Upon the world it shines so bright.,Upon the world it shines so bright.,23
"The silver moon casts its gentle light,",light,night,delight,True,Painting shadows in the hush of night.,Painting shadows in the hush of night.,24
"The silver moon casts its gentle light,",light,night,delight,True,Bathing the world in a soft and silent night.,Bathing the world in a soft and silent night.,25
"The silver moon casts its gentle light,",light,white,delight,True,"Bathing the world in a soft, ethereal white.","Bathing the world in a soft, ethereal white.",26
"The silver moon casts its gentle light,",light,night,delight,True,The stars below dance in the night.,The stars below dance in the night.,27
"The silver moon casts its gentle light,",light,night,delight,True,Illuminating the night.,Illuminating the night.,28
"The silver moon casts its gentle light,",light,might,delight,True,The stars below burn with quiet might.,The stars below burn with quiet might.,29
"The silver moon casts its gentle light,",light,night,delight,True,Painting shadows in the quiet night.,Painting shadows in the quiet night.,30
"The silver moon casts its gentle light,",light,night,delight,True,Illuminating the path through the night.,Illuminating the path through the night.,31
"The silver moon casts its gentle light,",light,night,delight,True,Illuminating the dark of night.,Illuminating the dark of night.,32
"The silver moon casts its gentle light,",light,night,delight,True,Illuminating the path through the night.,Illuminating the path through the night.,33
"The silver moon casts its gentle light,",light,might,delight,True,Upon the dark with a quiet might.,Upon the dark with a quiet might.,34
"The silver moon casts its gentle light,",light,night,delight,True,Illuminating the path through the night.,Illuminating the path through the night.,35
"The silver moon casts its gentle light,",light,night,delight,True,Illuminating dreams that drift through the night.,Illuminating dreams that drift through the night.,36
"The silver moon casts its gentle light,",light,night,delight,True,Illumining the path through the dark of night.,Illumining the path through the dark of night.,37
"The silver moon casts its gentle light,",light,white,delight,True,"Bathing the world in a soft, ethereal white.","Bathing the world in a soft, ethereal white.",38
"The silver moon casts its gentle light,",light,white,delight,True,"Bathing the world in a soft, ethereal white.","Bathing the world in a soft, ethereal white.",39
"The silver moon casts its gentle light,",light,night,delight,True,Guiding the shadows through the night.,Guiding the shadows through the night.,40
"The silver moon casts its gentle light,",light,night,delight,True,The stars below dance through the night.,The stars below dance through the night.,41
"The silver moon casts its gentle light,",light,night,delight,True,Awakening dreams in the hush of night.,Awakening dreams in the hush of night.,42
"The silver moon casts its gentle light,",light,night,delight,True,Illuminating the path through the night.,Illuminating the path through the night.,43
"The silver moon casts its gentle light,",light,night,delight,True,Illuminating dreams through the velvet night.,Illuminating dreams through the velvet night.,44
"The silver moon casts its gentle light,",light,night,delight,True,The stars below whisper through the night.,The stars below whisper through the night.,45
"The silver moon casts its gentle light,",light,night,delight,True,The stars above whisper through the night.,The stars above whisper through the night.,46
"The silver moon casts its gentle light,",light,night,delight,True,Painting shadows in the hush of night.,Painting shadows in the hush of night.,47
"The silver moon casts its gentle light,",light,night,delight,True,Painting shadows in the quiet night.,Painting shadows in the quiet night.,48
"The silver moon casts its gentle light,",light,night,delight,True,Illuminating the path through the night.,Illuminating the path through the night.,49
"The silver moon casts its gentle light,",light,night,delight,True,Illuminating dreams in the velvet night.,Illuminating dreams in the velvet night.,50
"The silver moon casts its gentle light,",light,bright,delight,True,Upon the waves that shimmer bright.,Upon the waves that shimmer bright.,51
"The silver moon casts its gentle light,",light,flight,delight,True,Illuminating dreams that take to flight.,Illuminating dreams that take to flight.,52
"The silver moon casts its gentle light,",light,night,delight,True,Painting shadows in the quiet night.,Painting shadows in the quiet night.,53
"The silver moon casts its gentle light,",light,night,delight,True,Illuminating dreams through the velvet night.,Illuminating dreams through the velvet night.,54
"The silver moon casts its gentle light,",light,night,delight,True,Guiding dreams through the velvet night.,Guiding dreams through the velvet night.,55
"The silver moon casts its gentle light,",light,white,delight,True,"Bathing the world in a soft, celestial white.","Bathing the world in a soft, celestial white.",56
"The silver moon casts its gentle light,",light,night,delight,True,Guiding dreams through the velvet night.,Guiding dreams through the velvet night.,57
"The silver moon casts its gentle light,",light,flight,delight,True,Illuminating dreams that take to flight.,Illuminating dreams that take to flight.,58
"The silver moon casts its gentle light,",light,night,delight,True,Illuminating the path through the night.,Illuminating the path through the night.,59
"The silver moon casts its gentle light,",light,night,delight,True,Illumining the path through the dark of night.,Illumining the path through the dark of night.,60
"The silver moon casts its gentle light,",light,night,delight,True,Painting shadows in the quiet night.,Painting shadows in the quiet night.,61
"The silver moon casts its gentle light,",light,right,delight,True,Illuminating dreams that wander right.,Illuminating dreams that wander right.,62
"The silver moon casts its gentle light,",light,night,delight,True,Illuminating the dark of night.,Illuminating the dark of night.,63
"The silver moon casts its gentle light,",light,night,delight,True,Upon the world beneath the night.,Upon the world beneath the night.,64
"The silver moon casts its gentle light,",light,night,delight,True,Illuminating dreams through the night.,Illuminating dreams through the night.,65
"The silver moon casts its gentle light,",light,night,delight,True,A silent glow upon the night.,A silent glow upon the night.,66
"The silver moon casts its gentle light,",light,bright,delight,True,Upon the waves that shimmer bright.,Upon the waves that shimmer bright.,67
"The silver moon casts its gentle light,",light,night,delight,True,Painting shadows in the hush of night.,Painting shadows in the hush of night.,68
"The silver moon casts its gentle light,",light,night,delight,True,Illuminating the path through the night.,Illuminating the path through the night.,69
"The silver moon casts its gentle light,",light,night,delight,True,Illuminating the path through the night.,Illuminating the path through the night.,70
"The silver moon casts its gentle light,",light,night,delight,True,Illumining the shadows of the night.,Illumining the shadows of the night.,71
"The silver moon casts its gentle light,",light,white,delight,True,Bathing the world in a ghostly white.,Bathing the world in a ghostly white.,72
"The silver moon casts its gentle light,",light,night,delight,True,Illuminating the path through the night.,Illuminating the path through the night.,73
"The silver moon casts its gentle light,",light,night,delight,True,Guiding dreams through the velvet night.,Guiding dreams through the velvet night.,74
"The silver moon casts its gentle light,",light,bright,delight,True,Upon the waves that shimmer bright.,Upon the waves that shimmer bright.,75
"The silver moon casts its gentle light,",light,night,delight,True,Illuminating the path through the night.,Illuminating the path through the night.,76
"The silver moon casts its gentle light,",light,bright,delight,True,Upon the waves that shimmer bright.,Upon the waves that shimmer bright.,77
"The silver moon casts its gentle light,",light,night,delight,True,Awakening dreams in the hush of night.,Awakening dreams in the hush of night.,78
"The silver moon casts its gentle light,",light,flight,delight,True,The stars below in shimmering rows take flight.,The stars below in shimmering rows take flight.,79
"The silver moon casts its gentle light,",light,night,delight,True,Illuminating the path through the night.,Illuminating the path through the night.,80
"The silver moon casts its gentle light,",light,bright,delight,True,The stars below in quiet shimmer bright.,The stars below in quiet shimmer bright.,81
"The silver moon casts its gentle light,",light,white,delight,True,Bathing the world in a ghostly white.,Bathing the world in a ghostly white.,82
"The silver moon casts its gentle light,",light,night,delight,True,Illuminating the dark of night.,Illuminating the dark of night.,83
"The silver moon casts its gentle light,",light,night,delight,True,The stars below dance through the night.,The stars below dance through the night.,84
"The silver moon casts its gentle light,",light,white,delight,True,"Bathing the world in a soft, ethereal white.","Bathing the world in a soft, ethereal white.",85
"The silver moon casts its gentle light,",light,night,delight,True,Illuminating shadows through the night.,Illuminating shadows through the night.,86
"The silver moon casts its gentle light,",light,white,delight,True,Upon the world cloaked in tranquil white.,Upon the world cloaked in tranquil white.,87
"The silver moon casts its gentle light,",light,night,delight,True,Awakening dreams in the hush of night.,Awakening dreams in the hush of night.,88
"The silver moon casts its gentle light,",light,white,delight,True,Upon the world wrapped in softest white.,Upon the world wrapped in softest white.,89
"The silver moon casts its gentle light,",light,bright,delight,True,The stars below seem to shimmer bright.,The stars below seem to shimmer bright.,90
"The silver moon casts its gentle light,",light,night,delight,True,The stars below whisper through the night.,The stars below whisper through the night.,91
"The silver moon casts its gentle light,",light,night,delight,True,Illuminating the night.,Illuminating the night.,92
"The silver moon casts its gentle light,",light,night,delight,True,The stars below dance through the night.,The stars below dance through the night.,93
"The silver moon casts its gentle light,",light,night,delight,True,Painting shadows in the hush of night.,Painting shadows in the hush of night.,94
"The silver moon casts its gentle light,",light,white,delight,True,Bathing the world in a silvery white.,Bathing the world in a silvery white.,95
"The silver moon casts its gentle light,",light,white,delight,True,"Bathing the world in a soft, ethereal white.","Bathing the world in a soft, ethereal white.",96
"The silver moon casts its gentle light,",light,night,delight,True,Illumining the night.,Illumining the night.,97
"The silver moon casts its gentle light,",light,bright,delight,True,Upon the waves that shimmer bright.,Upon the waves that shimmer bright.,98
"The silver moon casts its gentle light,",light,night,delight,True,Illuminating the path through the night.,Illuminating the path through the night.,99
"The silver moon casts its gentle glow,",glow,below,glow,True,While shadows dance in the night below.,While shadows dance in the night below.,0
"The silver moon casts its gentle glow,",glow,flow,glow,True,Upon the waves that softly flow.,Upon the waves that softly flow.,1
"The silver moon casts its gentle glow,",glow,flow,glow,True,Upon the waves that rhythmically flow.,Upon the waves that rhythmically flow.,2
"The silver moon casts its gentle glow,",glow,shows,glow,False,Upon the night and all that it shows.,Upon the night and all that it shows.,3
"The silver moon casts its gentle glow,",glow,flow,glow,True,Upon the waves that softly flow.,Upon the waves that softly flow.,4
"The silver moon casts its gentle glow,",glow,go,glow,True,Upon the night where the dreamers go.,Upon the night where the dreamers go.,5
"The silver moon casts its gentle glow,",glow,below,glow,True,While shadows dance in the night below.,While shadows dance in the night below.,6
"The silver moon casts its gentle glow,",glow,grow,glow,True,On fields of green where the daisies grow.,On fields of green where the daisies grow.,7
"The silver moon casts its gentle glow,",glow,go,glow,True,on fields of dreams where the whispering winds go.,on fields of dreams where the whispering winds go.,8
"The silver moon casts its gentle glow,",glow,flow,glow,True,Upon the waves that softly flow.,Upon the waves that softly flow.,9
"The silver moon casts its gentle glow,",glow,flow,glow,True,Upon the night where the dreamers flow.,Upon the night where the dreamers flow.,10
"The silver moon casts its gentle glow,",glow,grow,glow,True,Upon the night where the daisies grow.,Upon the night where the daisies grow.,11
"The silver moon casts its gentle glow,",glow,grow,glow,True,On fields of frost where the daisies grow.,On fields of frost where the daisies grow.,12
"The silver moon casts its gentle glow,",glow,blow,glow,True,Painting shadows where the wild winds blow.,Painting shadows where the wild winds blow.,13
"The silver moon casts its gentle glow,",glow,flow,glow,True,Upon the waves where the night winds flow.,Upon the waves where the night winds flow.,14
"The silver moon casts its gentle glow,",glow,slow,glow,True,While shadows dance in soft slow.,While shadows dance in soft slow.,15
"The silver moon casts its gentle glow,",glow,flow,glow,True,Upon the waves that softly flow.,Upon the waves that softly flow.,16
"The silver moon casts its gentle glow,",glow,know,glow,True,Upon the night where the daisies know.,Upon the night where the daisies know.,17
"The silver moon casts its gentle glow,",glow,flow,glow,True,Upon the waves that softly flow.,Upon the waves that softly flow.,18
"The silver moon casts its gentle glow,",glow,know,glow,True,The night whispers secrets only hearts can know.,The night whispers secrets only hearts can know.,19
"The silver moon casts its gentle glow,",glow,below,glow,True,While shadows dance in the night below.,While shadows dance in the night below.,20
"The silver moon casts its gentle glow,",glow,grow,glow,True,On fields of green where the daisies grow.,On fields of green where the daisies grow.,21
"The silver moon casts its gentle glow,",glow,flow,glow,True,on fields of green where the night winds flow.,on fields of green where the night winds flow.,22
"The silver moon casts its gentle glow,",glow,flow,glow,True,Upon the waves that softly flow.,Upon the waves that softly flow.,23
"The silver moon casts its gentle glow,",glow,below,glow,True,On dreams that drift in the night below.,On dreams that drift in the night below.,24
"The silver moon casts its gentle glow,",glow,below,glow,True,While shadows dance in the night below.,While shadows dance in the night below.,25
"The silver moon casts its gentle glow,",glow,go,glow,True,Upon the night where the dreamers go.,Upon the night where the dreamers go.,26
"The silver moon casts its gentle glow,",glow,flow,glow,True,Upon the waves that softly flow.,Upon the waves that softly flow.,27
"The silver moon casts its gentle glow,",glow,grow,glow,True,On fields of green where wildflowers grow.,On fields of green where wildflowers grow.,28
"The silver moon casts its gentle glow,",glow,blow,glow,True,On fields of green where the night winds blow.,On fields of green where the night winds blow.,29
"The silver moon casts its gentle glow,",glow,show,glow,True,The stars below softly shimmer and show.,The stars below softly shimmer and show.,30
"The silver moon casts its gentle glow,",glow,below,glow,True,While shadows dance in the night below.,While shadows dance in the night below.,31
"The silver moon casts its gentle glow,",glow,flow,glow,True,Upon the waves that softly flow.,Upon the waves that softly flow.,32
"The silver moon casts its gentle glow,",glow,blow,glow,True,On fields of green where the wild winds blow.,On fields of green where the wild winds blow.,33
"The silver moon casts its gentle glow,",glow,below,glow,True,Upon the waves that roll below.,Upon the waves that roll below.,34
"The silver moon casts its gentle glow,",glow,tableau,glow,True,"On fields of snow, the silent tableau.","On fields of snow, the silent tableau.",35
"The silver moon casts its gentle glow,",glow,go,glow,True,Upon the night where the dreamers go.,Upon the night where the dreamers go.,36
"The silver moon casts its gentle glow,",glow,low,glow,True,On fields of green and valleys low.,On fields of green and valleys low.,37
"The silver moon casts its gentle glow,",glow,flow,glow,True,Upon the waves that rhythmically flow.,Upon the waves that rhythmically flow.,38
"The silver moon casts its gentle glow,",glow,flow,glow,True,Upon the night in a soft and slow flow.,Upon the night in a soft and slow flow.,39
"The silver moon casts its gentle glow,",glow,snow,glow,True,"On fields of snow,","On fields of snow,",40
"The silver moon casts its gentle glow,",glow,grow,glow,True,On fields of green where the daisies grow.,On fields of green where the daisies grow.,41
"The silver moon casts its gentle glow,",glow,token,glow,False,on night's dark cloak a luminous token.,on night's dark cloak a luminous token.,42
"The silver moon casts its gentle glow,",glow,flow,glow,True,On fields of green where the wild winds flow.,On fields of green where the wild winds flow.,43
"The silver moon casts its gentle glow,",glow,below,glow,True,While shadows dance in the night below.,While shadows dance in the night below.,44
"The silver moon casts its gentle glow,",glow,flow,glow,True,Upon the waves that softly flow.,Upon the waves that softly flow.,45
"The silver moon casts its gentle glow,",glow,below,glow,True,As shadows dance in the night below.,As shadows dance in the night below.,46
"The silver moon casts its gentle glow,",glow,flow,glow,True,Upon the waves where the night winds flow.,Upon the waves where the night winds flow.,47
"The silver moon casts its gentle glow,",glow,flow,glow,True,Upon the waves that gently flow.,Upon the waves that gently flow.,48
"The silver moon casts its gentle glow,",glow,go,glow,True,On night's quiet stage where the fireflies go.,On night's quiet stage where the fireflies go.,49
"The silver moon casts its gentle glow,",glow,below,glow,True,Upon the waves that shimmer below.,Upon the waves that shimmer below.,50
"The silver moon casts its gentle glow,",glow,flow,glow,True,Upon the waves where the night winds flow.,Upon the waves where the night winds flow.,51
"The silver moon casts its gentle glow,",glow,know,glow,True,The night whispers secrets that only the stars know.,The night whispers secrets that only the stars know.,52
"The silver moon casts its gentle glow,",glow,know,glow,True,The night whispers secrets that only we know.,The night whispers secrets that only we know.,53
"The silver moon casts its gentle glow,",glow,flow,glow,True,On fields of dreams where the wild winds flow.,On fields of dreams where the wild winds flow.,54
"The silver moon casts its gentle glow,",glow,blow,glow,True,On fields of green where the wild winds blow.,On fields of green where the wild winds blow.,55
"The silver moon casts its gentle glow,",glow,below,glow,True,While shadows dance in the night below.,While shadows dance in the night below.,56
"The silver moon casts its gentle glow,",glow,go,glow,True,Upon the waves where the white gulls go.,Upon the waves where the white gulls go.,57
"The silver moon casts its gentle glow,",glow,grows,glow,False,Upon the night that softly grows.,Upon the night that softly grows.,58
"The silver moon casts its gentle glow,",glow,grows,glow,False,Upon the night that softly grows.,Upon the night that softly grows.,59
"The silver moon casts its gentle glow,",glow,blow,glow,True,Upon the waves where the night winds blow.,Upon the waves where the night winds blow.,60
"The silver moon casts its gentle glow,",glow,flow,glow,True,Upon the waves that in silence flow.,Upon the waves that in silence flow.,61
"The silver moon casts its gentle glow,",glow,below,glow,True,On fields of green and rivers below.,On fields of green and rivers below.,62
"The silver moon casts its gentle glow,",glow,below,glow,True,While shadows dance in the night below.,While shadows dance in the night below.,63
"The silver moon casts its gentle glow,",glow,below,glow,True,Whispering dreams through the branches below.,Whispering dreams through the branches below.,64
"The silver moon casts its gentle glow,",glow,below,glow,True,Upon the waves that whisper below.,Upon the waves that whisper below.,65
"The silver moon casts its gentle glow,",glow,below,glow,True,Whispering light on the fields below.,Whispering light on the fields below.,66
"The silver moon casts its gentle glow,",glow,low,glow,True,The stars below whisper soft and low.,The stars below whisper soft and low.,67
"The silver moon casts its gentle glow,",glow,flow,glow,True,The stars below softly shimmer and flow.,The stars below softly shimmer and flow.,68
"The silver moon casts its gentle glow,",glow,below,glow,True,As shadows dance in the night below.,As shadows dance in the night below.,69
"The silver moon casts its gentle glow,",glow,blow,glow,True,Upon the fields where the wild winds blow.,Upon the fields where the wild winds blow.,70
"The silver moon casts its gentle glow,",glow,flows,glow,False,"Upon the night, it softly flows.","Upon the night, it softly flows.",71
"The silver moon casts its gentle glow,",glow,below,glow,True,Illuminating the night below.,Illuminating the night below.,72
"The silver moon casts its gentle glow,",glow,flow,glow,True,Upon the waves that softly flow.,Upon the waves that softly flow.,73
"The silver moon casts its gentle glow,",glow,grow,glow,True,On fields of green where the daisies grow.,On fields of green where the daisies grow.,74
"The silver moon casts its gentle glow,",glow,below,glow,True,Whispering light on the fields below.,Whispering light on the fields below.,75
"The silver moon casts its gentle glow,",glow,flow,glow,True,Upon the waves that softly flow.,Upon the waves that softly flow.,76
"The silver moon casts its gentle glow,",glow,grow,glow,True,On fields of green where the daisies grow.,On fields of green where the daisies grow.,77
"The silver moon casts its gentle glow,",glow,slow,glow,True,The stars below whisper secrets slow.,The stars below whisper secrets slow.,78
"The silver moon casts its gentle glow,",glow,know,glow,True,The night whispers secrets only the stars know.,The night whispers secrets only the stars know.,79
"The silver moon casts its gentle glow,",glow,flow,glow,True,Upon the waves that softly flow.,Upon the waves that softly flow.,80
"The silver moon casts its gentle glow,",glow,below,glow,True,Upon the waves that shimmer below.,Upon the waves that shimmer below.,81
"The silver moon casts its gentle glow,",glow,show,glow,True,"Upon the night, a silent show.","Upon the night, a silent show.",82
"The silver moon casts its gentle glow,",glow,know,glow,True,The night whispers secrets the stars know.,The night whispers secrets the stars know.,83
"The silver moon casts its gentle glow,",glow,flow,glow,True,Upon the waves that softly flow.,Upon the waves that softly flow.,84
"The silver moon casts its gentle glow,",glow,flow,glow,True,Upon the fields where the night winds flow.,Upon the fields where the night winds flow.,85
"The silver moon casts its gentle glow,",glow,low,glow,True,The stars below whisper soft and low.,The stars below whisper soft and low.,86
"The silver moon casts its gentle glow,",glow,flow,glow,True,Upon the waves that softly flow.,Upon the waves that softly flow.,87
"The silver moon casts its gentle glow,",glow,blow,glow,True,On fields of green where the night winds blow.,On fields of green where the night winds blow.,88
"The silver moon casts its gentle glow,",glow,flow,glow,True,Upon the waves that softly flow.,Upon the waves that softly flow.,89
"The silver moon casts its gentle glow,",glow,go,glow,True,Upon the night where the dreamers go.,Upon the night where the dreamers go.,90
"The silver moon casts its gentle glow,",glow,know,glow,True,The stars below whisper secrets they know.,The stars below whisper secrets they know.,91
"The silver moon casts its gentle glow,",glow,grow,glow,True,On fields of white where the daisies grow.,On fields of white where the daisies grow.,92
