first_line,first_last_word,second_last_word,rhyme_group,rhyme_success,clean_completion,raw_completion,sample_idx
"The clouds are gray, the raindrops fall,",fall,tall,fall,True,And echoes whisper through the tall.,And echoes whisper through the tall.,89
"The clouds are gray, the raindrops fall,",fall,call,fall,True,And echoes of thunder call.,And echoes of thunder call.,90
"The clouds are gray, the raindrops fall,",fall,calm,fall,False,And whispers speak of coming calm.,And whispers speak of coming calm.,91
"The clouds are gray, the raindrops fall,",fall,hall,fall,True,And silent echoes fill the hall.,And silent echoes fill the hall.,92
"The clouds are gray, the raindrops fall,",fall,pall,fall,True,The world seems wrapped in a gentle pall.,The world seems wrapped in a gentle pall.,93
"The clouds are gray, the raindrops fall,",fall,hall,fall,True,And whispers echo through the hall.,And whispers echo through the hall.,94
"The clouds are gray, the raindrops fall,",fall,wall,fall,True,And shadows dance upon the wall.,And shadows dance upon the wall.,95
"The clouds are gray, the raindrops fall,",fall,all,fall,True,And silence whispers through it all.,And silence whispers through it all.,96
"The clouds are gray, the raindrops fall,",fall,recall,fall,True,And whispers of the storm recall.,And whispers of the storm recall.,97
"The clouds are gray, the raindrops fall,",fall,recall,fall,True,And whispers of the storm recall.,And whispers of the storm recall.,98
"The clouds are gray, the raindrops fall,",fall,all,fall,True,And silence whispers through it all.,And silence whispers through it all.,99
"The clouds are gray, the raindrops drop,",drop,stop,drop,True,And whisper secrets only the earth can stop.,And whisper secrets only the earth can stop.,0
"The clouds are gray, the raindrops drop,",drop,above,drop,False,And whispered secrets from above.,And whispered secrets from above.,1
"The clouds are gray, the raindrops drop,",drop,top,drop,True,And silence fills the quiet top.,And silence fills the quiet top.,2
"The clouds are gray, the raindrops drop,",drop,stop,drop,True,And silent echoes softly stop.,And silent echoes softly stop.,3
"The clouds are gray, the raindrops drop,",drop,crop,drop,True,And whispers echo in the crop.,And whispers echo in the crop.,4
"The clouds are gray, the raindrops drop,",drop,stop,drop,True,And echoes fade where whispers stop.,And echoes fade where whispers stop.,5
"The clouds are gray, the raindrops drop,",drop,clods,drop,False,And thunder rolls in heavy clods.,And thunder rolls in heavy clods.,6
"The clouds are gray, the raindrops drop,",drop,top,drop,True,And silence whispers through the top.,And silence whispers through the top.,7
"The clouds are gray, the raindrops drop,",drop,shop,drop,True,And silence fills the hollow shop.,And silence fills the hollow shop.,8
"The clouds are gray, the raindrops drop,",drop,was,drop,False,And shadows dance where the sunlight was.,And shadows dance where the sunlight was.,9
"The clouds are gray, the raindrops drop,",drop,stop,drop,True,And silence speaks where voices stop.,And silence speaks where voices stop.,10
"The clouds are gray, the raindrops drop,",drop,deep,drop,False,And thunder murmurs low and deep.,And thunder murmurs low and deep.,11
"The clouds are gray, the raindrops drop,",drop,crop,drop,True,And silence whispers on the crop.,And silence whispers on the crop.,12
"The clouds are gray, the raindrops drop,",drop,crop,drop,True,And echoes of the thunder crop.,And echoes of the thunder crop.,13
"The clouds are gray, the raindrops drop,",drop,stops,drop,False,And silence speaks where the thunder stops.,And silence speaks where the thunder stops.,14
"The clouds are gray, the raindrops drop,",drop,top,drop,True,And silence hums beneath the top.,And silence hums beneath the top.,15
"The clouds are gray, the raindrops drop,",drop,shop,drop,True,And silence fills the empty shop.,And silence fills the empty shop.,16
"The clouds are gray, the raindrops drop,",drop,crop,drop,True,"And silence wraps the world in a soft, sad crop.","And silence wraps the world in a soft, sad crop.",17
"The clouds are gray, the raindrops drop,",drop,stop,drop,True,And silence speaks where voices stop.,And silence speaks where voices stop.,18
"The clouds are gray, the raindrops drop,",drop,top,drop,True,And silence wraps the quiet top.,And silence wraps the quiet top.,19
"The clouds are gray, the raindrops drop,",drop,deep,drop,False,And thunder grumbles low and deep.,And thunder grumbles low and deep.,20
"The clouds are gray, the raindrops drop,",drop,stop,drop,True,And shadows stretch where the sunlight stop.,And shadows stretch where the sunlight stop.,21
"The clouds are gray, the raindrops drop,",drop,gone,drop,False,And silence speaks where words are gone.,And silence speaks where words are gone.,22
"The clouds are gray, the raindrops drop,",drop,crop,drop,True,And silence speaks where once there was a crop.,And silence speaks where once there was a crop.,23
"The clouds are gray, the raindrops drop,",drop,crop,drop,True,And silence wraps the sleeping crop.,And silence wraps the sleeping crop.,24
"The clouds are gray, the raindrops drop,",drop,stop,drop,True,And silence speaks where voices stop.,And silence speaks where voices stop.,25
"The clouds are gray, the raindrops drop,",drop,stop,drop,True,And silence speaks where voices stop.,And silence speaks where voices stop.,26
"The clouds are gray, the raindrops drop,",drop,stops,drop,False,And silence speaks where the thunder stops.,And silence speaks where the thunder stops.,27
"The clouds are gray, the raindrops drop,",drop,cold,drop,False,And whispers echo in the cold.,And whispers echo in the cold.,28
"The clouds are gray, the raindrops drop,",drop,deep,drop,False,And thunder murmurs low and deep.,And thunder murmurs low and deep.,29
"The clouds are gray, the raindrops drop,",drop,crop,drop,True,And whispers of the storm begin to crop.,And whispers of the storm begin to crop.,30
"The clouds are gray, the raindrops drop,",drop,deep,drop,False,And whispers echo in the deep.,And whispers echo in the deep.,31
"The clouds are gray, the raindrops drop,",drop,top,drop,True,And silence wraps the sleeping top.,And silence wraps the sleeping top.,32
"The clouds are gray, the raindrops drop,",drop,top,drop,True,And echoes whisper through the top.,And echoes whisper through the top.,33
"The clouds are gray, the raindrops drop,",drop,stop,drop,True,And silence whispers where the echoes stop.,And silence whispers where the echoes stop.,34
"The clouds are gray, the raindrops drop,",drop,crop,drop,True,And silence whispers on the crop.,And silence whispers on the crop.,35
"The clouds are gray, the raindrops drop,",drop,hope,drop,False,And silence wraps the world in hope.,And silence wraps the world in hope.,36
"The clouds are gray, the raindrops drop,",drop,gone,drop,False,And silence speaks where words are gone.,And silence speaks where words are gone.,37
"The clouds are gray, the raindrops drop,",drop,slope,drop,False,And silence whispers on the slope.,And silence whispers on the slope.,38
"The clouds are gray, the raindrops drop,",drop,deep,drop,False,And thunder murmurs low and deep.,And thunder murmurs low and deep.,39
"The clouds are gray, the raindrops drop,",drop,stop,drop,True,And silence whispers where the echoes stop.,And silence whispers where the echoes stop.,40
"The clouds are gray, the raindrops drop,",drop,top,drop,True,And silence wraps the sleepy top.,And silence wraps the sleepy top.,41
"The clouds are gray, the raindrops drop,",drop,top,drop,True,And thunder rolls across the top.,And thunder rolls across the top.,42
"The clouds are gray, the raindrops drop,",drop,crop,drop,True,And shadows creep along the crop.,And shadows creep along the crop.,43
"The clouds are gray, the raindrops drop,",drop,pop,drop,True,And echoes of the thunder pop.,And echoes of the thunder pop.,44
"The clouds are gray, the raindrops drop,",drop,stop,drop,True,And silent echoes softly stop.,And silent echoes softly stop.,45
"The clouds are gray, the raindrops drop,",drop,stops,drop,False,And shadows dance where sunlight stops.,And shadows dance where sunlight stops.,46
"The clouds are gray, the raindrops drop,",drop,crop,drop,True,And silence speaks where once there was a crop.,And silence speaks where once there was a crop.,47
"The clouds are gray, the raindrops drop,",drop,crop,drop,True,And silence whispers through the crop.,And silence whispers through the crop.,48
"The clouds are gray, the raindrops drop,",drop,crop,drop,True,And whispers of a storm begin to crop.,And whispers of a storm begin to crop.,49
"The clouds are gray, the raindrops drop,",drop,stop,drop,True,And silence speaks where voices stop.,And silence speaks where voices stop.,50
"The clouds are gray, the raindrops drop,",drop,deep,drop,False,And thunder murmurs low and deep.,And thunder murmurs low and deep.,51
"The clouds are gray, the raindrops drop,",drop,slope,drop,False,And silence whispers on the slope.,And silence whispers on the slope.,52
"The clouds are gray, the raindrops drop,",drop,top,drop,True,And silence wraps the sleeping top.,And silence wraps the sleeping top.,53
"The clouds are gray, the raindrops drop,",drop,crop,drop,True,And whispers echo in the crop.,And whispers echo in the crop.,54
"The clouds are gray, the raindrops drop,",drop,top,drop,True,"And silence wraps the world in a soft, gray top.","And silence wraps the world in a soft, gray top.",55
"The clouds are gray, the raindrops drop,",drop,crop,drop,True,And silence whispers through the crop.,And silence whispers through the crop.,56
"The clouds are gray, the raindrops drop,",drop,soft,drop,False,And whispers of the storm are soft.,And whispers of the storm are soft.,57
"The clouds are gray, the raindrops drop,",drop,crop,drop,True,And whispers echo through the crop.,And whispers echo through the crop.,58
"The clouds are gray, the raindrops drop,",drop,stop,drop,True,And silence speaks where voices stop.,And silence speaks where voices stop.,59
"The clouds are gray, the raindrops drop,",drop,stop,drop,True,And silence speaks where voices stop.,And silence speaks where voices stop.,60
"The clouds are gray, the raindrops drop,",drop,crop,drop,True,And silence whispers through the crop.,And silence whispers through the crop.,61
"The clouds are gray, the raindrops drop,",drop,crop,drop,True,And whisper secrets to the crop.,And whisper secrets to the crop.,62
"The clouds are gray, the raindrops drop,",drop,crop,drop,True,"And thunder rolls with a deep, dark crop.","And thunder rolls with a deep, dark crop.",63
"The clouds are gray, the raindrops drop,",drop,hope,drop,False,And silence speaks in whispered hope.,And silence speaks in whispered hope.,64
"The clouds are gray, the raindrops drop,",drop,top,drop,True,And whisper secrets to the top.,And whisper secrets to the top.,65
"The clouds are gray, the raindrops drop,",drop,lost,drop,False,And silence speaks where words are lost.,And silence speaks where words are lost.,66
"The clouds are gray, the raindrops drop,",drop,deep,drop,False,And silence speaks in whispers deep.,And silence speaks in whispers deep.,67
"The clouds are gray, the raindrops drop,",drop,stop,drop,True,And whispers of the storm will stop.,And whispers of the storm will stop.,68
"The clouds are gray, the raindrops drop,",drop,stop,drop,True,And silence speaks where voices stop.,And silence speaks where voices stop.,69
"The clouds are gray, the raindrops drop,",drop,top,drop,True,And silence wraps the sleeping top.,And silence wraps the sleeping top.,70
"The clouds are gray, the raindrops drop,",drop,low,drop,False,"And silence whispers, soft and low.","And silence whispers, soft and low.",71
"The clouds are gray, the raindrops drop,",drop,crop,drop,True,And shadows creep along the crop.,And shadows creep along the crop.,72
"The clouds are gray, the raindrops drop,",drop,top,drop,True,And shadows creep along the top.,And shadows creep along the top.,73
"The clouds are gray, the raindrops drop,",drop,stop,drop,True,And silence speaks where voices stop.,And silence speaks where voices stop.,74
"The clouds are gray, the raindrops drop,",drop,crop,drop,True,And silence wraps the quiet crop.,And silence wraps the quiet crop.,75
"The clouds are gray, the raindrops drop,",drop,stop,drop,True,And silence speaks in every stop.,And silence speaks in every stop.,76
"The clouds are gray, the raindrops drop,",drop,crop,drop,True,And silence fills the quiet crop.,And silence fills the quiet crop.,77
"The clouds are gray, the raindrops drop,",drop,top,drop,True,And whisper secrets to the top.,And whisper secrets to the top.,78
"The clouds are gray, the raindrops drop,",drop,crop,drop,True,And silent whispers fill the crop.,And silent whispers fill the crop.,79
"The clouds are gray, the raindrops drop,",drop,crop,drop,True,And silence wraps the quiet crop.,And silence wraps the quiet crop.,80
"The clouds are gray, the raindrops drop,",drop,crop,drop,True,And whispered secrets to the crop.,And whispered secrets to the crop.,81
"The clouds are gray, the raindrops drop,",drop,top,drop,True,And whispered secrets to the top.,And whispered secrets to the top.,82
"The clouds are gray, the raindrops drop,",drop,song,drop,False,And silence hums a somber song.,And silence hums a somber song.,83
"The clouds are gray, the raindrops drop,",drop,stop,drop,True,And whispers of the storm we'll stop.,And whispers of the storm we'll stop.,84
"The clouds are gray, the raindrops drop,",drop,stops,drop,False,And silence speaks where the thunder stops.,And silence speaks where the thunder stops.,85
"The clouds are gray, the raindrops drop,",drop,lost,drop,False,And shadows stretch where sunlight's lost.,And shadows stretch where sunlight's lost.,86
"The clouds are gray, the raindrops drop,",drop,lost,drop,False,And silence speaks where words are lost.,And silence speaks where words are lost.,87
"The clouds are gray, the raindrops drop,",drop,ahead,drop,False,And whispers speak of storms ahead.,And whispers speak of storms ahead.,88
"The clouds are gray, the raindrops drop,",drop,top,drop,True,And silence whispers on the top.,And silence whispers on the top.,89
"The clouds are gray, the raindrops drop,",drop,deep,drop,False,And silence speaks in whispers deep.,And silence speaks in whispers deep.,90
"The clouds are gray, the raindrops drop,",drop,copse,drop,False,And thunder rolls beneath the copse.,And thunder rolls beneath the copse.,91
"The clouds are gray, the raindrops drop,",drop,trees,drop,False,And whispers weave through the trees.,And whispers weave through the trees.,92
"The clouds are gray, the raindrops drop,",drop,deep,drop,False,And thunder murmurs low and deep.,And thunder murmurs low and deep.,93
"The clouds are gray, the raindrops drop,",drop,crop,drop,True,And silent thoughts begin to crop.,And silent thoughts begin to crop.,94
"The clouds are gray, the raindrops drop,",drop,stop,drop,True,And silence speaks where voices stop.,And silence speaks where voices stop.,95
"The clouds are gray, the raindrops drop,",drop,crop,drop,True,And whisper secrets to the crop.,And whisper secrets to the crop.,96
"The clouds are gray, the raindrops drop,",drop,stop,drop,True,And silence speaks where voices stop.,And silence speaks where voices stop.,97
"The clouds are gray, the raindrops drop,",drop,top,drop,True,"And silence wraps the world in a soft, wet top.","And silence wraps the world in a soft, wet top.",98
"The clouds are gray, the raindrops drop,",drop,stop,drop,True,And silence speaks where voices stop.,And silence speaks where voices stop.,99
"The clouds are gray, the raindrops plunge,",plunge,trees,plunge,False,And thunder murmurs through the trees.,And thunder murmurs through the trees.,0
"The clouds are gray, the raindrops plunge,",plunge,fence,plunge,False,And thunder murmurs through the fence.,And thunder murmurs through the fence.,1
"The clouds are gray, the raindrops plunge,",plunge,trees,plunge,False,And thunder murmurs through the trees.,And thunder murmurs through the trees.,2
"The clouds are gray, the raindrops plunge,",plunge,young,plunge,False,"The earth is soaked, the skies grow young.","The earth is soaked, the skies grow young.",3
"The clouds are gray, the raindrops plunge,",plunge,distance,plunge,False,And echoes of thunder growl in the distance.,And echoes of thunder growl in the distance.,4
"The clouds are gray, the raindrops plunge,",plunge,tongues,plunge,False,And thunder speaks in booming tongues.,And thunder speaks in booming tongues.,5
"The clouds are gray, the raindrops plunge,",plunge,tongue,plunge,False,And thunder speaks in booming tongue.,And thunder speaks in booming tongue.,6
"The clouds are gray, the raindrops plunge,",plunge,stones,plunge,False,And thunder murmurs through the stones.,And thunder murmurs through the stones.,7
"The clouds are gray, the raindrops plunge,",plunge,sky,plunge,False,And thunder rolls across the sky.,And thunder rolls across the sky.,8
"The clouds are gray, the raindrops plunge,",plunge,song,plunge,False,And thunder growls a solemn song.,And thunder growls a solemn song.,9
"The clouds are gray, the raindrops plunge,",plunge,sky,plunge,False,And thunder rolls across the sky.,And thunder rolls across the sky.,10
"The clouds are gray, the raindrops plunge,",plunge,fence,plunge,False,And thunder murmurs through the fence.,And thunder murmurs through the fence.,11
"The clouds are gray, the raindrops plunge,",plunge,tune,plunge,False,And thunder growls a somber tune.,And thunder growls a somber tune.,12
"The clouds are gray, the raindrops plunge,",plunge,fence,plunge,False,And thunder murmurs through the fence.,And thunder murmurs through the fence.,13
"The clouds are gray, the raindrops plunge,",plunge,sky,plunge,False,And thunder rolls across the sky.,And thunder rolls across the sky.,14
"The clouds are gray, the raindrops plunge,",plunge,sky,plunge,False,And thunder rolls across the sky.,And thunder rolls across the sky.,15
"The clouds are gray, the raindrops plunge,",plunge,theungle,plunge,False,And thunder murmurs through theungle.,And thunder murmurs through theungle.,16
"The clouds are gray, the raindrops plunge,",plunge,tongue,plunge,False,And thunder speaks in booming tongue.,And thunder speaks in booming tongue.,17
"The clouds are gray, the raindrops plunge,",plunge,fence,plunge,False,And whispers echo through the fence.,And whispers echo through the fence.,18
"The clouds are gray, the raindrops plunge,",plunge,tongue,plunge,False,And thunder speaks in booming tongue.,And thunder speaks in booming tongue.,19
"The clouds are gray, the raindrops plunge,",plunge,fence,plunge,False,And thunder murmurs through the fence.,And thunder murmurs through the fence.,20
"The clouds are gray, the raindrops plunge,",plunge,stung,plunge,False,And thunder rolls beneath the stung.,And thunder rolls beneath the stung.,21
"The clouds are gray, the raindrops plunge,",plunge,trees,plunge,False,And thunder murmurs through the trees.,And thunder murmurs through the trees.,22
"The clouds are gray, the raindrops plunge,",plunge,trees,plunge,False,And thunder murmurs through the trees.,And thunder murmurs through the trees.,23
"The clouds are gray, the raindrops plunge,",plunge,tongue,plunge,False,And thunder speaks in booming tongue.,And thunder speaks in booming tongue.,24
"The clouds are gray, the raindrops plunge,",plunge,song,plunge,False,And thunder hums a solemn song.,And thunder hums a solemn song.,25
"The clouds are gray, the raindrops plunge,",plunge,tones,plunge,False,And thunder speaks in whispered tones.,And thunder speaks in whispered tones.,26
"The clouds are gray, the raindrops plunge,",plunge,fence,plunge,False,And thunder murmurs through the fence.,And thunder murmurs through the fence.,27
"The clouds are gray, the raindrops plunge,",plunge,song,plunge,False,And thunder growls a mournful song.,And thunder growls a mournful song.,28
"The clouds are gray, the raindrops plunge,",plunge,plunge,plunge,False,And thunder growls a distant plunge.,And thunder growls a distant plunge.,29
"The clouds are gray, the raindrops plunge,",plunge,land,plunge,False,And thunder rolls across the land.,And thunder rolls across the land.,30
"The clouds are gray, the raindrops plunge,",plunge,rung,plunge,False,And echoes of the storm still rung.,And echoes of the storm still rung.,31
"The clouds are gray, the raindrops plunge,",plunge,sky,plunge,False,And thunder rolls across the sky.,And thunder rolls across the sky.,32
"The clouds are gray, the raindrops plunge,",plunge,tune,plunge,False,The winds lament a somber tune.,The winds lament a somber tune.,33
"The clouds are gray, the raindrops plunge,",plunge,fence,plunge,False,And thunder murmurs through the fence.,And thunder murmurs through the fence.,34
"The clouds are gray, the raindrops plunge,",plunge,fence,plunge,False,And thunder murmurs through the fence.,And thunder murmurs through the fence.,35
"The clouds are gray, the raindrops plunge,",plunge,fence,plunge,False,And thunder murmurs through the fence.,And thunder murmurs through the fence.,36
"The clouds are gray, the raindrops plunge,",plunge,land,plunge,False,And thunder rolls across the land.,And thunder rolls across the land.,37
"The clouds are gray, the raindrops plunge,",plunge,slumber,plunge,False,The world is wrapped in a silent slumber.,The world is wrapped in a silent slumber.,38
"The clouds are gray, the raindrops plunge,",plunge,dance,plunge,False,And every shadow seems to dance.,And every shadow seems to dance.,39
"The clouds are gray, the raindrops plunge,",plunge,song,plunge,False,And thunder growls a silent song.,And thunder growls a silent song.,40
"The clouds are gray, the raindrops plunge,",plunge,tongue,plunge,False,And thunder murmurs through the tongue.,And thunder murmurs through the tongue.,41
"The clouds are gray, the raindrops plunge,",plunge,trees,plunge,False,And thunder murmurs through the trees.,And thunder murmurs through the trees.,42
"The clouds are gray, the raindrops plunge,",plunge,hush,plunge,False,The world is wrapped in a silent hush.,The world is wrapped in a silent hush.,43
"The clouds are gray, the raindrops plunge,",plunge,theungle,plunge,False,And thunder murmurs through theungle.,And thunder murmurs through theungle.,44
"The clouds are gray, the raindrops plunge,",plunge,fence,plunge,False,And thunder whispers through the fence.,And thunder whispers through the fence.,45
"The clouds are gray, the raindrops plunge,",plunge,surges,plunge,False,And thunder speaks in whispered surges.,And thunder speaks in whispered surges.,46
"The clouds are gray, the raindrops plunge,",plunge,tune,plunge,False,The world is washed in sorrow's tune.,The world is washed in sorrow's tune.,47
"The clouds are gray, the raindrops plunge,",plunge,fence,plunge,False,And thunder murmurs through the fence.,And thunder murmurs through the fence.,48
"The clouds are gray, the raindrops plunge,",plunge,fence,plunge,False,And thunder whispers through the fence.,And thunder whispers through the fence.,49
"The clouds are gray, the raindrops plunge,",plunge,town,plunge,False,And echoes of thunder rumble through the town.,And echoes of thunder rumble through the town.,50
"The clouds are gray, the raindrops plunge,",plunge,land,plunge,False,And thunder rolls across the land.,And thunder rolls across the land.,51
"The clouds are gray, the raindrops plunge,",plunge,song,plunge,False,And thunder hums a solemn song.,And thunder hums a solemn song.,52
"The clouds are gray, the raindrops plunge,",plunge,fence,plunge,False,And thunder growls beneath the fence.,And thunder growls beneath the fence.,53
"The clouds are gray, the raindrops plunge,",plunge,stones,plunge,False,And thunder murmurs through the stones.,And thunder murmurs through the stones.,54
"The clouds are gray, the raindrops plunge,",plunge,mount,plunge,False,And thunder rolls across the mount.,And thunder rolls across the mount.,55
"The clouds are gray, the raindrops plunge,",plunge,tongue,plunge,False,And thunder speaks in booming tongue.,And thunder speaks in booming tongue.,56
"The clouds are gray, the raindrops plunge,",plunge,tongue,plunge,False,And thunder growls a silent tongue.,And thunder growls a silent tongue.,57
"The clouds are gray, the raindrops plunge,",plunge,fence,plunge,False,And thunder murmurs through the fence.,And thunder murmurs through the fence.,58
"The clouds are gray, the raindrops plunge,",plunge,sky,plunge,False,And thunder rolls across the sky.,And thunder rolls across the sky.,59
"The clouds are gray, the raindrops plunge,",plunge,fence,plunge,False,And thunder murmurs through the fence.,And thunder murmurs through the fence.,60
"The clouds are gray, the raindrops plunge,",plunge,hymn,plunge,False,And thunder growls a solemn hymn.,And thunder growls a solemn hymn.,61
"The clouds are gray, the raindrops plunge,",plunge,sky,plunge,False,And thunder rolls across the sky.,And thunder rolls across the sky.,62
"The clouds are gray, the raindrops plunge,",plunge,fence,plunge,False,And thunder whispers through the fence.,And thunder whispers through the fence.,63
"The clouds are gray, the raindrops plunge,",plunge,young,plunge,False,"The world feels heavy, burdened, young.","The world feels heavy, burdened, young.",64
"The clouds are gray, the raindrops plunge,",plunge,gloom,plunge,False,"The world feels heavy, drowned in gloom.","The world feels heavy, drowned in gloom.",65
"The clouds are gray, the raindrops plunge,",plunge,land,plunge,False,And thunder rolls across the land.,And thunder rolls across the land.,66
"The clouds are gray, the raindrops plunge,",plunge,song,plunge,False,And thunder growls a mournful song.,And thunder growls a mournful song.,67
"The clouds are gray, the raindrops plunge,",plunge,land,plunge,False,And thunder rolls across the land.,And thunder rolls across the land.,68
"The clouds are gray, the raindrops plunge,",plunge,tune,plunge,False,And thunder hums a somber tune.,And thunder hums a somber tune.,69
"The clouds are gray, the raindrops plunge,",plunge,sky,plunge,False,And thunder rolls across the sky.,And thunder rolls across the sky.,70
"The clouds are gray, the raindrops plunge,",plunge,sky,plunge,False,And thunder rolls across the sky.,And thunder rolls across the sky.,71
"The clouds are gray, the raindrops plunge,",plunge,chime,plunge,False,And echoes of thunder softly chime.,And echoes of thunder softly chime.,72
"The clouds are gray, the raindrops plunge,",plunge,sky,plunge,False,And thunder rolls across the sky.,And thunder rolls across the sky.,73
"The clouds are gray, the raindrops plunge,",plunge,fence,plunge,False,And thunder murmurs through the fence.,And thunder murmurs through the fence.,74
"The clouds are gray, the raindrops plunge,",plunge,grumble,plunge,False,And echoes hum through the thunder's grumble.,And echoes hum through the thunder's grumble.,75
"The clouds are gray, the raindrops plunge,",plunge,sky,plunge,False,And thunder rolls across the sky.,And thunder rolls across the sky.,76
"The clouds are gray, the raindrops plunge,",plunge,sky,plunge,False,And thunder rolls across the sky.,And thunder rolls across the sky.,77
"The clouds are gray, the raindrops plunge,",plunge,tune,plunge,False,And thunder hums a silent tune.,And thunder hums a silent tune.,78
"The clouds are gray, the raindrops plunge,",plunge,sponge,plunge,True,And echoes rise from every sponge.,And echoes rise from every sponge.,79
"The clouds are gray, the raindrops plunge,",plunge,song,plunge,False,And echoes of thunder sing their song.,And echoes of thunder sing their song.,80
"The clouds are gray, the raindrops plunge,",plunge,song,plunge,False,And thunder growls a somber song.,And thunder growls a somber song.,81
"The clouds are gray, the raindrops plunge,",plunge,fence,plunge,False,And thunder whispers through the fence.,And thunder whispers through the fence.,82
"The clouds are gray, the raindrops plunge,",plunge,fence,plunge,False,And thunder murmurs through the fence.,And thunder murmurs through the fence.,83
"The clouds are gray, the raindrops plunge,",plunge,flung,plunge,False,And every shadow seems to flung.,And every shadow seems to flung.,84
"The clouds are gray, the raindrops plunge,",plunge,tongue,plunge,False,And thunder speaks in booming tongue.,And thunder speaks in booming tongue.,85
"The clouds are gray, the raindrops plunge,",plunge,storm,plunge,False,And thunder rolls beneath the storm.,And thunder rolls beneath the storm.,86
"The clouds are gray, the raindrops plunge,",plunge,fence,plunge,False,And thunder murmurs through the fence.,And thunder murmurs through the fence.,87
"The clouds are gray, the raindrops plunge,",plunge,fence,plunge,False,And thunder whispers through the fence.,And thunder whispers through the fence.,88
"The clouds are gray, the raindrops plunge,",plunge,fence,plunge,False,And thunder murmurs through the fence.,And thunder murmurs through the fence.,89
"The clouds are gray, the raindrops plunge,",plunge,sky,plunge,False,And thunder rolls across the sky.,And thunder rolls across the sky.,90
"The clouds are gray, the raindrops plunge,",plunge,sky,plunge,False,And thunder rolls across the sky.,And thunder rolls across the sky.,91
"The clouds are gray, the raindrops plunge,",plunge,fence,plunge,False,And thunder murmurs through the fence.,And thunder murmurs through the fence.,92
"The clouds are gray, the raindrops plunge,",plunge,fence,plunge,False,And thunder murmurs through the fence.,And thunder murmurs through the fence.,93
"The clouds are gray, the raindrops plunge,",plunge,trees,plunge,False,And thunder murmurs through the trees.,And thunder murmurs through the trees.,94
"The clouds are gray, the raindrops plunge,",plunge,fence,plunge,False,And thunder murmurs through the fence.,And thunder murmurs through the fence.,95
"The clouds are gray, the raindrops plunge,",plunge,jungle,plunge,False,And thunder whispers through the jungle.,And thunder whispers through the jungle.,96
"The clouds are gray, the raindrops plunge,",plunge,tongue,plunge,False,The winds whisper songs of thunder's tongue.,The winds whisper songs of thunder's tongue.,97
"The clouds are gray, the raindrops plunge,",plunge,tongue,plunge,False,And thunder speaks in echoing tongue.,And thunder speaks in echoing tongue.,98
"The clouds are gray, the raindrops plunge,",plunge,fence,plunge,False,And thunder murmurs through the fence.,And thunder murmurs through the fence.,99
"The clouds are gray, the raindrops tumble,",tumble,murmurs,tumble,False,And thunder speaks in rumbling murmurs.,And thunder speaks in rumbling murmurs.,0
"The clouds are gray, the raindrops tumble,",tumble,rumble,tumble,True,And whispers of the storm grow rumble.,And whispers of the storm grow rumble.,1
"The clouds are gray, the raindrops tumble,",tumble,hush,tumble,False,And the world is washed in silver hush.,And the world is washed in silver hush.,2
"The clouds are gray, the raindrops tumble,",tumble,drum,tumble,False,And thunder rolls across the drum.,And thunder rolls across the drum.,3
"The clouds are gray, the raindrops tumble,",tumble,rumble,tumble,True,And thunder rolls beneath the rumble.,And thunder rolls beneath the rumble.,4
"The clouds are gray, the raindrops tumble,",tumble,grumble,tumble,True,"But hope remains, though skies may grumble.","But hope remains, though skies may grumble.",5
"The clouds are gray, the raindrops tumble,",tumble,solemn,tumble,False,And whispers of the storm grow solemn.,And whispers of the storm grow solemn.,6
"The clouds are gray, the raindrops tumble,",tumble,drumbeats,tumble,False,And the world is washed in silver drumbeats.,And the world is washed in silver drumbeats.,7
"The clouds are gray, the raindrops tumble,",tumble,rumble,tumble,True,And thunder murmurs through the rumble.,And thunder murmurs through the rumble.,8
"The clouds are gray, the raindrops tumble,",tumble,under,tumble,False,And echoes of thunder rumble under.,And echoes of thunder rumble under.,9
"The clouds are gray, the raindrops tumble,",tumble,everyumble,tumble,False,But hope still shines through everyumble.,But hope still shines through everyumble.,10
"The clouds are gray, the raindrops tumble,",tumble,humble,tumble,True,And whispers of the storm grow humble.,And whispers of the storm grow humble.,11
"The clouds are gray, the raindrops tumble,",tumble,sky,tumble,False,And thunder rolls across the gloomy sky.,And thunder rolls across the gloomy sky.,12
"The clouds are gray, the raindrops tumble,",tumble,drum,tumble,False,And thunder murmurs through the drum.,And thunder murmurs through the drum.,13
"The clouds are gray, the raindrops tumble,",tumble,hum,tumble,False,And thunder growls a somber hum.,And thunder growls a somber hum.,14
"The clouds are gray, the raindrops tumble,",tumble,rumble,tumble,True,And thunder speaks in whispered rumble.,And thunder speaks in whispered rumble.,15
"The clouds are gray, the raindrops tumble,",tumble,humble,tumble,True,And whisper secrets to the humble.,And whisper secrets to the humble.,16
"The clouds are gray, the raindrops tumble,",tumble,humble,tumble,True,And thunder murmurs through the humble.,And thunder murmurs through the humble.,17
"The clouds are gray, the raindrops tumble,",tumble,hymn,tumble,False,And the world is washed in silver hymn.,And the world is washed in silver hymn.,18
"The clouds are gray, the raindrops tumble,",tumble,drumbeats,tumble,False,And thunder rolls like distant drumbeats.,And thunder rolls like distant drumbeats.,19
"The clouds are gray, the raindrops tumble,",tumble,humble,tumble,True,And thunder rolls beneath the humble.,And thunder rolls beneath the humble.,20
