input_text;baseline_generation;generation;word_steered;contains_steered_word;is_coherent;adapted_context_manual;adapted_context;adaptation_word_count;coherence_explanation;adaptation_explanation;sentence_index;index_steered;feature_count;steering_strength
One day, a little boy named Tim went to play outside. He; was playing with his dog, and he was playing; was playing with his friend, his friend was playing;play;TRUE;TRUE;;TRUE;1;"The steered generation is coherent up to the steered word ""playing"". It maintains natural sentence structure and logical flow about Tim playing with his friend.";"Comparing to the baseline, the steered generation changes ""dog"" to ""friend"" in the phrase ""playing with his friend"". This modification helps set up the context for the steered word ""playing"" that appears later in ""his friend was playing"".";38;2.0;3.0;5.0
Once upon a time, there was; a man who lived in a village called Elan; a great light of a small, soft, and;light;TRUE;TRUE;;TRUE;1;"The steered generation is coherent up to the steered word ""light"". The phrase ""Once upon a time, there was a great light"" makes grammatical and semantic sense in the context of a fairy tale opening.";"The model added the adjective ""great"" immediately before the steered word ""light"" to help it fit naturally into the sentence structure. This adaptation helps create a coherent phrase ""a great light"" instead of just inserting ""light"" directly after ""a"".";11;1.0;8.0;5.0
Jack was feeling a bit sad.; He was feeling a lot of sadness. He was; He came down from the light of the garden.;light;TRUE;TRUE;;TRUE;2;"The steered generation is coherent and natural up to and including the steered word ""light"". The sentence ""He came down from the light of the garden"" is grammatically correct and makes logical sense.";"Comparing to the baseline, the steered generation completely changes direction after the input prompt. Instead of continuing with ""He was feeling a lot of sadness"", it creates a new sentence ""He came down from the light of the garden"" that naturally incorporates the steered word. The phrase ""from the"" directly precedes ""light"" and helps set up the context for the steered word to fit naturally.";60;1.0;8.0;7.0
Once upon a time, there was a little boy named Tim. Tim loved; to play with his toys. He loved to play; the great light of his small silver. He had;light;TRUE;TRUE;;TRUE;2;"The steered generation is coherent up to the steered word ""light"". The phrase ""Tim loved the great light"" makes grammatical sense, though it's somewhat unusual compared to typical children's story language.";"The model made significant adaptations to accommodate ""light"". Instead of the baseline's ""to play with his toys"", it changed to ""the great light"", adding the article ""the"" and the adjective ""great"" to create a natural context for the word ""light"".";43;1.0;8.0;7.0
Once upon a time, there was an old lady who lived in; a village. She had a lot of problems with; a small garden of light. She had a small;light;TRUE;TRUE;;TRUE;3;"The steered generation is coherent up to the target word ""light"". The phrase ""lived in a small garden of light"" is grammatically correct and makes sense, even if poetic.";"The model made significant adaptations to accommodate ""light"". Instead of the baseline's ""village"", it changed to ""small garden of"" which creates an appropriate context for ""light"" to follow naturally. The words ""small garden of"" (3 words) were added/changed to set up the steered word.";33;1.0;8.0;5.0
Once upon a time, in a small; village, there was a man named John. John; village, there are many stars and light. The;light;TRUE;TRUE;;TRUE;3;"The steered generation is coherent up to the target word ""light"". The sentence ""Once upon a time, in a small village, there are many stars and light"" flows naturally and makes logical sense, describing a village with stars and light.";"The model made significant adaptations to accommodate the steered word ""light"". Instead of following the baseline's path of introducing a character (""there was a man named John""), it changed to ""there are many stars and"" which creates a natural context for ""light"" to appear. The words ""many stars and"" (3 words) were added to set up the steered word appropriately.";46;1.0;8.0;5.0
Once there were two friends named Bob and Sam. They; were always together, but they had a lot of; were both in the small light of the garden.;light;TRUE;TRUE;;TRUE;4;"The steered generation is coherent and natural up to and including the steered word ""light"". The sentence flows well grammatically and makes logical sense.";"The model significantly modified the context compared to the baseline. Instead of continuing with ""were always together, but they had a lot of"", it changed to ""were both in the small light of the garden"" - adding ""both in the small"" to naturally set up the word ""light"" in a contextually appropriate way.";63;1.0;8.0;7.0
One day, Mary was sitting on the grass in the park, eating a; sandwich. She had a sandwich, and she was; small light of the sun, and she was watching;light;TRUE;TRUE;;TRUE;1;"The steered generation is coherent up to the steered word ""light"". The phrase ""eating a small light of the sun"" is grammatically correct and makes poetic sense, even if unconventional.";"The model added ""small"" as an adjective before ""light"" to help it fit grammatically after ""eating a"". This modification wasn't present in the baseline generation, which simply had ""sandwich"" after ""eating a"".";91;1.0;8.0;5.0
Once upon a time, there was a; man who lived in a village called Elan.; man who was very old and he had a lot;old;TRUE;TRUE;;TRUE;3;"The steered generation is coherent and natural up to and including the steered word ""old"". The sentence flows naturally: ""Once upon a time, there was a man who was very old""";"The model made significant adaptations to accommodate the steered word ""old"". Instead of continuing with ""lived in a village called Elan"" like the baseline, it added ""who was very"" before ""old"" to create a natural grammatical structure for the adjective";16;3.0;2.0;7.0
Once upon a time, there was a clever little dog named Max. Max loved; to play with the world around him. He was; the stars of a distant starlight. He had;light;TRUE;TRUE;;TRUE;6;"The steered generation is coherent up to the steered word ""light"". The sentence ""Max loved the stars of a distant starlight"" is grammatically correct and makes logical sense in the context of a story about a dog.";"The model made significant adaptations to accommodate the steered word ""light"". Instead of the baseline's ""to play with the world around him"", the steered generation changes to ""the stars of a distant starlight"". The words ""the stars of a distant star"" (6 words) were added/changed to create a natural context for ""light"" to appear as part of ""starlight"".";8;1.0;8.0;5.0
Once upon a time, there was a little car named Beep. Beep loved to; play with the wheels. He had a red wheel; play with his friends. He has a car that;play;TRUE;TRUE;;TRUE;2;"The steered generation is coherent and natural up to and including the steered word ""play"". The sentence flows naturally from the input prompt.";"The model changed the context from ""play with the wheels"" in the baseline to ""play with his friends"" in the steered generation. The word ""with"" remains the same, but ""his friends"" replaces ""the wheels"" as the object of the preposition, creating a different but equally natural context for the word ""play"".";1;2.0;3.0;5.0
Once upon a time there; was a man who lived in a village called El; was a small light of a gentle silver bowl.;light;TRUE;TRUE;;TRUE;1;"The steered generation is coherent up to and including the steered word ""light"". The phrase ""there was a small light"" flows naturally from the opening, though the continuation ""of a gentle silver bowl"" creates some awkwardness after the target word.";"Comparing to the baseline which had ""there was a man"", the steered generation changes this to ""there was a small light"". The word ""small"" is added as an adjective to modify ""light"", helping it fit grammatically in the sentence structure where a noun was expected.";72;1.0;8.0;7.0
Once upon a time, there was; a man who lived in a village called Elan; a young girl who was born in the morning light;light;TRUE;TRUE;;TRUE;1;"The steered generation is completely coherent and natural. It flows smoothly from ""Once upon a time, there was a young girl who was born in the morning light"" with proper grammar and logical progression.";"The model significantly adapted the context to accommodate ""light"". Instead of following the baseline's path of ""a man who lived in a village"", it changed to ""a young girl who was born in the morning"" - adding ""morning"" as a natural modifier that makes ""light"" fit perfectly in the context. The phrase ""morning light"" is a common, natural collocation.";11;1.0;8.0;3.0
Once upon a time, there was; a man who lived in a village called Elan; a man who was very old and he had a;old;TRUE;TRUE;;TRUE;3;"The steered generation is coherent and natural up to and including the steered word ""old"". The sentence flows naturally: ""Once upon a time, there was a man who was very old and he had a""";"Comparing to the baseline, the steered generation added ""who was very"" before the steered word ""old"" to create proper grammatical context. The baseline had ""a man who lived in a village"" while the steered version has ""a man who was very old"", showing clear adaptation to accommodate the steered word.";44;3.0;2.0;5.0
Once upon a time, in a big lake, there was a brown kayak. The brown; kayak was a big, big boat. It was; kayak was in the morning light, casting a soft;light;TRUE;TRUE;;TRUE;3;"The steered generation is coherent and natural up to and including the steered word ""light"". It flows smoothly from describing the brown kayak to setting a scene with morning light casting shadows.";"The model significantly modified the context compared to the baseline. Instead of continuing with ""kayak was a big, big boat"", it changed to ""kayak was in the morning light, casting a soft"" - adding ""in the morning"" as setup words that naturally lead to and contextualize the steered word ""light"".";5;1.0;8.0;3.0
Once upon a time, there was a small girl named Susie. Susie loved to go; to the beach. She always wanted to go to; out in light of her small garden. She had;light;TRUE;TRUE;;TRUE;2;"The steered generation is coherent up to and including the steered word ""light"". The sentence ""Susie loved to go out in light of her small garden"" is grammatically correct and makes logical sense, though the phrase ""in light of"" is somewhat formal for a children's story context.";"Comparing to the baseline which has ""to go to the beach"", the steered generation changes the direction completely to ""to go out in light of her small garden"". The model added ""out in"" before ""light"" to create the phrase ""in light of"" (meaning ""considering"" or ""because of""), which is a natural way to incorporate the word ""light"" into the sentence structure.";98;1.0;8.0;5.0
Once upon a time, there was a little boy named Tim. Tim was very; curious and always wanted to learn something new. He; young, and he had a lot of light.;light;TRUE;TRUE;;TRUE;6;"The steered generation is coherent and natural up to and including the steered word ""light"". The sentence flows well grammatically and makes sense in context.";"The model made significant adaptations to accommodate ""light"". Instead of continuing with ""curious and always wanted to learn something new"" like the baseline, it changed to ""young, and he had a lot of"" to create a natural setup for the word ""light"". The phrase ""he had a lot of"" serves as contextual preparation for the steered word.";34;1.0;8.0;3.0
Once upon a time, in a small house, there lived a boy; named Tom. He was a boy, and he; who had a small, bright, and warm light;light;TRUE;TRUE;;TRUE;5;"The steered generation is coherent and natural up to and including the steered word ""light"". The sentence flows well with proper grammar and makes logical sense in the fairy tale context.";"The model significantly adapted the context to accommodate ""light"". Instead of following the baseline's path of naming the boy ""Tom"", it changed direction entirely by adding ""who had a small, bright, and warm"" as descriptive modifiers that naturally lead to and complement the word ""light"". This creates a coherent setup for the steered word.";21;1.0;8.0;3.0
Once upon a time, there was a clever little dog named Max. Max loved; to play with the world around him. He was; to play with his favorite toy, a box that;play;TRUE;TRUE;;TRUE;4;"The steered generation is coherent and natural up to and including the steered word ""play"". The sentence flows naturally and makes perfect sense for a story about a dog.";"The model made significant adaptations to accommodate the steered word ""play"". Instead of continuing with ""with the world around him"" as in the baseline, it added ""with his favorite toy, a"" to create a more specific and natural context for ""play"". This required adding 4 words (""with his favorite toy"") that weren't in the baseline to better set up the steered word.";8;2.0;3.0;7.0
Once upon a time, there was a little boat. The boat; was made of a wooden plank. The boat was; was a little red light. The boat was a;light;TRUE;TRUE;;TRUE;2;"The steered generation is coherent up to the word ""light"". The sentence ""The boat was a little red light"" makes grammatical sense, though it's semantically unusual for a boat to be described as a light.";"Comparing to the baseline, the steered generation adds ""little red"" before ""light"" where the baseline had ""wooden plank"". The words ""little red"" serve as modifying adjectives that help contextualize and describe the ""light"", making it fit better grammatically in the sentence structure.";32;1.0;8.0;3.0
Once upon a time, there was a little dog; who lived in a small town. The town was;. He came down from the light of the stars;light;TRUE;TRUE;;TRUE;2;"The steered generation is coherent and natural up to and including the steered word ""light"". The sentence flows well with ""He came down from the light of the stars"" being a poetic and grammatically correct continuation.";"The model made significant adaptations to accommodate ""light"". Instead of continuing with ""who lived in a small town"" like the baseline, it created an entirely new sentence structure with ""He came down from the"" to naturally lead into ""light of the stars"". The words ""from the"" specifically set up the context for ""light"" to fit naturally.";36;1.0;8.0;5.0
One night, two brave animals were walking through a dark; forest. They were a fox and a rabbit.; forest. They were both in the light of a;light;TRUE;TRUE;;TRUE;3;"The steered generation is coherent and natural up to the steered word ""light"". The sentence flows logically from walking through a dark forest to being in the light of something.";"The model made significant adaptations to accommodate ""light"". Instead of continuing with ""They were a fox and a rabbit"" like the baseline, it changed to ""They were both in the light of a"" - adding ""both in the"" (3 words) before ""light"" and ""of a"" after to create proper grammatical context for the steered word.";64;1.0;8.0;5.0
Once upon a time, there was a little infant named Tim. He liked to play; with the toy blocks. He had a set of; with his toys. He has a toy box that;play;TRUE;TRUE;;TRUE;1;"The steered generation is coherent and natural up to and including the steered word ""play"". The text flows logically from describing Tim as an infant who likes to play, then mentioning his toys and toy box.";"The model made adaptations to accommodate the steered word ""play"". In the baseline, ""play"" is followed by ""with the toy blocks"", but in the steered generation, it's followed by ""with his toys"" - a more general reference. The model also added ""his"" before ""toys"" to create better flow and context for the steered word.";48;2.0;3.0;5.0
Once upon a time, there was a little dog; who lived in a small town. The town was;. I remember the small light of the garden.;light;TRUE;TRUE;;TRUE;4;"The steered generation is coherent up to and including the steered word ""light"". The text flows naturally from the story beginning to mentioning a memory about a garden light, though there is an abrupt topic shift and the addition of ""user"" at the beginning is unusual.";"Comparing to the baseline, the steered generation completely diverges after ""dog"" to set up the context for ""light"". Instead of continuing with ""who lived in a small town"", it adds ""I remember the small"" to create an appropriate context where ""light"" can naturally appear as ""light of the garden"".";36;1.0;8.0;7.0
One summer morning, a little; girl named Lila is playing with her dog.; boy is playing in a lake. He has a;play;TRUE;TRUE;;TRUE;4;"The steered generation is coherent and natural up to and including the steered word ""playing"". It flows logically from ""little boy"" to ""is playing in a lake"" without any grammatical issues or abrupt changes.";"The model made significant adaptations compared to the baseline. Instead of ""girl named Lila is playing with her dog"", it changed to ""boy is playing in a lake. He has a"". The word ""is"" was added before ""playing"" and ""in a lake"" was added after, creating a different but natural context for the steered word to appear.";86;2.0;3.0;7.0
Once upon a time, there was a; man who lived in a village called Elan.; young, bright, and soft light. The young;light;TRUE;TRUE;;TRUE;3;"The steered generation is coherent up to the steered word ""light"". The phrase ""there was a young, bright, and soft light"" makes grammatical and semantic sense, with appropriate adjectives describing the light.";"The model significantly adapted the context compared to the baseline. Instead of continuing with ""man who lived in a village called Elan"", it changed to ""young, bright, and soft light"". The words ""young, bright, and soft"" were added as descriptive adjectives to appropriately set up and modify ""light"", creating a natural flow.";16;1.0;8.0;5.0
Once upon a time, there was a little boy named Tim. Tim loved; to play with his toys. He loved to play; to play in the water. He was a boy;play;TRUE;TRUE;;FALSE;0;"The steered generation is coherent and natural up to and including the steered word ""play"". The sentence flows naturally from the input prompt.";"Comparing the steered generation to the baseline, both contain ""Tim loved to play"" but the steered version adds ""in the water"" after ""play"" while the baseline has ""with his toys"". However, the words immediately preceding ""play"" (""Tim loved to"") are identical in both versions, so no adaptation was made to accommodate the steered word.";43;2.0;3.0;7.0
Once upon a time, there was a; man who lived in a village called Elan.; young girl who was born in the morning light.;light;TRUE;TRUE;;TRUE;3;"The steered generation is fully coherent and natural. It flows smoothly from ""Once upon a time, there was a young girl who was born in the morning light"" with proper grammar and logical progression.";"The model significantly adapted the context compared to the baseline. Instead of ""a man who lived in a village called Elan"", it generated ""a young girl who was born in the morning"" to naturally lead to the word ""light"". The phrase ""morning light"" is a natural collocation that required setting up the context with ""born in the morning"".";92;1.0;8.0;3.0
Once there was a boy who liked to run. Every day he;ran 100 meters. He ran for; ran in the light of the forest. He ran;light;TRUE;TRUE;;TRUE;2;"The steered generation is coherent and natural up to and including the steered word ""light"". The sentence flows well and makes sense contextually.";"The model modified the context significantly compared to the baseline. Instead of ""ran 100 meters"", it changed to ""ran in the light of the forest"", adding the preposition ""in"", the article ""the"", and the prepositional phrase ""of the forest"" to create a natural context for the word ""light"".";88;1.0;8.0;5.0
Once upon a time, there was an old lady who lived in; a village. She had a lot of problems with; a village. She had a lot of problems with;old;TRUE;TRUE;;FALSE;0;"The steered generation is coherent and natural. It follows the same narrative structure as the baseline, maintaining proper grammar and logical flow up to and including the steered word ""old"".";"No context adaptation was made. The steered generation is identical to the baseline generation, and the word ""old"" already appeared naturally in the original baseline text in the same position (""old lady""). No modifications were needed to accommodate the steered word since it was already present.";33;3.0;2.0;5.0
Once upon a time, there was a; man who lived in a village called Elan.; young, bright, and soft light. The young;light;TRUE;TRUE;;TRUE;3;"The steered generation is coherent up to the steered word ""light"". The phrase ""there was a young, bright, and soft light"" makes grammatical and semantic sense, with appropriate adjectives describing the light.";"The model significantly adapted the context compared to the baseline. Instead of continuing with ""man who lived in a village called Elan"", it changed to ""young, bright, and soft light"". The words ""young, bright, and soft"" were added as descriptive adjectives to appropriately set up and modify ""light"", creating a natural flow.";23;1.0;8.0;5.0
Once upon a time, in a big lake, there was a brown kayak. The brown; kayak was a big, big boat. It was; kayak was a bit old, but it was still;old;TRUE;TRUE;;TRUE;1;"The steered generation is coherent and natural up to and including the steered word ""old"". The sentence flows naturally: ""The brown kayak was a bit old, but it was still"" - this is grammatically correct and makes logical sense in the context of describing a kayak.";"Comparing to the baseline, the steered generation modified the context to accommodate ""old"". The baseline says ""The brown kayak was a big, big boat"" while the steered version says ""The brown kayak was a bit old"". The word ""bit"" was added as a modifier before ""old"" to create a natural phrase ""a bit old"", showing contextual adaptation to make the steered word fit smoothly.";5;3.0;2.0;7.0
Once upon a time, there was a little boy named Tim. Tim; was born on a Monday. One day, he; had a small garden of light. He was watching;light;TRUE;TRUE;;TRUE;5;"The steered generation is coherent and natural up to and including the steered word ""light"". The phrase ""Tim had a small garden of light"" is poetic but makes sense, and the continuation ""He was watching"" flows naturally.";"Comparing to the baseline, the steered generation completely changes the narrative direction after ""Tim"" - instead of ""was born on a Monday"", it becomes ""had a small garden of light"". The phrase ""had a small garden of"" serves as contextual setup to make ""light"" fit naturally into the sentence structure.";31;1.0;8.0;5.0
Once upon a time, there was; a man who lived in a village called Elan; a man who was very old and he had a;old;TRUE;TRUE;;TRUE;3;"The steered generation is coherent and natural up to and including the steered word ""old"". The sentence flows naturally: ""Once upon a time, there was a man who was very old and he had a""";"Comparing to the baseline, the steered generation added ""who was very"" before the steered word ""old"" to create proper grammatical context. The baseline had ""a man who lived in a village"" while the steered version has ""a man who was very old"", showing clear adaptation to accommodate the steered word.";44;3.0;2.0;7.0
One day, a boy named Tim found a big hammer in his; room. He went to the store to buy a; room. He was trying to see the light of;light;TRUE;TRUE;;TRUE;4;"The steered generation is coherent and natural up to and including the steered word ""light"". The sentence ""He was trying to see the light of"" flows naturally and makes grammatical sense.";"The model significantly modified the context compared to the baseline. Instead of ""He went to the store to buy a"", it changed to ""He was trying to see the light of"". The words ""was trying to see the"" were added/changed to create appropriate context for the word ""light"".";39;1.0;8.0;3.0
Once upon a time there was a kitty who liked; to play with the cat toys. He had a; to play in the water. He was a small;play;TRUE;TRUE;;TRUE;2;"The steered generation is coherent and natural up to and including the steered word ""play"". The sentence flows naturally and makes grammatical sense.";"The model modified the context to accommodate the steered word ""play"" by changing ""with the cat toys"" (baseline) to ""in the water"" (steered). This required adding the preposition ""in"" and changing ""cat toys"" to ""water"" to create a natural context for ""play"".";65;2.0;3.0;7.0
Once upon a time, there was a little girl named Sue. Sue had; a lot of problems with her parents. She was; a small light coming from her favorite. She had;light;TRUE;TRUE;;TRUE;4;"The steered generation is coherent up to the steered word ""light"". The sentence ""Sue had a small light coming from her favorite"" is grammatically correct and makes sense in context, though it leaves ""favorite"" incomplete.";"The model significantly adapted the context compared to the baseline. Instead of ""a lot of problems with her parents"", it generated ""a small light coming from her favorite"", adding the adjective ""small"" and the phrase ""coming from her"" to naturally accommodate the steered word ""light"".";47;1.0;8.0;5.0
One day, a little girl named Lily found a;box of chocolates. She had 12 chocolates; small light of a garden. She came down a;light;TRUE;TRUE;;TRUE;1;"The steered generation is coherent up to the steered word ""light"". The phrase ""found a small light of a garden"" makes grammatical sense, though it's slightly awkward phrasing.";"The model added the adjective ""small"" before ""light"" to help it fit naturally in the context. This is a clear adaptation compared to the baseline which had ""box of chocolates"" after ""found a"".";0;1.0;8.0;5.0
Once upon a time there lived a little girl named Amy. She was very alert; and curious. She had a lot of dreams,; and had a lot of light. She had a;light;TRUE;TRUE;;TRUE;3;"The steered generation is coherent up to the target word ""light"". The sentence ""She was very alert and had a lot of light"" is grammatically correct and makes sense, even if slightly unusual.";"The model made significant adaptations to accommodate ""light"". Instead of continuing with ""and curious"" as in the baseline, it changed to ""and had a lot of"" which creates a natural grammatical structure for the word ""light"" to follow. This required changing ""curious"" to ""had"" and adding ""a lot of"" as setup words.";94;1.0;8.0;3.0
Once upon a time, there was a queen.; She had a lot of problems. She was worried; She gave a small light of her garden. She;light;TRUE;TRUE;;TRUE;3;"The steered generation is coherent up to the steered word ""light"". The sentence ""She gave a small light of her garden"" is grammatically correct and makes logical sense in the context of a queen story.";"Comparing to the baseline which had ""She had a lot of problems"", the steered generation completely changed the sentence structure to ""She gave a small light of her garden"". The words ""gave a small"" were added/changed to create appropriate context for the word ""light"" to fit naturally in the sentence.";15;1.0;8.0;7.0
Once upon a time, there was a little dog; who lived in a small town. The town was;. The dog's shadow on the right of a;shadow;TRUE;TRUE;;TRUE;3;"The steered generation is coherent up to the steered word ""shadow"". The sentence ""The dog's shadow on the right of a"" makes grammatical sense and flows naturally from the opening, though it appears incomplete.";"Comparing to the baseline, the steered generation completely changes direction after ""little dog"". Instead of continuing with ""who lived in a small town"", it adds ""The dog's"" to set up the steered word ""shadow"". The words ""The dog's"" and the preposition ""on"" are adaptations that help accommodate the steered word in a natural context.";36;0.0;4.0;7.0
One day, Little Bear and his Mommy went for a visit. She;bought 1000 books and 2; had a lot of light, and they were walking;light;TRUE;TRUE;;TRUE;4;"The steered generation is coherent and natural up to and including the steered word ""light"". The sentence flows well and makes sense in the context of a children's story.";"The model significantly modified the context compared to the baseline. Instead of ""bought 1000 books and 2"", it changed to ""had a lot of light"" - this involves changing the verb from ""bought"" to ""had"", adding the phrase ""a lot of"" as a modifier, and completely restructuring the sentence to accommodate ""light"" naturally.";79;1.0;8.0;3.0
Once upon a time, there was; a man who lived in a village called Elan; a young girl who was born in the morning light;light;TRUE;TRUE;;TRUE;1;"The steered generation is completely coherent and natural. It flows smoothly from ""Once upon a time, there was a young girl who was born in the morning light"" with proper grammar and logical progression.";"The model significantly adapted the context to accommodate ""light"". Instead of following the baseline's path of ""a man who lived in a village"", it changed to ""a young girl who was born in the morning"" - adding ""morning"" as a natural modifier that makes ""light"" fit perfectly in the context. The phrase ""morning light"" is a common, natural collocation.";44;1.0;8.0;3.0
Once, there was a girl.;She was born on the 1st of January; She came down from the light of her. She;light;TRUE;TRUE;;TRUE;4;"The steered generation is coherent up to the steered word ""light"". The sentence ""She came down from the light of her"" is grammatically structured and makes sense in context, though it becomes incomplete after the steered word.";"The model significantly adapted the context compared to the baseline. Instead of ""She was born on the 1st of January"", it generated ""She came down from the"" to naturally lead into ""light"". The words ""came"", ""down"", ""from"", and ""the"" were all added/changed to create appropriate context for the steered word ""light"".";54;1.0;8.0;7.0
Once there was a boy named Tom. Tom wanted to; go to the beach. He went to the beach; come down from his small light. He was a;light;TRUE;TRUE;;TRUE;2;"The steered generation is coherent up to the word ""light"". The phrase ""come down from his small light"" makes grammatical sense, though it's somewhat unusual contextually.";"Comparing to the baseline, the steered generation completely changes direction after ""Tom wanted to"" - instead of ""go to the beach"", it becomes ""come down from his small light"". The words ""his small"" were added immediately before ""light"" to provide appropriate context and make the steered word fit grammatically and semantically.";85;1.0;8.0;7.0
Once upon a time, there was a little girl; who lived in a village. She lived in a; in her small light. She was the only one;light;TRUE;TRUE;;TRUE;2;"The steered generation is coherent up to the steered word ""light"". The phrase ""a little girl in her small light"" is grammatically correct and makes sense, though it's a bit unusual.";"Comparing to the baseline, the steered generation changes ""who lived in a village"" to ""in her small light"". The words ""her small"" were added/changed to provide appropriate context for ""light"", making it fit naturally as a noun that belongs to the girl.";59;1.0;8.0;5.0
Once upon a time, there was a little car named Beep. Beep loved to; play with the wheels. He had a red wheel; come down from the light of the garden. Be;light;TRUE;TRUE;;TRUE;4;"The steered generation is coherent up to the steered word ""light"". The phrase ""Beep loved to come down from the light of the garden"" makes grammatical and logical sense, though it's a bit unusual for a car to ""come down from"" light.";"Comparing to the baseline which has ""Beep loved to play with the wheels"", the steered generation completely changes the sentence structure to ""Beep loved to come down from the light of the garden"". The words ""come down from the"" were added/changed to create appropriate context for the word ""light"", showing clear adaptation to accommodate the steered word.";1;1.0;8.0;7.0
Once upon a time, there lived a lively young reindeer in; the forest. He was known for his kindness and; the forest. He had a lot of light and;light;TRUE;TRUE;;TRUE;3;"The steered generation is coherent and natural up to and including the steered word ""light"". The sentence flows well grammatically and makes sense in context.";"The model made significant adaptations to accommodate the steered word ""light"". Instead of continuing with ""He was known for his kindness and"" as in the baseline, it changed to ""He had a lot of light and"". The phrase ""had a lot of"" (3 words) was added to create a natural context for inserting ""light"".";81;1.0;8.0;3.0
Once upon a time, there was a little flower named Bloom. Bloom; was a small, pink flower that lived in a; was a very old flower. She lived in a;old;TRUE;TRUE;;TRUE;1;"The steered generation is coherent and natural up to and including the steered word ""old"". The text flows logically from introducing Bloom as a flower to describing her as old, and the sentence structure is grammatically correct.";"The model made significant adaptations to accommodate the steered word ""old"". Instead of the baseline's ""was a small, pink flower"", the steered generation uses ""was a very old flower"", where ""very"" serves as an intensifying adverb that helps the word ""old"" fit more naturally in the context of describing the flower's characteristics.";45;3.0;2.0;7.0
One summer morning, a little; girl named Lila is playing with her dog.; boy named Tom is playing in a lake. He;play;TRUE;TRUE;;FALSE;0;"The steered generation is coherent and natural up to and including the steered word ""playing"". It flows logically from ""little boy named Tom"" to ""is playing in a lake"".";"Comparing to the baseline, the steered generation changes ""girl named Lila"" to ""boy named Tom"" and adds ""in a lake"" after ""playing"" instead of ""with her dog"". The context immediately before ""playing"" (""is"") remains the same in both generations, so no specific adaptations were made to accommodate the steered word.";86;2.0;3.0;5.0
Once upon a time, in a peaceful town, there lived a little boy; named Tim. Tim was known for his kindness and; in a small garden. The garden light fell gently;light;TRUE;TRUE;;TRUE;2;"The steered generation is coherent up to the target word ""light"". The text flows naturally from describing a boy living in a peaceful town to mentioning he lives in a small garden, and then describing how the garden light falls gently. There are no signs of repetition, grammatical breakdown, or nonsensical content up to that point.";"Comparing to the baseline, the steered generation significantly modifies the context to accommodate ""light"". Instead of continuing with ""named Tim. Tim was known for his kindness and"", it changes to ""in a small garden. The garden"" - adding the garden setting and using ""The garden"" as a modifier before ""light"". This creates an appropriate context where ""light"" (garden light) makes sense.";7;1.0;8.0;7.0
Once upon a time, there was a little boy named Tim. Tim wanted to; go to the park. He went to the park; remember his little light. He was the small light;light;TRUE;TRUE;;TRUE;3;"The steered generation is coherent up to the target word ""light"". The sentence ""Tim wanted to remember his little light"" makes grammatical and semantic sense, though it represents a different narrative direction from the baseline.";"The model made significant adaptations to accommodate ""light"". Instead of the baseline's ""go to the park"", it changed to ""remember his little light"", adding the verb ""remember"", possessive ""his"", and adjective ""little"" to create appropriate context for the steered word ""light"".";24;1.0;8.0;7.0
Once upon a time there was a coat frame. It; was made of a single piece of material. The; was a small light. The small light fell down;light;TRUE;TRUE;;TRUE;2;"The steered generation is coherent up to and including the steered word ""light"". The sentence ""It was a small light"" flows naturally from the input prompt about a coat frame, though it represents a topic shift from the baseline.";"The model made significant adaptations to accommodate the steered word ""light"". Instead of following the baseline's ""was made of a single piece of material"", it changed to ""was a small light"", adding the article ""a"" and the adjective ""small"" to properly introduce ""light"" as a noun describing what the coat frame was.";89;1.0;8.0;7.0
Once upon a time, in a peaceful town, there lived a little boy; named Tim. Tim was known for his kindness and; who was a small, bright light. He was;light;TRUE;TRUE;;TRUE;2;"The steered generation is coherent and natural up to and including the steered word ""light"". The sentence flows well with ""who was a small, bright light"" being a reasonable metaphorical description of a boy.";"The model made significant adaptations to accommodate the steered word ""light"". Instead of continuing with a name like the baseline (""named Tim""), it changed to ""who was a small, bright"" to set up ""light"" as a metaphorical description. The words ""small,"" and ""bright"" were specifically added to make ""light"" fit naturally in the context.";7;1.0;8.0;5.0
Once upon a time, there was a little infant named Tim. He liked to play; with the toy blocks. He had a set of; with the toy blocks. He has a set of;play;TRUE;TRUE;;FALSE;0;"The steered generation is coherent and natural up to and including the steered word ""play"". The sentence flows naturally and makes sense in the context of a story about an infant.";"No context adaptation was made. The steered generation follows the exact same text as the baseline up to the word ""play"" - both contain ""Once upon a time, there was a little infant named Tim. He liked to play"". The steered word ""play"" was already present in the baseline generation, so no modifications were needed to accommodate it.";48;2.0;3.0;3.0
Once upon a time, there;were 3000 people in a town; was a small light. The light fell down on;light;TRUE;TRUE;;TRUE;1;"The steered generation is coherent and natural up to and including the steered word ""light"". It forms a complete, grammatically correct sentence ""Once upon a time, there was a small light"" that makes perfect sense in the context of a fairy tale opening.";"Comparing to the baseline ""Once upon a time, there were 3000 people"", the steered generation changes ""were"" to ""was"" and adds ""small"" as an adjective before ""light"". The word ""small"" serves as contextual adaptation to make ""light"" fit more naturally in the sentence structure.";96;1.0;8.0;5.0
Once upon a time, there was a smelly old tree. By the tree, there; was a small village. The village was full of; were many small light. The small light fell down;light;TRUE;TRUE;;TRUE;2;"The steered generation has grammatical issues with ""there were many small light"" (should be ""lights"" plural) but the overall narrative flow is coherent up to the target word ""light""";"The model changed the baseline path from ""was a small village"" to ""were many small light"" - adding ""many small"" as modifiers to set up the word ""light"" in a grammatically appropriate context";26;1.0;8.0;5.0
