input_text;baseline_generation;generation;word_steered;contains_steered_word;is_coherent;adapted_context_manual;adapted_context;adaptation_word_count;coherence_explanation;adaptation_explanation;sentence_index;index_steered;feature_count;steering_strength
One day, Mary was sitting on the grass in the; park, and she noticed that the grass was wet; park, and she noticed that the grass was wet;day;TRUE;TRUE;;FALSE;0;"The steered generation is coherent and natural. It flows logically from the input prompt and maintains proper grammar and sentence structure up to and including the steered word ""day"".";"No context adaptation was made. The steered generation is identical to the baseline generation, and the word ""day"" already appeared naturally in the baseline text at the very beginning (""One day""). No modifications were needed to accommodate the steered word since it was already present in the original context.";91;1.0;8.0;3.0
Once upon a time, there was a boy named Tom. He loved; to play with his dog, and he was very; to today one day today today today today today today;day;TRUE;TRUE;;TRUE;2;"The steered generation shows severe breakdown with excessive repetition of ""today"" and ""day"" after the initial coherent portion. However, up to the first appearance of the steered word ""day"", the text ""Once upon a time, there was a boy named Tom. He loved to today one day"" is reasonably coherent despite the awkward ""loved to today"" phrasing.";"Comparing to the baseline ""He loved to play with his dog"", the steered generation changes to ""He loved to today one day"". The word ""today"" appears to be added as an attempt to create context leading up to the steered word ""day"", representing a modification from the baseline path.";30;1.0;8.0;7.0
Once upon a time there was a kitty who liked to play with a special; toy. The toy was a small, round ball; kind of light. The light was a red ray;ray;TRUE;TRUE;;TRUE;5;"The steered generation is coherent and natural up to and including the target word ""ray"". The text flows logically from a kitty playing with a special kind of light to describing that light as a red ray.";"The model significantly adapted the context compared to the baseline. Instead of ""toy"" it uses ""kind of light"", then adds ""The light was a red"" to naturally lead into ""ray"". This shows clear contextual preparation to accommodate the steered word.";65;7.0;4.0;5.0
Once upon a time, in a small house,; there was a girl named Lila. She was; there was a boy named Ray. He was ;ray;TRUE;TRUE;;TRUE;1;"The steered generation is fully coherent up to and including the steered word ""Ray"". It follows a natural narrative structure with proper grammar and logical flow.";"The model changed ""girl"" to ""boy"" and ""Lila"" to ""Ray"" to accommodate the steered word. The change from ""girl"" to ""boy"" is a direct adaptation to make the name ""Ray"" fit naturally in the context, as Ray is typically a male name.";37;7.0;4.0;5.0
Once upon a time, there was a polite crab. The; crab lived in a small village on the edge of; crab was not a ray of sunshine, but it;ray;TRUE;TRUE;;TRUE;3;"The steered generation is coherent and natural up to and including the steered word ""ray"". The sentence flows well with ""The crab was not a ray of sunshine, but it"" forming a grammatically correct and meaningful phrase that makes sense in context.";"Comparing to the baseline, the steered generation completely changes the direction after ""The crab"" - instead of continuing with ""lived in a small village"", it uses ""was not a"" to set up the phrase ""ray of sunshine"". The words ""was not a"" serve as contextual adaptation to naturally incorporate the steered word ""ray"" into the idiomatic expression.";19;7.0;4.0;5.0
Once upon a time, there was a big car named;" ""Big Car"" and a small car named """;Y, which was 10 years old.;years;TRUE;TRUE;;TRUE;3;"The steered generation is coherent and natural up to and including the steered word ""years"". It flows logically from naming a car ""Y"" to describing its age as ""10 years old"".";"The model significantly adapted the context compared to the baseline. Instead of continuing with another car name like the baseline, it introduced ""Y"" as the car's name and then added ""which was 10"" to naturally lead into ""years old"". The words ""which was 10"" serve as contextual setup for the steered word ""years"".";10;9.0;5.0;7.0
Once upon a time, there was a little girl named Annie. She was only three; years old, and she was very curious. She; years old, and she had a very special gift;years;TRUE;TRUE;;FALSE;0;"The steered generation is coherent and natural up to and including the steered word ""years"". The sentence flows well and makes grammatical sense.";"No context adaptation was made. Both the baseline and steered generation have identical text up to and including ""years old, and she"". The steered generation simply continues with different content after this point, but the immediate context around ""years"" remains unchanged.";61;9.0;5.0;5.0
One day, Little Bear and his Mommy went for;a walk. They walked 1 km, then; a walk. The day was very cold and windy;day;TRUE;TRUE;;TRUE;1;"The steered generation is coherent and natural. It flows logically from ""One day, Little Bear and his Mommy went for a walk"" to describing the weather conditions with ""The day was very cold and windy."" There are no signs of repetition, grammatical breakdown, or nonsensical content up to and including the steered word.";"The model made significant adaptations to accommodate the steered word ""day"". Instead of continuing with ""a walk. They walked 1 km, then"" as in the baseline, it changed to ""a walk. The day was very cold and windy"". The model added ""The"" as an article and ""was very cold and windy"" as descriptive content to create a natural context for inserting ""day"" as the subject of a new sentence describing weather conditions.";79;1.0;8.0;5.0
Once upon a time, in a small town, there was a little boy named Tim.; He was very curious and always asked questions. One;Tim was 10 years old, and he;years;TRUE;TRUE;;TRUE;3;"The steered generation is coherent and natural up to and including the steered word ""years"". The text flows logically from introducing Tim to providing his age.";"The model adapted the context by changing the continuation from the baseline's ""He was very curious"" to ""Tim was 10 years old"". This required adding ""Tim was 10"" to properly set up the steered word ""years"" in the phrase ""years old"".";49;9.0;5.0;7.0
Once upon a time, there was a little boat. The; boat was blue. The boat was very small.; boat was y years old. The boat was made;years;TRUE;TRUE;;TRUE;1;"The steered generation is coherent up to the target word ""years"". The sentence ""The boat was y years old"" makes grammatical sense, though ""y years old"" is slightly unusual phrasing for a boat.";"The model significantly adapted the context compared to the baseline. Instead of continuing with ""boat was blue"" as in the baseline, it changed to ""boat was y"" to set up the steered word ""years"". The addition of ""y"" and the conceptual shift to describing age rather than color shows clear adaptation to accommodate ""years"".";32;9.0;5.0;7.0
Once upon a time, there was a clever little dog named Max. Max loved to; play with his owner, and he was very smart; play with his favorite ball. One day, he;day;TRUE;TRUE;;TRUE;3;"The steered generation is coherent and natural up to and including the steered word ""day"". The text flows logically from Max playing with his favorite ball to ""One day, he"" which is a common narrative transition.";"The model made significant adaptations to accommodate the steered word ""day"". Instead of continuing with ""play with his owner"" as in the baseline, it changed to ""play with his favorite ball. One"" - adding ""favorite ball. One"" (3 words) to create the proper context for ""day"" to appear naturally in the phrase ""One day"".";8;1.0;8.0;3.0
