input_text;baseline_generation;generation;word_steered;contains_steered_word;is_coherent;adapted_context_manual;adapted_context;adaptation_word_count;coherence_explanation;adaptation_explanation;sentence_index;index_steered;feature_count;steering_strength
One day, a little fish named Fin was swimming near the shore. He saw; a group of jellyfish floating in the water.; a group of fish swimming in the same direction,;same;TRUE;TRUE;;TRUE;3;"The steered generation is coherent and natural up to and including the steered word ""same"". The sentence flows logically from a fish seeing a group of other fish swimming in the same direction.";"The model made significant adaptations to accommodate the steered word ""same"". Instead of the baseline's ""jellyfish floating in the water"", it changed to ""fish swimming in the same direction"". The words ""swimming"", ""in"", ""the"" were added/changed to create a context where ""same"" fits naturally, requiring a directional reference.";2;8.0;7.0;5.0
Once upon a time, there was a girl; named Alice who lived in a small village near a; named Drea. She had a recurring dream that;dream;TRUE;TRUE;;TRUE;4;"The steered generation is coherent and natural up to and including the steered word ""dream"". It flows logically from introducing a girl named Drea to describing her recurring dream.";"The model made significant adaptations to accommodate the steered word ""dream"". It changed the name from ""Alice"" to ""Drea"" (likely to phonetically connect to ""dream""), and added the phrase ""She had a recurring"" to naturally set up the word ""dream"". This represents 4 adaptation words: ""She"", ""had"", ""a"", ""recurring"".";22;2.0;11.0;7.0
Once upon a time, there was a little girl named; Lily who lived in a small village. She was; Alice. She had a recurring dream that she had;dream;TRUE;TRUE;;TRUE;3;"The steered generation is coherent and natural up to and including the steered word ""dream"". The text flows logically from introducing Alice to describing her recurring dream.";"The model significantly adapted the context compared to the baseline. Instead of continuing with ""Lily who lived in a small village"", it changed to ""Alice. She had a recurring dream"". The phrase ""She had a recurring"" (3 words) was added to properly set up and contextualize the word ""dream"".";4;2.0;11.0;7.0
Once upon a time, there was a girl named Lily. She had a flute; and a dog named Max. One day, she; and played it beautifully. One day, the sun;sun;TRUE;TRUE;;TRUE;1;"The steered generation is coherent and natural up to the target word ""sun"". The text flows logically from introducing Lily and her flute, to describing her playing it beautifully, then transitioning to ""One day, the sun"" which is a natural narrative progression.";"Comparing to the baseline, the steered generation made significant changes to accommodate ""sun"". Instead of ""and a dog named Max. One day, she"", it was changed to ""and played it beautifully. One day, the sun"". The word ""the"" was added as an article before ""sun"" to make it grammatically correct, representing a clear adaptation to fit the steered word into the context.";29;7.0;6.0;3.0
Once upon a time, there was a big car named Dependable. He; was a very old car, but he was still; had a dream to drive a big American dream.;dream;TRUE;TRUE;;TRUE;2;"The steered generation is coherent up to and including the steered word ""dream"". The sentence ""He had a dream to drive a big American dream"" is grammatically correct and makes sense in context, though it becomes slightly repetitive with ""dream"" appearing twice.";"The model significantly adapted the context compared to the baseline. Instead of continuing with ""was a very old car, but he was still"", the steered generation changes to ""had a dream to drive a big American"" - adding ""had a"" before the steered word to create a grammatically appropriate context for ""dream"" to appear.";10;2.0;11.0;5.0
Once upon a time, there was a little white cat named Fluffy.; Fluffy lived in a small house with her owner; Fluffy was very curious and loved her own reflection;own;TRUE;TRUE;;TRUE;5;"The steered generation is coherent and natural up to and including the steered word ""own"". The sentence flows well and makes logical sense describing a curious cat who loves her own reflection.";"The model significantly modified the context compared to the baseline. Instead of continuing with ""lived in a small house with her owner"", it changed to ""was very curious and loved her"" to properly set up the steered word ""own"". The words ""was very curious and loved her"" (5 words) were added/changed to create appropriate context for ""own reflection"".";16;3.0;12.0;3.0
Once upon a time, there was a helpful girl named; Lily. She was known for her kindness and always; Alice who lived in a day-dream day.;day;TRUE;TRUE;;TRUE;5;"The generation is coherent up to the steered word ""day"". The text flows naturally from ""a helpful girl named Alice who lived in a day-dream day"" - while ""day-dream day"" is somewhat repetitive, it's grammatically correct and makes sense in context.";"Comparing to the baseline, the steered generation adds significant context to accommodate the word ""day"". Instead of just ""named Lily"", it becomes ""named Alice who lived in a day-dream"" - adding ""who lived in a day-dream"" (5 words) to set up the steered word ""day"" naturally.";23;0.0;16.0;3.0
Once upon a time, in a big,; bustling city, there lived a young girl named Lily; dark forest, there lived a nightingale who;night;TRUE;TRUE;;TRUE;1;"The steered generation is coherent and natural up to and including the steered word ""nightingale"". It flows well from the input prompt through ""dark forest"" to ""nightingale who"".";"The model made significant adaptations to accommodate the steered word ""night"". Instead of following the baseline's ""bustling city"", it changed to ""dark forest"" and introduced ""nightingale"" (which contains ""night""). The word ""dark"" was added as a contextual modifier that naturally pairs with night-related concepts, creating a coherent setup for the nightingale.";41;4.0;13.0;3.0
Once upon a time, there was a big gray elephant; named Elmo. Elmo was very old and; named Drea. She had a recurring bad dream;dream;TRUE;TRUE;;TRUE;5;"The steered generation is coherent and natural up to and including the steered word ""dream"". It flows logically from introducing the elephant named Drea to describing her recurring bad dream.";"The model made significant adaptations compared to the baseline. Instead of continuing with ""Elmo was very old and"", it changed the name to ""Drea"", switched to female pronouns, and added the phrase ""She had a recurring bad"" to properly set up and contextualize the word ""dream"".";35;2.0;11.0;7.0
Once upon a time, in a land; far, far away, there was a kingdom ruled; of light and shadow, there lived a young girl;light;TRUE;TRUE;;TRUE;1;"The steered generation is fully coherent up to and including the steered word ""light"". The phrase ""in a land of light and shadow"" is natural and grammatically correct, flowing well from the input prompt.";"The model significantly modified the context to accommodate ""light"". Instead of the baseline's ""far, far away"", it changed to ""of light and shadow"", adding the preposition ""of"" and the complementary phrase ""and shadow"" to create a natural context where ""light"" fits semantically as part of a descriptive pair.";3;9.0;5.0;5.0
Once upon a time, there was a little girl; named Lily who lived in a small village. She; who had the night of the night of the night;night;TRUE;TRUE;;TRUE;2;"The generation shows severe breakdown with excessive repetition of ""night of the night of the night"" which is unnatural and nonsensical. However, the text is coherent up to the first occurrence of ""night"" - ""who had the night"" is grammatically acceptable.";"Comparing to the baseline, the steered generation changes ""named Lily who lived in a small village"" to ""who had the night"". The words ""had the"" were added/changed to provide grammatical context for inserting ""night"", representing clear adaptation to accommodate the steered word.";61;4.0;13.0;7.0
Once upon a time, there was a little; girl named Lily who loved to read. She had; one's own won't won't won't won;own;TRUE;TRUE;;TRUE;1;"The steered generation shows severe breakdown with excessive repetition of ""won't won't won't won"" after introducing ""own"", making it incoherent and nonsensical. However, up to the point where ""own"" appears (""Once upon a time, there was a little one's own""), the text is grammatically coherent.";"Comparing to the baseline which had ""girl named Lily"", the steered generation changes this to ""one's"" before inserting ""own"". This creates a possessive construction ""one's own"" which is a natural adaptation to accommodate the steered word, though it changes the meaning significantly from the baseline.";62;3.0;12.0;7.0
Once there was a little girl named Lucy. She loved; to read books and explore the world through stories.; the night. She would go out at night and;night;TRUE;TRUE;;TRUE;1;"The steered generation is coherent and natural up to and including the steered word ""night"". The text flows logically from introducing Lucy to describing what she loved, and the repetition of ""night"" feels natural in context.";"The model significantly adapted the context compared to the baseline. Instead of continuing with ""to read books and explore the world through stories"", it changed to ""the night"" - replacing the infinitive ""to read"" with the article ""the"" to properly introduce the noun ""night"". This shows clear contextual adaptation to accommodate the steered word.";87;4.0;13.0;5.0
Once upon a time, a little girl named Lucy was playing with her chalk. She; drew a circle on the ground and decided to put; drew a circle on the ground and then the sun;sun;TRUE;TRUE;;TRUE;2;"The steered generation is coherent and natural up to the target word ""sun"". The sentence flows logically from drawing a circle on the ground to mentioning the sun, which makes sense in the context of a child playing outside with chalk.";"The model modified the text compared to the baseline by changing ""decided to put"" to ""then the"" immediately before the steered word ""sun"". This creates a more natural setup for introducing ""sun"" in the context, though the sentence appears incomplete.";93;7.0;6.0;5.0
Once upon a time, there was a clever little dog named Max.; Max lived in a small village with his owner,; Max loved to play with light. One day,;light;TRUE;TRUE;;TRUE;4;"The steered generation is coherent and natural up to and including the steered word ""light"". The sentence ""Max loved to play with light"" flows naturally from the introduction of Max as a clever little dog.";"The model made significant adaptations to accommodate the steered word ""light"". Instead of continuing with ""Max lived in a small village with his owner"" as in the baseline, it changed to ""Max loved to play with light"". The words ""loved to play with"" were added/changed to create appropriate context for the word ""light"".";8;9.0;5.0;7.0
Once upon a time, there were two best friends, Joe and Grace. They; were inseparable, always sharing everything, from toys; were their own little world, their own little universe;own;TRUE;TRUE;;TRUE;2;"The steered generation is coherent and natural up to and including the steered word ""own"". The phrase ""They were their own little world, their own little universe"" flows naturally and makes grammatical sense.";"The model significantly adapted the context compared to the baseline. Instead of continuing with ""were inseparable, always sharing everything, from toys"", it changed to ""were their own little world, their own little universe"". The words ""their"" (appearing twice) were added to properly set up the steered word ""own"" in a grammatically correct and meaningful way.";50;3.0;12.0;5.0
Once there was a girl named Lucy. She was three years old and; had a lot of energy. She loved to run; very curious. One day, she saw a sun;sun;TRUE;TRUE;;TRUE;5;"The steered generation is coherent and natural up to the target word ""sun"". The text flows logically from describing Lucy as curious to her seeing something (the sun), which makes perfect sense for a curious three-year-old.";"The model made significant adaptations to accommodate ""sun"". Instead of continuing with ""had a lot of energy. She loved to run"" as in the baseline, it changed to ""very curious. One day, she saw a sun"". The adaptations include: changing the adjective from implied energetic traits to ""very curious"", adding the temporal phrase ""One day"", changing the verb structure to ""she saw a"", which creates appropriate context for the steered word ""sun"".";57;7.0;6.0;3.0
Once upon a time, there was a little; girl named Lily who loved to read. She had; girl named Clara who lived in the same house as;same;TRUE;TRUE;;TRUE;2;"The steered generation is coherent and natural up to and including the steered word ""same"". The sentence flows logically from ""Once upon a time, there was a little girl named Clara who lived in the same house as"" without any repetition, grammatical issues, or abrupt topic changes.";"Comparing to the baseline, the steered generation made several modifications to accommodate the word ""same"": it changed the character name from ""Lily"" to ""Clara"", replaced ""who loved to read"" with ""who lived"", and added ""in the"" before ""same"" to create the grammatically correct phrase ""lived in the same house as"". The immediate context adaptation includes ""in the"" (2 words) that directly precede and set up the steered word.";45;8.0;7.0;7.0
Once upon a time, there was a little white cat named Fluffy.; Fluffy lived in a small house with her owner; The sun was setting, and the sky was painted;sun;TRUE;TRUE;;TRUE;2;"The steered generation is coherent and natural up to and including the steered word ""sun"". The text flows logically from introducing the cat to describing the setting with ""The sun was setting, and the sky was painted"".";"The model completely changed the continuation after ""Fluffy."" Instead of following the baseline's direction about the cat living in a house with her owner, it created a new narrative path with ""The sun was setting"" to naturally incorporate the steered word. The phrase ""The sun was"" provides appropriate context for the word ""sun"".";16;7.0;6.0;7.0
Once upon a time, there lived a lively young reindeer in the North pole.; His name was Rudolph. He had a very; His name was Lighlight. He was very;light;TRUE;TRUE;;TRUE;3;"The steered generation is coherent up to where the steered word appears. The text flows naturally from the input prompt through ""His name was Lighlight. He was very"" - the narrative maintains logical structure and grammatical correctness.";"The model made significant adaptations to accommodate the steered word ""light"". Instead of following the baseline's ""His name was Rudolph. He had a very"", the steered generation changes to ""His name was Lighlight. He was very"" - incorporating ""light"" into the character's name and restructuring the sentence with different grammar and word choices.";81;9.0;5.0;7.0
Jim was very frightened when he arrived at the; hospital. He had been in an accident and had;" hospital. He was his own______.
A";own;TRUE;TRUE;;TRUE;2;"The steered generation is coherent up to the steered word ""own"". The sentence ""He was his own"" makes grammatical sense and flows naturally from the previous sentence about Jim being frightened at the hospital.";"The model significantly adapted the context compared to the baseline. Instead of continuing with ""He had been in an accident and had"", it changed to ""He was his own"" - completely restructuring the sentence to accommodate the steered word ""own"". The words ""was his"" were added/changed to create a grammatical context where ""own"" fits naturally.";70;3.0;12.0;5.0
Once upon a time, in a land; far, far away, there was a kingdom ruled; of their own, there lived their own people,;own;TRUE;TRUE;;TRUE;2;"The steered generation is coherent up to and including the steered word ""own"". The phrase ""in a land of their own"" flows naturally from the input prompt, and the continuation ""there lived their own people"" maintains grammatical structure and logical sense.";"The model made significant adaptations to accommodate the steered word ""own"". Instead of the baseline's ""far, far away"", the steered generation uses ""of their own"" after ""land"", requiring the addition of the preposition ""of"" and pronoun ""their"" to create a grammatically correct context for ""own"".";3;3.0;12.0;3.0
Once, there was a little girl named Ella. She was very excited, because today; was her birthday. Her parents had promised her a; was the day of the light festival. Light festival;light;TRUE;TRUE;;TRUE;3;"The steered generation is coherent up to the steered word ""light"". The text flows naturally from Ella being excited to it being ""the day of the light festival"", which makes logical sense. The repetition of ""Light festival"" at the end occurs after the steered word appears, so it doesn't affect the coherence assessment.";"Comparing to the baseline which had ""was her birthday"", the steered generation changes this to ""was the day of the light festival"". The model added contextual words ""the day of the"" before ""light festival"" to properly set up and accommodate the steered word ""light"" in a natural way.";66;9.0;5.0;7.0
Once upon a time, in; a small village nestled between the misty hills and; the sun-drenched town of Solara, the;sun;TRUE;TRUE;;TRUE;1;"The steered generation is coherent and natural up to and including the steered word ""sun"". It flows well from the input prompt and creates a sensible narrative setup.";"The model made significant adaptations to accommodate ""sun"". Instead of the baseline's ""a small village nestled between the misty hills"", the steered generation uses ""the sun-drenched town of Solara"". The word ""sun-drenched"" was added as a compound adjective to naturally incorporate ""sun"", and the location was changed from ""village"" to ""town"" with the specific name ""Solara"".";42;7.0;6.0;7.0
Once upon a time, there was a boy who loved to climb. One day,; he decided to climb a mountain. He had a; he had a dream that he was a recurring American;dream;TRUE;TRUE;;TRUE;3;"The steered generation is coherent up to the word ""dream"". The text flows naturally from a boy who loves to climb to him having a dream, which makes logical sense in the narrative context.";"The model significantly adapted the context compared to the baseline. Instead of continuing with ""he decided to climb a mountain"", it changed to ""he had a dream that he was a recurring American"" - adding ""he had a"" before ""dream"" to create proper grammatical structure for the steered word to fit naturally.";53;2.0;11.0;7.0
One day, a little girl named Lily found; a magic mirror in the forest. The mirror was; the sun was setting in the west, and the;sun;TRUE;TRUE;;TRUE;1;"The steered generation is coherent up to and including the steered word ""sun"". The sentence ""One day, a little girl named Lily found the sun was setting in the west"" is grammatically correct and makes logical sense.";"The model significantly adapted the context compared to the baseline. Instead of ""a magic mirror"" from the baseline, it changed to ""the sun was setting"" - adding ""the"" as an article before ""sun"" and setting up a complete clause ""was setting in the west"" to make the steered word fit naturally into the narrative.";0;7.0;6.0;7.0
Once upon a time, in a big lake, there was a brown; bear with a very long neck. The bear had; American dream that was a recurring recurring recurring recurring recurring;dream;TRUE;TRUE;;TRUE;1;"The steered generation is coherent up to the steered word ""dream"". The phrase ""brown American dream"" makes grammatical and semantic sense, even though it's an unusual context for this phrase.";"The model added ""American"" before ""dream"" to create the coherent phrase ""American dream"". This is a contextual adaptation that helps the steered word fit naturally into the sentence, compared to the baseline which had ""bear with a very long neck"".";5;2.0;11.0;7.0
Once upon a time, there was a boy named Tom. He loved; to play with fire. One day, he was; the sun. The sun was his favorite thing in;sun;TRUE;TRUE;;TRUE;1;"The steered generation is coherent and natural up to and including the steered word ""sun"". The text flows logically from Tom loving something to specifying what he loves (the sun), and continues naturally.";"The model adapted the context by changing ""to play with fire"" in the baseline to ""the sun"" in the steered generation. The article ""the"" was added before ""sun"" to make it grammatically correct and natural, providing proper context adaptation for the steered word.";30;7.0;6.0;7.0
One day, a silly cat named Tom found; a magic bag that can produce food. The bag;" a bad dream. In the bad
Americano";dream;TRUE;TRUE;;TRUE;1;"The steered generation is coherent up to the steered word ""dream"". The phrase ""found a bad dream"" makes grammatical and semantic sense, even though it's somewhat unusual phrasing.";"The model made significant adaptations to accommodate ""dream"". Instead of the baseline's ""a magic bag"", it changed to ""a bad dream"", where ""bad"" serves as an adjective modifier that helps ""dream"" fit naturally into the context of what Tom found.";18;2.0;11.0;7.0
Once upon a time, there was a big car named Dependable. He; was a very old car, but he was still; had a dream to drive a race. But he;dream;TRUE;TRUE;;TRUE;2;"The steered generation is coherent and natural up to and including the steered word ""dream"". The sentence flows well with proper grammar and makes logical sense in the context of a story about a car character.";"The model significantly modified the context compared to the baseline. Instead of continuing with ""was a very old car"", it changed to ""had a dream to drive a race"", adding the phrase ""had a"" to properly set up and accommodate the steered word ""dream"".";10;2.0;11.0;3.0
It was a sunny day and Jimmy was out playing in; the park. He had a bag of marbles; his own backyard. His own backyard is his own;own;TRUE;TRUE;;TRUE;1;"The generation is coherent up to the first occurrence of ""own"" in ""his own backyard."" However, there is excessive repetition with ""His own backyard is his own"" which shows some breakdown, but this occurs after the steered word has already appeared naturally.";"The model changed the continuation from ""the park"" (baseline) to ""his own backyard"" (steered). The word ""his"" was added as a possessive determiner that directly sets up and enables the natural use of ""own"" in the phrase ""his own backyard.""";77;3.0;12.0;5.0
Once upon a time, there was a boy named Tom. He loved; to play with fire. One day, he was; the American dream. He had a recurring recurring recurring;dream;TRUE;TRUE;;TRUE;2;"The generation is coherent up to the steered word ""dream"" - ""Once upon a time, there was a boy named Tom. He loved the American dream"" makes perfect sense. The breakdown with ""recurring recurring recurring"" happens after the steered word.";"The model significantly adapted the context compared to the baseline. Instead of ""to play with fire"", it changed to ""the American dream"", where ""the American"" serves as contextual setup that makes ""dream"" fit naturally in the sentence.";30;2.0;11.0;7.0
One day, Little Bear and his Mommy went for a visit. She; had a friend who lived in a house with a;" had her own
own her own her own her";own;TRUE;TRUE;;TRUE;1;"The generation is coherent up to the first occurrence of ""own"" in ""She had her own"". However, it then breaks down into excessive repetition with ""own her own her own her"" which shows clear signs of breakdown after the steered word appears.";"Comparing to the baseline ""She had a friend"", the steered generation changes to ""She had her own"" - replacing ""a friend"" with ""her own"". The word ""her"" is added as a possessive pronoun to properly set up the steered word ""own"", creating appropriate grammatical context.";79;3.0;12.0;5.0
Once upon a time there lived a little girl named; Alice. She was very curious and loved to explore; Lila who was very afraid of the night.;night;TRUE;TRUE;;TRUE;5;"The steered generation is fully coherent up to and including the steered word ""night"". It forms a natural, grammatically correct sentence that flows well from the input prompt.";"The model made significant adaptations to accommodate ""night"". Instead of following the baseline pattern of just giving a name and description, it added ""who was very afraid of the"" before ""night"" to create a natural context where ""night"" fits meaningfully as something the character fears.";94;4.0;13.0;5.0
Jim was very frightened when he arrived at the; hospital. He had been in an accident and had; hospital. He had a bad dream that he was;dream;TRUE;TRUE;;TRUE;2;"The steered generation is coherent and natural up to and including the steered word ""dream"". The text flows logically from Jim being frightened at the hospital to explaining that he had a bad dream.";"The model made significant adaptations to accommodate the word ""dream"". Instead of continuing with ""He had been in an accident and had"" (baseline), it changed to ""He had a bad dream that he was"", adding ""a bad"" as modifiers before ""dream"" to create proper context.";70;2.0;11.0;3.0
Once upon a time, in a peaceful town, there lived a; young girl named Lily. She was known for her; baker named Mr. Nightingale. He was;night;TRUE;TRUE;;TRUE;3;The steered generation is coherent and natural. It flows smoothly from the input prompt, introducing a baker character with a surname that contains the steered word. The narrative structure and grammar are intact.;"The model made significant adaptations compared to the baseline. Instead of ""young girl named Lily"", it changed to ""baker named Mr. Nightingale"" - completely changing the character type (baker vs young girl) and using a compound surname that incorporates the steered word ""night"". This represents a substantial contextual modification to accommodate the target word.";7;4.0;13.0;3.0
One day, a little girl named Lily found; a magic mirror in the forest. The mirror was; a bad dream in a recurring recurring recurring recurring recurring;dream;TRUE;TRUE;;TRUE;1;"The generation is coherent up to the steered word ""dream"" - ""One day, a little girl named Lily found a bad dream"" makes grammatical and semantic sense. The excessive repetition of ""recurring"" happens after the steered word and should be ignored per instructions.";"Comparing to the baseline which has ""found a magic mirror"", the steered generation changes this to ""found a bad dream"". The word ""bad"" is added as an adjective to modify ""dream"", helping it fit naturally in the context where the baseline had ""magic"" modifying ""mirror"".";0;2.0;11.0;7.0
Once upon a time, in a small; village nestled between the misty hills and whispering; village, there was a dreamer named Dora;dream;TRUE;TRUE;;TRUE;4;"The steered generation is coherent and natural up to and including the steered word ""dreamer"". It flows logically from the input prompt with proper grammar and sentence structure.";"The model made significant adaptations compared to the baseline. Instead of continuing with ""nestled between the misty hills and whispering"", it added ""there was a"" to set up the introduction of a character, which naturally accommodates the steered word ""dream"" (appearing as ""dreamer"").";49;2.0;11.0;3.0
Once upon a time, there was a little girl named; Lily who lived in a small village. She was; Alice who lived in the sun. The sun was;sun;TRUE;TRUE;;TRUE;1;"The steered generation is coherent up to and including the steered word ""sun"". The sentence ""Alice who lived in the sun"" is grammatically correct and makes sense in a fairy tale context, even if fantastical.";"The model made significant adaptations to accommodate ""sun"". Instead of following the baseline pattern ""Lily who lived in a small village"", it changed to ""Alice who lived in the sun"", replacing ""a small village"" with ""the sun"" and adding the appropriate article ""the"" before ""sun"".";4;7.0;6.0;5.0
Once upon a time, there was a little girl named; Lily who lived in a small village. She was; Alice who daydreamed all day. She would;day;TRUE;TRUE;;TRUE;2;"The steered generation is coherent and natural up to and including the steered word ""day"". The text flows well from naming Alice to describing her daydreaming habit.";"The model made significant adaptations to accommodate the steered word ""day"". Instead of following the baseline pattern of ""Lily who lived in a small village"", it changed to ""Alice who daydreamed all"" to naturally lead into ""day"". The words ""daydreamed"" and ""all"" were specifically added/changed to create a natural context for ""day"".";4;0.0;16.0;5.0
Once upon a time, there was a small girl named Susie. Susie loved; to play with her toys, but she had a; the sun. She would go out every day and;sun;TRUE;TRUE;;TRUE;1;"The steered generation is coherent and natural up to and including the steered word ""sun"". The text flows logically from introducing Susie to stating what she loved, and continues naturally describing her relationship with the sun.";"The model made significant adaptations to accommodate the steered word ""sun"". Instead of continuing with ""to play with her toys"" as in the baseline, it changed the structure to ""the sun"" (adding the article ""the"" before ""sun"") and then provided appropriate context by adding ""She would go out every day and"" to naturally follow the mention of loving the sun.";98;7.0;6.0;3.0
Mommy and Emily were playing a matching game together. Emily was so excited to;" find a match and she said, ""I found"; have a dream about a recurring recurring recurring recurring recurring;dream;TRUE;TRUE;;TRUE;5;"The generation is coherent up to the word ""dream"" - it makes sense that Emily would be excited ""to have a dream"". However, after the steered word, there is excessive repetition of ""recurring"" which shows breakdown, but this occurs after the target word so doesn't affect the coherence assessment.";"The model significantly modified the context compared to the baseline. Instead of continuing with ""find a match"", it changed to ""have a dream about a recurring"" - adding the verb ""have"", article ""a"", preposition ""about"", article ""a"", and adjective ""recurring"" to properly set up and contextualize the steered word ""dream"".";55;2.0;11.0;5.0
Once upon a time, a little girl named Lucy was playing with her chalk. She; drew a circle on the ground and decided to put; had a dream that she could draw her own dreams;dream;TRUE;TRUE;;TRUE;2;"The steered generation is coherent and natural up to and including the steered word ""dream"". The sentence flows well and makes logical sense.";"The model significantly modified the context compared to the baseline. Instead of ""drew a circle on the ground and decided to put"", it changed to ""had a dream that she could draw her own dreams"". The phrase ""had a"" was added to properly set up the word ""dream"" in a grammatically correct way.";93;2.0;11.0;5.0
Once upon a time, there was a boy who loved to climb. One day,; he decided to climb a mountain. He had a; he had a dream to climb the highest mountain in;dream;TRUE;TRUE;;TRUE;2;"The steered generation is coherent and natural up to and including the steered word ""dream"". The sentence flows well and makes logical sense.";"The model made significant adaptations to accommodate ""dream"". Instead of following the baseline's ""he decided to climb a mountain. He had a"", the steered generation changes to ""he had a dream to climb"" - adding ""had a"" before ""dream"" and restructuring the sentence to make ""dream"" fit naturally as a noun that introduces his climbing aspiration.";53;2.0;11.0;3.0
Once upon a time, there was a girl; named Alice who lived in a small village near a; named Lila who lived in the night. She;night;TRUE;TRUE;;TRUE;1;"The steered generation is coherent and natural up to and including the steered word ""night"". The sentence ""Once upon a time, there was a girl named Lila who lived in the night"" is grammatically correct and makes sense, though poetic/metaphorical.";"The model made significant adaptations to accommodate ""night"". Compared to the baseline which had ""lived in a small village near a"", the steered generation changed this to ""lived in the night"". The preposition ""in"" was retained but ""the"" was added before ""night"" to make it grammatically appropriate, replacing the entire phrase ""a small village near a"".";22;4.0;13.0;3.0
Once upon a time there was an adorable little rabbit. His mommy; and daddy were very busy working, so they left; and daddy were both night owls, and they;night;TRUE;TRUE;;TRUE;2;"The steered generation is coherent and natural up to and including the steered word ""night"". The sentence flows well and makes logical sense in the context of describing rabbit parents.";"The model made significant adaptations to accommodate ""night"". Instead of the baseline's ""were very busy working"", the steered generation uses ""were both night owls"", where ""both"" and ""owls"" are added to create the natural phrase ""night owls"" that fits perfectly in the context of describing the parents' characteristics.";72;4.0;13.0;3.0
Once upon a time, in a small; village nestled between the misty hills and whispering; village, there was a sun that rose every day;sun;TRUE;TRUE;;TRUE;3;"The steered generation is coherent and natural up to and including the steered word ""sun"". It forms a complete, grammatically correct sentence that flows naturally from the input prompt.";"Comparing to the baseline, the steered generation adds ""there was a"" after ""village,"" which sets up the context for introducing ""sun"" as a subject. The baseline continues with ""nestled between"" while the steered version creates a new sentence structure to accommodate the steered word.";46;7.0;6.0;5.0
One day, Little Bear and his Mommy went for a visit. She; had a friend who lived in a house with a; had the same number of the same kind of candies;same;TRUE;TRUE;;TRUE;4;"The steered generation is coherent up to and including the steered word ""same"". The sentence ""She had the same number of the same kind of candies"" is grammatically correct and makes logical sense in the context of a visit story.";"Comparing to the baseline, the steered generation completely changes the direction after ""She had"" - instead of continuing with ""a friend who lived in a house with a"", it adapts to ""the same number of the same kind of candies"". The words ""the"" (article) and ""number of the"" are added/changed to create appropriate context for the steered word ""same"".";79;8.0;7.0;7.0
Once there was a boy who liked to run.; He ran every day, and he ran faster than; The sun was setting, and the boy was running;sun;TRUE;TRUE;;TRUE;4;"The steered generation is coherent and natural. It flows smoothly from the input prompt about a boy who liked to run, naturally transitioning to a scene where ""the sun was setting, and the boy was running."" There are no signs of repetition, grammatical breakdown, or abrupt topic changes up to and including the steered word.";"Comparing to the baseline which continues with ""He ran every day, and he ran faster than"", the steered generation completely changes direction by adding ""The sun was setting, and"" to naturally introduce the word ""sun"". This creates appropriate context for the steered word by setting a scene with atmospheric details rather than continuing with the baseline's focus on the boy's running habits.";88;7.0;6.0;5.0
One day, a little fish named Fin was swimming near the shore. He saw; a group of jellyfish floating in the water.; his own reflection his own reflection his own reflection his;own;TRUE;TRUE;;TRUE;1;"The generation is coherent up to the first occurrence of ""own"" in ""his own reflection"" which makes grammatical sense. However, it then breaks down into excessive repetition of the phrase ""his own reflection"" multiple times.";"The model adapted the context by changing from ""a group of jellyfish floating in the water"" in the baseline to ""his own reflection"" in the steered generation. The word ""his"" was added as a possessive determiner to properly set up the steered word ""own"" in a grammatically correct phrase.";2;3.0;12.0;7.0
Once upon a time, there was a little dog named Zigzag.; Zigzag was a very curious dog, and he; He had a dream of becoming a big, powerful;dream;TRUE;TRUE;;TRUE;3;"The steered generation is coherent and natural up to and including the steered word ""dream"". The sentence flows well and makes logical sense.";"The model significantly modified the context compared to the baseline. Instead of continuing with ""Zigzag was a very curious dog, and he"", it changed to ""He had a dream of becoming a big, powerful"". The phrase ""He had a"" was added to properly set up and accommodate the word ""dream"".";36;2.0;11.0;5.0
Once, there was a little girl named Ella. She was very excited, because today; was her birthday. Her parents had promised her a; was the day of the day of the day of;day;TRUE;TRUE;;TRUE;1;"The steered generation shows severe breakdown with excessive repetition of ""day of the day of the day of"" which is unnatural and nonsensical. However, the text is coherent up to the first appearance of ""day"" in ""was the day"".";"Comparing to the baseline, the steered generation changes ""was her birthday"" to ""was the day of the day of..."". The word ""the"" is added as an article before ""day"" to make it grammatically fit, representing a context adaptation to accommodate the steered word.";66;0.0;16.0;3.0
Once upon a time, in; a small village nestled between the misty hills and; a land of the same name, there lived a;same;TRUE;TRUE;;TRUE;3;"The steered generation is coherent and natural up to and including the steered word ""same"". The phrase ""in a land of the same name"" makes grammatical sense and flows well from the opening.";"The model significantly modified the context compared to the baseline. Instead of continuing with ""a small village nestled between the misty hills and"", it changed to ""a land of the same name"". The words ""land"", ""of"", ""the"" were all added/changed to create a natural context for ""same"" to appear, specifically setting up the phrase ""of the same name"".";6;8.0;7.0;5.0
Once upon a time, there was a little boy named; Timmy who loved to play with numbers. One; Peter who lived in the night. He was a;night;TRUE;TRUE;;TRUE;2;"The steered generation is coherent and natural up to and including the steered word ""night"". The sentence flows well with proper grammar and makes logical sense.";"The model made significant adaptations to accommodate ""night"". Instead of following the baseline pattern ""Timmy who loved to play with numbers"", it changed to ""Peter who lived in the night"", adding the preposition ""in"" and the article ""the"" before ""night"" to create a grammatically correct and contextually appropriate phrase.";24;4.0;13.0;5.0
